cistron_id,num_tus,tu_ids,num_operons,operon_ids
EG10520_RNA,2,TU0-7163[c];TU00293[c],1,1843
EG10521_RNA,1,TU0-12800[c],1,76
EG10522_RNA,1,TU0-13674[c],1,811
EG10523_RNA,4,TU0-5186[c];TU0-5201[c];TU0-5221[c];TU00362[c],1,1683
EG10524_RNA,2,TU0-14521[c];TU0-4701[c],1,1412
EG10525_RNA,2,TU0-2405[c];TU0-6508[c],1,1559
EG10526_RNA,2,TU0-14521[c];TU0-4701[c],1,1412
EG10527_RNA,1,TU0-4701[c],1,1412
EG10528_RNA,1,TU00123[c],1,2308
EG10529_RNA,1,TU0-6942[c],1,1837
EG10530_RNA,1,TU0-6942[c],1,1837
EG10531_RNA,1,TU0-12807[c],1,80
EG10532_RNA,2,TU0-13010[c];leuS-lptE[c],1,244
EG10533_RNA,1,TU00037[c],1,2270
EG10534_RNA,1,TU0-13620[c],1,765
EG10535_RNA,1,TU0-8848[c],1,2247
EG10536_RNA,1,TU00184[c],1,2341
EG10537_RNA,1,TU00184[c],1,2341
EG10538_RNA,1,TU00184[c],1,2341
EG10539_RNA,1,TU00183[c],1,2340
EG10540_RNA,1,TU00184[c],1,2341
EG10541_RNA,1,TU00184[c],1,2341
EG10542_RNA,2,TU0-14455[c];TU0-45285[c],1,1383
EG10543_RNA,2,TU0-45222[c];TU00523[c],1,1719
EG10544_RNA,1,TU0-6509[c],1,1806
EG10545_RNA,2,TU0-4146[c];TU0-8373[c],1,1615
EG10546_RNA,1,TU0-8373[c],1,1615
EG10547_RNA,1,TU00181[c],1,2339
EG10548_RNA,3,TU0-14253[c];TU0-14394[c];TU00291[c],1,1290
EG10549_RNA,1,TU00185[c],1,2342
EG10550_RNA,1,TU0-6552[c],1,1812
EG10551_RNA,1,TU00186[c],1,2343
EG10552_RNA,1,TU00324[c],1,9
EG10553_RNA,1,TU00221[c],1,2365
EG10554_RNA,1,EG10554_RNA[c],1,2543
EG10555_RNA,1,EG10555_RNA[c],1,2544
EG10556_RNA,1,EG10556_RNA[c],1,2545
EG10557_RNA,1,TU00187[c],1,2344
EG10558_RNA,1,TU00123[c],1,2308
EG10559_RNA,1,TU00123[c],1,2308
EG10560_RNA,1,TU00039[c],1,19
EG10561_RNA,2,TU-8414[c];TU00039[c],1,19
EG10562_RNA,1,TU00091[c],1,2292
EG10563_RNA,1,TU00132[c],1,1690
EG10564_RNA,2,TU0-44194[c];TU00132[c],1,1690
EG10565_RNA,1,TU0-5402[c],1,1768
EG10566_RNA,1,TU0-6425[c],1,1793
EG10567_RNA,2,TU0-198707[c];TU00196[c],1,594
EG10568_RNA,2,TU0-198707[c];TU00196[c],1,594
EG10569_RNA,2,TU0-198707[c];TU00196[c],1,594
EG10570_RNA,2,TU0-12827[c];map[c],1,99
EG10571_RNA,4,TU0-14269[c];TU0-198693[c];TU0-198694[c];TU522[c],1,1295
EG10572_RNA,1,TU522[c],1,1295
EG10573_RNA,1,TU0-13154[c],1,374
EG10574_RNA,1,TU0-5661[c],1,1774
EG10575_RNA,1,TU0-5661[c],1,1774
EG10576_RNA,1,TU0-14745[c],1,1463
EG10577_RNA,1,TU00131[c],1,2313
EG10578_RNA,1,TU00131[c],1,2313
EG10579_RNA,2,TU0-14538[c];TU00298[c],1,1420
EG10580_RNA,1,TU0-13593[c],1,744
EG10581_RNA,1,TU0-5061[c],1,1755
EG10582_RNA,1,TU0-3741[c],1,1607
EG10583_RNA,1,TU00191[c],1,2348
EG10584_RNA,1,TU0-8221[c],1,1890
EG10585_RNA,1,TU00218[c],1,2363
EG10586_RNA,1,TU0-13519[c],1,678
EG10587_RNA,1,TU0-42471[c],1,1636
EG10588_RNA,1,TU0-2706[c],1,1570
EG10589_RNA,1,TU0-1783[c],1,1501
EG10590_RNA,1,TU0-3741[c],1,1607
EG10591_RNA,1,TU0-8223[c],1,1891
EG10592_RNA,2,TU0-45256[c];TU0-7901[c],1,1732
EG10593_RNA,1,TU0-45256[c],1,1732
EG10594_RNA,2,TU0-45256[c];TU0-7901[c],1,1732
EG10595_RNA,5,TU0-14561[c];TU0-14563[c];TU0-14759[c];TU00236[c];yjeFE-amiB-mutL-miaA-hfq[c],1,1424
EG10596_RNA,1,TU00299[c],1,2398
EG10597_RNA,1,TU00299[c],1,2398
EG10598_RNA,1,TU00299[c],1,2398
EG10599_RNA,2,TU0-14672[c];TU0-45180[c],1,1450
EG10600_RNA,1,TU0-45180[c],1,1450
EG10601_RNA,1,EG10601_RNA[c],1,2546
EG10602_RNA,1,EG10602_RNA[c],1,2547
EG10603_RNA,2,TU00459[c];mprA[c],1,2445
EG10604_RNA,1,EG10604_RNA[c],1,2548
EG10605_RNA,1,TU0-12820[c],1,93
EG10606_RNA,1,TU0-13009[c],1,243
EG10607_RNA,1,TU0-13009[c],1,243
EG10608_RNA,2,TU0-14386[c];TU0-14388[c],1,1361
EG10609_RNA,2,TU0-14386[c];TU0-14532[c],1,1361
EG10610_RNA,2,TU0-14386[c];TU0-14532[c],1,1361
EG10611_RNA,1,TU0-13518[c],1,677
EG10612_RNA,1,TU0-8821[c],1,2221
EG10613_RNA,1,TU0-13087[c],1,313
EG10614_RNA,1,TU0-13441[c],1,616
EG10615_RNA,1,TU00193[c],1,2350
EG10616_RNA,1,TU00193[c],1,2350
EG10617_RNA,1,TU0-14288[c],1,1300
EG10618_RNA,1,TU261[c],1,2485
EG10619_RNA,1,EG10619_RNA[c],1,2549
EG10620_RNA,1,EG10620_RNA[c],1,2550
EG10621_RNA,1,EG10621_RNA[c],1,2551
EG10622_RNA,1,EG10622_RNA[c],1,2552
EG10623_RNA,1,EG10623_RNA[c],1,2553
EG10624_RNA,1,TU0-13747[c],1,870
EG10625_RNA,1,TU723[c],1,2513
EG10626_RNA,1,TU0-4343[c],1,1685
EG10627_RNA,3,TU0-5561[c];TU0-5567[c];TU0-5568[c],1,1772
EG10628_RNA,1,TU00188[c],1,2345
EG10629_RNA,1,TU0-14417[c],1,1370
EG10630_RNA,1,TU0-13037[c],1,265
EG10631_RNA,1,TU00194[c],1,2351
EG10632_RNA,2,TU0-7805[c];TU00043[c],1,1387
EG10633_RNA,1,TU00043[c],1,1387
EG10634_RNA,2,TU0-6652[c];TU00043[c],1,1387
EG10635_RNA,1,TU0-4421[c],1,1695
EG10636_RNA,2,TU0-14463[c];TU00043[c],1,1387
EG10637_RNA,3,TU0-1601[c];TU0-198885[c];TU0-42543[c],1,1493
EG10638_RNA,1,TU00044[c],1,2272
EG10639_RNA,1,TU00044[c],1,2272
EG10640_RNA,1,TU00044[c],1,2272
EG10641_RNA,1,TU00044[c],1,2272
EG10642_RNA,1,EG10642_RNA[c],1,2554
EG10643_RNA,1,TU00156[c],1,2329
EG10644_RNA,3,TU-8427[c];TU0-194009[c];TU00306[c],1,25
EG10645_RNA,3,TU-8427[c];TU0-194009[c];TU00306[c],1,25
EG10646_RNA,1,TU00156[c],1,2329
EG10647_RNA,2,TU0-194009[c];TU00306[c],1,25
EG10648_RNA,2,TU0-194009[c];TU00306[c],1,25
EG10649_RNA,1,TU00158[c],1,2331
EG10650_RNA,1,TU0-13651[c],1,792
EG10651_RNA,1,TU00189[c],1,2346
EG10652_RNA,1,TU0-3862[c],1,1306
EG10653_RNA,1,TU00046[c],1,36
EG10654_RNA,1,TU00046[c],1,36
EG10655_RNA,1,TU00046[c],1,36
EG10656_RNA,1,TU0-13886[c],1,989
EG10657_RNA,1,TU0-8817[c],1,2217
EG10658_RNA,2,TU0-4161[c];TU00256[c],1,1616
EG10660_RNA,1,TU00047[c],1,1311
EG10661_RNA,1,TU00047[c],1,1311
EG10662_RNA,2,TU0-8456[c];TU0-8458[c],1,1926
EG10663_RNA,1,TU0-13386[c],1,564
EG10664_RNA,3,TU0-5561[c];TU0-5564[c];TU00129[c],1,1772
EG10665_RNA,2,TU0-44226[c];TU00311[c],1,1701
EG10666_RNA,4,TU0-12921[c];TU0-14466[c];ribE-nusB[c];nusB[c],1,175
EG10667_RNA,1,TU00354[c],1,2413
EG10668_RNA,2,TU0-13222[c];TU0-14739[c],1,422
EG10669_RNA,1,TU0-4742[c],1,1747
EG10670_RNA,1,TU00049[c],1,2273
EG10671_RNA,1,TU0-45229[c],1,1721
EG10672_RNA,1,TU00177[c],1,2337
EG10673_RNA,2,TU0-7823[c];TU00264[c],1,1876
EG10674_RNA,2,TU0-198697[c];TU00222[c],1,1514
EG10675_RNA,2,TU0-45147[c];TU00222[c],1,1514
EG10676_RNA,2,TU0-45147[c];TU00222[c],1,1514
EG10677_RNA,2,TU0-45147[c];TU00222[c],1,1514
EG10678_RNA,2,TU0-45147[c];TU00222[c],1,1514
EG10679_RNA,1,TU0-45230[c],1,1722
EG10680_RNA,1,TU0-1761[c],1,1499
EG10681_RNA,1,TU0-45266[c],1,1735
EG10682_RNA,2,TU0-6554[c];TU0-6885[c],1,1813
EG10683_RNA,1,TU0-13417[c],1,592
EG10684_RNA,2,TU21[c];pal[c],1,2482
EG10685_RNA,1,TU00314[c],1,2402
EG10686_RNA,1,TU0-13830[c],1,937
EG10687_RNA,1,TU0-13837[c],1,944
EG10688_RNA,1,TU00141[c],1,2319
EG10689_RNA,1,TU00363[c],1,2417
EG10690_RNA,1,TU0-36412[c],1,1600
EG10691_RNA,4,TU0-4287[c];TU0-5201[c];TU0-5221[c];TU00362[c],1,1683
EG10693_RNA,2,TU483[c];TU484[c],1,2407
EG10694_RNA,1,TU0-14175[c],1,1235
EG10695_RNA,1,TU0-6442[c],1,1795
EG10696_RNA,1,TU0-8489[c],1,1939
EG10697_RNA,1,TU0-13792[c],1,907
EG10698_RNA,2,TU0-14056[c];pepQ[c],1,1136
EG10699_RNA,1,TU0-14813[c],1,1481
EG10700_RNA,1,TU0-6408[c],1,1789
EG10701_RNA,2,TU00377[c];TU00380[c],1,2424
EG10702_RNA,1,TU0-45260[c],1,1733
EG10703_RNA,4,TU0-14814[c];TU0-14816[c];TU0-45273[c];TU0-45274[c],1,1482
EG10704_RNA,2,TU0-12921[c];TU0-14466[c],1,175
EG10705_RNA,1,TU0-13199[c],1,405
EG10706_RNA,1,TU0-13451[c],1,625
EG10707_RNA,1,TU0-6653[c],1,1829
EG10708_RNA,1,TU0-8149[c],1,1885
EG10709_RNA,2,TU0-14257[c];TU0-6626[c],1,1292
EG10710_RNA,2,TU0-14257[c];TU0-6626[c],1,1292
EG10711_RNA,1,TU0-14132[c],1,1197
EG10712_RNA,1,TU0-14131[c],1,1196
EG10713_RNA,1,TU00201[c],1,1426
EG10714_RNA,1,TU00201[c],1,1426
EG10715_RNA,1,TU00201[c],1,1426
EG10716_RNA,1,TU00201[c],1,1426
EG10717_RNA,1,TU00201[c],1,1426
EG10718_RNA,1,TU00201[c],1,1426
EG10719_RNA,1,TU00201[c],1,1426
EG10720_RNA,1,TU00201[c],1,1426
EG10721_RNA,2,TU0-14552[c];TU00201[c],1,1426
EG10722_RNA,2,TU0-14552[c];TU00201[c],1,1426
EG10723_RNA,2,TU0-14552[c];TU00201[c],1,1426
EG10724_RNA,2,TU0-14552[c];TU00201[c],1,1426
EG10725_RNA,2,TU0-14552[c];TU00201[c],1,1426
EG10727_RNA,1,TU00052[c],1,1691
EG10728_RNA,1,TU00053[c],1,2274
EG10729_RNA,1,TU00086[c],1,2289
EG10730_RNA,2,TU0-14475[c];TU00253[c],1,1390
EG10731_RNA,1,TU0-14468[c],1,1389
EG10732_RNA,2,TU0-14468[c];TU0-41681[c],1,1389
EG10733_RNA,1,TU00053[c],1,2274
EG10734_RNA,3,TU0-14692[c];TU0-14693[c];TU0-45216[c],1,1455
EG10735_RNA,4,TU0-14694[c];TU0-36418[c];TU0-36420[c];TU0-45216[c],1,1455
EG10736_RNA,2,TU0-14679[c];TU365[c],1,1452
EG10737_RNA,1,TU0-13153[c],1,373
EG10738_RNA,1,TU0-14046[c],1,1127
EG10739_RNA,1,TU0-14049[c],1,1130
EG10740_RNA,1,TU-8421[c],1,22
EG10741_RNA,1,TU0-14167[c],1,1228
EG10742_RNA,1,TU00195[c],1,2352
EG10743_RNA,2,TU0-6654[c];TU0-6660[c],1,1830
EG10744_RNA,1,TU0-198873[c],1,1549
EG10745_RNA,1,TU0-198873[c],1,1549
EG10746_RNA,1,TU661[c],1,2506
EG10747_RNA,1,TU0-7581[c],1,1860
EG10748_RNA,1,TU0-8822[c],1,2222
EG10749_RNA,1,TU00321[c],1,2404
EG10750_RNA,1,TU00321[c],1,2404
EG10751_RNA,1,TU00321[c],1,2404
EG10752_RNA,2,TU00321[c];potD[c],1,2404
EG10753_RNA,1,TU00360[c],1,2415
EG10754_RNA,3,TU0-13075[c];TU0-42650[c];TU0-45205[c],1,301
EG10755_RNA,1,TU0-8492[c],1,1942
EG10756_RNA,1,TU0-6510[c],1,1807
EG10757_RNA,1,TU00463[c],1,2447
EG10758_RNA,2,TU0-12963[c];ppiB[c],1,208
EG10759_RNA,1,TU00162[c],1,2333
EG10760_RNA,1,TU0-13425[c],1,600
EG10761_RNA,1,TU0-4201[c],1,1624
EG10762_RNA,2,TU-8392[c];TU00324[c],1,9
EG10763_RNA,1,TU0-14087[c],1,1161
EG10764_RNA,1,TU00346[c],1,2410
EG10765_RNA,1,TU0-12945[c],1,194
EG10766_RNA,1,TU00337[c],1,2408
EG10767_RNA,1,TU00325[c],1,2405
EG10768_RNA,1,TU00325[c],1,2405
EG10769_RNA,1,TU0-8493[c],1,1943
EG10770_RNA,1,TU0-6562[c],1,1815
EG10771_RNA,2,TU0-198742[c];TU0-45207[c],1,1545
EG10772_RNA,2,TU0-198743[c];TU0-45207[c],1,1545
EG10773_RNA,2,TU0-198744[c];TU0-45207[c],1,1545
EG10774_RNA,2,TU0-8323[c];TU00203[c],1,1904
EG10775_RNA,1,TU0-3424[c],1,1588
EG10776_RNA,1,TU00326[c],1,1396
EG10777_RNA,2,TU0-14550[c];TU00326[c],1,1396
EG10778_RNA,2,TU0-14550[c];TU00326[c],1,1396
EG10779_RNA,2,TU0-14550[c];TU00326[c],1,1396
EG10780_RNA,3,TU0-14499[c];TU0-14550[c];TU00326[c],1,1396
EG10781_RNA,1,TU0-13672[c],1,809
EG10782_RNA,3,TU0-14693[c];TU0-36418[c];TU0-45216[c],1,1455
EG10783_RNA,3,TU0-14694[c];TU0-36418[c];TU0-45216[c],1,1455
EG10784_RNA,3,TU0-14693[c];TU0-36418[c];TU0-45216[c],1,1455
EG10785_RNA,1,TU0-1781[c],1,1500
EG10786_RNA,2,TU0-13744[c];TU0-6683[c],1,868
EG10787_RNA,1,TU0-1141[c],1,46
EG10788_RNA,1,TU0-45232[c],1,1723
EG10789_RNA,1,TU0-45232[c],1,1723
EG10790_RNA,1,TU00094[c],1,2294
EG10791_RNA,1,TU00055[c],1,2276
EG10792_RNA,1,TU00056[c],1,2277
EG10793_RNA,1,TU00082[c],1,2288
EG10794_RNA,2,TU00444[c];cvpA-purF[c],1,1411
EG10795_RNA,1,TU00056[c],1,2277
EG10796_RNA,1,TU00082[c],1,2288
EG10797_RNA,1,TU00057[c],1,2278
EG10798_RNA,1,TU00058[c],1,2279
EG10799_RNA,1,TU00058[c],1,2279
EG10800_RNA,1,TU00059[c],1,2280
EG10801_RNA,1,TU355[c],1,2489
EG10802_RNA,1,TU103[c],1,2477
EG10803_RNA,1,TU0-13440[c],1,615
EG10804_RNA,1,TU0-14630[c],1,1438
EG10805_RNA,1,TU00484[c],1,2449
EG10806_RNA,1,TU00060[c],1,2281
EG10807_RNA,1,TU00061[c],1,2282
EG10808_RNA,1,TU00334[c],1,1456
EG10809_RNA,2,TU0-14472[c];TU0-6407[c],1,406
EG10810_RNA,1,TU0-14654[c],1,1368
EG10811_RNA,1,TU00484[c],1,2449
EG10812_RNA,1,TU871[c],1,2526
EG10813_RNA,1,TU0-13227[c],1,426
EG10814_RNA,1,EG10814_RNA[c],1,2555
EG10815_RNA,1,EG10815_RNA[c],1,2556
EG10816_RNA,1,EG10816_RNA[c],1,2557
EG10817_RNA,1,EG10817_RNA[c],1,2558
EG10818_RNA,1,EG10818_RNA[c],1,2559
EG10819_RNA,1,EG10819_RNA[c],1,2560
EG10820_RNA,1,TU00486[c],1,2450
EG10821_RNA,2,TU0-14359[c];TU0-36403[c],1,1348
EG10822_RNA,1,TU00328[c],1,2406
EG10823_RNA,2,TU0-4525[c];TU00062[c],1,1728
EG10824_RNA,1,TU0-13744[c],1,868
EG10825_RNA,2,TU-8388[c];TU0-13745[c],1,6
EG10826_RNA,1,TU0-13744[c],1,868
EG10827_RNA,1,TU0-13226[c],1,425
EG10828_RNA,3,TU0-1193[c];TU0-3301[c];TU00259[c],1,56
EG10829_RNA,2,TU0-42470[c];TU00344[c],1,1635
EG10830_RNA,2,TU-8392[c];TU0-14489[c],1,9
EG10831_RNA,1,TU0-2[c],1,1550
EG10832_RNA,1,TU483[c],1,2407
EG10833_RNA,1,TU0-14047[c],1,1128
EG10834_RNA,1,TU0-3422[c],1,1586
EG10835_RNA,2,TU0-14269[c];TU0-42589[c],1,1295
EG10836_RNA,2,TU0-13325[c];TU0-14381[c],1,507
EG10837_RNA,1,TU0-6511[c],1,1808
EG10838_RNA,2,TU0-4181[c];rfaD[c],1,1620
EG10839_RNA,1,TU0-8499[c],1,1949
EG10840_RNA,1,TU0-14039[c],1,1120
EG10841_RNA,1,TU0-14278[c],1,1298
EG10842_RNA,1,TU0-45202[c],1,1715
EG10843_RNA,1,TU0-45202[c],1,1715
EG10844_RNA,1,TU0-14037[c],1,1119
EG10845_RNA,1,TU0-6941[c],1,1654
EG10846_RNA,1,TU0-13989[c],1,1076
EG10847_RNA,1,TU0-13948[c],1,1044
EG10848_RNA,1,TU0-13026[c],1,256
EG10849_RNA,1,TU0-12960[c],1,205
EG10850_RNA,1,TU0-14216[c],1,1263
EG10851_RNA,1,TU0-8281[c],1,1901
EG10852_RNA,2,TU0-2101[c];TU0-2121[c],1,1408
EG10853_RNA,1,TU0-6423[c],1,1792
EG10854_RNA,1,TU0-13009[c],1,243
EG10855_RNA,2,TU0-13010[c];leuS-lptE[c],1,244
EG10856_RNA,1,TU0-12997[c],1,233
EG10857_RNA,2,TU00332[c];TU483[c],1,2407
EG10858_RNA,1,TU0-14354[c],1,1344
EG10859_RNA,1,TU-8407[c],1,16
EG10860_RNA,1,TU0-6685[c],1,1832
EG10861_RNA,1,TU0-8373[c],1,1615
EG10862_RNA,1,TU00340[c],1,2409
EG10863_RNA,2,TU0-14696[c];TU00334[c],1,1456
EG10864_RNA,2,TU0-6512[c];rplKAJL[c],1,1809
EG10865_RNA,1,TU00347[c],1,2411
EG10866_RNA,1,TU00347[c],1,2411
EG10867_RNA,1,TU00347[c],1,2411
EG10868_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10869_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10870_RNA,1,TU00346[c],1,2410
EG10871_RNA,4,TU0-6512[c];TU00335[c];rplKAJL[c];rplJL[c],1,1809
EG10872_RNA,2,TU0-6512[c];rplKAJL[c],1,1809
EG10873_RNA,5,TU0-6512[c];TU0-8464[c];TU00335[c];rplKAJL[c];rplJL[c],1,1809
EG10874_RNA,1,TU00336[c],1,1625
EG10875_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10876_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10877_RNA,1,TU00347[c],1,2411
EG10878_RNA,1,TU0-14658[c],1,1448
EG10879_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10880_RNA,1,TU00351[c],1,2412
EG10881_RNA,5,TU0-14255[c];TU0-14257[c];TU0-3305[c];TU0-6657[c];TU0-8855[c],1,1292
EG10882_RNA,1,TU00347[c],1,2411
EG10883_RNA,1,TU00347[c],1,2411
EG10884_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10885_RNA,1,TU0-13557[c],1,710
EG10886_RNA,4,TU0-5522[c];TU0-5543[c];TU0-5601[c];TU00339[c],1,1771
EG10887_RNA,1,TU00347[c],1,2411
EG10888_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10889_RNA,1,TU0-45156[c],1,1708
EG10890_RNA,3,TU0-1[c];TU601[c];rpmF[c],1,37
EG10891_RNA,4,TU0-5522[c];TU0-5543[c];TU0-5601[c];TU00339[c],1,1771
EG10892_RNA,2,TU00340[c];rpmH[c],1,2409
EG10893_RNA,1,TU0-14658[c],1,1448
EG10894_RNA,3,TU0-6512[c];TU0-7002[c];TU00335[c],1,1809
EG10895_RNA,3,TU0-6512[c];TU0-7002[c];TU00335[c],1,1809
EG10896_RNA,2,TU0-14460[c];TU00352[c],1,1386
EG10897_RNA,1,TU0-45218[c],1,1718
EG10898_RNA,3,TU-8398[c];TU0-198866[c];TU00487[c],1,13
EG10899_RNA,2,TU00344[c];rpoZ[c],1,1635
EG10900_RNA,3,TU361[c];TU564[c];rpsA[c],1,1737
EG10901_RNA,1,EG10901_RNA[c],1,2561
EG10902_RNA,1,TU00347[c],1,2411
EG10903_RNA,1,TU0-14658[c],1,1448
EG10904_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10905_RNA,1,TU00346[c],1,2410
EG10906_RNA,1,TU00348[c],1,1410
EG10907_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10908_RNA,2,TU0-42202[c];TU00336[c],1,1625
EG10909_RNA,1,TU00347[c],1,2411
EG10910_RNA,1,TU0-14658[c],1,1448
EG10911_RNA,1,TU00348[c],1,1410
EG10912_RNA,1,TU0-14658[c],1,1448
EG10913_RNA,2,TU00337[c];rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO[c],1,2408
EG10914_RNA,2,TU0-6660[c];TU0-8474[c],1,1830
EG10915_RNA,1,TU00351[c],1,2412
EG10916_RNA,1,TU00347[c],1,2411
EG10917_RNA,1,TU00346[c],1,2410
EG10918_RNA,1,TU00347[c],1,2411
EG10919_RNA,1,TU0-7842[c],1,1877
EG10920_RNA,2,TU00352[c];TU00472[c],1,1386
EG10921_RNA,1,TU0-13449[c],1,623
EG10922_RNA,1,TU0-14228[c],1,1274
EG10925_RNA,3,TU0-8241[c];TU0-8242[c];TU0-8243[c],1,1892
EG10926_RNA,1,TU0-6513[c],1,1810
EG10927_RNA,1,TU0-12917[c],1,171
EG10928_RNA,1,TU0-3426[c],1,1590
EG10929_RNA,1,TU0-14080[c],1,1158
EG10930_RNA,1,TU00223[c],1,2366
EG10931_RNA,2,TU0-198705[c];TU0-6702[c],1,1516
EG10932_RNA,2,TU0-198705[c];TU0-6702[c],1,1516
EG10933_RNA,2,TU0-198705[c];TU0-198882[c],1,1516
EG10934_RNA,3,TU0-198705[c];TU0-198882[c];TU0-6702[c],1,1516
EG10935_RNA,1,TU0-13452[c],1,626
EG10936_RNA,2,TU0-4343[c];secMA[c],1,1685
EG10937_RNA,2,TU0-13995[c];TU0-42596[c],1,1081
EG10938_RNA,1,TU869[c],1,2525
EG10939_RNA,1,TU00354[c],1,2413
EG10940_RNA,1,TU869[c],1,2525
EG10941_RNA,1,TU00355[c],1,2414
EG10942_RNA,1,TU00355[c],1,2414
EG10943_RNA,2,TU0-14527[c];TU00356[c],1,1415
EG10944_RNA,1,TU0-2342[c],1,1557
EG10945_RNA,2,TU0-14224[c];TU0-6514[c],1,1271
EG10946_RNA,2,TU0-42569[c];TU00357[c],1,1664
EG10947_RNA,1,TU0-13080[c],1,306
EG10948_RNA,1,TU0-13287[c],1,478
EG10949_RNA,1,TU00358[c],1,1394
EG10950_RNA,1,TU0-14226[c],1,1272
EG10951_RNA,1,TU0-6630[c],1,1825
EG10952_RNA,1,TU0-3423[c],1,1587
EG10953_RNA,1,TU00064[c],1,2283
EG10954_RNA,1,TU0-1681[c],1,1495
EG10955_RNA,1,TU0-13872[c],1,976
EG10956_RNA,1,TU0-45253[c],1,1730
EG10957_RNA,1,TU00456[c],1,2444
EG10958_RNA,1,TU00211[c],1,2358
EG10959_RNA,1,TU00204[c],1,1823
EG10960_RNA,2,TU0-6625[c];TU00204[c],1,1823
EG10961_RNA,1,TU00124[c],1,2309
EG10962_RNA,2,TU0-44215[c];TU00359[c],1,1697
EG10963_RNA,2,TU0-44217[c];TU00359[c],1,1697
EG10964_RNA,1,TU00360[c],1,2415
EG10965_RNA,1,TU0-14004[c],1,1089
EG10966_RNA,1,TU00344[c],1,1635
EG10967_RNA,1,TU00344[c],1,1635
EG10968_RNA,1,TU0-13391[c],1,568
EG10969_RNA,1,TU00133[c],1,1840
EG10970_RNA,1,TU00133[c],1,1840
EG10971_RNA,1,TU00133[c],1,1840
EG10972_RNA,1,TU00133[c],1,1840
EG10973_RNA,1,TU00133[c],1,1840
EG10974_RNA,2,TU0-7042[c];TU00133[c],1,1840
EG10975_RNA,1,TU0-8521[c],1,1966
EG10976_RNA,1,TU0-6563[c],1,1816
EG10977_RNA,1,TU00361[c],1,2416
EG10978_RNA,1,TU00361[c],1,2416
EG10979_RNA,1,TU0-42509[c],1,1649
EG10980_RNA,1,TU0-42509[c],1,1649
EG10981_RNA,1,EG10981_RNA[c],1,2562
EG10982_RNA,1,EG10982_RNA[c],1,2563
EG10983_RNA,1,TU0-13658[c],1,797
EG10984_RNA,1,TU00066[c],1,2284
EG10985_RNA,2,TU0-4287[c];TU00362[c],1,1683
EG10986_RNA,1,TU0-13978[c],1,1065
EG10987_RNA,1,TU0-1547[c],1,1489
EG10988_RNA,1,TU0-1547[c],1,1489
EG10989_RNA,1,TU00125[c],1,1425
EG10990_RNA,2,TU0-14551[c];TU00125[c],1,1425
EG10991_RNA,2,TU0-14551[c];TU00125[c],1,1425
EG10992_RNA,1,TU0-13870[c],1,974
EG10993_RNA,1,TU00225[c],1,2367
EG10994_RNA,1,TU0-8527[c],1,1971
EG10995_RNA,1,TU0-8528[c],1,1972
EG10996_RNA,1,TU870[c],1,2525
EG10997_RNA,1,TU0-14021[c],1,1107
EG10998_RNA,1,TU00178[c],1,1642
EG10999_RNA,1,TU00178[c],1,1642
EG11000_RNA,1,TU00178[c],1,1642
EG11001_RNA,2,TU0-14257[c];TU00366[c],1,1292
EG11002_RNA,2,TU0-42616[c];TU00295[c],1,1673
EG11003_RNA,1,TU0-12928[c],1,179
EG11004_RNA,1,TU0-13435[c],1,610
EG11005_RNA,2,TU0-45291[c];TU00085[c],1,1651
EG11006_RNA,2,TU0-45291[c];TU00085[c],1,1651
EG11007_RNA,1,TU00367[c],1,2420
EG11008_RNA,1,TU21[c],1,2482
EG11009_RNA,1,TU0-13838[c],1,945
EG11010_RNA,1,TU00367[c],1,2420
EG11011_RNA,1,TU00367[c],1,2420
EG11012_RNA,1,TU00167[c],1,2335
EG11013_RNA,1,TU0-2501[c],1,1563
EG11014_RNA,2,TU0-14527[c];TU00356[c],1,1415
EG11015_RNA,1,TU0-14668[c],1,1449
EG11016_RNA,1,EG11016_RNA[c],1,2564
EG11017_RNA,1,TU00396[c],1,2426
EG11018_RNA,1,TU0-14627[c],1,1437
EG11019_RNA,1,TU0-13908[c],1,1010
EG11020_RNA,1,TU0-13233[c],1,432
EG11021_RNA,1,TU0-14056[c],1,1136
EG11022_RNA,1,TU00430[c],1,2435
EG11023_RNA,1,TU00351[c],1,2412
EG11024_RNA,2,TU00067[c];TU3[c],1,1650
EG11025_RNA,2,TU00067[c];TU3[c],1,1650
EG11026_RNA,2,TU00067[c];TU3[c],1,1650
