label,variant,generation,duration_s,mRNA_initial,mRNA_final,mRNA_change_pct,protein_initial,protein_final,protein_change_pct,total_tl_initiations,total_tc_initiations
V3_G1,3,1,2528.0,1,3,200.0,1,0,-100.0,0,47
V3_G2,3,2,2821.0,1,3,200.0,1,0,-100.0,0,40
V3_G3,3,3,2596.0,1,3,200.0,0,3,300.0,0,55
V3_G4,3,4,2451.0,2,0,-100.0,0,1,100.0,0,35
V3_G5,3,5,2695.0,0,1,100.0,1,1,0.0,0,43
V3_G6,3,6,2876.0,1,3,200.0,1,0,-100.0,0,35
V3_G7,3,7,3080.0,1,2,100.0,0,0,0.0,0,33
V3_G8,3,8,3211.0,2,2,0.0,1,1,0.0,0,35
