gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,12,analyzed,88,282,4.0,3.0,0.34878159402960457,0.5510246155114831
EG10004,12,analyzed,75,0,3.0,14.0,0.5245124314517792,5.489259060734755
EG10011,12,analyzed,63,0,3.0,653.0,0.24343380200387582,314.8037356203356
EG10014,12,analyzed,0,1750,0.0,2.0,0.0,0.2085515193996619
EG10015,12,analyzed,123,0,6.0,792.0,0.9971962231476519,431.1608873129097
EG10016,12,analyzed,1,0,1.0,6.0,0.002803776852348163,0.012328371747825011
EG10017,12,analyzed,384,0,6.0,5.0,1.364779614893003,0.6868016327876963
EG10018,12,analyzed,11,0,2.0,5.0,0.2382385684245248,0.7935513132395993
EG10026,12,analyzed,0,0,0.0,2.0,0.0,0.39125056694017235
EG10031,12,analyzed,515,603,15.0,45.0,3.958685523440399,20.03475858656661
EG10033,12,analyzed,7,0,2.0,4.0,0.2554735496639591,0.29064445635591474
EG10034,12,analyzed,384,12953,9.0,6.0,2.1077392487527318,0.7853461427452274
EG10035,12,analyzed,63,0,6.0,8.0,0.900754545829382,1.8667381354883932
EG10039,12,analyzed,84,141675,7.0,11.0,1.5506122953861379,3.019708901991506
EG10040,12,analyzed,9,0,2.0,299.0,0.10699707252711005,97.19774873211561
EG10044,12,analyzed,72,0,7.0,1504.0,0.9839607471240671,741.8377932626892
EG10046,12,analyzed,2,294687,1.0,5.0,0.047293118377107986,0.4553663464313693
EG10050,12,analyzed,0,0,0.0,1.0,0.0,0.10427575969983095
EG10051,12,analyzed,251,318,7.0,9.0,1.518451325609203,1.0036696491155734
EG10054,12,analyzed,15,0,4.0,4.0,0.27365686719168764,0.46357151692574117
EG10003,12,analyzed,40,0,3.0,678.0,0.282604213911681,277.03756236341894
EG10013,12,analyzed,70,0,3.0,114.0,0.23844472848719747,63.43347214777553
EG10028,12,analyzed,51,0,5.0,871.0,0.40151733806127077,403.3555436440853
EG10030,12,analyzed,19,0,3.0,587.0,0.1411784109182369,236.03018183317528
EG10032,12,analyzed,349,2610,12.0,9331.0,3.4758586566610314,5659.119160516225
EG10043,12,analyzed,52,0,3.0,985.0,0.4667051498783656,453.20125345318104
EG10071,12,analyzed,110,1572,6.0,1146.0,0.606522904382963,548.8407207355791
EG10084,12,analyzed,30,1948,3.0,222.0,0.3249494907846452,110.60141013482868
EG10085,12,analyzed,0,0,0.0,90.0,0.0,23.441924710345113
EG10107,12,analyzed,369,0,8.0,928.0,1.3130746711747001,554.1626190574362
EG10108,12,analyzed,423,0,19.0,20787.0,6.715622809549334,12584.0154620047
EG10112,12,analyzed,0,1053,0.0,15.0,0.0,4.611099657774296
EG10122,12,analyzed,18,0,2.0,496.0,0.17127778006844513,146.61452191481467
EG10124,12,analyzed,15,0,2.0,114.0,0.18739949696944708,71.9438832309405
EG10129,12,analyzed,24,809,3.0,589.0,0.34812188182905207,241.47503401641035
EG10138,12,analyzed,31,969,2.0,133.0,0.14303385148229086,74.79577784191646
EG10160,12,analyzed,52,0,4.0,1000.0,0.5158537088195275,457.4239887848926
EG10167,12,analyzed,44,0,5.0,257.0,0.5072774502123448,144.3542654516967
EG10170,12,analyzed,766,8894,8.0,177.0,1.4740444481095123,70.78967550406135
EG10172,12,analyzed,162,0,5.0,1374.0,0.7296416938110749,781.3076320455201
