gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,8,analyzed,96,0,4.0,3.0,0.40459027259922115,0.3961802966277239
EG10004,8,analyzed,86,0,3.0,13.0,0.7059408401690281,4.79824343359019
EG10011,8,analyzed,97,0,4.0,957.0,0.46143011019968516,509.5435827326208
EG10014,8,analyzed,1,1762,1.0,2.0,0.001035711326539067,0.2794349159002403
EG10015,8,analyzed,133,0,5.0,665.0,0.9393901731709338,356.11135968182947
EG10016,8,analyzed,0,0,0.0,2.0,0.0,0.3282790620598227
EG10017,8,analyzed,379,0,6.0,5.0,1.3314276244925014,0.6253624989642886
EG10018,8,analyzed,15,0,2.0,4.0,0.22363078962631536,1.0424641643881019
EG10026,8,analyzed,0,0,0.0,2.0,0.0,0.6372110365398956
EG10031,8,analyzed,559,557,13.0,46.0,4.091971165796669,20.380520341370453
EG10033,8,analyzed,4,0,2.0,4.0,0.030408484547187007,0.011848537575606926
EG10034,8,analyzed,414,10322,10.0,6.0,2.3537161322396223,0.8015577098351148
EG10035,8,analyzed,59,0,8.0,10.0,1.175822354793272,1.743267876377496
EG10039,8,analyzed,72,142794,5.0,11.0,1.504557129836772,2.6898666003811416
EG10040,8,analyzed,7,0,1.0,540.0,0.18298947717292235,187.94962300107713
EG10044,8,analyzed,78,0,5.0,1933.0,0.9279973485790041,802.903761703538
EG10046,8,analyzed,1,304377,1.0,5.0,0.038611318253376416,0.6432595906868838
EG10050,8,analyzed,0,0,0.0,1.0,0.0,0.22350650426713067
EG10051,8,analyzed,266,322,9.0,8.0,1.8694175159499544,1.0925925925925926
EG10054,8,analyzed,15,0,2.0,3.0,0.21845223299362002,0.2262407821691938
EG10003,8,analyzed,36,0,4.0,366.0,0.23829646201010854,213.3722760792112
EG10013,8,analyzed,78,0,2.0,144.0,0.25582069765514953,80.25540641312453
EG10028,8,analyzed,29,0,2.0,514.0,0.15933383047477007,180.1477752920706
EG10030,8,analyzed,39,31,3.0,443.0,0.21575938354461843,216.32384621758223
EG10032,8,analyzed,344,2341,10.0,10825.0,3.6174082359764688,5957.2977462921535
EG10043,8,analyzed,50,0,3.0,542.0,0.39174745215013673,303.8144005302842
EG10071,8,analyzed,157,123,6.0,1485.0,0.8983760046399868,729.8958488690032
EG10084,8,analyzed,0,2256,0.0,87.0,0.0,17.33884331759052
EG10085,8,analyzed,0,0,0.0,151.0,0.0,46.36394896014583
EG10107,8,analyzed,373,0,7.0,1211.0,1.3778689203745131,615.5409727400779
EG10108,8,analyzed,465,0,20.0,18107.0,7.551329853343276,11938.16306239125
EG10112,8,analyzed,16,105,2.0,18.0,0.042919877371778936,4.921948794432016
EG10122,8,analyzed,15,0,2.0,198.0,0.113016819951943,98.72880934625901
EG10124,8,analyzed,15,0,3.0,312.0,0.3131576766923523,80.23398790289171
EG10129,8,analyzed,21,804,2.0,547.0,0.3867760377827492,199.35516612809678
EG10138,8,analyzed,29,1243,2.0,145.0,0.12925677355207557,74.19579086916895
EG10160,8,analyzed,37,0,3.0,834.0,0.45583726903637417,466.3222305079128
EG10167,8,analyzed,36,0,4.0,447.0,0.5479741486452896,185.38056176982352
EG10170,8,analyzed,819,7673,10.0,154.0,1.6314939100174,72.07088408318833
EG10172,8,analyzed,168,0,6.0,1432.0,0.7983677189493744,865.0946225867926
