gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,3,analyzed,83,102,3.0,4.0,0.35772029102667746,0.5709152968651756
EG10004,3,analyzed,99,0,4.0,14.0,1.0259588610437438,5.486122338992185
EG10011,3,analyzed,77,0,3.0,938.0,0.4558519716159166,581.6574598041858
EG10014,3,analyzed,4,1674,2.0,16.0,0.06417856822060541,1.0125752268031978
EG10015,3,analyzed,125,0,5.0,825.0,1.0788646366657684,451.92670439234706
EG10016,3,analyzed,3,0,1.0,8.0,0.05766639719752088,1.1363513877661007
EG10017,3,analyzed,323,0,7.0,5.0,1.3044103116859787,0.6897062786310968
EG10018,3,analyzed,15,0,3.0,4.0,0.20452708164915118,1.0388484685170214
EG10026,3,analyzed,0,0,0.0,3.0,0.0,0.4528428994880086
EG10031,3,analyzed,539,153,13.0,46.0,4.437977184945657,20.168867331357227
EG10033,3,analyzed,9,0,2.0,5.0,0.5303152789005658,0.45055241174885474
EG10034,3,analyzed,368,13307,9.0,7.0,2.399263451001527,0.8341417407706817
EG10035,3,analyzed,53,0,5.0,9.0,1.07805622922842,1.555375909458367
EG10039,3,analyzed,59,154889,5.0,10.0,1.2494386059462859,2.410221862930028
EG10040,3,analyzed,7,0,2.0,304.0,0.10729363154585467,132.95639090990747
EG10044,3,analyzed,55,0,6.0,1704.0,0.8031078774813617,814.8133027934969
EG10046,3,analyzed,1,295106,1.0,5.0,0.04854935776520255,0.19761070690739244
EG10050,3,analyzed,0,0,0.0,1.0,0.0,0.2403215665139675
EG10051,3,analyzed,241,401,8.0,9.0,1.7523578550255996,1.131141650947633
EG10054,3,analyzed,18,0,3.0,4.0,0.2594538758645468,0.5251953651306925
EG10003,3,analyzed,42,0,2.0,416.0,0.25249258959849097,226.02604868409233
EG10013,3,analyzed,76,0,3.0,256.0,0.37119374831581786,115.78909548190066
EG10028,3,analyzed,0,0,1.0,237.0,0.005973232731518908,47.36647803826462
EG10030,3,analyzed,19,0,3.0,793.0,0.15292374023174346,220.39400880265876
EG10032,3,analyzed,398,2913,13.0,12193.0,4.576933441120992,7601.397556813078
EG10043,3,analyzed,40,0,3.0,676.0,0.37977184945657055,339.82030899128716
EG10071,3,analyzed,140,766,6.0,1310.0,0.869576933441121,733.9629030809306
EG10084,3,analyzed,34,2082,6.0,652.0,0.5959310158986796,243.61784783975568
EG10085,3,analyzed,0,0,0.0,211.0,0.0,59.64227970897332
EG10107,3,analyzed,322,0,7.0,1055.0,1.2833917183149197,582.0146860684451
EG10108,3,analyzed,426,0,19.0,23365.0,7.759678433486033,13206.425761250337
EG10112,3,analyzed,21,905,2.0,41.0,0.09157459804185754,13.513518368813438
EG10122,3,analyzed,18,0,2.0,162.0,0.08950866792418935,54.49744004311506
EG10124,3,analyzed,11,0,2.0,175.0,0.168777508308632,79.35228599658673
EG10129,3,analyzed,22,960,3.0,537.0,0.33468067906224735,215.58106530135632
EG10138,3,analyzed,31,1091,3.0,227.0,0.1977005299559867,110.7757567591844
EG10160,3,analyzed,34,0,3.0,625.0,0.2548729003862391,238.31114704033055
EG10167,3,analyzed,42,0,5.0,416.0,0.6373394413006378,233.01917722087487
EG10170,3,analyzed,787,9864,10.0,178.0,1.7422527620587442,94.85331896164556
EG10172,3,analyzed,159,0,5.0,1746.0,0.8984101320398814,1096.627728375101
