gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,9,analyzed,85,0,3.0,3.0,0.3055709711846318,0.5486019210245464
EG10004,9,analyzed,108,0,5.0,14.0,0.935538954108858,5.133532550693704
EG10011,9,analyzed,95,0,3.0,902.0,0.44653148345784416,508.7580789754536
EG10014,9,analyzed,1,2237,1.0,3.0,0.009946638207043756,0.3392102454642476
EG10015,9,analyzed,135,0,6.0,930.0,1.288623265741729,504.0227961579509
EG10016,9,analyzed,1,0,1.0,6.0,0.021387406616862326,0.26744930629669156
EG10017,9,analyzed,368,0,9.0,6.0,1.3189327641408752,0.6348772678762007
EG10018,9,analyzed,8,0,2.0,4.0,0.08823906083244397,0.5778441835645678
EG10026,9,analyzed,0,0,0.0,0.0,0.0,0.0
EG10031,9,analyzed,538,787,15.0,45.0,4.055154749199573,20.62642475987193
EG10033,9,analyzed,8,0,1.0,3.0,0.2182710779082177,0.37451440768409816
EG10034,9,analyzed,390,12029,9.0,7.0,2.5265314834578443,0.8026894343649946
EG10035,9,analyzed,52,0,5.0,8.0,0.9312700106723586,1.6104589114194237
EG10039,9,analyzed,84,138565,6.0,10.0,1.9788687299893277,2.9421131270010674
EG10040,9,analyzed,5,0,1.0,636.0,0.17387406616862328,215.83765208110992
EG10044,9,analyzed,80,0,5.0,1255.0,0.8736819637139808,787.5217929562433
EG10046,9,analyzed,1,303798,1.0,4.0,0.0033297758804695836,0.27573105656350055
EG10050,9,analyzed,0,0,0.0,1.0,0.0,0.22928495197438634
EG10051,9,analyzed,273,486,8.0,8.0,1.975282817502668,1.1785272145144077
EG10054,9,analyzed,12,0,2.0,4.0,0.18219850586979722,0.5796371398078976
EG10003,9,analyzed,35,0,3.0,387.0,0.231931696905016,201.76909284951975
EG10013,9,analyzed,62,0,3.0,161.0,0.2071291355389541,63.294941302027745
EG10028,9,analyzed,42,0,2.0,388.0,0.1800213447171825,175.67334044823906
EG10030,9,analyzed,16,142,2.0,682.0,0.1433084311632871,209.83252934898613
EG10032,9,analyzed,403,2545,12.0,10840.0,4.410074706510139,6656.36742796158
EG10043,9,analyzed,43,0,3.0,475.0,0.3448452508004269,302.37515474919957
EG10071,9,analyzed,148,485,5.0,1335.0,0.8837993596584846,642.0278762006403
EG10084,9,analyzed,25,2494,3.0,400.0,0.5332764140875134,181.9997438633938
EG10085,9,analyzed,0,0,0.0,141.0,0.0,23.032913553895412
EG10107,9,analyzed,292,0,8.0,986.0,1.0548559231590182,535.7386979722519
EG10108,9,analyzed,454,0,16.0,19683.0,7.515602988260405,12483.760256136606
EG10112,9,analyzed,20,217,2.0,47.0,0.15001067235859125,21.832529348986125
EG10122,9,analyzed,14,0,1.0,170.0,0.09899679829242262,87.98271077908218
EG10124,9,analyzed,16,0,3.0,355.0,0.3071504802561366,125.52200640341515
EG10129,9,analyzed,17,990,4.0,709.0,0.40277481323372466,185.2922945570971
EG10138,9,analyzed,32,734,4.0,178.0,0.15325506937033084,71.69489861259338
EG10160,9,analyzed,39,0,2.0,487.0,0.2176307363927428,233.44128068303095
EG10167,9,analyzed,32,0,4.0,338.0,0.4710779082177161,161.5209818569904
EG10170,9,analyzed,839,9036,12.0,159.0,1.6854215581643543,80.10330843116328
EG10172,9,analyzed,176,0,5.0,1613.0,0.8630096051227322,901.6864461045891
