gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,14,analyzed,85,0,3.0,3.0,0.3453556902133311,0.5161035942558313
EG10004,14,analyzed,91,0,4.0,13.0,0.6190752884535569,5.713746160869926
EG10011,14,analyzed,73,0,3.0,845.0,0.32916908773968623,464.69793309537647
EG10014,14,analyzed,1,1392,1.0,3.0,0.0056030547024155395,0.3287955507595252
EG10015,14,analyzed,119,0,6.0,773.0,0.9751805428737444,398.2546277081431
EG10016,14,analyzed,2,0,1.0,7.0,0.0985722586536067,1.4337594421847764
EG10017,14,analyzed,307,0,7.0,5.0,1.070390968705902,0.605378932514319
EG10018,14,analyzed,12,0,3.0,5.0,0.23644890844193575,1.2918153897235827
EG10026,14,analyzed,0,0,0.0,2.0,0.0,0.6067900722171495
EG10031,14,analyzed,446,992,16.0,44.0,3.3825433717938074,20.53175064331369
EG10033,14,analyzed,5,0,2.0,4.0,0.367062339171578,0.22262804017597743
EG10034,14,analyzed,381,12669,8.0,7.0,2.0438283390055614,0.8513322818959077
EG10035,14,analyzed,49,0,6.0,9.0,0.7279405661160455,1.4408151406989291
EG10039,14,analyzed,65,148069,4.0,10.0,1.2169004731468416,2.7037436706233917
EG10040,14,analyzed,5,0,2.0,428.0,0.06644807835975762,82.41018510832572
EG10044,14,analyzed,65,0,5.0,1653.0,0.843280484767992,783.1404914086495
EG10046,14,analyzed,2,308996,1.0,5.0,0.028720843363492985,0.635220386818295
EG10050,14,analyzed,0,0,0.0,1.0,0.0,0.34435959159956836
EG10051,14,analyzed,264,350,7.0,8.0,1.5455715115796465,1.1141778036025567
EG10054,14,analyzed,12,0,1.0,4.0,0.21108989789989208,0.4287789491159625
EG10003,14,analyzed,44,0,3.0,620.0,0.30090478957416783,298.55233668133144
EG10013,14,analyzed,66,0,3.0,118.0,0.1850668216153399,64.37648377189342
EG10028,14,analyzed,38,0,2.0,395.0,0.16157549597410142,178.0723416618245
EG10030,14,analyzed,23,186,3.0,628.0,0.17630945463600897,238.94152071055035
EG10032,14,analyzed,378,2423,15.0,11974.0,3.729932763343571,6963.820411720761
EG10043,14,analyzed,44,0,4.0,634.0,0.38652776624885865,354.58109902880386
EG10071,14,analyzed,124,703,4.0,1123.0,0.6074956420685648,603.6646883041421
EG10084,14,analyzed,21,2090,3.0,322.0,0.2918568938324894,107.5214161201959
EG10085,14,analyzed,0,0,0.0,264.0,0.0,72.60272266954429
EG10107,14,analyzed,189,0,6.0,636.0,0.662032041172076,346.5605129907861
EG10108,14,analyzed,445,0,19.0,19396.0,6.83182535070972,12456.776998422843
EG10112,14,analyzed,20,692,2.0,36.0,0.08844525608035196,12.639080268946625
EG10122,14,analyzed,17,0,3.0,474.0,0.22549182369054535,103.57138706731966
EG10124,14,analyzed,0,0,0.0,78.0,0.0,14.842408898480949
EG10129,14,analyzed,21,1335,3.0,493.0,0.34543869843114466,193.4137129575828
EG10138,14,analyzed,35,1103,2.0,147.0,0.1381671785506765,89.97422594836888
EG10160,14,analyzed,24,0,3.0,474.0,0.18340665725906866,196.04972192247033
EG10167,14,analyzed,34,0,3.0,318.0,0.4235079272848012,159.96812484435958
EG10170,14,analyzed,738,8023,9.0,170.0,1.3997260728812153,75.28388810492238
EG10172,14,analyzed,163,0,5.0,1498.0,0.6843197476550178,870.4667552087657
