gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,19,analyzed,105,0,4.0,3.0,0.3800128586353773,0.6134372739693
EG10004,19,analyzed,107,0,7.0,13.0,0.8100538455356425,5.255163545768705
EG10011,19,analyzed,96,0,3.0,788.0,0.44189504138873265,454.2099574057703
EG10014,19,analyzed,2,1572,1.0,3.0,0.05597524712689866,0.379289560395403
EG10015,19,analyzed,135,0,6.0,779.0,1.0350799646387527,402.03202603873666
EG10016,19,analyzed,1,0,1.0,6.0,0.02033271719038817,0.8886522542795146
EG10017,19,analyzed,412,0,7.0,4.0,1.414088242385277,0.6500843847946637
EG10018,19,analyzed,16,0,2.0,4.0,0.2335851482761392,1.289319295989713
EG10026,19,analyzed,0,0,0.0,2.0,0.0,0.3988989793458169
EG10031,19,analyzed,620,317,22.0,46.0,4.435947922526722,20.339106324841275
EG10033,19,analyzed,4,0,1.0,4.0,0.17174314875833802,0.16728280961182995
EG10034,19,analyzed,417,9624,11.0,7.0,2.513099734790645,0.8062364381580005
EG10035,19,analyzed,51,0,5.0,8.0,0.8837900827774653,1.5863939564413727
EG10039,19,analyzed,91,140482,5.0,10.0,1.5168367756971792,2.872297677408985
EG10040,19,analyzed,6,0,1.0,248.0,0.06340914570441213,79.02061399983927
EG10044,19,analyzed,84,0,4.0,1754.0,0.8821827533553002,759.4358273728201
EG10046,19,analyzed,2,283727,1.0,6.0,0.04556778911837981,0.20529615044603391
EG10050,19,analyzed,0,0,0.0,1.0,0.0,0.2105199710680704
EG10051,19,analyzed,0,397,3.0,4.0,0.001526962951056819,0.0012054970666238046
EG10054,19,analyzed,20,0,2.0,3.0,0.27967531945672264,0.4163786868118621
EG10003,19,analyzed,39,0,3.0,443.0,0.2614321305151491,189.94993168849956
EG10013,19,analyzed,82,0,4.0,220.0,0.3795708430442819,92.86831953708912
EG10028,19,analyzed,47,0,3.0,514.0,0.24041629832034075,200.94760106083743
EG10030,19,analyzed,35,73,4.0,926.0,0.37711966567548016,394.38198183717753
EG10032,19,analyzed,373,2651,12.0,9037.0,4.195933456561923,6212.600819738005
EG10043,19,analyzed,53,0,3.0,767.0,0.4234107530338343,374.83581129952586
EG10071,19,analyzed,154,1591,6.0,1264.0,0.8417584183878486,629.6538616089367
EG10084,19,analyzed,26,1874,2.0,293.0,0.3713734629912401,129.65558948806557
EG10085,19,analyzed,0,0,0.0,190.0,0.0,40.38487503013743
EG10107,19,analyzed,428,0,8.0,1035.0,1.4625492244635538,568.7635618419995
EG10108,19,analyzed,529,0,20.0,18644.0,8.054890299766937,11823.167202443141
EG10112,19,analyzed,19,157,2.0,22.0,0.07188780840633288,8.273004902354737
EG10122,19,analyzed,15,0,2.0,265.0,0.09764526239652817,76.25223016957325
EG10124,19,analyzed,19,0,2.0,183.0,0.2851000562565298,96.86876155268023
EG10129,19,analyzed,24,818,2.0,319.0,0.39138471429719524,149.50522382062204
EG10138,19,analyzed,27,931,2.0,146.0,0.11729486458249619,67.80792413405128
EG10160,19,analyzed,42,0,2.0,656.0,0.31431326850437996,284.50506308767984
EG10167,19,analyzed,49,0,3.0,346.0,0.698987382464036,196.36438158000482
EG10170,19,analyzed,938,8869,8.0,161.0,1.7509041227999678,72.39889897934582
EG10172,19,analyzed,179,0,5.0,1237.0,0.7177529534678132,704.046773286185
