gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,13,analyzed,81,0,3.0,3.0,0.24886013287593903,0.43779582265838723
EG10004,13,analyzed,62,0,4.0,13.0,0.5040166746276434,5.743149941378262
EG10011,13,analyzed,89,0,4.0,1256.0,0.515350210604021,667.9367753701854
EG10014,13,analyzed,1,2161,1.0,16.0,0.03413087845759694,1.0665682400451604
EG10015,13,analyzed,125,0,5.0,731.0,0.9758999522341396,448.76425376698944
EG10016,13,analyzed,3,0,1.0,8.0,0.026575187806678537,1.4626774935950324
EG10017,13,analyzed,342,0,6.0,7.0,1.318207477528334,0.6394546007208303
EG10018,13,analyzed,15,0,2.0,4.0,0.24030570150679578,1.3579834122193755
EG10026,13,analyzed,0,0,0.0,2.0,0.0,0.4476095358026836
EG10031,13,analyzed,508,738,14.0,45.0,4.04911198923097,20.36940379521473
EG10033,13,analyzed,7,0,2.0,4.0,0.48282600199748144,0.5049285683268921
EG10034,13,analyzed,421,12676,9.0,6.0,2.52798645186504,0.8448912241087325
EG10035,13,analyzed,0,0,1.0,5.0,0.015328498849276999,0.02896348082852056
EG10039,13,analyzed,76,148965,6.0,12.0,1.3305397542229362,2.5102262364844328
EG10040,13,analyzed,8,0,1.0,549.0,0.15415345868253072,203.98927439315645
EG10044,13,analyzed,66,0,4.0,1778.0,0.913978027704199,839.9721221069087
EG10046,13,analyzed,0,337110,0.0,1.0,0.0,0.3693603717052412
EG10050,13,analyzed,0,0,0.0,1.0,0.0,0.10981805549524512
EG10051,13,analyzed,266,404,9.0,9.0,2.0752529419427677,1.2457336401928003
EG10054,13,analyzed,12,0,2.0,3.0,0.24043597203525988,0.6072343566807069
EG10003,13,analyzed,37,0,2.0,640.0,0.29458508836684183,282.49750314820443
EG10013,13,analyzed,73,0,5.0,185.0,0.2823396586912154,103.4225107473186
EG10028,13,analyzed,43,0,2.0,572.0,0.20912762169438534,306.55838290850664
EG10030,13,analyzed,25,452,2.0,734.0,0.2354856919536237,329.8050718659082
EG10032,13,analyzed,351,2707,16.0,11754.0,4.276824872986235,7242.140257935646
EG10043,13,analyzed,47,0,4.0,714.0,0.48977376351556734,402.19983499066393
EG10071,13,analyzed,138,404,5.0,1602.0,0.9413782621911503,845.5568630856745
EG10084,13,analyzed,33,1604,3.0,386.0,0.39519735985062315,152.1023492118633
EG10085,13,analyzed,0,0,0.0,86.0,0.0,17.349646098397674
EG10107,13,analyzed,139,0,4.0,739.0,0.5894741413000999,348.1568891397803
EG10108,13,analyzed,452,0,21.0,22429.0,7.668591775587303,13584.348169699075
EG10112,13,analyzed,23,276,2.0,31.0,0.09570541491163316,13.187068478874462
EG10122,13,analyzed,18,0,2.0,308.0,0.1852446914759651,153.21646619479787
EG10124,13,analyzed,18,0,2.0,436.0,0.4039689087672066,167.6772330539754
EG10129,13,analyzed,13,836,2.0,469.0,0.3027052846411047,192.55456163967173
EG10138,13,analyzed,24,248,2.0,133.0,0.12345303747448869,71.39849754657172
EG10160,13,analyzed,39,0,3.0,646.0,0.32611055625515656,358.1113813018368
EG10167,13,analyzed,42,0,4.0,467.0,0.6670285292457336,216.06556949932693
EG10170,13,analyzed,806,9328,11.0,175.0,1.8271310087281254,93.87546137478832
EG10172,13,analyzed,177,0,5.0,1820.0,0.8955230361717834,1042.840114638065
