gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,7,analyzed,101,0,3.0,4.0,0.4465596228261353,0.4616376818040297
EG10004,7,analyzed,87,0,4.0,15.0,0.6826046346128186,5.214117333096117
EG10011,7,analyzed,67,0,3.0,659.0,0.312947560378953,411.75688297825025
EG10014,7,analyzed,2,2219,1.0,3.0,0.042476537828581594,0.7941111061691055
EG10015,7,analyzed,128,0,6.0,775.0,1.1260063158831117,443.27296179335497
EG10016,7,analyzed,1,0,1.0,6.0,0.013254458924520748,0.40274874349508516
EG10017,7,analyzed,0,0,0.0,1.0,0.0,0.23462171418405017
EG10018,7,analyzed,10,0,2.0,5.0,0.19966196681937465,1.1533603166837165
EG10026,7,analyzed,0,0,0.0,2.0,0.0,0.4790285993862029
EG10031,7,analyzed,480,495,12.0,45.0,3.75603789529867,19.84615042476538
EG10033,7,analyzed,8,0,2.0,4.0,0.40679624605257303,0.5770582217675577
EG10034,7,analyzed,375,12789,9.0,6.0,2.3970555530845528,0.8380554196504025
EG10035,7,analyzed,66,0,6.0,8.0,1.0465685184361517,1.711915669617044
EG10039,7,analyzed,69,159801,6.0,10.0,1.5755014900146778,2.6258506427078236
EG10040,7,analyzed,5,0,1.0,150.0,0.045590001334341504,70.86251834719566
EG10044,7,analyzed,60,0,4.0,1308.0,0.590090290441667,560.897878397011
EG10046,7,analyzed,1,317597,1.0,1.0,4.447805008228439e-05,0.11248498865809722
EG10050,7,analyzed,0,0,0.0,1.0,0.0,0.23462171418405017
EG10051,7,analyzed,262,562,6.0,7.0,1.7953564915714095,1.1172886180669839
EG10054,7,analyzed,16,0,3.0,3.0,0.24916603656095718,0.5906685050927367
EG10003,7,analyzed,29,0,2.0,466.0,0.19459146910999423,180.9945291998399
EG10013,7,analyzed,77,0,4.0,163.0,0.29573455499710893,88.42089578792866
EG10028,7,analyzed,47,0,5.0,1010.0,0.3111684383756616,302.8388560245519
EG10030,7,analyzed,20,0,3.0,512.0,0.20424320597784992,235.10986078370325
EG10032,7,analyzed,363,3258,12.0,11048.0,4.23306498243117,7028.947827247253
EG10043,7,analyzed,56,0,5.0,693.0,0.45002891073255347,362.70773473290933
EG10071,7,analyzed,135,562,5.0,1335.0,0.7561268513988346,609.0714762264822
EG10084,7,analyzed,33,2405,4.0,532.0,0.5825290219276786,224.83196192678912
EG10085,7,analyzed,0,0,0.0,237.0,0.0,105.07294400213495
EG10107,7,analyzed,205,0,7.0,1095.0,0.8814215184806298,444.4938397900636
EG10108,7,analyzed,435,0,18.0,21484.0,7.638437930881111,12616.826713516879
EG10112,7,analyzed,19,429,2.0,41.0,0.11026108615398302,18.086198461059467
EG10122,7,analyzed,9,0,2.0,286.0,0.1028777298403238,100.88840457234355
EG10124,7,analyzed,12,0,2.0,260.0,0.23075212382689142,115.76128630520839
EG10129,7,analyzed,11,1262,2.0,440.0,0.21647466975047813,166.33358537561713
EG10138,7,analyzed,32,1182,3.0,220.0,0.18035849308366322,93.2470755682071
EG10160,7,analyzed,44,0,3.0,902.0,0.42160743672997375,448.8061646577414
EG10167,7,analyzed,46,0,3.0,406.0,0.7061780011564293,219.50856202464084
EG10170,7,analyzed,761,11037,12.0,156.0,1.6214473157496776,80.51478895165236
EG10172,7,analyzed,158,0,5.0,1609.0,0.8002045990303785,840.7962905306231
