gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,4,analyzed,92,0,3.0,3.0,0.3129265943637201,0.5254386332230644
EG10004,4,analyzed,91,0,5.0,13.0,0.6735061345839789,4.887735019471546
EG10011,4,analyzed,93,0,3.0,1133.0,0.4845274485993049,566.156526108622
EG10014,4,analyzed,0,1969,0.0,2.0,0.0,0.21180017587203215
EG10015,4,analyzed,111,0,5.0,681.0,1.0095892131820277,379.0388593442486
EG10016,4,analyzed,0,0,0.0,2.0,0.0,0.4360788911687115
EG10017,4,analyzed,392,0,6.0,5.0,1.5826807922616306,0.661781332440015
EG10018,4,analyzed,12,0,2.0,4.0,0.1052719735354466,0.7982496545370796
EG10026,4,analyzed,0,0,0.0,2.0,0.0,0.3933671119299862
EG10031,4,analyzed,579,873,17.0,45.0,4.808466982119676,20.315941543486453
EG10033,4,analyzed,9,0,1.0,4.0,0.2361710146141284,0.34843599514258194
EG10034,4,analyzed,375,11439,9.0,6.0,2.446756835978393,0.7316695280767137
EG10035,4,analyzed,74,0,6.0,7.0,1.3990201415351116,1.7654620828273524
EG10039,4,analyzed,94,134658,7.0,12.0,2.012729785184875,2.797579665843139
EG10040,4,analyzed,6,0,2.0,382.0,0.08592604999790629,96.09739960638164
EG10044,4,analyzed,78,0,7.0,3246.0,1.440475691972698,1195.4220091285958
EG10046,4,analyzed,3,282153,1.0,4.0,0.035509400778861853,0.3522884301327415
EG10050,4,analyzed,0,0,0.0,1.0,0.0,0.22000753737280684
EG10051,4,analyzed,260,482,8.0,10.0,1.5833507809555714,0.9102633893053055
EG10054,4,analyzed,17,0,2.0,3.0,0.26460365981324063,0.4278296553745656
EG10003,4,analyzed,51,0,4.0,660.0,0.35174406431891464,276.1048951048951
EG10013,4,analyzed,93,0,4.0,143.0,0.29814496880365143,81.67237552866295
EG10028,4,analyzed,53,0,2.0,374.0,0.27737531929148695,216.7572128470332
EG10030,4,analyzed,0,79,0.0,219.0,0.0,44.363091997822536
EG10032,4,analyzed,375,2313,14.0,10685.0,4.541308990410787,6463.114568066664
EG10043,4,analyzed,48,0,3.0,457.0,0.4113311837862736,257.08018927180603
EG10071,4,analyzed,120,473,4.0,1281.0,0.8178468238348477,633.2373434948286
EG10084,4,analyzed,25,1884,4.0,316.0,0.4248565805452033,149.81780494954148
EG10085,4,analyzed,0,0,0.0,336.0,0.0,86.28746702399397
EG10107,4,analyzed,406,0,10.0,1043.0,1.7869017210334575,628.5485113688707
EG10108,4,analyzed,418,0,17.0,17621.0,6.653615845232611,10146.89317867761
EG10112,4,analyzed,15,317,2.0,29.0,0.09484527448599304,13.74578116494284
EG10122,4,analyzed,15,0,3.0,204.0,0.1519618106444454,89.48938486663037
EG10124,4,analyzed,11,0,2.0,223.0,0.19902851639378585,75.00795611574054
EG10129,4,analyzed,17,838,3.0,219.0,0.2817302458021021,123.8948117750513
EG10138,4,analyzed,22,704,2.0,153.0,0.15568862275449102,69.81826556676856
EG10160,4,analyzed,44,0,2.0,1165.0,0.43293831916586406,466.2392697123236
EG10167,4,analyzed,39,0,3.0,445.0,0.6065491394832713,174.40408693103305
EG10170,4,analyzed,782,8208,9.0,163.0,1.799254637577991,78.87077593065617
EG10172,4,analyzed,160,0,5.0,1501.0,0.7839286462040953,828.3903102885139
