gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,19,analyzed,92,25,4.0,4.0,0.40099537859936013,0.5364379665837185
EG10004,19,analyzed,86,0,5.0,14.0,0.6528617134731604,4.852026306434412
EG10011,19,analyzed,79,0,4.0,749.0,0.30043547813722005,370.16619267685746
EG10014,19,analyzed,2,2107,1.0,19.0,0.013908638464273019,1.2069409882687523
EG10015,19,analyzed,130,0,6.0,958.0,1.2633753999289015,527.8288748666904
EG10016,19,analyzed,1,0,1.0,3.0,0.0017774617845716318,0.8283416281549947
EG10017,19,analyzed,332,0,6.0,6.0,1.2950142196942767,0.6515286171347316
EG10018,19,analyzed,19,0,2.0,5.0,0.3001688588695343,1.3548702452897263
EG10026,19,analyzed,0,0,0.0,2.0,0.0,0.415037326697476
EG10031,19,analyzed,511,417,13.0,46.0,4.341494845360825,20.678768218983294
EG10033,19,analyzed,2,0,1.0,4.0,0.1549057945254177,0.3026128688233203
EG10034,19,analyzed,411,16205,10.0,7.0,2.8747778172769287,0.9386331318876644
EG10035,19,analyzed,39,0,4.0,8.0,0.6707696409527195,1.6192232492001422
EG10039,19,analyzed,72,162195,6.0,12.0,1.5500355492356914,2.6938322076075365
EG10040,19,analyzed,9,0,2.0,699.0,0.19463206541059366,248.15503910415927
EG10044,19,analyzed,78,0,6.0,2066.0,0.9935567010309279,906.0900728759332
EG10046,19,analyzed,2,325106,1.0,6.0,0.040703874866690366,1.1405083540703875
EG10050,19,analyzed,0,0,0.0,1.0,0.0,0.11238002132954142
EG10051,19,analyzed,277,497,8.0,9.0,1.872555990046214,1.1544169925346606
EG10054,19,analyzed,17,0,3.0,4.0,0.21778350515463918,0.14499644507643086
EG10003,19,analyzed,44,0,3.0,555.0,0.35789193032349803,301.29185922502666
EG10013,19,analyzed,49,0,2.0,104.0,0.1825008887308923,61.15117312477782
EG10028,19,analyzed,44,0,2.0,424.0,0.17339139708496268,207.72471560611447
EG10030,19,analyzed,21,227,2.0,547.0,0.21298435833629578,266.0942499111269
EG10032,19,analyzed,368,3156,14.0,12969.0,4.140774973338074,6536.886820120867
EG10043,19,analyzed,45,0,3.0,559.0,0.3605136864557412,320.4443654461429
EG10071,19,analyzed,125,243,4.0,1220.0,0.7598649129043725,658.9975115535016
EG10084,19,analyzed,32,2018,4.0,633.0,0.5364379665837185,202.94205474582296
EG10085,19,analyzed,0,0,0.0,96.0,0.0,19.68570031994312
EG10107,19,analyzed,176,0,5.0,884.0,0.728003910415926,399.2309811589051
EG10108,19,analyzed,456,0,16.0,21227.0,7.725337717739069,13151.30287948809
EG10112,19,analyzed,19,272,2.0,33.0,0.09402772840383931,11.616068254532527
EG10122,19,analyzed,17,0,2.0,236.0,0.16508176324209028,140.6734802701742
EG10124,19,analyzed,18,0,2.0,362.0,0.2890597227159616,126.17374688944187
EG10129,19,analyzed,20,1235,3.0,620.0,0.3842428012797725,259.9726270885176
EG10138,19,analyzed,34,410,2.0,245.0,0.22258265197298258,120.05945609669392
EG10160,19,analyzed,39,0,5.0,928.0,0.3944632065410594,412.77106292214717
EG10167,19,analyzed,32,0,3.0,305.0,0.4363668681123356,151.02741734802703
EG10170,19,analyzed,0,10635,0.0,138.0,0.0,26.930812300035548
EG10172,19,analyzed,185,0,5.0,1696.0,0.8784660504799147,926.6330430145752
