gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,17,analyzed,86,132,3.0,4.0,0.3307298446585091,0.5094159507072811
EG10004,17,analyzed,92,0,4.0,13.0,0.6332552286730886,4.730799271023171
EG10011,17,analyzed,91,0,3.0,764.0,0.4231536926147705,480.5204373860974
EG10014,17,analyzed,3,2038,2.0,25.0,0.09207671613295149,0.8445717261129914
EG10015,17,analyzed,106,0,4.0,543.0,0.8961208018745118,348.88991582053285
EG10016,17,analyzed,0,0,0.0,2.0,0.0,0.2194740952876855
EG10017,17,analyzed,386,0,7.0,5.0,1.6033585003905233,0.7039833376724811
EG10018,17,analyzed,16,0,2.0,5.0,0.21266163325522866,0.6459255402239
EG10026,17,analyzed,0,0,0.0,2.0,0.0,0.5603575457780092
EG10031,17,analyzed,562,889,16.0,44.0,4.497960600538054,19.7659463681333
EG10033,17,analyzed,3,0,1.0,4.0,0.1547340102403888,0.12314501431918772
EG10034,17,analyzed,419,10216,10.0,6.0,2.674911047470277,0.8617981428447453
EG10035,17,analyzed,66,0,5.0,7.0,1.2304087477219474,1.6818102924585612
EG10039,17,analyzed,77,148604,6.0,9.0,1.6430617026815932,2.8065173999826434
EG10040,17,analyzed,7,0,1.0,457.0,0.12240735919465418,154.9251930920767
EG10044,17,analyzed,80,0,6.0,1740.0,1.0965460383580665,813.4835546298707
EG10046,17,analyzed,1,311403,1.0,4.0,0.014405970667360931,0.5099800399201597
EG10050,17,analyzed,0,0,0.0,1.0,0.0,0.4615985420463421
EG10051,17,analyzed,280,435,8.0,9.0,1.951531719170355,1.0953744684543956
EG10054,17,analyzed,8,0,3.0,4.0,0.1881020567560531,0.7340536318667014
EG10003,17,analyzed,28,0,2.0,260.0,0.12735398767682027,139.77931094333073
EG10013,17,analyzed,71,0,4.0,150.0,0.25366657988371083,73.91169834244555
EG10028,17,analyzed,40,0,3.0,413.0,0.1971708756400243,190.63976395036016
EG10030,17,analyzed,25,62,2.0,567.0,0.18818883971188058,187.28200121496138
EG10032,17,analyzed,423,3053,17.0,11653.0,4.6857589169487115,6898.480951141196
EG10043,17,analyzed,49,0,3.0,743.0,0.47912869912349215,377.43256964332204
EG10071,17,analyzed,125,505,6.0,957.0,0.6375509849865486,539.1198906534756
EG10084,17,analyzed,36,1821,5.0,385.0,0.5596632821313894,171.54747027683763
EG10085,17,analyzed,0,0,0.0,108.0,0.0,23.44602100147531
EG10107,17,analyzed,396,0,8.0,1076.0,1.5169226763863577,622.0636119066215
EG10108,17,analyzed,474,0,24.0,21636.0,8.7804825132344,12836.270415690358
EG10112,17,analyzed,13,360,1.0,29.0,0.08483033932135728,14.625705111516098
EG10122,17,analyzed,13,0,2.0,430.0,0.21478781567300181,152.4911481385056
EG10124,17,analyzed,18,0,3.0,208.0,0.26013191009285774,81.97075414388614
EG10129,17,analyzed,15,1225,2.0,261.0,0.14297491972576587,110.1891868437039
EG10138,17,analyzed,24,1587,2.0,119.0,0.11494402499349128,52.453050420897334
EG10160,17,analyzed,0,0,0.0,294.0,0.0,69.55671266163326
EG10167,17,analyzed,28,0,3.0,317.0,0.4816887963204027,160.21235789290984
EG10170,17,analyzed,872,10148,12.0,155.0,1.9076195435216523,83.36856721339929
EG10172,17,analyzed,169,0,6.0,1622.0,0.8745552373513842,902.0832682461165
