gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,15,analyzed,104,0,3.0,4.0,0.39633292490810434,0.4917293891125503
EG10004,15,analyzed,99,0,6.0,13.0,1.0393401015228427,5.786189392613338
EG10011,15,analyzed,66,0,4.0,644.0,0.33270610887449675,379.52279887974794
EG10014,15,analyzed,1,2119,1.0,4.0,0.03365132154734815,0.6862856642744618
EG10015,15,analyzed,117,0,6.0,748.0,1.1501837913530544,470.3962454052162
EG10016,15,analyzed,4,0,1.0,7.0,0.05981970943462279,0.3733152459303343
EG10017,15,analyzed,383,0,8.0,5.0,1.6079555399964993,0.6752581830911956
EG10018,15,analyzed,14,0,2.0,4.0,0.30426220899702433,1.1403815858568178
EG10026,15,analyzed,0,0,0.0,2.0,0.0,0.4919044284964117
EG10031,15,analyzed,486,643,14.0,47.0,4.143357255382461,20.71674251706634
EG10033,15,analyzed,6,0,2.0,4.0,0.1625678277612463,0.30820059513390513
EG10034,15,analyzed,357,12291,8.0,6.0,2.167381410817434,0.7487747243129704
EG10035,15,analyzed,73,0,7.0,8.0,1.4474006651496587,1.5700595133905129
EG10039,15,analyzed,77,157520,6.0,10.0,1.6829161561351305,2.894363731839664
EG10040,15,analyzed,0,0,0.0,104.0,0.0,19.58436898302118
EG10044,15,analyzed,85,0,5.0,1820.0,1.1338613688079817,923.7849203570803
EG10046,15,analyzed,4,301003,2.0,5.0,0.03990897952039209,0.6668125328198845
EG10050,15,analyzed,0,0,0.0,1.0,0.0,0.34421494836338173
EG10051,15,analyzed,250,478,7.0,8.0,1.7245755294941363,1.0229301592858393
EG10054,15,analyzed,21,0,3.0,3.0,0.3352004200945213,0.593996149133555
EG10003,15,analyzed,42,0,3.0,560.0,0.31743392263259235,261.8215035883074
EG10013,15,analyzed,73,0,2.0,189.0,0.24492385786802032,77.2842201995449
EG10028,15,analyzed,37,0,2.0,483.0,0.22234377734990374,233.4947050586382
EG10030,15,analyzed,26,446,3.0,583.0,0.21000350078767724,240.1770085769298
EG10032,15,analyzed,338,2454,12.0,10325.0,4.218886749518641,6583.893444775074
EG10043,15,analyzed,37,0,3.0,462.0,0.3424207946788027,261.4907229126554
EG10071,15,analyzed,116,787,5.0,1266.0,0.8338438648695956,663.1062489060039
EG10084,15,analyzed,33,2083,3.0,356.0,0.5138281113250481,186.51369683178714
EG10085,15,analyzed,0,0,0.0,196.0,0.0,46.16816908804481
EG10107,15,analyzed,232,0,8.0,788.0,0.9978557675476982,475.385086644495
EG10108,15,analyzed,479,0,19.0,21543.0,8.709784701557851,13605.903728338877
EG10112,15,analyzed,25,350,3.0,38.0,0.12900402590582882,14.950332574829337
EG10122,15,analyzed,13,0,2.0,354.0,0.17009452126728514,109.1848415893576
EG10124,15,analyzed,15,0,2.0,185.0,0.23367757745492737,66.58677577454927
EG10129,15,analyzed,15,715,3.0,365.0,0.23976019604410992,137.43829861718888
EG10138,15,analyzed,28,798,2.0,264.0,0.19740066514965868,112.7400227551199
EG10160,15,analyzed,32,0,3.0,543.0,0.2570453352004201,263.56852791878174
EG10167,15,analyzed,36,0,3.0,421.0,0.6379310344827587,188.6963504288465
EG10170,15,analyzed,760,8276,8.0,166.0,1.6764396989322599,74.54826711009977
EG10172,15,analyzed,141,0,6.0,1391.0,0.6987134605286189,757.4250393838614
