gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,10,analyzed,78,0,6.0,3.0,0.3113061854832155,0.42782248232138503
EG10004,10,analyzed,69,0,6.0,13.0,0.5581971876778021,5.730594164025034
EG10011,10,analyzed,71,0,5.0,1319.0,0.3782410794115256,466.23128505242624
EG10014,10,analyzed,1,1470,1.0,3.0,0.041575225554742745,0.529789482240104
EG10015,10,analyzed,92,0,6.0,855.0,0.8522311631309437,416.010566528489
EG10016,10,analyzed,0,0,0.0,2.0,0.0,0.32122246606518734
EG10017,10,analyzed,308,0,8.0,6.0,1.2232382345769324,0.7156791026578884
EG10018,10,analyzed,11,0,2.0,4.0,0.10558400390148744,0.7559944728927904
EG10026,10,analyzed,0,0,0.0,3.0,0.0,0.5368202877346988
EG10031,10,analyzed,458,547,15.0,46.0,3.5282451434609445,20.764081931236284
EG10033,10,analyzed,6,0,1.0,4.0,0.3723482077542063,0.29277412013330084
EG10034,10,analyzed,342,15796,8.0,6.0,2.01251727221003,0.8228074453385353
EG10035,10,analyzed,53,0,5.0,9.0,1.1914980086157847,1.8998618223197594
EG10039,10,analyzed,54,153144,5.0,12.0,1.4107941152564416,2.893237421767049
EG10040,10,analyzed,3,0,1.0,401.0,0.06262700154433878,51.92920425912379
EG10044,10,analyzed,61,0,7.0,2182.0,0.9083150451109485,924.3488580021133
EG10046,10,analyzed,2,299066,1.0,5.0,0.06482158823051289,0.37088514996342353
EG10050,10,analyzed,1,0,1.0,75.0,0.04190034950825002,8.563155327968788
EG10051,10,analyzed,230,266,6.0,8.0,1.5615297082012518,1.0446232626188734
EG10054,10,analyzed,11,0,2.0,3.0,0.1458993741363895,0.19800048768593026
EG10003,10,analyzed,32,0,3.0,521.0,0.20316183044785824,208.97504673656832
EG10013,10,analyzed,59,0,3.0,262.0,0.2791595545801837,108.21600422661139
EG10028,10,analyzed,36,0,3.0,462.0,0.2120214581809315,250.0126391936926
EG10030,10,analyzed,22,0,3.0,877.0,0.23299195318215069,317.7044623262619
EG10032,10,analyzed,285,2874,11.0,9579.0,3.036942209217264,5827.188775095505
EG10043,10,analyzed,33,0,3.0,766.0,0.38185808339429406,369.7280744533854
EG10071,10,analyzed,124,1887,6.0,1586.0,0.7351052588799479,684.0521417540438
EG10084,10,analyzed,33,2186,6.0,762.0,0.44151832886287895,204.45874989839876
EG10085,10,analyzed,0,0,0.0,177.0,0.0,64.37247012923677
EG10107,10,analyzed,0,0,1.0,560.0,0.005161342761927985,94.91563033406486
EG10108,10,analyzed,369,0,22.0,21619.0,6.8171990571405345,13049.63972201902
EG10112,10,analyzed,24,424,2.0,58.0,0.16057059253840528,25.67085263756807
EG10122,10,analyzed,14,0,2.0,285.0,0.13439811428106965,130.10838819800048
EG10124,10,analyzed,13,0,3.0,380.0,0.30285296269202633,139.53076485410062
EG10129,10,analyzed,18,1042,3.0,538.0,0.333495895310087,188.98020807933025
EG10138,10,analyzed,26,591,2.0,289.0,0.14159148175241812,97.86105015036983
EG10160,10,analyzed,23,0,3.0,533.0,0.1637811915792896,233.6560188571893
EG10167,10,analyzed,33,0,4.0,538.0,0.5828659676501666,213.8713321953995
EG10170,10,analyzed,567,9703,8.0,177.0,1.2857839551328945,83.12338454035601
EG10172,10,analyzed,138,0,4.0,1329.0,0.614077867186865,796.730594164025
