gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,11,analyzed,77,0,3.0,3.0,0.2774919001334096,0.5164856108252335
EG10004,11,analyzed,86,0,4.0,14.0,0.6793405755669907,4.765103868877453
EG10011,11,analyzed,78,0,4.0,921.0,0.46707642462359444,568.8010291595198
EG10014,11,analyzed,1,1910,1.0,39.0,0.05960548885077187,2.011768629693158
EG10015,11,analyzed,116,0,5.0,879.0,1.1396988755479323,461.1792452830189
EG10016,11,analyzed,2,0,1.0,7.0,0.02682485229655041,0.67757766342672
EG10017,11,analyzed,351,0,7.0,5.0,1.3711168286639985,0.6736230226796265
EG10018,11,analyzed,10,0,2.0,4.0,0.17224128073184677,1.518248522965504
EG10026,11,analyzed,0,0,0.0,2.0,0.0,0.7063560129597866
EG10031,11,analyzed,512,1033,13.0,45.0,4.497045931008195,20.40956737183152
EG10033,11,analyzed,5,0,2.0,6.0,0.11087287974080427,0.08366685725176291
EG10034,11,analyzed,395,16375,8.0,6.0,2.6084429197636743,0.8929388221841053
EG10035,11,analyzed,47,0,5.0,9.0,1.0278730703259005,1.4922336573279968
EG10039,11,analyzed,92,161239,7.0,10.0,1.800552696779112,3.0865732799695063
EG10040,11,analyzed,3,0,2.0,202.0,0.056365542214598816,56.340337335620355
EG10044,11,analyzed,59,0,4.0,1467.0,0.9256718124642653,812.7778254240518
EG10046,11,analyzed,4,307956,1.0,5.0,0.1016295025728988,0.7504288164665524
EG10050,11,analyzed,0,0,0.0,1.0,0.0,0.25533638269487324
EG10051,11,analyzed,270,431,7.0,9.0,1.8421955403087478,1.1403182771107299
EG10054,11,analyzed,15,0,2.0,3.0,0.23818372403278062,0.3216123499142367
EG10003,11,analyzed,42,0,4.0,462.0,0.3019820850009529,246.95249666476082
EG10013,11,analyzed,72,0,4.0,165.0,0.3033638269487326,89.54797979797979
EG10028,11,analyzed,30,0,2.0,414.0,0.2199828473413379,231.23551553268535
EG10030,11,analyzed,28,0,3.0,941.0,0.24790356394129978,326.7327520487898
EG10032,11,analyzed,391,3113,13.0,10773.0,4.182723461025348,6912.730369735087
EG10043,11,analyzed,47,0,4.0,791.0,0.3927958833619211,356.5721364589289
EG10071,11,analyzed,131,402,7.0,1921.0,1.0170097198399086,949.0389270059081
EG10084,11,analyzed,24,2494,3.0,378.0,0.3740708976558033,140.47751095864302
EG10085,11,analyzed,0,0,0.0,243.0,0.0,75.84529254812274
EG10107,11,analyzed,338,0,9.0,951.0,1.1906327425195349,507.09167143129406
EG10108,11,analyzed,0,0,2.0,10342.0,0.03535353535353535,2535.289022298456
EG10112,11,analyzed,21,268,2.0,37.0,0.14970459310081952,15.315513626834381
EG10122,11,analyzed,17,0,2.0,443.0,0.19210977701543738,194.04578806937297
EG10124,11,analyzed,7,0,1.0,161.0,0.1464170001905851,86.51496093005527
EG10129,11,analyzed,20,823,2.0,296.0,0.3563464837049743,165.58781208309512
EG10138,11,analyzed,27,1989,2.0,172.0,0.14327234610253478,69.88712597674862
EG10160,11,analyzed,40,0,3.0,609.0,0.32694873260910995,268.0801410329712
EG10167,11,analyzed,49,0,6.0,685.0,0.8421955403087479,233.9402992186011
EG10170,11,analyzed,761,10793,9.0,166.0,1.750142938822184,79.9040404040404
EG10172,11,analyzed,166,0,5.0,1743.0,0.9757480465027635,1064.43805984372
