gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,20,analyzed,73,0,3.0,4.0,0.25121310599652763,0.5384409918532698
EG10004,20,analyzed,78,0,3.0,13.0,0.5828696077994925,4.4603570315630146
EG10011,20,analyzed,96,0,3.0,1154.0,0.5358589680808441,718.0718514891155
EG10014,20,analyzed,2,1748,1.0,8.0,0.019587766549436853,0.783688732582469
EG10015,20,analyzed,134,0,6.0,1019.0,1.2744958375996083,601.3012954636513
EG10016,20,analyzed,1,0,1.0,7.0,0.01535858968080844,0.2643458131149001
EG10017,20,analyzed,361,0,6.0,5.0,1.3388683613052574,0.6672750745670658
EG10018,20,analyzed,12,0,2.0,4.0,0.25611004763388684,1.2983127810176736
EG10026,20,analyzed,0,0,0.0,3.0,0.0,0.506922494769176
EG10031,20,analyzed,496,639,13.0,45.0,3.5018920001780707,20.004585318078618
EG10033,20,analyzed,7,0,2.0,4.0,0.27449583759960827,0.1741530516849931
EG10034,20,analyzed,344,12361,8.0,8.0,2.0635712059831723,0.8458353737256822
EG10035,20,analyzed,53,0,6.0,7.0,1.0554689934559052,1.5749009482259717
EG10039,20,analyzed,62,155898,7.0,11.0,1.247473623291635,2.8454792325156926
EG10040,20,analyzed,7,0,2.0,153.0,0.059609135022036235,77.2020211013667
EG10044,20,analyzed,62,0,4.0,1130.0,0.6207541290121533,638.5427146863732
EG10046,20,analyzed,2,286228,1.0,6.0,0.026087343631749988,0.42634554600899255
EG10050,20,analyzed,0,0,0.0,1.0,0.0,0.11258514000801317
EG10051,20,analyzed,258,358,7.0,9.0,1.8967190491029693,1.2737835551796288
EG10054,20,analyzed,13,0,2.0,3.0,0.16061968570538218,0.5869207140631261
EG10003,20,analyzed,45,0,3.0,475.0,0.2672839780973156,265.8948493077505
EG10013,20,analyzed,64,0,3.0,227.0,0.2855807327605396,111.51711703690513
EG10028,20,analyzed,58,0,3.0,783.0,0.3083292525486355,373.83337043137607
EG10030,20,analyzed,21,402,3.0,534.0,0.1648043449227619,225.5949338912879
EG10032,20,analyzed,326,2696,13.0,10937.0,3.4211369808128924,6386.19356274763
EG10043,20,analyzed,41,0,5.0,779.0,0.3148733472821974,317.0312959088279
EG10071,20,analyzed,120,884,4.0,1096.0,0.6279214708631973,620.1765570048524
EG10084,20,analyzed,18,2408,4.0,299.0,0.2570894359613587,94.38156078885278
EG10085,20,analyzed,0,0,0.0,81.0,0.0,17.860570716289008
EG10107,20,analyzed,200,0,6.0,915.0,0.7279971508703201,444.4835507278636
EG10108,20,analyzed,414,0,16.0,18955.0,6.406935850064551,12186.76646040155
EG10112,20,analyzed,18,312,1.0,54.0,0.13484396563237325,23.970662867827095
EG10122,20,analyzed,19,0,2.0,363.0,0.22103013844989539,158.66130970929973
EG10124,20,analyzed,15,0,2.0,237.0,0.19859324222054045,82.24453545830922
EG10129,20,analyzed,19,1142,3.0,395.0,0.3613497751858612,194.5077683301429
EG10138,20,analyzed,19,2278,2.0,152.0,0.09740462093219962,64.49307750523083
EG10160,20,analyzed,30,0,2.0,774.0,0.21310599652762321,289.80087254596447
EG10167,20,analyzed,29,0,3.0,314.0,0.39447090771490895,143.0925521969461
EG10170,20,analyzed,675,9559,8.0,175.0,1.3777322708453903,84.77705560254641
EG10172,20,analyzed,0,0,0.0,828.0,0.0,177.26180830699371
