gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,18,analyzed,99,0,4.0,4.0,0.35602324762240223,0.5303804156393096
EG10004,18,analyzed,97,0,5.0,13.0,0.8095280028178936,5.057722789714688
EG10011,18,analyzed,80,0,3.0,855.0,0.37420746741810496,493.82942937654104
EG10014,18,analyzed,3,1907,1.0,55.0,0.04948925678055653,3.6283902782669952
EG10015,18,analyzed,131,0,5.0,836.0,1.2664670658682635,496.77663790066924
EG10016,18,analyzed,1,0,1.0,6.0,0.02619760479041916,1.4415727368791829
EG10017,18,analyzed,362,0,7.0,5.0,1.5512944698837619,0.6703504755195492
EG10018,18,analyzed,12,0,2.0,4.0,0.1805213103205354,1.1670482564283198
EG10026,18,analyzed,0,0,0.0,2.0,0.0,0.37962310672772104
EG10031,18,analyzed,492,506,12.0,44.0,4.151329693554068,20.32344135258894
EG10033,18,analyzed,6,0,1.0,4.0,0.2321239873194787,0.2824498062698133
EG10034,18,analyzed,403,14616,9.0,8.0,2.470235998591053,0.8507396970764354
EG10035,18,analyzed,55,0,6.0,7.0,1.0436333215921099,1.7626805213103205
EG10039,18,analyzed,81,154820,6.0,11.0,1.6790683339203945,2.653487143360338
EG10040,18,analyzed,14,0,2.0,622.0,0.24119408242338852,303.7982564283198
EG10044,18,analyzed,63,0,4.0,1597.0,0.8816484677703417,765.0540683339204
EG10046,18,analyzed,0,326141,0.0,1.0,0.0,0.1113508277562522
EG10050,18,analyzed,0,0,0.0,1.0,0.0,0.49476047904191617
EG10051,18,analyzed,274,401,7.0,11.0,1.820491370200775,1.121917928848186
EG10054,18,analyzed,16,0,2.0,3.0,0.15463191264529763,0.29843254667136315
EG10003,18,analyzed,35,0,2.0,311.0,0.19311377245508982,173.0862979922508
EG10013,18,analyzed,74,0,3.0,174.0,0.2964512152166256,88.76959316660796
EG10028,18,analyzed,31,0,3.0,649.0,0.2088763649172244,241.80261535752027
EG10030,18,analyzed,30,32,3.0,717.0,0.23207995773159562,237.58039802747447
EG10032,18,analyzed,378,2910,11.0,11403.0,4.441748855230715,7300.259422331807
EG10043,18,analyzed,33,0,5.0,445.0,0.2389485734413526,244.25118879887285
EG10071,18,analyzed,115,994,5.0,1063.0,0.6932018316308559,663.2620641070799
EG10084,18,analyzed,45,2431,4.0,670.0,0.7218650933427263,272.8111130679817
EG10085,18,analyzed,0,0,0.0,139.0,0.0,29.27478865797816
EG10107,18,analyzed,188,0,4.0,717.0,0.7110778443113772,381.7835505459669
EG10108,18,analyzed,415,0,18.0,18335.0,6.869584360690384,11397.681269813314
EG10112,18,analyzed,19,494,2.0,44.0,0.11091053187742163,16.431533990841846
EG10122,18,analyzed,10,0,1.0,174.0,0.07357344135258893,79.40718562874251
EG10124,18,analyzed,17,0,3.0,230.0,0.2754050722085241,110.26527826699542
EG10129,18,analyzed,16,754,2.0,437.0,0.31269813314547373,182.1117470940472
EG10138,18,analyzed,18,972,3.0,131.0,0.0706234589644241,43.719091229306095
EG10160,18,analyzed,37,0,3.0,798.0,0.35003522367030643,334.67202359985913
EG10167,18,analyzed,0,0,1.0,245.0,0.02690207819654808,56.411500528355056
EG10170,18,analyzed,714,9855,8.0,173.0,1.515454385346953,93.13609545614653
EG10172,18,analyzed,182,0,5.0,1953.0,0.9707643536456498,1036.4613860514266
