gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,1,analyzed,86,0,5.0,4.0,0.3144250045562238,0.5051029706579188
EG10004,1,analyzed,97,0,6.0,14.0,0.8179788591215601,5.487014762165118
EG10011,1,analyzed,76,0,5.0,939.0,0.4764898851831602,556.675596865318
EG10014,1,analyzed,3,2215,1.0,13.0,0.10078367049389467,0.6709950792782942
EG10015,1,analyzed,141,0,6.0,766.0,1.17122289046838,452.4697011117186
EG10016,1,analyzed,1,0,1.0,2.0,0.002186987424822307,0.4009021323127392
EG10017,1,analyzed,355,0,8.0,5.0,1.489930745398214,0.6577364680153089
EG10018,1,analyzed,11,0,2.0,5.0,0.20202296336796063,1.2837616183706944
EG10026,1,analyzed,0,0,0.0,2.0,0.0,0.3736103517404775
EG10031,1,analyzed,515,443,13.0,46.0,4.237743757973392,20.091261162748314
EG10033,1,analyzed,12,0,4.0,4.0,0.6847548751594679,0.6799708401676691
EG10034,1,analyzed,404,12125,9.0,6.0,2.5365864771277566,0.813468197557864
EG10035,1,analyzed,66,0,8.0,8.0,1.245534900674321,1.9838709677419355
EG10039,1,analyzed,83,147893,7.0,10.0,1.8590304355749954,2.963914707490432
EG10040,1,analyzed,12,0,3.0,936.0,0.2736468015308912,284.1867596136322
EG10044,1,analyzed,69,0,4.0,1396.0,0.8993074539821396,772.5707581556406
EG10046,1,analyzed,2,309550,1.0,5.0,0.014033169309276472,0.521824312010206
EG10050,1,analyzed,0,0,0.0,1.0,0.0,0.11522689994532531
EG10051,1,analyzed,292,446,9.0,9.0,2.019455075633315,1.147029342081283
EG10054,1,analyzed,21,0,2.0,3.0,0.20954073264078732,0.4485602332786586
EG10003,1,analyzed,0,0,0.0,207.0,0.0,47.75419172589758
EG10013,1,analyzed,79,0,3.0,243.0,0.32385638782577,94.6167760160379
EG10028,1,analyzed,47,0,3.0,542.0,0.2588390741753235,245.86285766356843
EG10030,1,analyzed,19,412,2.0,386.0,0.177874977218881,227.02738290504828
EG10032,1,analyzed,369,2986,14.0,12374.0,4.562465828321487,7058.980043739749
EG10043,1,analyzed,51,0,3.0,738.0,0.48833606706761434,433.29405868416256
EG10071,1,analyzed,153,470,5.0,1244.0,0.9324767632586113,716.6566429743029
EG10084,1,analyzed,35,2382,6.0,445.0,0.39142518680517585,131.48678695097504
EG10085,1,analyzed,0,0,0.0,139.0,0.0,28.464643703298705
EG10107,1,analyzed,170,0,4.0,748.0,0.6781483506469838,352.9211773282304
EG10108,1,analyzed,464,0,22.0,18218.0,7.706670311645708,11954.79574448697
EG10112,1,analyzed,19,328,2.0,20.0,0.06529068707854929,5.5517587023874615
EG10122,1,analyzed,15,0,2.0,346.0,0.20120284308365227,139.95995079278293
EG10124,1,analyzed,13,0,3.0,334.0,0.2854018589393111,97.67309094222708
EG10129,1,analyzed,13,893,2.0,354.0,0.2440769090577729,152.60834700200473
EG10138,1,analyzed,34,575,2.0,212.0,0.24371241115363587,103.34349371241116
EG10160,1,analyzed,29,0,3.0,666.0,0.31319482412976124,298.81160014579916
EG10167,1,analyzed,50,0,5.0,394.0,0.7340076544559869,214.41803353380718
EG10170,1,analyzed,776,10471,9.0,163.0,1.724712957900492,82.76872607982504
EG10172,1,analyzed,161,0,5.0,1528.0,0.8471386914525242,918.7611171860761
