gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,11,analyzed,88,0,4.0,3.0,0.3671395387423262,0.43649410983905756
EG10004,11,analyzed,87,0,4.0,13.0,0.7667164426746308,5.7169404347104695
EG10011,11,analyzed,64,0,3.0,833.0,0.259581881533101,361.71013771362203
EG10014,11,analyzed,2,2137,1.0,4.0,0.02928488468558155,0.8540733366517339
EG10015,11,analyzed,133,0,6.0,865.0,1.1884021901443504,452.76630164260825
EG10016,11,analyzed,0,0,0.0,2.0,0.0,0.3084038493446159
EG10017,11,analyzed,348,0,6.0,5.0,1.2792434046789447,0.6764974282395885
EG10018,11,analyzed,15,0,2.0,5.0,0.2857142857142857,1.5800978928156628
EG10026,11,analyzed,0,0,0.0,2.0,0.0,0.3604612576738012
EG10031,11,analyzed,487,55,14.0,45.0,4.114733698357392,19.924630827940934
EG10033,11,analyzed,0,0,0.0,0.0,0.0,0.0
EG10034,11,analyzed,386,12764,10.0,6.0,2.292765886842542,0.7811929649908744
EG10035,11,analyzed,39,0,3.0,7.0,0.795669487307118,1.5584868093578894
EG10039,11,analyzed,74,154145,7.0,11.0,1.3803716608594658,2.4523394723743155
EG10040,11,analyzed,6,0,1.0,466.0,0.15820474531275924,181.4454537912726
EG10044,11,analyzed,68,0,4.0,1473.0,0.76543056246889,711.843993695039
EG10046,11,analyzed,2,299347,1.0,5.0,0.02032520325203252,0.3030944084951054
EG10050,11,analyzed,0,0,0.0,1.0,0.0,0.007134561141529783
EG10051,11,analyzed,268,476,6.0,9.0,1.7325783972125435,1.0786046125767381
EG10054,11,analyzed,14,0,2.0,3.0,0.1325286212045794,0.5041480006636802
EG10003,11,analyzed,32,0,3.0,418.0,0.17110502737680439,182.21739671478346
EG10013,11,analyzed,83,0,4.0,213.0,0.3025136884021901,94.74485647917703
EG10028,11,analyzed,36,0,2.0,390.0,0.19690559150489464,187.86859133897462
EG10030,11,analyzed,28,58,2.0,569.0,0.22780819644931144,296.4804214368674
EG10032,11,analyzed,373,2667,10.0,10877.0,4.055749128919861,6803.290567446491
EG10043,11,analyzed,41,0,2.0,561.0,0.3285631325701012,283.5418533266965
EG10071,11,analyzed,122,338,5.0,1254.0,0.7088933134229302,704.151443504231
EG10084,11,analyzed,31,2392,4.0,384.0,0.4841131574581052,174.1074332171893
EG10085,11,analyzed,0,0,0.0,118.0,0.0,27.020325203252032
EG10107,11,analyzed,183,0,6.0,615.0,0.6783225485316078,344.77916044466565
EG10108,11,analyzed,415,0,15.0,16210.0,6.357972457275594,11024.181392069022
EG10112,11,analyzed,27,739,2.0,38.0,0.13003982080637133,16.30525136884022
EG10122,11,analyzed,19,0,3.0,333.0,0.1839223494275759,168.6701924672308
EG10124,11,analyzed,16,0,4.0,185.0,0.22000995520159283,60.40720922515347
EG10129,11,analyzed,21,799,3.0,648.0,0.4174133067861291,248.03276920524308
EG10138,11,analyzed,28,708,4.0,229.0,0.20121951219512196,90.24780155964825
EG10160,11,analyzed,40,0,3.0,580.0,0.2787456445993031,276.0412726066036
EG10167,11,analyzed,49,0,4.0,423.0,0.6965322714451634,209.41687406669985
EG10170,11,analyzed,807,9537,9.0,182.0,1.578812012609922,79.23361539737846
EG10172,11,analyzed,184,0,5.0,1507.0,0.7851750456280073,866.2933880869421
