gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,16,analyzed,99,0,4.0,3.0,0.4429753552797266,0.37457276488577085
EG10004,16,analyzed,97,0,5.0,13.0,0.920714157222522,5.083378305450621
EG10011,16,analyzed,83,0,4.0,1091.0,0.5482101097319662,632.5570246447203
EG10014,16,analyzed,2,2185,1.0,3.0,0.026173772261198058,1.1211998560892247
EG10015,16,analyzed,142,0,6.0,689.0,1.240600827486958,450.6264615938118
EG10016,16,analyzed,1,0,1.0,7.0,0.040519877675840976,0.47324159021406725
EG10017,16,analyzed,358,0,7.0,6.0,1.3951250224860587,0.6755261737722612
EG10018,16,analyzed,13,0,2.0,4.0,0.11805180787911494,1.0597229717575103
EG10026,16,analyzed,0,0,0.0,2.0,0.0,0.4155423637344846
EG10031,16,analyzed,525,589,14.0,45.0,4.462718114768843,20.02217125382263
EG10033,16,analyzed,1,0,1.0,3.0,0.10384061881633387,0.07164058283864004
EG10034,16,analyzed,407,12282,9.0,7.0,2.721802482460874,0.8734034898363014
EG10035,16,analyzed,51,0,6.0,7.0,1.02316064040295,1.6286202554416263
EG10039,16,analyzed,99,151312,6.0,12.0,2.1203903579780534,2.996492174851592
EG10040,16,analyzed,12,0,3.0,597.0,0.29803022126281703,291.3319391976974
EG10044,16,analyzed,0,0,2.0,776.0,0.023745277927684834,123.23889188703004
EG10046,16,analyzed,1,312317,1.0,4.0,0.017584097859327217,0.6981921208850512
EG10050,16,analyzed,0,0,0.0,1.0,0.0,0.11373448461953589
EG10051,16,analyzed,315,507,8.0,9.0,2.282694729267854,1.1865443425076452
EG10054,16,analyzed,12,0,3.0,3.0,0.1373448461953589,0.2172153264975715
EG10003,16,analyzed,35,0,3.0,315.0,0.18110271631588415,146.0278827127181
EG10013,16,analyzed,73,0,2.0,187.0,0.30972297175751035,102.18119266055047
EG10028,16,analyzed,49,0,3.0,781.0,0.2582298974635726,261.472611980572
EG10030,16,analyzed,24,0,3.0,637.0,0.24194999100557654,245.96330275229357
EG10032,16,analyzed,375,2962,12.0,10626.0,4.367287281885231,6649.699676200756
EG10043,16,analyzed,52,0,3.0,716.0,0.44468429573664325,336.1386040654794
EG10071,16,analyzed,108,736,4.0,1038.0,0.6420669185105234,536.9919499910055
EG10084,16,analyzed,45,2887,7.0,682.0,0.8586526353660731,231.74914552977154
EG10085,16,analyzed,0,0,0.0,133.0,0.0,28.431237632667745
EG10107,16,analyzed,383,0,8.0,1130.0,1.5996132397913294,685.0337290879654
EG10108,16,analyzed,451,0,20.0,21904.0,8.277343047310668,12958.995053067098
EG10112,16,analyzed,16,876,1.0,47.0,0.10465011692750495,17.051178269472928
EG10122,16,analyzed,12,0,3.0,274.0,0.1854200395754632,125.75472207231516
EG10124,16,analyzed,14,0,1.0,135.0,0.14669904659111352,54.40843676920309
EG10129,16,analyzed,20,1215,3.0,573.0,0.4458985429033999,220.85838280266236
EG10138,16,analyzed,25,1251,2.0,188.0,0.14035797805360675,69.74590753732686
EG10160,16,analyzed,39,0,5.0,816.0,0.33715596330275227,345.1573574383882
EG10167,16,analyzed,51,0,4.0,732.0,0.8944054686094621,260.6147238711998
EG10170,16,analyzed,814,10046,10.0,190.0,1.8469598848713797,99.66756610901241
EG10172,16,analyzed,169,0,6.0,1608.0,0.9031300593631948,970.2135276128801
