gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,8,analyzed,71,0,3.0,4.0,0.3160707869205893,0.5310815666546892
EG10004,8,analyzed,86,0,7.0,14.0,0.6976284584980237,5.337720086237873
EG10011,8,analyzed,67,0,3.0,735.0,0.3056503772906935,364.15976464247217
EG10014,8,analyzed,1,2019,1.0,3.0,0.0059737693136902624,0.36538807042759613
EG10015,8,analyzed,117,0,6.0,983.0,1.2984638878907653,525.3034045993533
EG10016,8,analyzed,2,0,1.0,8.0,0.08282429033417175,1.0080848005749192
EG10017,8,analyzed,331,0,6.0,5.0,1.3366870283866332,0.667400287459576
EG10018,8,analyzed,0,0,0.0,2.0,0.0,0.5824649658641754
EG10026,8,analyzed,0,0,0.0,3.0,0.0,0.46927775781530723
EG10031,8,analyzed,501,364,13.0,46.0,4.403206970894718,20.557716492993173
EG10033,8,analyzed,7,0,2.0,4.0,0.427102048149479,0.4312791951131872
EG10034,8,analyzed,381,12953,9.0,8.0,2.6238321954725117,0.8855551563061445
EG10035,8,analyzed,67,0,5.0,8.0,1.2209396334890406,1.666591807402084
EG10039,8,analyzed,80,161200,6.0,10.0,1.5825547969816744,2.7082734459216673
EG10040,8,analyzed,5,0,2.0,333.0,0.0637800934243622,104.71608875314409
EG10044,8,analyzed,57,0,3.0,1525.0,0.7035123966942148,738.5410977362559
EG10046,8,analyzed,2,319595,1.0,7.0,0.030003593244699964,0.37351778656126483
EG10050,8,analyzed,0,0,0.0,1.0,0.0,0.11359144807761408
EG10051,8,analyzed,289,489,7.0,10.0,2.1369475386273806,1.2655407833273447
EG10054,8,analyzed,12,0,2.0,3.0,0.2061624146604384,0.31894538268056055
EG10003,8,analyzed,42,0,2.0,537.0,0.3166097736255839,285.1069439453827
EG10013,8,analyzed,75,0,4.0,269.0,0.3625583902263744,114.16838842975207
EG10028,8,analyzed,41,0,2.0,331.0,0.1753503413582465,188.59167265540782
EG10030,8,analyzed,25,0,2.0,448.0,0.14961372619475385,172.24941609773626
EG10032,8,analyzed,340,3300,12.0,10422.0,3.954814947897952,6311.8895077254765
EG10043,8,analyzed,39,0,3.0,699.0,0.456297161336687,377.9670768954366
EG10071,8,analyzed,105,786,5.0,980.0,0.5785123966942148,579.2127650017966
EG10084,8,analyzed,58,1969,7.0,611.0,0.6990208408192597,284.4260240747395
EG10085,8,analyzed,0,0,0.0,158.0,0.0,37.074559827524254
EG10107,8,analyzed,335,0,7.0,1187.0,1.3983111749910169,669.2595220984549
EG10108,8,analyzed,393,0,17.0,21298.0,7.194574200503054,12653.93895975566
EG10112,8,analyzed,18,384,2.0,62.0,0.12032878189004671,21.471343873517785
EG10122,8,analyzed,16,0,2.0,201.0,0.14673913043478262,97.54608336327703
EG10124,8,analyzed,19,0,3.0,345.0,0.3155318002155947,135.8606719367589
EG10129,8,analyzed,13,875,3.0,532.0,0.32770391663672294,220.09396334890405
EG10138,8,analyzed,25,949,2.0,165.0,0.11017786561264822,61.263699245418614
EG10160,8,analyzed,26,0,4.0,785.0,0.3089292130794107,359.8734728710025
EG10167,8,analyzed,44,0,4.0,446.0,0.6788986704994611,242.99694574200504
EG10170,8,analyzed,693,11499,10.0,157.0,1.6393280632411067,93.04567912324829
EG10172,8,analyzed,164,0,5.0,1671.0,0.856899029823931,1068.053988501617
