gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,5,analyzed,94,0,4.0,3.0,0.37825981970379907,0.39862363168061815
EG10004,5,analyzed,90,0,5.0,13.0,0.6840389568576948,5.171683837733419
EG10011,5,analyzed,90,0,3.0,798.0,0.45838699291693497,538.9461526078558
EG10014,5,analyzed,1,1657,1.0,3.0,0.015413715389568577,0.7693979394719896
EG10015,5,analyzed,0,0,0.0,416.0,0.0,79.0987202189311
EG10016,5,analyzed,2,0,1.0,7.0,0.037830006439150035,0.4525917578879588
EG10017,5,analyzed,392,0,7.0,6.0,1.430658403090792,0.6378380553766902
EG10018,5,analyzed,18,0,2.0,5.0,0.20730038634900194,1.2085479716677399
EG10026,5,analyzed,0,0,0.0,2.0,0.0,0.492796200901481
EG10031,5,analyzed,532,297,13.0,44.0,3.950297810688989,20.44377817128139
EG10033,5,analyzed,6,0,2.0,4.0,0.37701223438506115,0.3349565357372827
EG10034,5,analyzed,410,11851,11.0,7.0,2.365301030264005,0.7731406954282035
EG10035,5,analyzed,57,0,5.0,8.0,1.2693979394719896,1.591476175144881
EG10039,5,analyzed,88,142602,7.0,10.0,1.567530585962653,2.5672891178364456
EG10040,5,analyzed,4,0,1.0,138.0,0.01943818415969092,30.67470218931101
EG10044,5,analyzed,75,0,5.0,1678.0,0.9423293625241468,702.943697681906
EG10046,5,analyzed,1,281243,1.0,1.0,0.0007646490663232453,0.21072118480360594
EG10050,5,analyzed,1,0,1.0,41.0,0.03778976175144881,6.300708306503542
EG10051,5,analyzed,277,429,6.0,8.0,1.724806825499034,1.0218528654217642
EG10054,5,analyzed,11,0,1.0,3.0,0.16134095299420476,0.27157115260785575
EG10003,5,analyzed,46,0,3.0,372.0,0.315558596265293,218.18625241468126
EG10013,5,analyzed,78,0,3.0,151.0,0.2326545396007727,65.79193496458467
EG10028,5,analyzed,45,0,2.0,410.0,0.1887073406310367,194.00724404378622
EG10030,5,analyzed,22,0,2.0,326.0,0.14850289761751448,177.69876851255634
EG10032,5,analyzed,377,2880,12.0,11316.0,3.8275917578879586,6103.145001609788
EG10043,5,analyzed,48,0,3.0,599.0,0.4777044430135222,358.0752575660013
EG10071,5,analyzed,131,617,4.0,1150.0,0.7646088216355441,640.7873873148744
EG10084,5,analyzed,33,1920,4.0,359.0,0.4226899549259498,143.29040566645202
EG10085,5,analyzed,1,0,1.0,55.0,0.007123309723116549,13.141218609143593
EG10107,5,analyzed,211,0,7.0,785.0,0.6980843528654218,355.2771651641983
EG10108,5,analyzed,450,0,21.0,18876.0,7.155666452028332,10953.671120412106
EG10112,5,analyzed,23,838,3.0,58.0,0.13091596909207984,20.095540888602706
EG10122,5,analyzed,15,0,2.0,367.0,0.13985028976175146,115.78114938828075
EG10124,5,analyzed,12,0,2.0,281.0,0.3246941403734707,88.50225370251127
EG10129,5,analyzed,15,1105,2.0,254.0,0.21084191886670958,107.54555698647779
EG10138,5,analyzed,27,750,2.0,159.0,0.17285093367675466,82.37210238248551
EG10160,5,analyzed,32,0,3.0,740.0,0.2539439793947199,266.2963618802318
EG10167,5,analyzed,35,0,4.0,478.0,0.5653171281390856,192.66343367675466
EG10170,5,analyzed,809,9786,9.0,185.0,1.7072198969735994,87.079201545396
EG10172,5,analyzed,184,0,6.0,1663.0,0.997303605924018,1013.7603831294269
