gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,4,analyzed,77,0,3.0,4.0,0.27840862338517236,0.6693820455854521
EG10004,4,analyzed,99,0,5.0,13.0,0.6608656298856249,5.676869908664528
EG10011,4,analyzed,88,0,3.0,1197.0,0.43627087961820127,591.6833292191228
EG10014,4,analyzed,0,1634,0.0,2.0,0.0,0.6853040401546943
EG10015,4,analyzed,132,0,5.0,678.0,1.0309388628322225,408.99991771579033
EG10016,4,analyzed,0,0,0.0,2.0,0.0,0.5638936888011191
EG10017,4,analyzed,384,0,6.0,5.0,1.2838805233275734,0.6367563564551962
EG10018,4,analyzed,18,0,2.0,5.0,0.184152061219452,1.2940014811157738
EG10026,4,analyzed,0,0,0.0,3.0,0.0,0.3012424915658685
EG10031,4,analyzed,587,334,15.0,46.0,4.314078828272854,19.73232946597548
EG10033,4,analyzed,4,0,1.0,4.0,0.3368304122438904,0.28581420225458737
EG10034,4,analyzed,413,9272,11.0,6.0,2.41084505883321,0.790134123261746
EG10035,4,analyzed,54,0,4.0,7.0,1.0820784991360157,1.5754546202583724
EG10039,4,analyzed,84,127388,7.0,11.0,1.9426890479716943,3.122438903974327
EG10040,4,analyzed,9,0,2.0,702.0,0.18501604542088373,225.9705833950465
EG10044,4,analyzed,90,0,4.0,1866.0,1.0642228256397597,951.5541018678516
EG10046,4,analyzed,2,278355,1.0,5.0,0.04369291532954826,0.31424339669217477
EG10050,4,analyzed,0,0,0.0,1.0,0.0,0.7180531555994405
EG10051,4,analyzed,303,370,8.0,9.0,1.9670040319262734,1.152431498395458
EG10054,4,analyzed,10,0,2.0,3.0,0.13618036698757507,0.37805480128363367
EG10003,4,analyzed,27,0,2.0,252.0,0.1249485723689624,112.53172056282399
EG10013,4,analyzed,72,0,4.0,194.0,0.30264132313009134,99.02982802600181
EG10028,4,analyzed,40,0,2.0,456.0,0.17773389286595903,200.7156669135193
EG10030,4,analyzed,22,288,3.0,682.0,0.22846210812145148,312.51349461038427
EG10032,4,analyzed,410,2516,12.0,10515.0,3.8214844071422696,6169.845881675306
EG10043,4,analyzed,51,0,3.0,409.0,0.34345429112153375,251.22582901341232
EG10071,4,analyzed,121,441,5.0,1332.0,0.6052003620505225,566.6604953509421
EG10084,4,analyzed,43,1992,5.0,375.0,0.6266353986669958,177.36192709619024
EG10085,4,analyzed,0,0,0.0,414.0,0.0,80.52221673660824
EG10107,4,analyzed,410,0,8.0,896.0,1.369867522422447,506.76170492882414
EG10108,4,analyzed,473,0,16.0,22470.0,7.263474039331852,12806.572451246606
EG10112,4,analyzed,32,297,3.0,48.0,0.15111495104089526,17.588126388546037
EG10122,4,analyzed,17,0,2.0,452.0,0.1797498560026331,188.96354809512056
EG10124,4,analyzed,13,0,2.0,209.0,0.1583148193861598,67.63971858800296
EG10129,4,analyzed,25,764,3.0,567.0,0.375750843413149,244.0006582736773
EG10138,4,analyzed,26,982,2.0,148.0,0.12046408294248334,65.84382457006501
EG10160,4,analyzed,34,0,3.0,796.0,0.35867686990866454,361.69143421377436
EG10167,4,analyzed,49,0,5.0,601.0,0.7466057763515181,218.81226857566034
EG10170,4,analyzed,835,8545,8.0,156.0,1.5350942154200609,67.6341644038509
EG10172,4,analyzed,190,0,7.0,1678.0,0.9493952110589978,981.2025425820785
