gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,6,analyzed,97,0,3.0,4.0,0.4377882247593463,0.6126259234385494
EG10004,6,analyzed,91,0,6.0,13.0,0.8082829639579135,5.724513096037609
EG10011,6,analyzed,110,0,5.0,1311.0,0.7206626371166331,798.4495186926349
EG10014,6,analyzed,1,2074,1.0,3.0,0.0061786433848220286,0.9398253861652115
EG10015,6,analyzed,124,0,6.0,671.0,1.0976046563689277,459.87333781061113
EG10016,6,analyzed,0,0,0.0,2.0,0.0,0.2264607118871726
EG10017,6,analyzed,375,0,6.0,5.0,1.5532572196104768,0.6493843743004254
EG10018,6,analyzed,9,0,2.0,5.0,0.1732706514439221,0.7068726214461607
EG10026,6,analyzed,0,0,0.0,2.0,0.0,0.5372285650324603
EG10031,6,analyzed,472,581,12.0,46.0,3.7678083725095144,19.831027535258563
EG10033,6,analyzed,7,0,3.0,5.0,0.26809939556749496,0.31390194761584955
EG10034,6,analyzed,380,12606,8.0,7.0,2.7066487575554063,0.8830535034698903
EG10035,6,analyzed,70,0,5.0,8.0,1.1471233490038057,1.690888739646295
EG10039,6,analyzed,93,159411,7.0,12.0,2.076248041190956,2.88556077904634
EG10040,6,analyzed,5,0,2.0,331.0,0.0890530557421088,101.13301992388628
EG10044,6,analyzed,87,0,7.0,1709.0,1.1084844414595925,880.9251399149317
EG10046,6,analyzed,1,330019,1.0,1.0,0.0009850011193194537,0.30857398701589434
EG10050,6,analyzed,0,0,0.0,1.0,0.0,0.1132303559435863
EG10051,6,analyzed,263,484,7.0,9.0,1.7796731587194985,1.0253861652115515
EG10054,6,analyzed,7,0,2.0,3.0,0.08247145735392881,0.2105663756436087
EG10003,6,analyzed,36,0,4.0,495.0,0.25551824490709646,213.06644280277592
EG10013,6,analyzed,90,0,5.0,176.0,0.3513767629281397,99.26787553167674
EG10028,6,analyzed,38,0,3.0,757.0,0.28085963734049696,286.15527199462724
EG10030,6,analyzed,26,78,4.0,641.0,0.27633758674725767,316.1007835236176
EG10032,6,analyzed,336,3119,12.0,9047.0,3.6715468994851133,5849.490843966868
EG10043,6,analyzed,0,0,2.0,452.0,0.03581822252070741,97.34372061786434
EG10071,6,analyzed,114,574,5.0,1013.0,0.5944481755092903,510.02408775464517
EG10084,6,analyzed,33,2182,4.0,313.0,0.46926348779941796,142.99771658831432
EG10085,6,analyzed,0,0,0.0,319.0,0.0,84.40564137004701
EG10107,6,analyzed,148,0,3.0,608.0,0.5390194761584957,292.1887620326841
EG10108,6,analyzed,376,0,17.0,16688.0,6.303469890306694,10789.52375195881
EG10112,6,analyzed,26,316,2.0,37.0,0.12254309379897023,15.106559211999105
EG10122,6,analyzed,10,0,2.0,304.0,0.1004253413924334,87.02440116409223
EG10124,6,analyzed,12,0,2.0,146.0,0.18956794269084395,61.617953884038506
EG10129,6,analyzed,23,1019,3.0,286.0,0.22292366241325273,119.01159614954108
EG10138,6,analyzed,35,637,2.0,136.0,0.17277815088426238,81.16306245802552
EG10160,6,analyzed,32,0,2.0,543.0,0.3152003581822252,344.5080367136781
EG10167,6,analyzed,41,0,4.0,375.0,0.6637564360868592,201.4681889411238
EG10170,6,analyzed,761,10775,7.0,165.0,1.70024625027983,93.74260129841056
EG10172,6,analyzed,169,0,5.0,1931.0,0.9652563241549138,1031.8457130064921
