label,variant,generation,duration_s,mRNA_initial,mRNA_final,mRNA_change_pct,protein_initial,protein_final,protein_change_pct,total_tl_initiations,total_tc_initiations
V4_G1,4,1,2527.0,1,0,-100.0,179,444,148.04469273743018,0,6
V4_G2,4,2,1076.0,0,3,300.0,224,302,34.82142857142857,0,4
V4_G3,4,3,2522.0,2,0,-100.0,146,272,86.3013698630137,0,4
V4_G4,4,4,3259.0,0,1,100.0,125,200,60.0,0,7
V4_G5,4,5,4028.0,0,1,100.0,100,225,125.0,0,5
V4_G6,4,6,3542.0,0,1,100.0,120,168,40.0,0,4
V4_G7,4,7,5073.0,0,1,100.0,84,108,28.57142857142857,0,3
V4_G8,4,8,5216.0,0,0,0.0,50,98,96.0,0,5
