label,variant,generation,duration_s,mRNA_initial,mRNA_final,mRNA_change_pct,protein_initial,protein_final,protein_change_pct,total_tl_initiations,total_tc_initiations
V4_G1,4,1,2527.0,2,10,400.0,9968,16631,66.84390048154093,0,45
V4_G2,4,2,1076.0,4,5,25.0,8368,10491,25.370458891013385,0,14
V4_G3,4,3,2522.0,5,4,-20.0,5318,7724,45.24257239563746,0,19
V4_G4,4,4,3259.0,2,4,100.0,3845,5326,38.517555266579976,0,15
V4_G5,4,5,4028.0,2,7,250.0,2671,5966,123.36203669037813,0,25
V4_G6,4,6,3542.0,4,4,0.0,2973,4954,66.63303060881265,0,19
V4_G7,4,7,5073.0,1,7,600.0,2493,4293,72.20216606498195,0,16
V4_G8,4,8,5216.0,2,4,100.0,2126,3904,83.63123236124177,0,13
