gene_id,RNA ID,Essentiality_ML_surrogate,ml_surrogate_bool,Rousset_all_strains_M9,rousset_bool,expected_category,criteria_match
G6358,G6358_RNA,0,False,0,False,expected_nonessential,True
EG12030,EG12030_RNA,0,False,0,False,expected_nonessential,True
EG11082,EG11082_RNA,0,False,0,False,expected_nonessential,True
EG10856,EG10856_RNA,0,False,0,False,expected_nonessential,True
EG11620,EG11620_RNA,0,False,0,False,expected_nonessential,True
EG10857,EG10857_RNA,0,False,0,False,expected_nonessential,True
EG10858,EG10858_RNA,0,False,0,False,expected_nonessential,True
EG10859,EG10859_RNA,0,False,1,True,expected_essential,False
EG11299,EG11299_RNA,0,False,0,False,expected_nonessential,True
EG10860,EG10860_RNA,0,False,0,False,expected_nonessential,True
EG10861,EG10861_RNA,0,False,0,False,expected_nonessential,True
G7365,G7365_RNA,0,False,0,False,expected_nonessential,True
EG10862,EG10862_RNA,0,False,1,True,expected_essential,False
EG11259,EG11259_RNA,0,False,0,False,expected_nonessential,True
EG11547,EG11547_RNA,0,False,0,False,expected_nonessential,True
M004,M004_RNA,0,False,0,False,expected_nonessential,True
EG10863,EG10863_RNA,0,False,1,True,expected_essential,False
EG11443,EG11443_RNA,0,False,0,False,expected_nonessential,True
EG11827,EG11827_RNA,0,False,0,False,expected_nonessential,True
EG10864,EG10864_RNA,1,True,1,True,expected_essential,True
EG10865,EG10865_RNA,1,True,1,True,expected_essential,True
EG10866,EG10866_RNA,1,True,1,True,expected_essential,True
EG10867,EG10867_RNA,1,True,1,True,expected_essential,True
EG10868,EG10868_RNA,1,True,1,True,expected_essential,True
EG10869,EG10869_RNA,1,True,1,True,expected_essential,True
EG10870,EG10870_RNA,1,True,0,False,expected_nonessential,False
EG10871,EG10871_RNA,1,True,1,True,expected_essential,True
EG10872,EG10872_RNA,1,True,1,True,expected_essential,True
EG10873,EG10873_RNA,1,True,1,True,expected_essential,True
EG10874,EG10874_RNA,1,True,1,True,expected_essential,True
EG10875,EG10875_RNA,1,True,1,True,expected_essential,True
EG10876,EG10876_RNA,1,True,1,True,expected_essential,True
EG10877,EG10877_RNA,1,True,1,True,expected_essential,True
EG10878,EG10878_RNA,1,True,1,True,expected_essential,True
EG10879,EG10879_RNA,1,True,1,True,expected_essential,True
EG10880,EG10880_RNA,1,True,1,True,expected_essential,True
EG10881,EG10881_RNA,1,True,1,True,expected_essential,True
EG50001,EG50001_RNA,1,True,0,False,expected_nonessential,False
EG10882,EG10882_RNA,1,True,1,True,expected_essential,True
EG10883,EG10883_RNA,1,True,1,True,expected_essential,True
EG10884,EG10884_RNA,1,True,1,True,expected_essential,True
EG10885,EG10885_RNA,1,True,1,True,expected_essential,True
EG50002,EG50002_RNA,1,True,1,True,expected_essential,True
EG10886,EG10886_RNA,1,True,1,True,expected_essential,True
EG10887,EG10887_RNA,1,True,0,False,expected_nonessential,False
EG10888,EG10888_RNA,1,True,1,True,expected_essential,True
EG10889,EG10889_RNA,1,True,0,False,expected_nonessential,False
EG10890,EG10890_RNA,1,True,0,False,expected_nonessential,False
EG10891,EG10891_RNA,1,True,0,False,expected_nonessential,False
EG10892,EG10892_RNA,1,True,1,True,expected_essential,True
EG11231,EG11231_RNA,1,True,0,False,expected_nonessential,False
EG11232,EG11232_RNA,1,True,0,False,expected_nonessential,False
EG10893,EG10893_RNA,1,True,1,True,expected_essential,True
EG10894,EG10894_RNA,1,True,0,False,expected_nonessential,False
EG10895,EG10895_RNA,1,True,0,False,expected_nonessential,False
EG10900,EG10900_RNA,1,True,1,True,expected_essential,True
EG10901,EG10901_RNA,1,True,1,True,expected_essential,True
EG10902,EG10902_RNA,1,True,1,True,expected_essential,True
EG10903,EG10903_RNA,1,True,0,False,expected_nonessential,False
EG10904,EG10904_RNA,1,True,1,True,expected_essential,True
EG10905,EG10905_RNA,1,True,1,True,expected_essential,True
EG10906,EG10906_RNA,1,True,1,True,expected_essential,True
EG10907,EG10907_RNA,1,True,1,True,expected_essential,True
EG10908,EG10908_RNA,1,True,0,False,expected_nonessential,False
EG10909,EG10909_RNA,1,True,1,True,expected_essential,True
EG10910,EG10910_RNA,1,True,1,True,expected_essential,True
EG10911,EG10911_RNA,1,True,1,True,expected_essential,True
EG10912,EG10912_RNA,1,True,1,True,expected_essential,True
EG10913,EG10913_RNA,1,True,1,True,expected_essential,True
EG10914,EG10914_RNA,1,True,1,True,expected_essential,True
EG10915,EG10915_RNA,1,True,0,False,expected_nonessential,False
EG10916,EG10916_RNA,1,True,1,True,expected_essential,True
EG10917,EG10917_RNA,1,True,1,True,expected_essential,True
EG10918,EG10918_RNA,1,True,1,True,expected_essential,True
EG10919,EG10919_RNA,1,True,1,True,expected_essential,True
EG10920,EG10920_RNA,1,True,1,True,expected_essential,True
G6310,G6310_RNA,0,False,0,False,expected_nonessential,True
G7641,G7641_RNA,0,False,0,False,expected_nonessential,True
G6517,G6517_RNA,0,False,0,False,expected_nonessential,True
G6811,G6811_RNA,0,False,0,False,expected_nonessential,True
EG10928,EG10928_RNA,0,False,0,False,expected_nonessential,True
EG10929,EG10929_RNA,0,False,0,False,expected_nonessential,True
EG11444,EG11444_RNA,0,False,0,False,expected_nonessential,True
G7516,G7516_RNA,0,False,0,False,expected_nonessential,True
G7517,G7517_RNA,0,False,0,False,expected_nonessential,True
EG10930,EG10930_RNA,0,False,0,False,expected_nonessential,True
EG11623,EG11623_RNA,0,False,0,False,expected_nonessential,True
EG12142,EG12142_RNA,0,False,0,False,expected_nonessential,True
EG10931,EG10931_RNA,0,False,0,False,expected_nonessential,True
EG10932,EG10932_RNA,0,False,0,False,expected_nonessential,True
EG10933,EG10933_RNA,0,False,0,False,expected_nonessential,True
EG10934,EG10934_RNA,0,False,0,False,expected_nonessential,True
EG10944,EG10944_RNA,0,False,1,True,expected_essential,False
EG10945,EG10945_RNA,0,False,1,True,expected_essential,False
EG10946,EG10946_RNA,0,False,1,True,expected_essential,False
EG10947,EG10947_RNA,1,True,1,True,expected_essential,True
EG11754,EG11754_RNA,0,False,0,False,expected_nonessential,True
EG12034,EG12034_RNA,0,False,0,False,expected_nonessential,True
EG12287,EG12287_RNA,0,False,0,False,expected_nonessential,True
EG12285,EG12285_RNA,0,False,0,False,expected_nonessential,True
EG12286,EG12286_RNA,0,False,0,False,expected_nonessential,True
EG11663,EG11663_RNA,0,False,0,False,expected_nonessential,True
G6886,G6886_RNA,0,False,0,False,expected_nonessential,True
EG10960,EG10960_RNA,0,False,0,False,expected_nonessential,True
EG10961,EG10961_RNA,0,False,0,False,expected_nonessential,True
EG10963,EG10963_RNA,0,False,0,False,expected_nonessential,True
EG10964,EG10964_RNA,0,False,0,False,expected_nonessential,True
G6842,G6842_RNA,0,False,0,False,expected_nonessential,True
EG10966,EG10966_RNA,0,False,1,True,expected_essential,False
G7147,G7147_RNA,0,False,0,False,expected_nonessential,True
EG11508,EG11508_RNA,1,True,0,False,expected_nonessential,False
EG10971,EG10971_RNA,0,False,0,False,expected_nonessential,True
EG12732,EG12732_RNA,0,False,0,False,expected_nonessential,True
G6478,G6478_RNA,0,False,0,False,expected_nonessential,True
EG12358,EG12358_RNA,0,False,0,False,expected_nonessential,True
G6476,G6476_RNA,0,False,0,False,expected_nonessential,True
G6477,G6477_RNA,0,False,0,False,expected_nonessential,True
G6479,G6479_RNA,0,False,0,False,expected_nonessential,True
EG11428,EG11428_RNA,0,False,0,False,expected_nonessential,True
EG10979,EG10979_RNA,0,False,1,True,expected_essential,False
EG10980,EG10980_RNA,0,False,1,True,expected_essential,False
EG10981,EG10981_RNA,0,False,0,False,expected_nonessential,True
EG10982,EG10982_RNA,0,False,0,False,expected_nonessential,True
G6906,G6906_RNA,0,False,0,False,expected_nonessential,True
EG10985,EG10985_RNA,0,False,1,True,expected_essential,False
EG11817,EG11817_RNA,0,False,0,False,expected_nonessential,True
EG11372,EG11372_RNA,0,False,0,False,expected_nonessential,True
EG11797,EG11797_RNA,0,False,0,False,expected_nonessential,True
EG11556,EG11556_RNA,0,False,0,False,expected_nonessential,True
G7456,G7456_RNA,0,False,0,False,expected_nonessential,True
EG10990,EG10990_RNA,0,False,0,False,expected_nonessential,True
EG10991,EG10991_RNA,0,False,0,False,expected_nonessential,True
EG11172,EG11172_RNA,0,False,0,False,expected_nonessential,True
G7624,G7624_RNA,0,False,0,False,expected_nonessential,True
EG10993,EG10993_RNA,0,False,0,False,expected_nonessential,True
EG10994,EG10994_RNA,0,False,0,False,expected_nonessential,True
EG11542,EG11542_RNA,0,False,0,False,expected_nonessential,True
EG11585,EG11585_RNA,0,False,0,False,expected_nonessential,True
G7135,G7135_RNA,0,False,0,False,expected_nonessential,True
EG11586,EG11586_RNA,0,False,0,False,expected_nonessential,True
EG11587,EG11587_RNA,0,False,0,False,expected_nonessential,True
EG11589,EG11589_RNA,0,False,0,False,expected_nonessential,True
EG11590,EG11590_RNA,0,False,0,False,expected_nonessential,True
G6238,G6238_RNA,0,False,0,False,expected_nonessential,True
G6234,G6234_RNA,0,False,0,False,expected_nonessential,True
EG10998,EG10998_RNA,0,False,0,False,expected_nonessential,True
EG10999,EG10999_RNA,1,True,1,True,expected_essential,True
EG11000,EG11000_RNA,1,True,1,True,expected_essential,True
EG11001,EG11001_RNA,1,True,1,True,expected_essential,True
EG11002,EG11002_RNA,0,False,0,False,expected_nonessential,True
EG11003,EG11003_RNA,0,False,0,False,expected_nonessential,True
G6096,G6096_RNA,0,False,0,False,expected_nonessential,True
EG11427,EG11427_RNA,0,False,0,False,expected_nonessential,True
EG12100,EG12100_RNA,0,False,0,False,expected_nonessential,True
EG12302,EG12302_RNA,0,False,1,True,expected_essential,False
EG11005,EG11005_RNA,0,False,0,False,expected_nonessential,True
EG11006,EG11006_RNA,0,False,0,False,expected_nonessential,True
EG11008,EG11008_RNA,0,False,0,False,expected_nonessential,True
EG11009,EG11009_RNA,0,False,0,False,expected_nonessential,True
EG11015,EG11015_RNA,0,False,0,False,expected_nonessential,True
G6877,G6877_RNA,0,False,0,False,expected_nonessential,True
G6859,G6859_RNA,0,False,0,False,expected_nonessential,True
EG11402,EG11402_RNA,0,False,0,False,expected_nonessential,True
EG12245,EG12245_RNA,0,False,0,False,expected_nonessential,True
EG11020,EG11020_RNA,0,False,0,False,expected_nonessential,True
EG11021,EG11021_RNA,0,False,0,False,expected_nonessential,True
EG11023,EG11023_RNA,0,False,1,True,expected_essential,False
EG11024,EG11024_RNA,1,True,0,False,expected_nonessential,False
EG11025,EG11025_RNA,0,False,1,True,expected_essential,False
EG11026,EG11026_RNA,1,True,0,False,expected_nonessential,False
EG11027,EG11027_RNA,1,True,0,False,expected_nonessential,False
EG11028,EG11028_RNA,1,True,0,False,expected_nonessential,False
EG11029,EG11029_RNA,0,False,0,False,expected_nonessential,True
EG11030,EG11030_RNA,1,True,1,True,expected_essential,True
EG11177,EG11177_RNA,0,False,0,False,expected_nonessential,True
G7449,G7449_RNA,0,False,0,False,expected_nonessential,True
G7422,G7422_RNA,0,False,0,False,expected_nonessential,True
EG11032,EG11032_RNA,1,True,0,False,expected_nonessential,False
EG11035,EG11035_RNA,0,False,0,False,expected_nonessential,True
EG11168,EG11168_RNA,0,False,0,False,expected_nonessential,True
EG11169,EG11169_RNA,0,False,0,False,expected_nonessential,True
EG11039,EG11039_RNA,1,True,0,False,expected_nonessential,False
EG11040,EG11040_RNA,0,False,0,False,expected_nonessential,True
EG11041,EG11041_RNA,0,False,0,False,expected_nonessential,True
EG11042,EG11042_RNA,0,False,0,False,expected_nonessential,True
EG11043,EG11043_RNA,1,True,1,True,expected_essential,True
G7507,G7507_RNA,0,False,0,False,expected_nonessential,True
EG11370,EG11370_RNA,0,False,0,False,expected_nonessential,True
EG11369,EG11369_RNA,0,False,0,False,expected_nonessential,True
EG11396,EG11396_RNA,0,False,0,False,expected_nonessential,True
EG11473,EG11473_RNA,0,False,0,False,expected_nonessential,True
G6365,G6365_RNA,0,False,0,False,expected_nonessential,True
EG11143,EG11143_RNA,0,False,0,False,expected_nonessential,True
EG11324,EG11324_RNA,0,False,0,False,expected_nonessential,True
EG11701,EG11701_RNA,0,False,0,False,expected_nonessential,True
EG11045,EG11045_RNA,0,False,0,False,expected_nonessential,True
G7091,G7091_RNA,0,False,0,False,expected_nonessential,True
EG11046,EG11046_RNA,0,False,0,False,expected_nonessential,True
EG11047,EG11047_RNA,0,False,0,False,expected_nonessential,True
EG11048,EG11048_RNA,0,False,0,False,expected_nonessential,True
EG11049,EG11049_RNA,0,False,0,False,expected_nonessential,True
EG11050,EG11050_RNA,0,False,0,False,expected_nonessential,True
G7858,G7858_RNA,0,False,0,False,expected_nonessential,True
G7859,G7859_RNA,0,False,0,False,expected_nonessential,True
G7860,G7860_RNA,0,False,0,False,expected_nonessential,True
EG11332,EG11332_RNA,0,False,0,False,expected_nonessential,True
EG12129,EG12129_RNA,0,False,0,False,expected_nonessential,True
EG11060,EG11060_RNA,0,False,0,False,expected_nonessential,True
EG12734,EG12734_RNA,0,False,0,False,expected_nonessential,True
EG11065,EG11065_RNA,0,False,0,False,expected_nonessential,True
G81,G81_RNA,0,False,0,False,expected_nonessential,True
EG11066,EG11066_RNA,0,False,0,False,expected_nonessential,True
EG20248,EG20248_RNA,0,False,0,False,expected_nonessential,True
EG11067,EG11067_RNA,1,True,1,True,expected_essential,True
EG11333,EG11333_RNA,0,False,0,False,expected_nonessential,True
EG10520,EG10520_RNA,0,False,1,True,expected_essential,False
EG11351,EG11351_RNA,0,False,0,False,expected_nonessential,True
EG11189,EG11189_RNA,0,False,0,False,expected_nonessential,True
EG12210,EG12210_RNA,0,False,0,False,expected_nonessential,True
EG11339,EG11339_RNA,0,False,0,False,expected_nonessential,True
EG11352,EG11352_RNA,0,False,0,False,expected_nonessential,True
EG11353,EG11353_RNA,0,False,0,False,expected_nonessential,True
EG11340,EG11340_RNA,0,False,0,False,expected_nonessential,True
EG11341,EG11341_RNA,0,False,0,False,expected_nonessential,True
EG11423,EG11423_RNA,0,False,0,False,expected_nonessential,True
EG11425,EG11425_RNA,0,False,0,False,expected_nonessential,True
EG11426,EG11426_RNA,0,False,0,False,expected_nonessential,True
EG11983,EG11983_RNA,0,False,0,False,expected_nonessential,True
G7098,G7098_RNA,0,False,0,False,expected_nonessential,True
EG11540,EG11540_RNA,0,False,0,False,expected_nonessential,True
G7107,G7107_RNA,0,False,0,False,expected_nonessential,True
G7106,G7106_RNA,0,False,0,False,expected_nonessential,True
G7105,G7105_RNA,0,False,0,False,expected_nonessential,True
EG11194,EG11194_RNA,0,False,0,False,expected_nonessential,True
G7501,G7501_RNA,1,True,0,False,expected_nonessential,False
G85,G85_RNA,0,False,0,False,expected_nonessential,True
EG13159,EG13159_RNA,0,False,0,False,expected_nonessential,True
G7485,G7485_RNA,0,False,0,False,expected_nonessential,True
G7486,G7486_RNA,0,False,0,False,expected_nonessential,True
G7487,G7487_RNA,0,False,0,False,expected_nonessential,True
EG11074,EG11074_RNA,0,False,0,False,expected_nonessential,True
EG11075,EG11075_RNA,0,False,0,False,expected_nonessential,True
EG11076,EG11076_RNA,0,False,0,False,expected_nonessential,True
EG20252,EG20252_RNA,0,False,0,False,expected_nonessential,True
EG12275,EG12275_RNA,0,False,0,False,expected_nonessential,True
EG12276,EG12276_RNA,0,False,0,False,expected_nonessential,True
EG11512,EG11512_RNA,0,False,0,False,expected_nonessential,True
G6140,G6140_RNA,0,False,0,False,expected_nonessential,True
G6141,G6141_RNA,0,False,0,False,expected_nonessential,True
G6190,G6190_RNA,0,False,0,False,expected_nonessential,True
G6261,G6261_RNA,0,False,0,False,expected_nonessential,True
G6269,G6269_RNA,0,False,0,False,expected_nonessential,True
EG12384,EG12384_RNA,0,False,0,False,expected_nonessential,True
G6329,G6329_RNA,0,False,0,False,expected_nonessential,True
G0-10441,G0-10441_RNA,0,False,0,False,expected_nonessential,True
EG11239,EG11239_RNA,0,False,0,False,expected_nonessential,True
G6425,G6425_RNA,0,False,0,False,expected_nonessential,True
G6458,G6458_RNA,0,False,0,False,expected_nonessential,True
G6439,G6439_RNA,0,False,0,False,expected_nonessential,True
G6442,G6442_RNA,0,False,0,False,expected_nonessential,True
G6468,G6468_RNA,0,False,0,False,expected_nonessential,True
G6475,G6475_RNA,0,False,0,False,expected_nonessential,True
EG11121,EG11121_RNA,0,False,0,False,expected_nonessential,True
G6661,G6661_RNA,0,False,0,False,expected_nonessential,True
G6655,G6655_RNA,0,False,0,False,expected_nonessential,True
G6701,G6701_RNA,0,False,0,False,expected_nonessential,True
EG12713,EG12713_RNA,0,False,0,False,expected_nonessential,True
EG11636,EG11636_RNA,0,False,0,False,expected_nonessential,True
EG12345,EG12345_RNA,0,False,0,False,expected_nonessential,True
EG11234,EG11234_RNA,0,False,0,False,expected_nonessential,True
EG12432,EG12432_RNA,0,False,0,False,expected_nonessential,True
G6918,G6918_RNA,0,False,0,False,expected_nonessential,True
G6958,G6958_RNA,0,False,0,False,expected_nonessential,True
G6967,G6967_RNA,0,False,0,False,expected_nonessential,True
G6969,G6969_RNA,0,False,0,False,expected_nonessential,True
EG12347,EG12347_RNA,0,False,0,False,expected_nonessential,True
G7037,G7037_RNA,0,False,0,False,expected_nonessential,True
G7123,G7123_RNA,0,False,0,False,expected_nonessential,True
EG12026,EG12026_RNA,0,False,0,False,expected_nonessential,True
EG12037,EG12037_RNA,0,False,0,False,expected_nonessential,True
EG12038,EG12038_RNA,0,False,0,False,expected_nonessential,True
EG12040,EG12040_RNA,0,False,0,False,expected_nonessential,True
EG12041,EG12041_RNA,0,False,0,False,expected_nonessential,True
G7158,G7158_RNA,0,False,0,False,expected_nonessential,True
G7160,G7160_RNA,0,False,0,False,expected_nonessential,True
G7185,G7185_RNA,0,False,0,False,expected_nonessential,True
G7187,G7187_RNA,0,False,0,False,expected_nonessential,True
G7234,G7234_RNA,0,False,0,False,expected_nonessential,True
G7230,G7230_RNA,0,False,0,False,expected_nonessential,True
G7266,G7266_RNA,0,False,0,False,expected_nonessential,True
G7406,G7406_RNA,0,False,0,False,expected_nonessential,True
G7405,G7405_RNA,0,False,0,False,expected_nonessential,True
G7503,G7503_RNA,0,False,0,False,expected_nonessential,True
EG11245,EG11245_RNA,0,False,0,False,expected_nonessential,True
EG11292,EG11292_RNA,0,False,0,False,expected_nonessential,True
G7558,G7558_RNA,0,False,0,False,expected_nonessential,True
EG11603,EG11603_RNA,0,False,0,False,expected_nonessential,True
G7647,G7647_RNA,0,False,0,False,expected_nonessential,True
EG11298,EG11298_RNA,0,False,0,False,expected_nonessential,True
EG11315,EG11315_RNA,0,False,0,False,expected_nonessential,True
EG12279,EG12279_RNA,0,False,0,False,expected_nonessential,True
EG12293,EG12293_RNA,0,False,0,False,expected_nonessential,True
EG12298,EG12298_RNA,0,False,0,False,expected_nonessential,True
EG11195,EG11195_RNA,0,False,0,False,expected_nonessential,True
EG11723,EG11723_RNA,0,False,0,False,expected_nonessential,True
EG11202,EG11202_RNA,0,False,0,False,expected_nonessential,True
EG11470,EG11470_RNA,0,False,0,False,expected_nonessential,True
EG11845,EG11845_RNA,0,False,0,False,expected_nonessential,True
EG11847,EG11847_RNA,0,False,0,False,expected_nonessential,True
EG11848,EG11848_RNA,0,False,0,False,expected_nonessential,True
EG11850,EG11850_RNA,0,False,0,False,expected_nonessential,True
EG11902,EG11902_RNA,0,False,0,False,expected_nonessential,True
EG11919,EG11919_RNA,0,False,0,False,expected_nonessential,True
EG11939,EG11939_RNA,0,False,0,False,expected_nonessential,True
EG12469,EG12469_RNA,0,False,0,False,expected_nonessential,True
EG11758,EG11758_RNA,0,False,0,False,expected_nonessential,True
G7833,G7833_RNA,0,False,0,False,expected_nonessential,True
G7910,G7910_RNA,0,False,0,False,expected_nonessential,True
G7911,G7911_RNA,0,False,0,False,expected_nonessential,True
EG12115,EG12115_RNA,0,False,0,False,expected_nonessential,True
EG12600,EG12600_RNA,0,False,0,False,expected_nonessential,True
G6437,G6437_RNA,0,False,0,False,expected_nonessential,True
G6810,G6810_RNA,0,False,0,False,expected_nonessential,True
G7564,G7564_RNA,0,False,0,False,expected_nonessential,True
G7742,G7742_RNA,0,False,0,False,expected_nonessential,True
G7868,G7868_RNA,0,False,0,False,expected_nonessential,True
G6393,G6393_RNA,0,False,0,False,expected_nonessential,True
EG12215,EG12215_RNA,0,False,0,False,expected_nonessential,True
G7017,G7017_RNA,0,False,0,False,expected_nonessential,True
EG12368,EG12368_RNA,0,False,0,False,expected_nonessential,True
G7018,G7018_RNA,0,False,0,False,expected_nonessential,True
EG11167,EG11167_RNA,0,False,0,False,expected_nonessential,True
EG11221,EG11221_RNA,0,False,0,False,expected_nonessential,True
