gene_id,RNA ID,Essentiality_ML_surrogate,ml_surrogate_bool,Rousset_all_strains_M9,rousset_bool,expected_category,criteria_match
EG10448,EG10448_RNA,1,True,0,False,expected_nonessential,False
EG10449,EG10449_RNA,1,True,0,False,expected_nonessential,False
EG10450,EG10450_RNA,1,True,0,False,expected_nonessential,False
EG10451,EG10451_RNA,1,True,0,False,expected_nonessential,False
EG12124,EG12124_RNA,0,False,0,False,expected_nonessential,True
EG10007,EG10007_RNA,0,False,0,False,expected_nonessential,True
EG10452,EG10452_RNA,0,False,0,False,expected_nonessential,True
EG12125,EG12125_RNA,0,False,0,False,expected_nonessential,True
EG10453,EG10453_RNA,1,True,1,True,expected_essential,True
EG10457,EG10457_RNA,0,False,0,False,expected_nonessential,True
EG20098,EG20098_RNA,0,False,0,False,expected_nonessential,True
EG10475,EG10475_RNA,0,False,0,False,expected_nonessential,True
EG10476,EG10476_RNA,0,False,0,False,expected_nonessential,True
EG10477,EG10477_RNA,0,False,0,False,expected_nonessential,True
EG10478,EG10478_RNA,0,False,0,False,expected_nonessential,True
EG10479,EG10479_RNA,0,False,0,False,expected_nonessential,True
EG10480,EG10480_RNA,0,False,0,False,expected_nonessential,True
G6277,G6277_RNA,0,False,0,False,expected_nonessential,True
EG11551,EG11551_RNA,0,False,0,False,expected_nonessential,True
EG10489,EG10489_RNA,0,False,0,False,expected_nonessential,True
G7508,G7508_RNA,0,False,0,False,expected_nonessential,True
G7893,G7893_RNA,0,False,0,False,expected_nonessential,True
EG12152,EG12152_RNA,0,False,0,False,expected_nonessential,True
G7892,G7892_RNA,0,False,0,False,expected_nonessential,True
EG10440,EG10440_RNA,0,False,0,False,expected_nonessential,True
EG10441,EG10441_RNA,0,False,0,False,expected_nonessential,True
EG10492,EG10492_RNA,1,True,1,True,expected_essential,True
EG10493,EG10493_RNA,0,False,0,False,expected_nonessential,True
EG10494,EG10494_RNA,0,False,0,False,expected_nonessential,True
EG10495,EG10495_RNA,1,True,1,True,expected_essential,True
EG10496,EG10496_RNA,1,True,1,True,expected_essential,True
EG10497,EG10497_RNA,1,True,1,True,expected_essential,True
G8221,G8221_RNA,0,False,0,False,expected_nonessential,True
EG10498,EG10498_RNA,0,False,0,False,expected_nonessential,True
EG10499,EG10499_RNA,0,False,0,False,expected_nonessential,True
EG10500,EG10500_RNA,0,False,0,False,expected_nonessential,True
EG10501,EG10501_RNA,0,False,0,False,expected_nonessential,True
EG10502,EG10502_RNA,0,False,0,False,expected_nonessential,True
G7325,G7325_RNA,0,False,0,False,expected_nonessential,True
EG10508,EG10508_RNA,0,False,1,True,expected_essential,False
EG10017,EG10017_RNA,0,False,1,True,expected_essential,False
G7423,G7423_RNA,0,False,1,True,expected_essential,False
EG11294,EG11294_RNA,0,False,0,False,expected_nonessential,True
EG11816,EG11816_RNA,0,False,0,False,expected_nonessential,True
EG10370,EG10370_RNA,0,False,1,True,expected_essential,False
EG11081,EG11081_RNA,0,False,1,True,expected_essential,False
G6092,G6092_RNA,0,False,1,True,expected_essential,False
EG10509,EG10509_RNA,0,False,0,False,expected_nonessential,True
EG10511,EG10511_RNA,0,False,0,False,expected_nonessential,True
EG12768,EG12768_RNA,0,False,0,False,expected_nonessential,True
G7631,G7631_RNA,0,False,0,False,expected_nonessential,True
EG10512,EG10512_RNA,0,False,0,False,expected_nonessential,True
EG11606,EG11606_RNA,0,False,0,False,expected_nonessential,True
EG12253,EG12253_RNA,0,False,0,False,expected_nonessential,True
EG10513,EG10513_RNA,0,False,0,False,expected_nonessential,True
EG10514,EG10514_RNA,0,False,0,False,expected_nonessential,True
EG10515,EG10515_RNA,0,False,0,False,expected_nonessential,True
G0-10439,G0-10439_RNA,0,False,0,False,expected_nonessential,True
EG10518,EG10518_RNA,0,False,0,False,expected_nonessential,True
EG10519,EG10519_RNA,0,False,0,False,expected_nonessential,True
G7663,G7663_RNA,0,False,1,True,expected_essential,False
G7662,G7662_RNA,0,False,0,False,expected_nonessential,True
EG12361,EG12361_RNA,0,False,0,False,expected_nonessential,True
EG20110,EG20110_RNA,0,False,0,False,expected_nonessential,True
EG10521,EG10521_RNA,0,False,0,False,expected_nonessential,True
EG11568,EG11568_RNA,0,False,0,False,expected_nonessential,True
EG11541,EG11541_RNA,0,False,0,False,expected_nonessential,True
EG10524,EG10524_RNA,0,False,0,False,expected_nonessential,True
EG10526,EG10526_RNA,0,False,0,False,expected_nonessential,True
EG10527,EG10527_RNA,0,False,0,False,expected_nonessential,True
G6094,G6094_RNA,0,False,0,False,expected_nonessential,True
G592,G592_RNA,0,False,0,False,expected_nonessential,True
EG11226,EG11226_RNA,1,True,1,True,expected_essential,True
EG11577,EG11577_RNA,0,False,1,True,expected_essential,False
EG11576,EG11576_RNA,1,True,1,True,expected_essential,True
EG11575,EG11575_RNA,1,True,0,False,expected_nonessential,False
G6984,G6984_RNA,0,False,0,False,expected_nonessential,True
EG10531,EG10531_RNA,0,False,0,False,expected_nonessential,True
EG10532,EG10532_RNA,1,True,1,True,expected_essential,True
EG10533,EG10533_RNA,0,False,0,False,expected_nonessential,True
EG12387,EG12387_RNA,0,False,0,False,expected_nonessential,True
EG11306,EG11306_RNA,0,False,0,False,expected_nonessential,True
EG11591,EG11591_RNA,0,False,0,False,expected_nonessential,True
EG10536,EG10536_RNA,0,False,0,False,expected_nonessential,True
EG10537,EG10537_RNA,0,False,0,False,expected_nonessential,True
EG10538,EG10538_RNA,0,False,0,False,expected_nonessential,True
EG10539,EG10539_RNA,0,False,0,False,expected_nonessential,True
EG10540,EG10540_RNA,0,False,0,False,expected_nonessential,True
EG10541,EG10541_RNA,0,False,0,False,expected_nonessential,True
EG11963,EG11963_RNA,0,False,0,False,expected_nonessential,True
EG11961,EG11961_RNA,0,False,0,False,expected_nonessential,True
G6106,G6106_RNA,0,False,0,False,expected_nonessential,True
EG10543,EG10543_RNA,0,False,1,True,expected_essential,False
EG11796,EG11796_RNA,0,False,0,False,expected_nonessential,True
G7665,G7665_RNA,0,False,1,True,expected_essential,False
EG11680,EG11680_RNA,0,False,1,True,expected_essential,False
G7664,G7664_RNA,0,False,0,False,expected_nonessential,True
EG11569,EG11569_RNA,0,False,0,False,expected_nonessential,True
EG10855,EG10855_RNA,0,False,0,False,expected_nonessential,True
G7888,G7888_RNA,0,False,1,True,expected_essential,False
G7889,G7889_RNA,0,False,1,True,expected_essential,False
EG10545,EG10545_RNA,0,False,1,True,expected_essential,False
EG10546,EG10546_RNA,0,False,1,True,expected_essential,False
EG10265,EG10265_RNA,0,False,1,True,expected_essential,False
EG10316,EG10316_RNA,0,False,1,True,expected_essential,False
EG12666,EG12666_RNA,0,False,1,True,expected_essential,False
EG11409,EG11409_RNA,0,False,0,False,expected_nonessential,True
EG10464,EG10464_RNA,0,False,0,False,expected_nonessential,True
EG10614,EG10614_RNA,0,False,0,False,expected_nonessential,True
G7241,G7241_RNA,0,False,0,False,expected_nonessential,True
G7146,G7146_RNA,0,False,0,False,expected_nonessential,True
EG12123,EG12123_RNA,0,False,0,False,expected_nonessential,True
EG10547,EG10547_RNA,0,False,0,False,expected_nonessential,True
G6800,G6800_RNA,0,False,0,False,expected_nonessential,True
G6803,G6803_RNA,0,False,0,False,expected_nonessential,True
G6801,G6801_RNA,0,False,0,False,expected_nonessential,True
G6802,G6802_RNA,0,False,0,False,expected_nonessential,True
G6804,G6804_RNA,0,False,0,False,expected_nonessential,True
G6805,G6805_RNA,0,False,0,False,expected_nonessential,True
G6798,G6798_RNA,0,False,0,False,expected_nonessential,True
G6455,G6455_RNA,0,False,0,False,expected_nonessential,True
EG12712,EG12712_RNA,0,False,0,False,expected_nonessential,True
EG10549,EG10549_RNA,1,True,0,False,expected_nonessential,False
EG10550,EG10550_RNA,0,False,0,False,expected_nonessential,True
EG11337,EG11337_RNA,0,False,0,False,expected_nonessential,True
EG10552,EG10552_RNA,1,True,1,True,expected_essential,True
EG10553,EG10553_RNA,0,False,0,False,expected_nonessential,True
EG12284,EG12284_RNA,0,False,0,False,expected_nonessential,True
G58,G58_RNA,0,False,0,False,expected_nonessential,True
EG10948,EG10948_RNA,0,False,0,False,expected_nonessential,True
G7293,G7293_RNA,0,False,0,False,expected_nonessential,True
EG11288,EG11288_RNA,0,False,0,False,expected_nonessential,True
EG10560,EG10560_RNA,0,False,0,False,expected_nonessential,True
EG10561,EG10561_RNA,0,False,0,False,expected_nonessential,True
EG10564,EG10564_RNA,0,False,0,False,expected_nonessential,True
EG10565,EG10565_RNA,0,False,0,False,expected_nonessential,True
EG10566,EG10566_RNA,0,False,0,False,expected_nonessential,True
EG10567,EG10567_RNA,0,False,0,False,expected_nonessential,True
EG10568,EG10568_RNA,0,False,0,False,expected_nonessential,True
EG10569,EG10569_RNA,0,False,0,False,expected_nonessential,True
EG10572,EG10572_RNA,0,False,0,False,expected_nonessential,True
EG12656,EG12656_RNA,0,False,0,False,expected_nonessential,True
G6440,G6440_RNA,0,False,0,False,expected_nonessential,True
EG10576,EG10576_RNA,0,False,0,False,expected_nonessential,True
EG12591,EG12591_RNA,0,False,0,False,expected_nonessential,True
G6857,G6857_RNA,0,False,0,False,expected_nonessential,True
G6858,G6858_RNA,0,False,0,False,expected_nonessential,True
EG12576,EG12576_RNA,0,False,0,False,expected_nonessential,True
EG11880,EG11880_RNA,0,False,0,False,expected_nonessential,True
EG11368,EG11368_RNA,0,False,0,False,expected_nonessential,True
EG11532,EG11532_RNA,0,False,0,False,expected_nonessential,True
EG10579,EG10579_RNA,0,False,0,False,expected_nonessential,True
EG12437,EG12437_RNA,0,False,0,False,expected_nonessential,True
EG12362,EG12362_RNA,0,False,0,False,expected_nonessential,True
EG12438,EG12438_RNA,0,False,0,False,expected_nonessential,True
G6912,G6912_RNA,0,False,0,False,expected_nonessential,True
EG10581,EG10581_RNA,1,True,0,False,expected_nonessential,False
EG10582,EG10582_RNA,1,True,0,False,expected_nonessential,False
EG10583,EG10583_RNA,0,False,0,False,expected_nonessential,True
EG10584,EG10584_RNA,0,False,1,True,expected_essential,False
EG10585,EG10585_RNA,1,True,1,True,expected_essential,True
EG10586,EG10586_RNA,1,True,1,True,expected_essential,True
EG10587,EG10587_RNA,0,False,0,False,expected_nonessential,True
EG11737,EG11737_RNA,0,False,0,False,expected_nonessential,True
EG10588,EG10588_RNA,0,False,0,False,expected_nonessential,True
EG10589,EG10589_RNA,0,False,1,True,expected_essential,False
EG10590,EG10590_RNA,0,False,0,False,expected_nonessential,True
EG11621,EG11621_RNA,0,False,0,False,expected_nonessential,True
EG11504,EG11504_RNA,0,False,0,False,expected_nonessential,True
G6497,G6497_RNA,0,False,0,False,expected_nonessential,True
EG12525,EG12525_RNA,0,False,0,False,expected_nonessential,True
M013,M013_RNA,0,False,0,False,expected_nonessential,True
G6205,G6205_RNA,0,False,0,False,expected_nonessential,True
M014,M014_RNA,0,False,0,False,expected_nonessential,True
EG10595,EG10595_RNA,0,False,0,False,expected_nonessential,True
G6364,G6364_RNA,0,False,0,False,expected_nonessential,True
G7457,G7457_RNA,0,False,0,False,expected_nonessential,True
G7410,G7410_RNA,0,False,0,False,expected_nonessential,True
G7533,G7533_RNA,0,False,0,False,expected_nonessential,True
EG11373,EG11373_RNA,0,False,0,False,expected_nonessential,True
G6136,G6136_RNA,0,False,0,False,expected_nonessential,True
G6759,G6759_RNA,0,False,0,False,expected_nonessential,True
G7254,G7254_RNA,0,False,0,False,expected_nonessential,True
G6999,G6999_RNA,0,False,0,False,expected_nonessential,True
G6662,G6662_RNA,0,False,0,False,expected_nonessential,True
EG12440,EG12440_RNA,0,False,0,False,expected_nonessential,True
G6665,G6665_RNA,0,False,0,False,expected_nonessential,True
EG12069,EG12069_RNA,0,False,0,False,expected_nonessential,True
EG10604,EG10604_RNA,0,False,0,False,expected_nonessential,True
EG10613,EG10613_RNA,0,False,1,True,expected_essential,False
EG11433,EG11433_RNA,0,False,0,False,expected_nonessential,True
EG12394,EG12394_RNA,0,False,0,False,expected_nonessential,True
G7005,G7005_RNA,0,False,0,False,expected_nonessential,True
EG10616,EG10616_RNA,0,False,0,False,expected_nonessential,True
EG11090,EG11090_RNA,0,False,0,False,expected_nonessential,True
EG10617,EG10617_RNA,0,False,0,False,expected_nonessential,True
EG11358,EG11358_RNA,0,False,1,True,expected_essential,False
EG11205,EG11205_RNA,0,False,1,True,expected_essential,False
EG10619,EG10619_RNA,0,False,0,False,expected_nonessential,True
EG10620,EG10620_RNA,0,False,1,True,expected_essential,False
EG10621,EG10621_RNA,0,False,1,True,expected_essential,False
EG10622,EG10622_RNA,0,False,1,True,expected_essential,False
EG10623,EG10623_RNA,0,False,1,True,expected_essential,False
EG11204,EG11204_RNA,0,False,1,True,expected_essential,False
G6561,G6561_RNA,0,False,1,True,expected_essential,False
G7263,G7263_RNA,0,False,0,False,expected_nonessential,True
EG10630,EG10630_RNA,0,False,1,True,expected_essential,False
EG10631,EG10631_RNA,0,False,0,False,expected_nonessential,True
EG11546,EG11546_RNA,0,False,1,True,expected_essential,False
G6350,G6350_RNA,0,False,1,True,expected_essential,False
EG10663,EG10663_RNA,0,False,0,False,expected_nonessential,True
EG12192,EG12192_RNA,0,False,0,False,expected_nonessential,True
EG11335,EG11335_RNA,0,False,0,False,expected_nonessential,True
EG10632,EG10632_RNA,0,False,0,False,expected_nonessential,True
EG10634,EG10634_RNA,0,False,0,False,expected_nonessential,True
G6576,G6576_RNA,0,False,0,False,expected_nonessential,True
EG10637,EG10637_RNA,0,False,0,False,expected_nonessential,True
G7921,G7921_RNA,0,False,0,False,expected_nonessential,True
G7677,G7677_RNA,0,False,0,False,expected_nonessential,True
G7676,G7676_RNA,0,False,0,False,expected_nonessential,True
G7920,G7920_RNA,0,False,0,False,expected_nonessential,True
G436,G436_RNA,0,False,0,False,expected_nonessential,True
EG10642,EG10642_RNA,0,False,0,False,expected_nonessential,True
EG10643,EG10643_RNA,0,False,0,False,expected_nonessential,True
EG10649,EG10649_RNA,0,False,1,True,expected_essential,False
EG10650,EG10650_RNA,1,True,0,False,expected_nonessential,False
EG11689,EG11689_RNA,0,False,0,False,expected_nonessential,True
EG10652,EG10652_RNA,0,False,0,False,expected_nonessential,True
EG11392,EG11392_RNA,0,False,0,False,expected_nonessential,True
G6770,G6770_RNA,0,False,0,False,expected_nonessential,True
EG12075,EG12075_RNA,0,False,0,False,expected_nonessential,True
EG12076,EG12076_RNA,0,False,0,False,expected_nonessential,True
EG12077,EG12077_RNA,0,False,0,False,expected_nonessential,True
EG12078,EG12078_RNA,0,False,0,False,expected_nonessential,True
EG12079,EG12079_RNA,0,False,0,False,expected_nonessential,True
EG10653,EG10653_RNA,0,False,0,False,expected_nonessential,True
EG10654,EG10654_RNA,0,False,0,False,expected_nonessential,True
EG10655,EG10655_RNA,0,False,0,False,expected_nonessential,True
EG10660,EG10660_RNA,0,False,1,True,expected_essential,False
EG10661,EG10661_RNA,0,False,0,False,expected_nonessential,True
EG11417,EG11417_RNA,0,False,0,False,expected_nonessential,True
EG20257,EG20257_RNA,0,False,0,False,expected_nonessential,True
EG12381,EG12381_RNA,0,False,0,False,expected_nonessential,True
G812,G812_RNA,0,False,0,False,expected_nonessential,True
EG11138,EG11138_RNA,0,False,0,False,expected_nonessential,True
EG12633,EG12633_RNA,0,False,0,False,expected_nonessential,True
G7164,G7164_RNA,0,False,0,False,expected_nonessential,True
G6580,G6580_RNA,0,False,0,False,expected_nonessential,True
EG12410,EG12410_RNA,0,False,0,False,expected_nonessential,True
EG12693,EG12693_RNA,0,False,0,False,expected_nonessential,True
EG12082,EG12082_RNA,0,False,0,False,expected_nonessential,True
EG12083,EG12083_RNA,0,False,0,False,expected_nonessential,True
EG12084,EG12084_RNA,0,False,0,False,expected_nonessential,True
EG12086,EG12086_RNA,0,False,0,False,expected_nonessential,True
EG11774,EG11774_RNA,0,False,0,False,expected_nonessential,True
EG12087,EG12087_RNA,0,False,0,False,expected_nonessential,True
EG12088,EG12088_RNA,0,False,0,False,expected_nonessential,True
EG12089,EG12089_RNA,0,False,0,False,expected_nonessential,True
EG12090,EG12090_RNA,0,False,0,False,expected_nonessential,True
EG12091,EG12091_RNA,0,False,0,False,expected_nonessential,True
EG12092,EG12092_RNA,0,False,0,False,expected_nonessential,True
EG11773,EG11773_RNA,0,False,0,False,expected_nonessential,True
EG12093,EG12093_RNA,0,False,0,False,expected_nonessential,True
EG11971,EG11971_RNA,0,False,0,False,expected_nonessential,True
EG10664,EG10664_RNA,0,False,0,False,expected_nonessential,True
EG10670,EG10670_RNA,0,False,0,False,expected_nonessential,True
EG10671,EG10671_RNA,0,False,0,False,expected_nonessential,True
EG10674,EG10674_RNA,0,False,0,False,expected_nonessential,True
EG10675,EG10675_RNA,0,False,0,False,expected_nonessential,True
EG10676,EG10676_RNA,0,False,0,False,expected_nonessential,True
EG10677,EG10677_RNA,0,False,0,False,expected_nonessential,True
EG10678,EG10678_RNA,0,False,0,False,expected_nonessential,True
G7842,G7842_RNA,0,False,1,True,expected_essential,False
EG11751,EG11751_RNA,0,False,0,False,expected_nonessential,True
EG11752,EG11752_RNA,0,False,0,False,expected_nonessential,True
G7236,G7236_RNA,0,False,0,False,expected_nonessential,True
G6709,G6709_RNA,0,False,0,False,expected_nonessential,True
G6710,G6710_RNA,0,False,0,False,expected_nonessential,True
G6711,G6711_RNA,0,False,0,False,expected_nonessential,True
G6713,G6713_RNA,0,False,0,False,expected_nonessential,True
G6714,G6714_RNA,0,False,0,False,expected_nonessential,True
G6715,G6715_RNA,0,False,0,False,expected_nonessential,True
G6716,G6716_RNA,0,False,0,False,expected_nonessential,True
G6717,G6717_RNA,0,False,0,False,expected_nonessential,True
G6718,G6718_RNA,0,False,0,False,expected_nonessential,True
G6719,G6719_RNA,0,False,0,False,expected_nonessential,True
G6708,G6708_RNA,0,False,0,False,expected_nonessential,True
EG10682,EG10682_RNA,0,False,0,False,expected_nonessential,True
EG10683,EG10683_RNA,0,False,0,False,expected_nonessential,True
EG11493,EG11493_RNA,0,False,0,False,expected_nonessential,True
EG11675,EG11675_RNA,0,False,0,False,expected_nonessential,True
EG11746,EG11746_RNA,0,False,0,False,expected_nonessential,True
G6239,G6239_RNA,0,False,0,False,expected_nonessential,True
G7596,G7596_RNA,0,False,0,False,expected_nonessential,True
G6755,G6755_RNA,0,False,0,False,expected_nonessential,True
EG10688,EG10688_RNA,0,False,0,False,expected_nonessential,True
EG10691,EG10691_RNA,0,False,1,True,expected_essential,False
EG11487,EG11487_RNA,0,False,1,True,expected_essential,False
EG10693,EG10693_RNA,0,False,1,True,expected_essential,False
G7259,G7259_RNA,0,False,0,False,expected_nonessential,True
G6879,G6879_RNA,0,False,0,False,expected_nonessential,True
EG10694,EG10694_RNA,0,False,0,False,expected_nonessential,True
EG12310,EG12310_RNA,0,False,0,False,expected_nonessential,True
EG10695,EG10695_RNA,0,False,0,False,expected_nonessential,True
EG10696,EG10696_RNA,0,False,0,False,expected_nonessential,True
EG10699,EG10699_RNA,0,False,1,True,expected_essential,False
EG10700,EG10700_RNA,0,False,0,False,expected_nonessential,True
G6530,G6530_RNA,0,False,0,False,expected_nonessential,True
EG10702,EG10702_RNA,0,False,0,False,expected_nonessential,True
EG10703,EG10703_RNA,0,False,1,True,expected_essential,False
G6397,G6397_RNA,0,False,0,False,expected_nonessential,True
EG12144,EG12144_RNA,0,False,0,False,expected_nonessential,True
EG10704,EG10704_RNA,0,False,0,False,expected_nonessential,True
EG10705,EG10705_RNA,0,False,0,False,expected_nonessential,True
EG11371,EG11371_RNA,0,False,0,False,expected_nonessential,True
EG10706,EG10706_RNA,0,False,0,False,expected_nonessential,True
EG10707,EG10707_RNA,1,True,0,False,expected_nonessential,False
EG10708,EG10708_RNA,0,False,0,False,expected_nonessential,True
EG10709,EG10709_RNA,1,True,1,True,expected_essential,True
EG10710,EG10710_RNA,1,True,1,True,expected_essential,True
EG10713,EG10713_RNA,0,False,0,False,expected_nonessential,True
EG10714,EG10714_RNA,0,False,0,False,expected_nonessential,True
EG11283,EG11283_RNA,0,False,0,False,expected_nonessential,True
EG10723,EG10723_RNA,0,False,0,False,expected_nonessential,True
EG10724,EG10724_RNA,0,False,0,False,expected_nonessential,True
EG10727,EG10727_RNA,0,False,0,False,expected_nonessential,True
EG10729,EG10729_RNA,0,False,0,False,expected_nonessential,True
EG12230,EG12230_RNA,0,False,0,False,expected_nonessential,True
EG12883,EG12883_RNA,0,False,0,False,expected_nonessential,True
EG11896,EG11896_RNA,0,False,0,False,expected_nonessential,True
EG10739,EG10739_RNA,0,False,0,False,expected_nonessential,True
EG10740,EG10740_RNA,0,False,1,True,expected_essential,False
EG11377,EG11377_RNA,0,False,0,False,expected_nonessential,True
EG11135,EG11135_RNA,0,False,0,False,expected_nonessential,True
EG10742,EG10742_RNA,0,False,0,False,expected_nonessential,True
G7409,G7409_RNA,0,False,0,False,expected_nonessential,True
EG10743,EG10743_RNA,0,False,0,False,expected_nonessential,True
EG10744,EG10744_RNA,0,False,0,False,expected_nonessential,True
EG10745,EG10745_RNA,0,False,0,False,expected_nonessential,True
EG10746,EG10746_RNA,0,False,1,True,expected_essential,False
EG10749,EG10749_RNA,0,False,0,False,expected_nonessential,True
EG10750,EG10750_RNA,0,False,0,False,expected_nonessential,True
EG10751,EG10751_RNA,0,False,0,False,expected_nonessential,True
EG10752,EG10752_RNA,0,False,0,False,expected_nonessential,True
EG10753,EG10753_RNA,0,False,0,False,expected_nonessential,True
EG11629,EG11629_RNA,0,False,0,False,expected_nonessential,True
EG11630,EG11630_RNA,0,False,0,False,expected_nonessential,True
EG11631,EG11631_RNA,0,False,0,False,expected_nonessential,True
EG11632,EG11632_RNA,0,False,0,False,expected_nonessential,True
EG10754,EG10754_RNA,0,False,0,False,expected_nonessential,True
EG10755,EG10755_RNA,1,True,1,True,expected_essential,True
EG10756,EG10756_RNA,0,False,1,True,expected_essential,False
G7011,G7011_RNA,0,False,0,False,expected_nonessential,True
G7415,G7415_RNA,0,False,0,False,expected_nonessential,True
EG10757,EG10757_RNA,0,False,0,False,expected_nonessential,True
EG10758,EG10758_RNA,0,False,1,True,expected_essential,False
EG12352,EG12352_RNA,0,False,0,False,expected_nonessential,True
EG11510,EG11510_RNA,0,False,0,False,expected_nonessential,True
EG10759,EG10759_RNA,0,False,0,False,expected_nonessential,True
EG11289,EG11289_RNA,0,False,0,False,expected_nonessential,True
G7145,G7145_RNA,0,False,0,False,expected_nonessential,True
EG12424,EG12424_RNA,0,False,0,False,expected_nonessential,True
EG10767,EG10767_RNA,0,False,1,True,expected_essential,False
EG10768,EG10768_RNA,0,False,1,True,expected_essential,False
EG10769,EG10769_RNA,1,True,0,False,expected_nonessential,False
EG11612,EG11612_RNA,0,False,0,False,expected_nonessential,True
EG10770,EG10770_RNA,1,True,1,True,expected_essential,True
EG10771,EG10771_RNA,0,False,0,False,expected_nonessential,True
EG10772,EG10772_RNA,0,False,0,False,expected_nonessential,True
EG10773,EG10773_RNA,0,False,0,False,expected_nonessential,True
G6196,G6196_RNA,0,False,0,False,expected_nonessential,True
G6198,G6198_RNA,0,False,0,False,expected_nonessential,True
G6199,G6199_RNA,0,False,0,False,expected_nonessential,True
G6200,G6200_RNA,0,False,0,False,expected_nonessential,True
EG10774,EG10774_RNA,0,False,1,True,expected_essential,False
EG10781,EG10781_RNA,0,False,1,True,expected_essential,False
EG10782,EG10782_RNA,0,False,0,False,expected_nonessential,True
EG10783,EG10783_RNA,0,False,0,False,expected_nonessential,True
EG10784,EG10784_RNA,0,False,0,False,expected_nonessential,True
EG10734,EG10734_RNA,0,False,0,False,expected_nonessential,True
EG12033,EG12033_RNA,0,False,0,False,expected_nonessential,True
EG20173,EG20173_RNA,0,False,0,False,expected_nonessential,True
EG10787,EG10787_RNA,0,False,0,False,expected_nonessential,True
EG10790,EG10790_RNA,1,True,1,True,expected_essential,True
EG11314,EG11314_RNA,1,True,1,True,expected_essential,True
EG10791,EG10791_RNA,1,True,1,True,expected_essential,True
EG10792,EG10792_RNA,1,True,1,True,expected_essential,True
EG10793,EG10793_RNA,1,True,1,True,expected_essential,True
EG10794,EG10794_RNA,1,True,1,True,expected_essential,True
EG10795,EG10795_RNA,1,True,1,True,expected_essential,True
EG10796,EG10796_RNA,1,True,1,True,expected_essential,True
EG10797,EG10797_RNA,1,True,1,True,expected_essential,True
EG10798,EG10798_RNA,1,True,1,True,expected_essential,True
EG10799,EG10799_RNA,0,False,0,False,expected_nonessential,True
EG11809,EG11809_RNA,0,False,0,False,expected_nonessential,True
EG11819,EG11819_RNA,0,False,0,False,expected_nonessential,True
EG10801,EG10801_RNA,0,False,0,False,expected_nonessential,True
EG10802,EG10802_RNA,0,False,0,False,expected_nonessential,True
G6644,G6644_RNA,0,False,0,False,expected_nonessential,True
EG11822,EG11822_RNA,0,False,0,False,expected_nonessential,True
EG10036,EG10036_RNA,0,False,0,False,expected_nonessential,True
G6645,G6645_RNA,0,False,0,False,expected_nonessential,True
G6646,G6646_RNA,0,False,0,False,expected_nonessential,True
G6643,G6643_RNA,0,False,0,False,expected_nonessential,True
EG10803,EG10803_RNA,0,False,0,False,expected_nonessential,True
EG10804,EG10804_RNA,0,False,0,False,expected_nonessential,True
EG10805,EG10805_RNA,1,True,0,False,expected_nonessential,False
EG10806,EG10806_RNA,1,True,1,True,expected_essential,True
EG10807,EG10807_RNA,1,True,1,True,expected_essential,True
EG10808,EG10808_RNA,1,True,0,False,expected_nonessential,False
EG10809,EG10809_RNA,1,True,1,True,expected_essential,True
EG10810,EG10810_RNA,1,True,1,True,expected_essential,True
EG11539,EG11539_RNA,1,True,1,True,expected_essential,True
EG10811,EG10811_RNA,1,True,0,False,expected_nonessential,False
EG11492,EG11492_RNA,0,False,0,False,expected_nonessential,True
G7175,G7175_RNA,0,False,0,False,expected_nonessential,True
EG10817,EG10817_RNA,0,False,0,False,expected_nonessential,True
EG10818,EG10818_RNA,0,False,0,False,expected_nonessential,True
G7138,G7138_RNA,0,False,0,False,expected_nonessential,True
EG10821,EG10821_RNA,0,False,0,False,expected_nonessential,True
G7530,G7530_RNA,0,False,0,False,expected_nonessential,True
EG11831,EG11831_RNA,0,False,0,False,expected_nonessential,True
EG10835,EG10835_RNA,0,False,0,False,expected_nonessential,True
EG10838,EG10838_RNA,0,False,0,False,expected_nonessential,True
G7590,G7590_RNA,0,False,0,False,expected_nonessential,True
EG11978,EG11978_RNA,0,False,0,False,expected_nonessential,True
EG12412,EG12412_RNA,0,False,0,False,expected_nonessential,True
EG11979,EG11979_RNA,0,False,0,False,expected_nonessential,True
EG12411,EG12411_RNA,0,False,0,False,expected_nonessential,True
EG11456,EG11456_RNA,0,False,0,False,expected_nonessential,True
EG11451,EG11451_RNA,0,False,0,False,expected_nonessential,True
EG11453,EG11453_RNA,0,False,0,False,expected_nonessential,True
EG11454,EG11454_RNA,0,False,0,False,expected_nonessential,True
EG11867,EG11867_RNA,0,False,0,False,expected_nonessential,True
EG11868,EG11868_RNA,0,False,0,False,expected_nonessential,True
EG11866,EG11866_RNA,0,False,0,False,expected_nonessential,True
EG11865,EG11865_RNA,0,False,0,False,expected_nonessential,True
EG11313,EG11313_RNA,0,False,0,False,expected_nonessential,True
EG10844,EG10844_RNA,0,False,0,False,expected_nonessential,True
EG12134,EG12134_RNA,0,False,0,False,expected_nonessential,True
EG11468,EG11468_RNA,0,False,0,False,expected_nonessential,True
EG11331,EG11331_RNA,0,False,1,True,expected_essential,False
EG10465,EG10465_RNA,0,False,0,False,expected_nonessential,True
EG11406,EG11406_RNA,0,False,0,False,expected_nonessential,True
EG11321,EG11321_RNA,0,False,1,True,expected_essential,False
EG11322,EG11322_RNA,0,False,1,True,expected_essential,False
EG11079,EG11079_RNA,0,False,1,True,expected_essential,False
