label,variant,generation,duration_s,mRNA_initial,mRNA_final,mRNA_change_pct,protein_initial,protein_final,protein_change_pct,total_tl_initiations,total_tc_initiations
V2_G1,2,1,2554.0,1,0,-100.0,189,303,60.317460317460316,0,1
V2_G2,2,2,1049.0,0,1,100.0,176,327,85.79545454545455,0,4
V2_G3,2,3,1143.0,1,0,-100.0,172,217,26.16279069767442,0,2
V2_G4,2,4,2736.0,0,0,0.0,116,220,89.65517241379311,0,1
V2_G5,2,5,4002.0,0,0,0.0,104,120,15.384615384615385,0,1
V2_G6,2,6,4663.0,0,0,0.0,55,111,101.81818181818181,0,4
V2_G7,2,7,5282.0,0,0,0.0,66,68,3.0303030303030303,0,1
V2_G8,2,8,5787.0,0,1,100.0,34,106,211.76470588235296,0,2
