gene,media,project,generation_start,generation_end,launcher_command,config_path,script_path
EG10001,with_aa,gene_knockout_EG10001_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10001_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10001_with_aa.sh
EG10001,acetate,gene_knockout_EG10001_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10001_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10001_acetate.sh
EG10001,no_ox,gene_knockout_EG10001_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10001_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10001_no_ox.sh
EG10001,succinate,gene_knockout_EG10001_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10001_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10001_succinate.sh
EG10004,with_aa,gene_knockout_EG10004_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10004_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10004_with_aa.sh
EG10004,acetate,gene_knockout_EG10004_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10004_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10004_acetate.sh
EG10004,no_ox,gene_knockout_EG10004_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10004_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10004_no_ox.sh
EG10004,succinate,gene_knockout_EG10004_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10004_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10004_succinate.sh
EG10006,with_aa,gene_knockout_EG10006_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10006_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10006_with_aa.sh
EG10006,acetate,gene_knockout_EG10006_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10006_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10006_acetate.sh
EG10006,no_ox,gene_knockout_EG10006_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10006_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10006_no_ox.sh
EG10006,succinate,gene_knockout_EG10006_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10006_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10006_succinate.sh
EG10007,with_aa,gene_knockout_EG10007_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10007_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10007_with_aa.sh
EG10007,acetate,gene_knockout_EG10007_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10007_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10007_acetate.sh
EG10007,no_ox,gene_knockout_EG10007_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10007_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10007_no_ox.sh
EG10007,succinate,gene_knockout_EG10007_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10007_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10007_succinate.sh
EG10012,with_aa,gene_knockout_EG10012_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10012_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10012_with_aa.sh
EG10012,acetate,gene_knockout_EG10012_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10012_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10012_acetate.sh
EG10012,no_ox,gene_knockout_EG10012_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10012_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10012_no_ox.sh
EG10012,succinate,gene_knockout_EG10012_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10012_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10012_succinate.sh
EG10016,with_aa,gene_knockout_EG10016_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10016_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10016_with_aa.sh
EG10016,acetate,gene_knockout_EG10016_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10016_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10016_acetate.sh
EG10016,no_ox,gene_knockout_EG10016_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10016_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10016_no_ox.sh
EG10016,succinate,gene_knockout_EG10016_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10016_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10016_succinate.sh
EG10017,with_aa,gene_knockout_EG10017_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10017_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10017_with_aa.sh
EG10017,acetate,gene_knockout_EG10017_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10017_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10017_acetate.sh
EG10017,no_ox,gene_knockout_EG10017_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10017_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10017_no_ox.sh
EG10017,succinate,gene_knockout_EG10017_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10017_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10017_succinate.sh
EG10022,with_aa,gene_knockout_EG10022_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10022_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10022_with_aa.sh
EG10022,acetate,gene_knockout_EG10022_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10022_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10022_acetate.sh
EG10022,no_ox,gene_knockout_EG10022_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10022_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10022_no_ox.sh
EG10022,succinate,gene_knockout_EG10022_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10022_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10022_succinate.sh
EG10023,with_aa,gene_knockout_EG10023_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10023_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10023_with_aa.sh
EG10023,acetate,gene_knockout_EG10023_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10023_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10023_acetate.sh
EG10023,no_ox,gene_knockout_EG10023_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10023_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10023_no_ox.sh
EG10023,succinate,gene_knockout_EG10023_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10023_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10023_succinate.sh
EG10024,with_aa,gene_knockout_EG10024_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10024_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10024_with_aa.sh
EG10024,acetate,gene_knockout_EG10024_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10024_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10024_acetate.sh
EG10024,no_ox,gene_knockout_EG10024_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10024_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10024_no_ox.sh
EG10024,succinate,gene_knockout_EG10024_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10024_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10024_succinate.sh
EG10025,with_aa,gene_knockout_EG10025_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10025_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10025_with_aa.sh
EG10025,acetate,gene_knockout_EG10025_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10025_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10025_acetate.sh
EG10025,no_ox,gene_knockout_EG10025_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10025_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10025_no_ox.sh
EG10025,succinate,gene_knockout_EG10025_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10025_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10025_succinate.sh
EG10027,with_aa,gene_knockout_EG10027_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10027_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10027_with_aa.sh
EG10027,acetate,gene_knockout_EG10027_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10027_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10027_acetate.sh
EG10027,no_ox,gene_knockout_EG10027_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10027_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10027_no_ox.sh
EG10027,succinate,gene_knockout_EG10027_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10027_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10027_succinate.sh
EG10030,with_aa,gene_knockout_EG10030_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10030_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10030_with_aa.sh
EG10030,acetate,gene_knockout_EG10030_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10030_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10030_acetate.sh
EG10030,no_ox,gene_knockout_EG10030_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10030_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10030_no_ox.sh
EG10030,succinate,gene_knockout_EG10030_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10030_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10030_succinate.sh
EG10031,with_aa,gene_knockout_EG10031_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10031_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10031_with_aa.sh
EG10031,acetate,gene_knockout_EG10031_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10031_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10031_acetate.sh
EG10031,no_ox,gene_knockout_EG10031_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10031_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10031_no_ox.sh
EG10031,succinate,gene_knockout_EG10031_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10031_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10031_succinate.sh
EG10032,with_aa,gene_knockout_EG10032_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10032_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10032_with_aa.sh
EG10032,acetate,gene_knockout_EG10032_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10032_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10032_acetate.sh
EG10032,no_ox,gene_knockout_EG10032_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10032_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10032_no_ox.sh
EG10032,succinate,gene_knockout_EG10032_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10032_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10032_succinate.sh
EG10034,with_aa,gene_knockout_EG10034_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10034_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10034_with_aa.sh
EG10034,acetate,gene_knockout_EG10034_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10034_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10034_acetate.sh
EG10034,no_ox,gene_knockout_EG10034_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10034_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10034_no_ox.sh
EG10034,succinate,gene_knockout_EG10034_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10034_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10034_succinate.sh
EG10035,with_aa,gene_knockout_EG10035_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10035_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10035_with_aa.sh
EG10035,acetate,gene_knockout_EG10035_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10035_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10035_acetate.sh
EG10035,no_ox,gene_knockout_EG10035_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10035_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10035_no_ox.sh
EG10035,succinate,gene_knockout_EG10035_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10035_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10035_succinate.sh
EG10036,with_aa,gene_knockout_EG10036_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10036_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10036_with_aa.sh
EG10036,acetate,gene_knockout_EG10036_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10036_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10036_acetate.sh
EG10036,no_ox,gene_knockout_EG10036_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10036_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10036_no_ox.sh
EG10036,succinate,gene_knockout_EG10036_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10036_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10036_succinate.sh
EG10039,with_aa,gene_knockout_EG10039_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10039_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10039_with_aa.sh
EG10039,acetate,gene_knockout_EG10039_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10039_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10039_acetate.sh
EG10039,no_ox,gene_knockout_EG10039_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10039_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10039_no_ox.sh
EG10039,succinate,gene_knockout_EG10039_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10039_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10039_succinate.sh
EG10043,with_aa,gene_knockout_EG10043_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10043_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10043_with_aa.sh
EG10043,acetate,gene_knockout_EG10043_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10043_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10043_acetate.sh
EG10043,no_ox,gene_knockout_EG10043_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10043_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10043_no_ox.sh
EG10043,succinate,gene_knockout_EG10043_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10043_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10043_succinate.sh
EG10045,with_aa,gene_knockout_EG10045_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10045_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10045_with_aa.sh
EG10045,acetate,gene_knockout_EG10045_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10045_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10045_acetate.sh
EG10045,no_ox,gene_knockout_EG10045_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10045_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10045_no_ox.sh
EG10045,succinate,gene_knockout_EG10045_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10045_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10045_succinate.sh
EG10046,with_aa,gene_knockout_EG10046_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10046_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10046_with_aa.sh
