gene,media,project,generation_start,generation_end,launcher_command,config_path,script_path
EG10892,succinate,gene_knockout_EG10892_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10892_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10892_succinate.sh
EG10893,with_aa,gene_knockout_EG10893_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10893_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10893_with_aa.sh
EG10893,acetate,gene_knockout_EG10893_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10893_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10893_acetate.sh
EG10893,no_ox,gene_knockout_EG10893_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10893_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10893_no_ox.sh
EG10893,succinate,gene_knockout_EG10893_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10893_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10893_succinate.sh
EG10894,with_aa,gene_knockout_EG10894_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10894_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10894_with_aa.sh
EG10894,acetate,gene_knockout_EG10894_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10894_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10894_acetate.sh
EG10894,no_ox,gene_knockout_EG10894_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10894_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10894_no_ox.sh
EG10894,succinate,gene_knockout_EG10894_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10894_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10894_succinate.sh
EG10895,with_aa,gene_knockout_EG10895_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10895_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10895_with_aa.sh
EG10895,acetate,gene_knockout_EG10895_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10895_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10895_acetate.sh
EG10895,no_ox,gene_knockout_EG10895_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10895_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10895_no_ox.sh
EG10895,succinate,gene_knockout_EG10895_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10895_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10895_succinate.sh
EG10900,with_aa,gene_knockout_EG10900_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10900_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10900_with_aa.sh
EG10900,acetate,gene_knockout_EG10900_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10900_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10900_acetate.sh
EG10900,no_ox,gene_knockout_EG10900_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10900_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10900_no_ox.sh
EG10900,succinate,gene_knockout_EG10900_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10900_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10900_succinate.sh
EG10901,with_aa,gene_knockout_EG10901_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10901_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10901_with_aa.sh
EG10901,acetate,gene_knockout_EG10901_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10901_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10901_acetate.sh
EG10901,no_ox,gene_knockout_EG10901_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10901_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10901_no_ox.sh
EG10901,succinate,gene_knockout_EG10901_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10901_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10901_succinate.sh
EG10902,with_aa,gene_knockout_EG10902_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10902_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10902_with_aa.sh
EG10902,acetate,gene_knockout_EG10902_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10902_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10902_acetate.sh
EG10902,no_ox,gene_knockout_EG10902_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10902_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10902_no_ox.sh
EG10902,succinate,gene_knockout_EG10902_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10902_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10902_succinate.sh
EG10903,with_aa,gene_knockout_EG10903_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10903_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10903_with_aa.sh
EG10903,acetate,gene_knockout_EG10903_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10903_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10903_acetate.sh
EG10903,no_ox,gene_knockout_EG10903_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10903_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10903_no_ox.sh
EG10903,succinate,gene_knockout_EG10903_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10903_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10903_succinate.sh
EG10904,with_aa,gene_knockout_EG10904_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10904_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10904_with_aa.sh
EG10904,acetate,gene_knockout_EG10904_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10904_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10904_acetate.sh
EG10904,no_ox,gene_knockout_EG10904_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10904_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10904_no_ox.sh
EG10904,succinate,gene_knockout_EG10904_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10904_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10904_succinate.sh
EG10905,with_aa,gene_knockout_EG10905_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10905_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10905_with_aa.sh
EG10905,acetate,gene_knockout_EG10905_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10905_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10905_acetate.sh
EG10905,no_ox,gene_knockout_EG10905_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10905_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10905_no_ox.sh
EG10905,succinate,gene_knockout_EG10905_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10905_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10905_succinate.sh
EG10906,with_aa,gene_knockout_EG10906_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10906_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10906_with_aa.sh
EG10906,acetate,gene_knockout_EG10906_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10906_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10906_acetate.sh
EG10906,no_ox,gene_knockout_EG10906_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10906_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10906_no_ox.sh
EG10906,succinate,gene_knockout_EG10906_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10906_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10906_succinate.sh
EG10907,with_aa,gene_knockout_EG10907_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10907_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10907_with_aa.sh
EG10907,acetate,gene_knockout_EG10907_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10907_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10907_acetate.sh
EG10907,no_ox,gene_knockout_EG10907_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10907_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10907_no_ox.sh
EG10907,succinate,gene_knockout_EG10907_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10907_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10907_succinate.sh
EG10908,with_aa,gene_knockout_EG10908_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10908_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10908_with_aa.sh
EG10908,acetate,gene_knockout_EG10908_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10908_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10908_acetate.sh
EG10908,no_ox,gene_knockout_EG10908_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10908_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10908_no_ox.sh
EG10908,succinate,gene_knockout_EG10908_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10908_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10908_succinate.sh
EG10909,with_aa,gene_knockout_EG10909_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10909_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10909_with_aa.sh
EG10909,acetate,gene_knockout_EG10909_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10909_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10909_acetate.sh
EG10909,no_ox,gene_knockout_EG10909_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10909_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10909_no_ox.sh
EG10909,succinate,gene_knockout_EG10909_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10909_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10909_succinate.sh
EG10910,with_aa,gene_knockout_EG10910_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10910_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10910_with_aa.sh
EG10910,acetate,gene_knockout_EG10910_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10910_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10910_acetate.sh
EG10910,no_ox,gene_knockout_EG10910_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10910_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10910_no_ox.sh
EG10910,succinate,gene_knockout_EG10910_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10910_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10910_succinate.sh
EG10911,with_aa,gene_knockout_EG10911_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10911_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10911_with_aa.sh
EG10911,acetate,gene_knockout_EG10911_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10911_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10911_acetate.sh
EG10911,no_ox,gene_knockout_EG10911_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10911_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10911_no_ox.sh
EG10911,succinate,gene_knockout_EG10911_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10911_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10911_succinate.sh
EG10912,with_aa,gene_knockout_EG10912_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10912_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10912_with_aa.sh
EG10912,acetate,gene_knockout_EG10912_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10912_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10912_acetate.sh
EG10912,no_ox,gene_knockout_EG10912_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10912_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10912_no_ox.sh
EG10912,succinate,gene_knockout_EG10912_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10912_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10912_succinate.sh
EG10913,with_aa,gene_knockout_EG10913_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10913_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10913_with_aa.sh
EG10913,acetate,gene_knockout_EG10913_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10913_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10913_acetate.sh
EG10913,no_ox,gene_knockout_EG10913_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10913_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10913_no_ox.sh
EG10913,succinate,gene_knockout_EG10913_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10913_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10913_succinate.sh
EG10914,with_aa,gene_knockout_EG10914_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10914_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10914_with_aa.sh
EG10914,acetate,gene_knockout_EG10914_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10914_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10914_acetate.sh
EG10914,no_ox,gene_knockout_EG10914_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10914_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10914_no_ox.sh
EG10914,succinate,gene_knockout_EG10914_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10914_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10914_succinate.sh
EG10915,with_aa,gene_knockout_EG10915_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10915_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10915_with_aa.sh
EG10915,acetate,gene_knockout_EG10915_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10915_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10915_acetate.sh
EG10915,no_ox,gene_knockout_EG10915_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10915_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10915_no_ox.sh
EG10915,succinate,gene_knockout_EG10915_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10915_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10915_succinate.sh
EG10916,with_aa,gene_knockout_EG10916_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10916_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10916_with_aa.sh
EG10916,acetate,gene_knockout_EG10916_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10916_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10916_acetate.sh
EG10916,no_ox,gene_knockout_EG10916_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10916_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10916_no_ox.sh
EG10916,succinate,gene_knockout_EG10916_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10916_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10916_succinate.sh
EG10917,with_aa,gene_knockout_EG10917_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10917_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10917_with_aa.sh
EG10917,acetate,gene_knockout_EG10917_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10917_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10917_acetate.sh
EG10917,no_ox,gene_knockout_EG10917_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10917_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10917_no_ox.sh
EG10917,succinate,gene_knockout_EG10917_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_EG10917_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_EG10917_succinate.sh
