,EG10001_trans,EG10003_trans,EG10004_trans,EG10011_trans,EG10013_trans,EG10014_trans,EG10015_trans,EG10016_trans,EG10017_trans,EG10018_trans,EG10026_trans,EG10028_trans,EG10030_trans,EG10031_trans,EG10032_trans,EG10033_trans,EG10034_trans,EG10035_trans,EG10039_trans,EG10040_trans,EG10043_trans,EG10044_trans,EG10046_trans,EG10050_trans,EG10051_trans,EG10054_trans,EG10071_trans,EG10084_trans,EG10085_trans,EG10107_trans,EG10108_trans,EG10112_trans,EG10122_trans,EG10124_trans,EG10129_trans,EG10138_trans,EG10160_trans,EG10167_trans,EG10170_trans,EG10172_trans,EG10001_transl,EG10003_transl,EG10004_transl,EG10011_transl,EG10013_transl,EG10014_transl,EG10015_transl,EG10016_transl,EG10017_transl,EG10018_transl,EG10026_transl,EG10028_transl,EG10030_transl,EG10031_transl,EG10032_transl,EG10033_transl,EG10034_transl,EG10035_transl,EG10039_transl,EG10040_transl,EG10043_transl,EG10044_transl,EG10046_transl,EG10050_transl,EG10051_transl,EG10054_transl,EG10071_transl,EG10084_transl,EG10085_transl,EG10107_transl,EG10108_transl,EG10112_transl,EG10122_transl,EG10124_transl,EG10129_transl,EG10138_transl,EG10160_transl,EG10167_transl,EG10170_transl,EG10172_transl
KO_EG10014,3.384237459334215e-16,0.009940832678893247,0.000444977616292385,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,,3.384237459334215e-16,0.0,3.384237459334215e-16,3.384237459334215e-16,0.04314959662371405,3.384237459334215e-16,3.384237459334215e-16,0.0,0.0,0.000444977616292385,0.0022349569553425253,0.0,0.023432478511861428,3.384237459334215e-16,0.002819691129789853,3.384237459334215e-16,0.0,0.06674998562259997,3.384237459334215e-16,3.384237459334215e-16,0.00021993146552413812,0.014615556872572552,0.0,0.004426330628144102,0.0,0.0,0.003907813037344923,3.384237459334215e-16,3.384237459334215e-16,0.06620253011591769,,,,,3.384237459334215e-16,,,,,,,0.0,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10015,3.384237459334215e-16,0.0,0.00021993146552413812,3.384237459334215e-16,3.384237459334215e-16,0.021880155532578528,3.384237459334215e-16,0.05350616097939172,3.384237459334215e-16,0.00622292562858721,,0.0034806685186495223,0.0,3.384237459334215e-16,3.384237459334215e-16,0.010598560621005065,3.384237459334215e-16,0.0,0.0,0.0,0.002406392637472472,0.0,0.0,0.0,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,0.011741768478014062,0.0,0.01895967373552006,0.0,0.0,0.0012965743711826861,3.384237459334215e-16,3.384237459334215e-16,0.022797088945551644,,,,,3.384237459334215e-16,,,,,,,0.016163696571189594,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10016,3.384237459334215e-16,0.011476347750930297,3.384237459334215e-16,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.013957936186174868,3.384237459334215e-16,0.004338792774104323,,0.000444977616292385,0.007357053975174116,3.384237459334215e-16,3.384237459334215e-16,0.05432002833854827,3.384237459334215e-16,0.00021993146552413812,0.0005333159239803984,0.0,0.0,0.0012467836255362415,0.0,0.049642316200794276,3.384237459334215e-16,0.0,3.384237459334215e-16,0.029230197893123103,0.00932831902479628,3.384237459334215e-16,3.384237459334215e-16,0.0049765364938281105,0.0,0.007359113879515581,0.0,0.0,0.0206550437833843,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,,,,,3.384237459334215e-16,,,,,,,0.022566119527731507,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10017,3.384237459334215e-16,0.0011646097537170402,3.384237459334215e-16,3.384237459334215e-16,3.384237459334215e-16,0.02391589154047054,3.384237459334215e-16,0.0,3.384237459334215e-16,0.02165887420048577,,0.0011152449397932955,0.0,3.384237459334215e-16,3.384237459334215e-16,0.010914734320236964,3.384237459334215e-16,0.0006597943965713507,0.004397189224421329,0.0,0.002186461171949059,0.0,0.0,0.0,3.384237459334215e-16,0.009786015895453283,3.384237459334215e-16,0.010536219841901985,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0018519341251787389,0.0,0.005330018116033844,0.00529350483555177,0.0,0.0,0.004026736447452484,3.384237459334215e-16,3.384237459334215e-16,0.0,,,,,3.384237459334215e-16,,,,,,,0.006283500502666694,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10018,3.384237459334215e-16,0.010352992284450824,3.384237459334215e-16,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0658938464677428,3.384237459334215e-16,0.0009338339653444118,,3.384237459334215e-16,0.0,3.384237459334215e-16,3.384237459334215e-16,0.029750051243340053,3.384237459334215e-16,0.00021993146552413812,0.0,0.0,0.0,0.0,0.000580718335135667,0.1921246971128248,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,0.21660646222612573,3.384237459334215e-16,3.384237459334215e-16,0.0011152449397932955,0.015403253186155612,0.0,0.014432223728660763,0.0,0.002196774381089532,0.0023485446720188955,3.384237459334215e-16,3.384237459334215e-16,0.045776364449742285,,,,,3.384237459334215e-16,,,,,,,0.0,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10026,3.384237459334215e-16,0.0058082967394339526,3.384237459334215e-16,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.03929287677219472,3.384237459334215e-16,0.0025576915240097713,,0.00021993146552413812,0.008190256311793325,3.384237459334215e-16,3.384237459334215e-16,0.010933978923717157,3.384237459334215e-16,0.0,0.0,0.0,0.002026146026236605,0.0022685755723963513,0.08817821634189259,0.07988401936830064,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,0.008931346539521315,3.384237459334215e-16,3.384237459334215e-16,0.0,0.019915042117510606,0.0,0.012637178932538014,0.0,0.0,0.001560222556085342,3.384237459334215e-16,3.384237459334215e-16,0.002325256798157148,,,,,3.384237459334215e-16,,,,,,,0.0,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10028,3.384237459334215e-16,0.012552632032976631,0.00021993146552413812,3.384237459334215e-16,3.384237459334215e-16,0.030830907822785292,3.384237459334215e-16,0.0,3.384237459334215e-16,0.009478028220499417,,0.0022910840340051595,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0017805088070040084,3.384237459334215e-16,0.0,0.0,0.004998756070892038,0.0,0.007513834883197104,0.0,0.0,3.384237459334215e-16,0.015986369972862003,3.384237459334215e-16,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,0.0008960425615287444,0.0093572693826122,0.0,0.0,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,,,,,3.384237459334215e-16,,,,,,,0.022962968575892913,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10030,3.384237459334215e-16,0.0,3.384237459334215e-16,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,,3.384237459334215e-16,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.00043986293104774445,0.00021993146552413812,0.0,0.000444977616292385,0.0,0.0,0.15814128202721311,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,0.1139766975698039,3.384237459334215e-16,3.384237459334215e-16,0.0008848405473399844,0.0,0.0,0.0,0.009012088052901934,0.0,0.00021993146552413812,3.384237459334215e-16,3.384237459334215e-16,0.03979075924343247,,,,,3.384237459334215e-16,,,,,,,0.010453871458833298,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10031,3.384237459334215e-16,0.0021784779696841367,0.00021993146552413812,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.020563102505137702,3.384237459334215e-16,0.0,,0.0,0.01053799239372348,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0013512689515747173,0.0001091804324480742,0.0,0.0009114060205273112,0.009683783308316138,0.0,0.10879860843387118,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,0.11775167286165707,3.384237459334215e-16,3.384237459334215e-16,0.0012018152979584012,0.027866105170225693,0.005751953627084401,0.0,0.0,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.013859611425361998,,,,,3.384237459334215e-16,,,,,,,0.0,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10032,3.384237459334215e-16,0.002615747219049268,0.00021993146552413812,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.02845791982325672,3.384237459334215e-16,0.0011152449397932955,0.0027747205379877954,0.0,0.0,0.0,0.0,0.0,3.384237459334215e-16,0.0,3.384237459334215e-16,0.00898926392801098,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,0.02999019001820721,0.0059607186649388395,0.014679617551314481,0.005680405288178714,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,,,,,3.384237459334215e-16,,,,,,,0.02804028271166685,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10033,3.384237459334215e-16,0.0,3.384237459334215e-16,3.384237459334215e-16,3.384237459334215e-16,0.01959452697913856,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0253539470633185,,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.007796781357041315,3.384237459334215e-16,0.004230520507807481,0.00932726824540992,0.0,0.0,0.0,0.004830831436529391,0.0,3.384237459334215e-16,0.016506708997220232,3.384237459334215e-16,0.0,0.01208904142986617,3.384237459334215e-16,3.384237459334215e-16,0.005084051399615384,0.03698506971831716,0.0033979026008895677,0.0,0.016677586505454645,0.0,0.008702898601754409,3.384237459334215e-16,3.384237459334215e-16,0.0,,,,,3.384237459334215e-16,,,,,,,0.0,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10034,0.0008953134742694958,0.0,0.00021993146552413812,3.384237459334215e-16,3.384237459334215e-16,0.09757120169323935,3.384237459334215e-16,0.006154498147021914,3.384237459334215e-16,0.008856804175260793,,0.0,0.018888805226070126,3.384237459334215e-16,3.384237459334215e-16,0.00968893872314863,3.384237459334215e-16,0.0,0.0,0.004613919579996213,0.0019176560474199061,0.002970241323407922,0.018091900450120157,0.13223836124087504,3.384237459334215e-16,0.0,3.384237459334215e-16,0.003207785499310134,0.1387732903383262,3.384237459334215e-16,3.384237459334215e-16,0.0003420572973496357,0.0,0.01736736258586275,0.0,0.0037824924565790317,0.0014050862796457847,0.00013020337387511157,3.384237459334215e-16,3.384237459334215e-16,0.020328913997342043,,,,,3.384237459334215e-16,,,,,,,0.015635818649434596,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
KO_EG10035,0.00021993146552413812,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0,3.384237459334215e-16,0.0,3.384237459334215e-16,0.007560035586558596,,0.0022862989872003926,0.0,3.384237459334215e-16,3.384237459334215e-16,0.025384967057624122,3.384237459334215e-16,0.00230666126520645,0.003552806377620587,0.0,0.001373262098127194,0.0,0.0,0.0,3.384237459334215e-16,0.0,3.384237459334215e-16,0.01374659371905832,0.0,3.384237459334215e-16,3.384237459334215e-16,0.0006190799434721248,0.010617127544012266,0.004219353957682339,0.001734455072710266,0.003953497921562208,0.0,0.0,3.384237459334215e-16,3.384237459334215e-16,0.039637749870946065,,,,,3.384237459334215e-16,,,,,,,0.0,3.384237459334215e-16,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,,,,3.384237459334215e-16,,3.384237459334215e-16,,3.384237459334215e-16,3.384237459334215e-16,,,,3.384237459334215e-16,,,3.384237459334215e-16,3.384237459334215e-16,,,3.384237459334215e-16,
