project,variant,label,lineage_seed,last_generation
gene_ko_441imported_2seeds,240,KO: EG10869,101,6
gene_ko_441imported_2seeds,241,KO: EG10880,100,4
gene_ko_441imported_2seeds,241,KO: EG10880,101,5
gene_ko_441imported_2seeds,242,KO: G7865,100,8
gene_ko_441imported_2seeds,242,KO: G7865,101,8
gene_ko_441imported_2seeds,243,KO: EG10803,100,8
gene_ko_441imported_2seeds,243,KO: EG10803,101,8
gene_ko_441imported_2seeds,244,KO: EG10885,100,4
gene_ko_441imported_2seeds,244,KO: EG10885,101,4
gene_ko_441imported_2seeds,245,KO: EG50011,100,8
gene_ko_441imported_2seeds,245,KO: EG50011,101,8
gene_ko_441imported_2seeds,246,KO: EG11232,100,5
gene_ko_441imported_2seeds,246,KO: EG11232,101,6
gene_ko_441imported_2seeds,247,KO: G7826,100,8
gene_ko_441imported_2seeds,247,KO: G7826,101,8
gene_ko_441imported_2seeds,248,KO: G7185,100,8
gene_ko_441imported_2seeds,248,KO: G7185,101,8
gene_ko_441imported_2seeds,249,KO: EG11226,100,4
gene_ko_441imported_2seeds,249,KO: EG11226,101,4
gene_ko_441imported_2seeds,250,KO: EG10358,100,8
gene_ko_441imported_2seeds,250,KO: EG10358,101,8
gene_ko_441imported_2seeds,251,KO: EG10103,100,8
gene_ko_441imported_2seeds,251,KO: EG10103,101,8
gene_ko_441imported_2seeds,252,KO: G7325,100,8
gene_ko_441imported_2seeds,252,KO: G7325,101,8
gene_ko_441imported_2seeds,253,KO: G7293,100,8
gene_ko_441imported_2seeds,253,KO: G7293,101,8
gene_ko_441imported_2seeds,254,KO: EG10497,100,7
gene_ko_441imported_2seeds,254,KO: EG10497,101,7
gene_ko_441imported_2seeds,255,KO: EG10448,100,5
gene_ko_441imported_2seeds,255,KO: EG10448,101,5
gene_ko_441imported_2seeds,256,KO: EG10782,100,8
gene_ko_441imported_2seeds,256,KO: EG10782,101,8
gene_ko_441imported_2seeds,257,KO: G7406,100,8
gene_ko_441imported_2seeds,257,KO: G7406,101,8
gene_ko_441imported_2seeds,258,KO: EG10755,100,8
gene_ko_441imported_2seeds,258,KO: EG10755,101,8
gene_ko_441imported_2seeds,259,KO: EG12030,100,8
gene_ko_441imported_2seeds,259,KO: EG12030,101,8
gene_ko_441imported_2seeds,260,KO: EG10134,100,8
gene_ko_441imported_2seeds,260,KO: EG10134,101,8
gene_ko_441imported_2seeds,261,KO: G6092,100,8
gene_ko_441imported_2seeds,261,KO: G6092,101,8
gene_ko_441imported_2seeds,262,KO: G7507,100,8
gene_ko_441imported_2seeds,262,KO: G7507,101,8
gene_ko_441imported_2seeds,263,KO: EG10520,100,8
gene_ko_441imported_2seeds,263,KO: EG10520,101,8
gene_ko_441imported_2seeds,264,KO: EG10634,100,8
gene_ko_441imported_2seeds,264,KO: EG10634,101,8
gene_ko_441imported_2seeds,265,KO: EG10806,100,8
gene_ko_441imported_2seeds,265,KO: EG10806,101,8
gene_ko_441imported_2seeds,266,KO: EG10121,100,8
gene_ko_441imported_2seeds,266,KO: EG10121,101,8
gene_ko_441imported_2seeds,267,KO: EG10911,100,4
gene_ko_441imported_2seeds,267,KO: EG10911,101,4
gene_ko_441imported_2seeds,268,KO: EG10198,100,8
gene_ko_441imported_2seeds,268,KO: EG10198,101,8
gene_ko_441imported_2seeds,269,KO: EG10421,100,8
gene_ko_441imported_2seeds,269,KO: EG10421,101,8
gene_ko_441imported_2seeds,270,KO: EG12504,100,8
gene_ko_441imported_2seeds,270,KO: EG12504,101,8
gene_ko_441imported_2seeds,271,KO: EG10055,100,8
gene_ko_441imported_2seeds,271,KO: EG10055,101,8
gene_ko_441imported_2seeds,272,KO: EG11556,100,8
gene_ko_441imported_2seeds,272,KO: EG11556,101,8
gene_ko_441imported_2seeds,273,KO: EG10191,100,8
gene_ko_441imported_2seeds,273,KO: EG10191,101,8
gene_ko_441imported_2seeds,274,KO: EG10081,100,6
gene_ko_441imported_2seeds,274,KO: EG10081,101,6
gene_ko_441imported_2seeds,275,KO: EG11043,100,7
gene_ko_441imported_2seeds,275,KO: EG11043,101,8
gene_ko_441imported_2seeds,276,KO: EG10190,100,8
gene_ko_441imported_2seeds,276,KO: EG10190,101,8
gene_ko_441imported_2seeds,277,KO: EG10407,100,7
gene_ko_441imported_2seeds,277,KO: EG10407,101,8
gene_ko_441imported_2seeds,278,KO: G7662,100,8
gene_ko_441imported_2seeds,278,KO: G7662,101,8
gene_ko_441imported_2seeds,279,KO: EG11286,100,8
gene_ko_441imported_2seeds,279,KO: EG11286,101,8
gene_ko_441imported_2seeds,280,KO: EG11632,100,8
gene_ko_441imported_2seeds,280,KO: EG11632,101,8
gene_ko_441imported_2seeds,281,KO: EG10048,100,8
gene_ko_441imported_2seeds,281,KO: EG10048,101,8
gene_ko_441imported_2seeds,282,KO: G6941,100,8
gene_ko_441imported_2seeds,282,KO: G6941,101,8
gene_ko_441imported_2seeds,283,KO: G7449,100,8
gene_ko_441imported_2seeds,283,KO: G7449,101,8
gene_ko_441imported_2seeds,284,KO: EG10890,100,5
gene_ko_441imported_2seeds,284,KO: EG10890,101,6
gene_ko_441imported_2seeds,285,KO: G7533,100,8
gene_ko_441imported_2seeds,285,KO: G7533,101,8
gene_ko_441imported_2seeds,286,KO: EG10917,100,5
gene_ko_441imported_2seeds,286,KO: EG10917,101,5
gene_ko_441imported_2seeds,287,KO: EG10189,100,8
gene_ko_441imported_2seeds,287,KO: EG10189,101,8
gene_ko_441imported_2seeds,288,KO: EG11231,100,4
gene_ko_441imported_2seeds,288,KO: EG11231,101,5
gene_ko_441imported_2seeds,289,KO: EG11024,100,5
gene_ko_441imported_2seeds,289,KO: EG11024,101,5
gene_ko_441imported_2seeds,290,KO: EG10132,100,8
gene_ko_441imported_2seeds,290,KO: EG10132,101,8
gene_ko_441imported_2seeds,291,KO: G6626,100,8
gene_ko_441imported_2seeds,291,KO: G6626,101,8
gene_ko_441imported_2seeds,292,KO: G7677,100,8
gene_ko_441imported_2seeds,292,KO: G7677,101,8
gene_ko_441imported_2seeds,293,KO: EG10811,100,8
gene_ko_441imported_2seeds,293,KO: EG10811,101,8
gene_ko_441imported_2seeds,294,KO: EG12286,100,8
gene_ko_441imported_2seeds,294,KO: EG12286,101,8
gene_ko_441imported_2seeds,295,KO: EG12662,100,8
gene_ko_441imported_2seeds,295,KO: EG12662,101,8
gene_ko_441imported_2seeds,296,KO: EG10299,100,8
gene_ko_441imported_2seeds,296,KO: EG10299,101,8
gene_ko_441imported_2seeds,297,KO: EG10909,100,5
gene_ko_441imported_2seeds,297,KO: EG10909,101,5
gene_ko_441imported_2seeds,298,KO: G6239,100,8
gene_ko_441imported_2seeds,298,KO: G6239,101,8
gene_ko_441imported_2seeds,299,KO: EG10053,100,8
gene_ko_441imported_2seeds,299,KO: EG10053,101,8
gene_ko_441imported_2seeds,300,KO: EG11379,100,8
gene_ko_441imported_2seeds,300,KO: EG11379,101,8
gene_ko_441imported_2seeds,301,KO: EG11508,100,8
gene_ko_441imported_2seeds,301,KO: EG11508,101,8
gene_ko_441imported_2seeds,302,KO: EG11819,100,8
gene_ko_441imported_2seeds,302,KO: EG11819,101,8
gene_ko_441imported_2seeds,303,KO: EG10654,100,8
gene_ko_441imported_2seeds,303,KO: EG10654,101,8
gene_ko_441imported_2seeds,304,KO: EG11647,100,8
gene_ko_441imported_2seeds,304,KO: EG11647,101,8
gene_ko_441imported_2seeds,305,KO: EG11963,100,8
gene_ko_441imported_2seeds,305,KO: EG11963,101,8
gene_ko_441imported_2seeds,306,KO: EG10805,100,8
gene_ko_441imported_2seeds,306,KO: EG10805,101,8
gene_ko_441imported_2seeds,307,KO: G6442,100,8
gene_ko_441imported_2seeds,307,KO: G6442,101,8
gene_ko_441imported_2seeds,308,KO: EG11850,100,8
gene_ko_441imported_2seeds,308,KO: EG11850,101,8
gene_ko_441imported_2seeds,309,KO: EG10162,100,8
gene_ko_441imported_2seeds,309,KO: EG10162,101,8
gene_ko_441imported_2seeds,310,KO: EG10069,100,8
gene_ko_441imported_2seeds,310,KO: EG10069,101,8
gene_ko_441imported_2seeds,311,KO: EG10495,100,8
gene_ko_441imported_2seeds,311,KO: EG10495,101,8
gene_ko_441imported_2seeds,312,KO: G6283,100,8
gene_ko_441imported_2seeds,312,KO: G6283,101,8
gene_ko_441imported_2seeds,313,KO: G6234,100,8
gene_ko_441imported_2seeds,313,KO: G6234,101,8
gene_ko_441imported_2seeds,314,KO: G6731,100,8
gene_ko_441imported_2seeds,314,KO: G6731,101,8
gene_ko_441imported_2seeds,315,KO: EG10092,100,8
gene_ko_441imported_2seeds,315,KO: EG10092,101,8
gene_ko_441imported_2seeds,316,KO: EG12384,100,8
gene_ko_441imported_2seeds,316,KO: EG12384,101,8
gene_ko_441imported_2seeds,317,KO: EG10875,100,5
gene_ko_441imported_2seeds,317,KO: EG10875,101,6
gene_ko_441imported_2seeds,318,KO: EG12666,100,8
gene_ko_441imported_2seeds,318,KO: EG12666,101,8
gene_ko_441imported_2seeds,319,KO: G58,100,8
gene_ko_441imported_2seeds,319,KO: G58,101,8
gene_ko_441imported_2seeds,320,KO: EG10798,100,8
gene_ko_441imported_2seeds,320,KO: EG10798,101,8
gene_ko_441imported_2seeds,321,KO: EG10496,100,7
gene_ko_441imported_2seeds,321,KO: EG10496,101,7
gene_ko_441imported_2seeds,322,KO: EG10912,100,3
gene_ko_441imported_2seeds,322,KO: EG10912,101,4
gene_ko_441imported_2seeds,323,KO: EG10447,100,5
gene_ko_441imported_2seeds,323,KO: EG10447,101,5
gene_ko_441imported_2seeds,324,KO: EG10671,100,8
gene_ko_441imported_2seeds,324,KO: EG10671,101,8
gene_ko_441imported_2seeds,325,KO: EG10809,100,8
gene_ko_441imported_2seeds,325,KO: EG10809,101,8
gene_ko_441imported_2seeds,326,KO: EG10879,100,5
gene_ko_441imported_2seeds,326,KO: EG10879,101,6
gene_ko_441imported_2seeds,327,KO: EG10982,100,8
gene_ko_441imported_2seeds,327,KO: EG10982,101,8
gene_ko_441imported_2seeds,328,KO: EG12633,100,8
gene_ko_441imported_2seeds,328,KO: EG12633,101,8
gene_ko_441imported_2seeds,329,KO: EG10870,100,5
gene_ko_441imported_2seeds,329,KO: EG10870,101,5
gene_ko_441imported_2seeds,330,KO: EG11030,100,7
gene_ko_441imported_2seeds,330,KO: EG11030,101,8
gene_ko_441imported_2seeds,331,KO: EG10070,100,8
gene_ko_441imported_2seeds,331,KO: EG10070,101,8
gene_ko_441imported_2seeds,332,KO: EG10750,100,8
gene_ko_441imported_2seeds,332,KO: EG10750,101,8
gene_ko_441imported_2seeds,333,KO: EG10187,100,5
gene_ko_441imported_2seeds,333,KO: EG10187,101,6
gene_ko_441imported_2seeds,334,KO: EG10049,100,8
gene_ko_441imported_2seeds,334,KO: EG10049,101,8
gene_ko_441imported_2seeds,335,KO: EG10492,100,6
gene_ko_441imported_2seeds,335,KO: EG10492,101,6
gene_ko_441imported_2seeds,336,KO: EG10838,100,8
gene_ko_441imported_2seeds,336,KO: EG10838,101,8
gene_ko_441imported_2seeds,337,KO: EG11620,100,8
gene_ko_441imported_2seeds,337,KO: EG11620,101,8
gene_ko_441imported_2seeds,338,KO: EG10903,100,3
gene_ko_441imported_2seeds,338,KO: EG10903,101,4
gene_ko_441imported_2seeds,339,KO: EG11028,100,6
gene_ko_441imported_2seeds,339,KO: EG11028,101,6
gene_ko_441imported_2seeds,340,KO: EG10947,100,7
gene_ko_441imported_2seeds,340,KO: EG10947,101,8
gene_ko_441imported_2seeds,341,KO: EG10650,100,8
gene_ko_441imported_2seeds,341,KO: EG10650,101,8
gene_ko_441imported_2seeds,342,KO: EG10453,100,6
gene_ko_441imported_2seeds,342,KO: EG10453,101,7
gene_ko_441imported_2seeds,343,KO: G7676,100,8
gene_ko_441imported_2seeds,343,KO: G7676,101,8
gene_ko_441imported_2seeds,344,KO: EG10208,100,7
gene_ko_441imported_2seeds,344,KO: EG10208,101,8
gene_ko_441imported_2seeds,345,KO: G6709,100,8
gene_ko_441imported_2seeds,345,KO: G6709,101,8
gene_ko_441imported_2seeds,346,KO: EG12245,100,8
gene_ko_441imported_2seeds,346,KO: EG12245,101,8
gene_ko_441imported_2seeds,347,KO: EG11470,100,8
gene_ko_441imported_2seeds,347,KO: EG11470,101,8
gene_ko_441imported_2seeds,348,KO: EG10178,100,8
gene_ko_441imported_2seeds,348,KO: EG10178,101,8
gene_ko_441imported_2seeds,349,KO: G6643,100,8
gene_ko_441imported_2seeds,349,KO: G6643,101,8
gene_ko_441imported_2seeds,350,KO: EG10386,100,8
gene_ko_441imported_2seeds,350,KO: EG10386,101,8
gene_ko_441imported_2seeds,351,KO: EG11546,100,8
gene_ko_441imported_2seeds,351,KO: EG11546,101,8
gene_ko_441imported_2seeds,352,KO: G7486,100,8
gene_ko_441imported_2seeds,352,KO: G7486,101,8
gene_ko_441imported_2seeds,353,KO: EG10797,100,5
gene_ko_441imported_2seeds,353,KO: EG10797,101,6
gene_ko_441imported_2seeds,354,KO: EG11314,100,8
gene_ko_441imported_2seeds,354,KO: EG11314,101,8
gene_ko_441imported_2seeds,355,KO: EG10024,100,8
gene_ko_441imported_2seeds,355,KO: EG10024,101,8
gene_ko_441imported_2seeds,356,KO: EG11026,100,5
gene_ko_441imported_2seeds,356,KO: EG11026,101,5
gene_ko_441imported_2seeds,357,KO: EG10908,100,4
gene_ko_441imported_2seeds,357,KO: EG10908,101,5
gene_ko_441imported_2seeds,358,KO: G7716,100,8
gene_ko_441imported_2seeds,358,KO: G7716,101,8
gene_ko_441imported_2seeds,359,KO: EG10207,100,8
gene_ko_441imported_2seeds,359,KO: EG10207,101,8
gene_ko_441imported_2seeds,360,KO: EG10613,100,8
gene_ko_441imported_2seeds,360,KO: EG10613,101,8
gene_ko_441imported_2seeds,361,KO: EG12437,100,8
gene_ko_441imported_2seeds,361,KO: EG12437,101,8
gene_ko_441imported_2seeds,362,KO: EG10068,100,8
gene_ko_441imported_2seeds,362,KO: EG10068,101,8
gene_ko_441imported_2seeds,363,KO: EG10097,100,5
gene_ko_441imported_2seeds,363,KO: EG10097,101,6
gene_ko_441imported_2seeds,364,KO: EG10059,100,8
gene_ko_441imported_2seeds,364,KO: EG10059,101,8
gene_ko_441imported_2seeds,365,KO: EG10139,100,8
gene_ko_441imported_2seeds,365,KO: EG10139,101,8
gene_ko_441imported_2seeds,366,KO: EG10194,100,8
gene_ko_441imported_2seeds,366,KO: EG10194,101,8
gene_ko_441imported_2seeds,367,KO: EG10566,100,8
gene_ko_441imported_2seeds,367,KO: EG10566,101,8
gene_ko_441imported_2seeds,368,KO: EG50001,100,4
gene_ko_441imported_2seeds,368,KO: EG50001,101,5
gene_ko_441imported_2seeds,369,KO: G7399,100,8
gene_ko_441imported_2seeds,369,KO: G7399,101,8
gene_ko_441imported_2seeds,370,KO: EG10915,100,4
gene_ko_441imported_2seeds,370,KO: EG10915,101,5
gene_ko_441imported_2seeds,371,KO: G7664,100,8
gene_ko_441imported_2seeds,371,KO: G7664,101,8
gene_ko_441imported_2seeds,372,KO: EG10769,100,8
gene_ko_441imported_2seeds,372,KO: EG10769,101,7
gene_ko_441imported_2seeds,373,KO: EG10675,100,8
gene_ko_441imported_2seeds,373,KO: EG10675,101,8
gene_ko_441imported_2seeds,374,KO: EG10873,100,5
gene_ko_441imported_2seeds,374,KO: EG10873,101,5
gene_ko_441imported_2seeds,375,KO: EG11169,100,8
gene_ko_441imported_2seeds,375,KO: EG11169,101,8
gene_ko_441imported_2seeds,376,KO: EG10810,100,7
gene_ko_441imported_2seeds,376,KO: EG10810,101,8
gene_ko_441imported_2seeds,377,KO: EG10102,100,8
gene_ko_441imported_2seeds,377,KO: EG10102,101,8
gene_ko_441imported_2seeds,378,KO: EG10025,100,8
gene_ko_441imported_2seeds,378,KO: EG10025,101,8
gene_ko_441imported_2seeds,379,KO: G6503,100,8
gene_ko_441imported_2seeds,379,KO: G6503,101,8
gene_ko_441imported_2seeds,380,KO: EG11577,100,4
gene_ko_441imported_2seeds,380,KO: EG11577,101,4
gene_ko_441imported_2seeds,381,KO: EG11223,100,8
gene_ko_441imported_2seeds,381,KO: EG11223,101,8
gene_ko_441imported_2seeds,382,KO: EG10206,100,8
gene_ko_441imported_2seeds,382,KO: EG10206,101,8
gene_ko_441imported_2seeds,383,KO: EG10220,100,8
gene_ko_441imported_2seeds,383,KO: EG10220,101,8
gene_ko_441imported_2seeds,384,KO: EG10022,100,8
gene_ko_441imported_2seeds,384,KO: EG10022,101,8
gene_ko_441imported_2seeds,385,KO: G6468,100,8
gene_ko_441imported_2seeds,385,KO: G6468,101,8
gene_ko_441imported_2seeds,386,KO: EG10402,100,8
gene_ko_441imported_2seeds,386,KO: EG10402,101,8
gene_ko_441imported_2seeds,387,KO: EG11041,100,8
gene_ko_441imported_2seeds,387,KO: EG11041,101,8
gene_ko_441imported_2seeds,388,KO: EG10075,100,8
gene_ko_441imported_2seeds,388,KO: EG10075,101,8
gene_ko_441imported_2seeds,389,KO: G7893,100,8
gene_ko_441imported_2seeds,389,KO: G7893,101,8
gene_ko_441imported_2seeds,390,KO: G7860,100,8
gene_ko_441imported_2seeds,390,KO: G7860,101,8
gene_ko_441imported_2seeds,391,KO: EG11005,100,8
gene_ko_441imported_2seeds,391,KO: EG11005,101,8
gene_ko_441imported_2seeds,392,KO: EG10700,100,8
gene_ko_441imported_2seeds,392,KO: EG10700,101,8
gene_ko_441imported_2seeds,393,KO: G7858,100,8
gene_ko_441imported_2seeds,393,KO: G7858,101,8
gene_ko_441imported_2seeds,394,KO: EG10910,100,3
gene_ko_441imported_2seeds,394,KO: EG10910,101,4
gene_ko_441imported_2seeds,395,KO: G7530,100,8
gene_ko_441imported_2seeds,395,KO: G7530,101,8
gene_ko_441imported_2seeds,396,KO: EG11335,100,8
gene_ko_441imported_2seeds,396,KO: EG11335,101,8
gene_ko_441imported_2seeds,397,KO: G7423,100,8
gene_ko_441imported_2seeds,397,KO: G7423,101,8
gene_ko_441imported_2seeds,398,KO: G7842,100,8
gene_ko_441imported_2seeds,398,KO: G7842,101,8
gene_ko_441imported_2seeds,399,KO: EG10057,100,8
gene_ko_441imported_2seeds,399,KO: EG10057,101,8
gene_ko_441imported_2seeds,400,KO: EG10874,100,4
gene_ko_441imported_2seeds,400,KO: EG10874,101,5
gene_ko_441imported_2seeds,401,KO: EG10091,100,8
gene_ko_441imported_2seeds,401,KO: EG10091,101,8
gene_ko_441imported_2seeds,402,KO: G6497,100,8
gene_ko_441imported_2seeds,402,KO: G6497,101,8
gene_ko_441imported_2seeds,403,KO: EG11333,100,8
gene_ko_441imported_2seeds,403,KO: EG11333,101,8
gene_ko_441imported_2seeds,404,KO: G7665,100,8
gene_ko_441imported_2seeds,404,KO: G7665,101,8
gene_ko_441imported_2seeds,405,KO: G7516,100,8
gene_ko_441imported_2seeds,405,KO: G7516,101,8
gene_ko_441imported_2seeds,406,KO: EG12957,100,8
gene_ko_441imported_2seeds,406,KO: EG12957,101,8
gene_ko_441imported_2seeds,407,KO: EG10871,100,5
gene_ko_441imported_2seeds,407,KO: EG10871,101,5
gene_ko_441imported_2seeds,408,KO: EG12312,100,8
gene_ko_441imported_2seeds,408,KO: EG12312,101,8
gene_ko_441imported_2seeds,409,KO: EG10790,100,8
gene_ko_441imported_2seeds,409,KO: EG10790,101,8
gene_ko_441imported_2seeds,410,KO: EG12040,100,8
gene_ko_441imported_2seeds,410,KO: EG12040,101,8
gene_ko_441imported_2seeds,411,KO: EG10080,100,8
gene_ko_441imported_2seeds,411,KO: EG10080,101,8
gene_ko_441imported_2seeds,412,KO: EG10560,100,8
gene_ko_441imported_2seeds,412,KO: EG10560,101,8
gene_ko_441imported_2seeds,413,KO: EG10101,100,8
gene_ko_441imported_2seeds,413,KO: EG10101,101,8
gene_ko_441imported_2seeds,414,KO: EG10185,100,8
gene_ko_441imported_2seeds,414,KO: EG10185,101,8
gene_ko_441imported_2seeds,415,KO: EG11000,100,6
gene_ko_441imported_2seeds,415,KO: EG11000,101,6
gene_ko_441imported_2seeds,416,KO: EG10744,100,8
gene_ko_441imported_2seeds,416,KO: EG10744,101,8
gene_ko_441imported_2seeds,417,KO: G6877,100,8
gene_ko_441imported_2seeds,417,KO: G6877,101,8
gene_ko_441imported_2seeds,418,KO: EG11067,100,7
gene_ko_441imported_2seeds,418,KO: EG11067,101,7
gene_ko_441imported_2seeds,419,KO: EG10884,100,5
gene_ko_441imported_2seeds,419,KO: EG10884,101,6
gene_ko_441imported_2seeds,420,KO: G7138,100,8
gene_ko_441imported_2seeds,420,KO: G7138,101,8
gene_ko_441imported_2seeds,421,KO: EG10449,100,5
gene_ko_441imported_2seeds,421,KO: EG10449,101,5
gene_ko_441imported_2seeds,422,KO: EG10946,100,8
gene_ko_441imported_2seeds,422,KO: EG10946,101,8
gene_ko_441imported_2seeds,423,KO: G7948,100,8
gene_ko_441imported_2seeds,423,KO: G7948,101,8
gene_ko_441imported_2seeds,424,KO: G7544,100,8
gene_ko_441imported_2seeds,424,KO: G7544,101,8
gene_ko_441imported_2seeds,425,KO: G6261,100,8
gene_ko_441imported_2seeds,425,KO: G6261,101,8
gene_ko_441imported_2seeds,426,KO: EG10586,100,7
gene_ko_441imported_2seeds,426,KO: EG10586,101,7
gene_ko_441imported_2seeds,427,KO: EG10965,100,8
gene_ko_441imported_2seeds,427,KO: EG10965,101,8
gene_ko_441imported_2seeds,428,KO: EG10444,100,5
gene_ko_441imported_2seeds,428,KO: EG10444,101,5
gene_ko_441imported_2seeds,429,KO: EG11121,100,8
gene_ko_441imported_2seeds,429,KO: EG11121,101,8
gene_ko_441imported_2seeds,430,KO: EG11074,100,8
gene_ko_441imported_2seeds,430,KO: EG11074,101,8
gene_ko_441imported_2seeds,431,KO: G7892,100,8
gene_ko_441imported_2seeds,431,KO: G7892,101,8
gene_ko_441imported_2seeds,432,KO: EG10408,100,8
gene_ko_441imported_2seeds,432,KO: EG10408,101,8
gene_ko_441imported_2seeds,433,KO: EG10882,100,5
gene_ko_441imported_2seeds,433,KO: EG10882,101,5
gene_ko_441imported_2seeds,434,KO: EG11621,100,8
gene_ko_441imported_2seeds,434,KO: EG11621,101,8
gene_ko_441imported_2seeds,435,KO: EG10082,100,8
gene_ko_441imported_2seeds,435,KO: EG10082,101,8
gene_ko_441imported_2seeds,436,KO: EG10900,100,4
gene_ko_441imported_2seeds,436,KO: EG10900,101,4
gene_ko_441imported_2seeds,437,KO: EG11001,100,6
gene_ko_441imported_2seeds,437,KO: EG11001,101,7
gene_ko_441imported_2seeds,438,KO: EG10023,100,8
gene_ko_441imported_2seeds,438,KO: EG10023,101,8
gene_ko_441imported_2seeds,439,KO: G6770,100,8
gene_ko_441imported_2seeds,439,KO: G6770,101,8
gene_ko_441imported_2seeds,440,KO: EG10131,100,8
gene_ko_441imported_2seeds,440,KO: EG10131,101,8
gene_ko_441imported_2seeds,441,KO: EG10088,100,8
gene_ko_441imported_2seeds,441,KO: EG10088,101,8
