config_group,original_variant,new_variant,lineage_seed,resume_generations,initial_state_file
resume_add_5_to8,164,144,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=164/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,164,144,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=164/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,257,212,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=257/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,257,212,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=257/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,140,121,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=140/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,140,121,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=140/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,163,143,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=163/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,163,143,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=163/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,101,86,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=101/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,101,86,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=101/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,54,45,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=54/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,54,45,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=54/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,8,6,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=8/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,8,6,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=8/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,259,214,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=259/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,259,214,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=259/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,153,133,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=153/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,153,133,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=153/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,14,12,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=14/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,14,12,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=14/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,139,120,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=139/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,139,120,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=139/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,88,75,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=88/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,88,75,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=88/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,120,102,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=120/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,120,102,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=120/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,52,43,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=52/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,52,43,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=52/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,7,5,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=7/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,7,5,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=7/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,110,95,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=110/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,110,95,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=110/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,51,42,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=51/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,51,42,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=51/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,252,207,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=252/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,252,207,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=252/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,98,84,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=98/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,98,84,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=98/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,170,149,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=170/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,170,149,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=170/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,22,20,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=22/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,22,20,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=22/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,4,3,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=4/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,4,3,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=4/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,100,85,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=100/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,100,85,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=100/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,156,136,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=156/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,156,136,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=156/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,21,19,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=21/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,21,19,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=21/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,141,122,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=141/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,141,122,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=141/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,194,165,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=194/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,194,165,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=194/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,165,145,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=165/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,165,145,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=165/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,209,178,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=209/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,209,178,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=209/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,127,109,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=127/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,127,109,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=127/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,49,41,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=49/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,49,41,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=49/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,193,164,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=193/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,193,164,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=193/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,155,135,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=155/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,155,135,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=155/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,256,211,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=256/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,256,211,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=256/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,205,175,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=205/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,205,175,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=205/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,121,103,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=121/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,121,103,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=121/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,174,152,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=174/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,174,152,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=174/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,290,239,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=290/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,290,239,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=290/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,56,47,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=56/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,56,47,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=56/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,150,130,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=150/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,150,130,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=150/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,29,25,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=29/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,29,25,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=29/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,111,96,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=111/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,111,96,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=111/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,279,229,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=279/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,279,229,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=279/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,16,14,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=16/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,16,14,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=16/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,55,46,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=55/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,55,46,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=55/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,15,13,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=15/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,15,13,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=15/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,1,1,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=1/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,1,1,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=1/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,250,205,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=250/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,250,205,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=250/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,167,147,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=167/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,167,147,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=167/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,105,90,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=105/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,105,90,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=105/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,123,105,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=123/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,123,105,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=123/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,53,44,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=53/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,53,44,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=53/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,61,52,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=61/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,61,52,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=61/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,113,98,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=113/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,113,98,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=113/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,226,192,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=226/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,226,192,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=226/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,27,24,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=27/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,27,24,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=27/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,166,146,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=166/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,166,146,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=166/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,89,76,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=89/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,89,76,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=89/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,32,27,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=32/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,32,27,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=32/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,162,142,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=162/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,162,142,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=162/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,37,32,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=37/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,37,32,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=37/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,266,218,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=266/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,266,218,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=266/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,23,21,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=23/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,23,21,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=23/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,278,228,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=278/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,278,228,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=278/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,126,108,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=126/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,126,108,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=126/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,161,141,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=161/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,161,141,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=161/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,198,168,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=198/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,198,168,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=198/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,74,62,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=74/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,74,62,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=74/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,151,131,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=151/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,151,131,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=151/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,175,153,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=175/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,175,153,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=175/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,41,35,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=41/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,41,35,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=41/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,197,167,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=197/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,197,167,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=197/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,261,215,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=261/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,261,215,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=261/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,142,123,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=142/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,142,123,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=142/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,92,79,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=92/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,92,79,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=92/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,247,202,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=247/seed=101/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,247,202,100,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=247/seed=100/generation=3/agent_id=000/daughter_state_1.json
resume_add_5_to8,251,206,101,5,/user/work/il22158/vEcoli/out/gene_knockout_TU_ID_rest_list/daughter_states/variant=251/seed=101/generation=3/agent_id=000/daughter_state_1.json
