gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,4,analyzed,32,0,3.0,3.0,0.1392609445524935,0.35242743385563835
EG10004,4,analyzed,27,0,2.0,12.0,0.2909251036659205,4.1965065502183405
EG10011,4,analyzed,28,0,3.0,723.0,0.2585593189240762,248.26670580896115
EG10014,4,analyzed,0,711,0.0,2.0,0.0,0.35716120509339105
EG10015,4,analyzed,39,0,3.0,543.0,0.46145095592822283,139.42270008440056
EG10016,4,analyzed,0,0,0.0,2.0,0.0,0.18553447579905324
EG10017,4,analyzed,118,0,5.0,4.0,0.5943635095959782,0.5376683424461488
EG10018,4,analyzed,2,0,1.0,3.0,0.032219001137572936,0.7424314704047558
EG10026,4,analyzed,0,0,0.0,2.0,0.0,0.4657076804520935
EG10031,4,analyzed,235,42,12.0,42.0,2.15195772632197,20.24399104620014
EG10033,4,analyzed,3,0,1.0,3.0,0.0947855124582584,0.39165535209717073
EG10034,4,analyzed,168,5536,8.0,6.0,1.3516568199332135,0.6149499100950424
EG10035,4,analyzed,44,0,5.0,7.0,0.9418003009063888,1.3815639793035117
EG10039,4,analyzed,24,48584,3.0,8.0,0.6472056071336831,2.476679754871381
EG10040,4,analyzed,0,0,0.0,104.0,0.0,15.12377527430186
EG10044,4,analyzed,25,0,3.0,1160.0,0.5521999192690177,309.5293016770027
EG10046,4,analyzed,16,90398,2.0,5.0,0.532200653187039,1.3942607610729882
EG10050,4,analyzed,0,0,0.0,1.0,0.0,0.09276723789952662
EG10051,4,analyzed,97,158,4.0,6.0,0.766724156911673,0.637150930241092
EG10054,4,analyzed,15,0,3.0,3.0,0.29070492825951344,0.5002752192580089
EG10003,4,analyzed,13,0,2.0,320.0,0.07819896517558989,59.81765806759385
EG10013,4,analyzed,29,0,4.0,169.0,0.13727936589482956,45.50966936993138
EG10028,4,analyzed,23,0,2.0,471.0,0.169865326043081,117.02267806685992
EG10030,4,analyzed,6,0,1.0,519.0,0.08663902242119555,86.82048365197608
EG10032,4,analyzed,148,817,8.0,8638.0,2.424351399948626,2743.222890903086
EG10043,4,analyzed,12,0,2.0,453.0,0.10781255733734542,89.47822098271624
EG10071,4,analyzed,55,1311,4.0,914.0,0.43154379655792446,253.87967414039852
EG10084,4,analyzed,25,715,4.0,281.0,0.4421856078676012,74.48515650801805
EG10085,4,analyzed,0,0,0.0,185.0,0.0,32.05724560566585
EG10107,4,analyzed,94,0,4.0,665.0,0.36938094014898537,157.9543502990716
EG10108,4,analyzed,166,0,18.0,16631.0,3.937029833767568,4974.04297090015
EG10112,4,analyzed,6,421,1.0,16.0,0.058383178598950494,5.150233018971781
EG10122,4,analyzed,4,0,1.0,170.0,0.06142893838758211,33.423544090125134
EG10124,4,analyzed,2,0,1.0,91.0,0.005834648269788265,15.58526292613115
EG10129,4,analyzed,7,225,1.0,405.0,0.19335070272650545,106.44016733330886
EG10138,4,analyzed,7,83,1.0,65.0,0.04297090015045319,20.51289860922535
EG10160,4,analyzed,30,0,2.0,624.0,0.279255807126344,203.20890976477926
EG10167,4,analyzed,38,0,4.0,444.0,0.7146526732963928,146.89391215001285
EG10170,4,analyzed,276,2855,7.0,188.0,0.7413672892737881,43.436644526806354
EG10172,4,analyzed,68,0,3.0,1287.0,0.367509449194525,332.9627536604161
