gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,0,analyzed,95,0,4.0,3.0,0.3652781327199932,0.4198398500724082
EG10004,0,analyzed,92,0,5.0,13.0,0.8500724082119431,5.18059459919925
EG10011,0,analyzed,96,0,4.0,954.0,0.5258539909702701,577.619516142772
EG10014,0,analyzed,2,2037,2.0,56.0,0.06908595280688304,4.281540165261095
EG10015,0,analyzed,159,0,6.0,836.0,1.418902802623733,521.7093875117131
EG10016,0,analyzed,3,0,1.0,7.0,0.028537354118749466,1.7432064059971037
EG10017,0,analyzed,367,0,7.0,5.0,1.5243206405997103,0.6497998125905102
EG10018,0,analyzed,13,0,2.0,4.0,0.1400460005111168,1.5250873157849902
EG10026,0,analyzed,0,0,0.0,2.0,0.0,0.3137831161086975
EG10031,0,analyzed,515,694,20.0,45.0,4.443095664025897,20.295595876991225
EG10033,0,analyzed,4,0,1.0,4.0,0.18902802623732856,0.2642473805264503
EG10034,0,analyzed,355,9039,9.0,7.0,2.2392878439390067,0.8059033989266547
EG10035,0,analyzed,65,0,6.0,8.0,1.1466053326518444,1.474103415963881
EG10039,0,analyzed,73,143547,8.0,12.0,1.6316551665388874,2.725061759945481
EG10040,0,analyzed,10,0,1.0,440.0,0.20576710111593832,164.23958599539995
EG10044,0,analyzed,79,0,5.0,1861.0,1.0979640514524236,812.1912854587273
EG10046,0,analyzed,1,282316,1.0,5.0,0.028324388789505068,0.6990373967118153
EG10050,0,analyzed,0,0,0.0,1.0,0.0,0.7487009114916091
EG10051,0,analyzed,307,418,9.0,9.0,1.9436919669477808,1.0955788397648862
EG10054,0,analyzed,10,0,2.0,3.0,0.2018059459919925,0.32230172927847345
EG10003,0,analyzed,38,0,3.0,483.0,0.2563676633444075,212.88657466564445
EG10013,0,analyzed,75,0,4.0,139.0,0.29321066530368856,89.18992248062015
EG10028,0,analyzed,34,0,3.0,467.0,0.19618366129994036,187.14826646221994
EG10030,0,analyzed,24,202,2.0,523.0,0.19937814123860637,219.23732856290997
EG10032,0,analyzed,364,2951,12.0,9666.0,4.23498594428827,6559.449356844706
EG10043,0,analyzed,43,0,3.0,744.0,0.4603458556946929,376.578924951018
EG10071,0,analyzed,116,716,6.0,967.0,0.6558906210069001,533.6030752193543
EG10084,0,analyzed,29,2111,3.0,363.0,0.3902802623732856,151.47861828094386
EG10085,0,analyzed,0,0,0.0,164.0,0.0,69.49280177187154
EG10107,0,analyzed,147,0,5.0,743.0,0.5341170457449527,305.3108441945651
EG10108,0,analyzed,455,0,19.0,20688.0,8.280560524746571,12436.866768890024
EG10112,0,analyzed,30,429,2.0,48.0,0.18276684555754324,22.10950677229747
EG10122,0,analyzed,20,0,2.0,284.0,0.1362126245847176,100.25151205383763
EG10124,0,analyzed,11,0,2.0,174.0,0.13987562824772126,67.37273191924355
EG10129,0,analyzed,18,884,2.0,601.0,0.454297640344152,255.44454382826476
EG10138,0,analyzed,18,1916,1.0,76.0,0.07364341085271318,41.21973762671437
EG10160,0,analyzed,31,0,3.0,557.0,0.3022403952636511,302.2707641196013
EG10167,0,analyzed,56,0,5.0,471.0,0.9010989010989011,253.5888917284266
EG10170,0,analyzed,803,9950,9.0,172.0,1.7095152909106397,81.92469545957918
EG10172,0,analyzed,170,0,6.0,1375.0,0.8716244995314762,841.327796234773
