gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,1,analyzed,57,666,4.0,4.0,0.4224788982674367,0.6390175794884813
EG10004,1,analyzed,58,0,6.0,14.0,0.8987751475534683,4.960969727740052
EG10011,1,analyzed,48,0,3.0,714.0,0.37697531255949734,439.52865393158595
EG10014,1,analyzed,1,2064,1.0,28.0,0.06777939963190963,2.12248524465317
EG10015,1,analyzed,96,0,7.0,965.0,1.4856889001713525,558.6051913435299
EG10016,1,analyzed,0,0,0.0,2.0,0.0,0.5512470647965984
EG10017,1,analyzed,269,0,8.0,6.0,1.7968521926762708,0.8212223138922383
EG10018,1,analyzed,5,0,1.0,4.0,0.051469188297264705,0.8549850859935267
EG10026,1,analyzed,0,0,0.0,2.0,0.0,0.056863616170590846
EG10031,1,analyzed,308,500,14.0,45.0,4.733324871485689,21.256520911340992
EG10033,1,analyzed,3,0,2.0,4.0,0.2668020562289776,0.21019229548771975
EG10034,1,analyzed,335,10871,14.0,9.0,3.741702100653678,1.2589325379196548
EG10035,1,analyzed,64,0,6.0,9.0,1.876499333629498,1.9930189756933427
EG10039,1,analyzed,58,250011,6.0,11.0,1.8619026464428508,3.2004188614583993
EG10040,1,analyzed,6,0,3.0,1485.0,0.2933934124516088,223.89858475598146
EG10044,1,analyzed,62,0,6.0,2422.0,1.4086437773687885,1263.7906327346577
EG10046,1,analyzed,0,387617,0.0,1.0,0.0,0.15015548645046645
EG10050,1,analyzed,0,0,0.0,1.0,0.0,0.15015548645046645
EG10051,1,analyzed,180,376,8.0,10.0,2.231643079266358,1.4907660087580124
EG10054,1,analyzed,11,0,2.0,3.0,0.20435362061306087,0.33375642571555497
EG10003,1,analyzed,40,0,3.0,575.0,0.4520530557847306,318.8999174969855
EG10013,1,analyzed,41,0,4.0,318.0,0.34003934759154664,99.87212032747351
EG10028,1,analyzed,33,0,3.0,797.0,0.38725645744748366,378.9673795773307
EG10030,1,analyzed,21,0,3.0,842.0,0.23989338071968014,253.1019229548772
EG10032,1,analyzed,265,3771,12.0,12571.0,4.875737767341499,7902.210826934061
EG10043,1,analyzed,21,0,3.0,438.0,0.26229612235831695,235.58856381290855
EG10071,1,analyzed,152,2237,6.0,2467.0,1.7584565589896555,1344.1607539506251
EG10084,1,analyzed,46,2043,4.0,802.0,1.035476296249286,318.972012438916
EG10085,1,analyzed,0,0,0.0,241.0,0.0,75.59186393348988
EG10107,1,analyzed,51,0,4.0,662.0,0.44456432061940726,295.47159992384337
EG10108,1,analyzed,351,0,20.0,22471.0,9.828901440629561,14478.084406930253
EG10112,1,analyzed,19,319,2.0,86.0,0.2614710922129847,36.50656850923399
EG10122,1,analyzed,11,0,2.0,333.0,0.23913181443168116,146.2710541346703
EG10124,1,analyzed,11,0,3.0,304.0,0.35051088405153263,79.83226502506822
EG10129,1,analyzed,19,973,3.0,801.0,0.5355080281779526,304.45249730278607
EG10138,1,analyzed,24,1689,2.0,231.0,0.23925874214634765,107.21812527765438
EG10160,1,analyzed,32,0,4.0,997.0,0.46138224281271817,433.1996572951704
EG10167,1,analyzed,21,0,3.0,326.0,0.5134860696833153,182.14247635971316
EG10170,1,analyzed,511,12996,7.0,237.0,2.032747350383956,126.42977724186076
EG10172,1,analyzed,138,0,5.0,2495.0,1.425842482706099,1352.05140572444
