gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,2,analyzed,28,0,4.0,3.0,0.1243755509844255,0.2547017337643256
EG10004,2,analyzed,25,0,3.0,13.0,0.17848222156920365,5.120298266235674
EG10011,2,analyzed,23,0,3.0,1083.0,0.12668968557155452,240.54694387305318
EG10014,2,analyzed,0,344,0.0,2.0,0.0,0.18770202762268587
EG10015,2,analyzed,27,0,3.0,713.0,0.17631501616220982,145.3828239788422
EG10016,2,analyzed,0,0,0.0,2.0,0.0,0.18770202762268587
EG10017,2,analyzed,128,0,6.0,5.0,0.42018072289156627,0.6003893623273582
EG10018,2,analyzed,1,0,1.0,4.0,0.0075668527769615045,0.6237143696738172
EG10026,2,analyzed,0,0,0.0,3.0,0.0,0.4238539523949456
EG10031,2,analyzed,162,35,7.0,44.0,1.1573611519247722,18.356339994122834
EG10033,2,analyzed,7,0,2.0,4.0,0.5482295033793712,0.3241257713781957
EG10034,2,analyzed,116,5281,5.0,6.0,0.5376138701146047,0.4715324713488099
EG10035,2,analyzed,57,0,7.0,7.0,0.8546135762562445,1.5609021451660299
EG10039,2,analyzed,19,56538,3.0,8.0,0.19934616514839848,2.4325962386129887
EG10040,2,analyzed,3,0,1.0,201.0,0.04227887158389656,55.03827505142522
EG10044,2,analyzed,17,0,2.0,887.0,0.17029091977666766,198.15993241257715
EG10046,2,analyzed,1,96486,1.0,5.0,0.03500587716720541,0.18847340581839553
EG10050,2,analyzed,0,0,0.0,1.0,0.0,0.13241992359682633
EG10051,2,analyzed,79,102,5.0,8.0,0.45437848956802823,0.5226638260358507
EG10054,2,analyzed,36,0,4.0,4.0,0.5246841022627093,0.5861372318542463
EG10003,2,analyzed,14,0,1.0,290.0,0.07489714957390538,88.86519247722597
EG10013,2,analyzed,22,0,2.0,96.0,0.05399647369967676,33.77648398471936
EG10028,2,analyzed,16,0,2.0,327.0,0.0846679400528945,112.74158830443726
EG10030,2,analyzed,11,0,1.0,288.0,0.055980017631501615,110.0394504848663
EG10032,2,analyzed,106,951,7.0,9476.0,1.07658683514546,2550.1611813106083
EG10043,2,analyzed,17,0,3.0,691.0,0.1045401116661769,118.06204084631207
EG10071,2,analyzed,37,1535,2.0,915.0,0.21290038201586836,278.894541580958
EG10084,2,analyzed,17,679,5.0,669.0,0.202101087275933,87.8352189244784
EG10085,2,analyzed,0,0,0.0,446.0,0.0,75.63642374375551
EG10107,2,analyzed,124,0,3.0,841.0,0.4230458419042022,266.7709741404643
EG10108,2,analyzed,129,0,9.0,14360.0,1.7619379958859829,4415.647149573905
EG10112,2,analyzed,7,160,1.0,16.0,0.026226858654128708,6.7844181604466645
EG10122,2,analyzed,6,0,1.0,126.0,0.03280193946517779,41.64468851013811
EG10124,2,analyzed,7,0,1.0,115.0,0.03776079929473994,24.335843373493976
EG10129,2,analyzed,7,430,2.0,286.0,0.10564208051719072,66.28272847487511
EG10138,2,analyzed,18,58,2.0,222.0,0.066595650896268,39.89090508374963
EG10160,2,analyzed,51,0,4.0,1155.0,0.38473405818395534,484.3715471642668
EG10167,2,analyzed,59,0,8.0,750.0,0.7640317367029092,244.24981633852482
EG10170,2,analyzed,252,3216,6.0,197.0,0.4271598589479871,41.05899206582427
EG10172,2,analyzed,59,0,3.0,1289.0,0.22931971789597413,355.91375257126066
