label,project,tu_id,n_genes,n_matched_genes,growth_next_h,zero_growth,essentiality,match
KO: TU00047[c],gene_knockout_TU_ID_rest_list_rerun2,TU00047,2,4,0.85637523989376,False,0,True
KO: TU00054[c],gene_knockout_TU_ID_rest_list_rerun2,TU00054,2,2,0.0,True,1,True
KO: TU00056[c],gene_knockout_TU_ID_rest_list_rerun2,TU00056,2,4,0.0,True,1,True
KO: TU00057[c],gene_knockout_TU_ID_rest_list_rerun2,TU00057,1,2,0.0,True,1,True
KO: TU00058[c],gene_knockout_TU_ID_rest_list_rerun2,TU00058,2,4,0.0,True,1,True
KO: TU00060[c],gene_knockout_TU_ID_rest_list_rerun2,TU00060,1,2,0.0,True,1,True
KO: TU00061[c],gene_knockout_TU_ID_rest_list_rerun2,TU00061,1,2,0.0,True,1,True
KO: TU00067[c],gene_knockout_TU_ID_rest_list_rerun2,TU00067,5,10,0.0,True,1,True
KO: TU00078[c],gene_knockout_TU_ID_rest_list_rerun2,TU00078,2,4,0.8407484285463,False,1,False
KO: TU00082[c],gene_knockout_TU_ID_rest_list_rerun2,TU00082,2,4,0.0,True,1,True
KO: TU00090[c],gene_knockout_TU_ID_rest_list_rerun2,TU00090,1,2,0.0,True,1,True
KO: TU00094[c],gene_knockout_TU_ID_rest_list_rerun2,TU00094,1,2,0.0,True,1,True
KO: TU00101[c],gene_knockout_TU_ID_rest_list_rerun2,TU00101,5,10,0.77409791025264,False,0,True
KO: TU00106[c],gene_knockout_TU_ID_rest_list_rerun2,TU00106,1,2,0.81937075250556,False,0,True
KO: TU00109[c],gene_knockout_TU_ID_rest_list_rerun2,TU00109,1,2,0.86042448915012,False,1,False
KO: TU00111[c],gene_knockout_TU_ID_rest_list_rerun2,TU00111,1,2,0.82661972486256,False,0,True
KO: TU00112[c],gene_knockout_TU_ID_rest_list_rerun2,TU00112,1,2,0.41624558794655997,False,0,True
KO: TU00115[c],gene_knockout_TU_ID_rest_list_rerun2,TU00115,3,4,0.77452913874636,False,0,True
KO: TU00116[c],gene_knockout_TU_ID_rest_list_rerun2,TU00116,1,2,0.7363335696165,False,0,True
KO: TU00117[c],gene_knockout_TU_ID_rest_list_rerun2,TU00117,4,8,0.84745722058776,False,0,True
KO: TU00128[c],gene_knockout_TU_ID_rest_list_rerun2,TU00128,3,6,0.85342535365986,False,0,True
KO: TU00144[c],gene_knockout_TU_ID_rest_list_rerun2,TU00144,5,10,0.7977288361131001,False,1,False
KO: TU00146[c],gene_knockout_TU_ID_rest_list_rerun2,TU00146,3,6,0.8522166225447,False,1,False
KO: TU00147[c],gene_knockout_TU_ID_rest_list_rerun2,TU00147,1,2,0.8326027395244799,False,0,True
KO: TU00157[c],gene_knockout_TU_ID_rest_list_rerun2,TU00157,3,6,0.83016801768924,False,0,True
KO: TU00169[c],gene_knockout_TU_ID_rest_list_rerun2,TU00169,1,2,0.80989510433562,False,0,True
KO: TU00178[c],gene_knockout_TU_ID_rest_list_rerun2,TU00178,3,6,0.0,True,1,True
KO: TU00184[c],gene_knockout_TU_ID_rest_list_rerun2,TU00184,5,10,0.8439871514309999,False,0,True
KO: TU00192[c],gene_knockout_TU_ID_rest_list_rerun2,TU00192,1,2,0.0,True,0,False
KO: TU00205[c],gene_knockout_TU_ID_rest_list_rerun2,TU00205,2,4,0.0,True,1,True
KO: TU00214[c],gene_knockout_TU_ID_rest_list_rerun2,TU00214,3,6,0.78189180356736,False,0,True
KO: TU00218[c],gene_knockout_TU_ID_rest_list_rerun2,TU00218,1,2,0.81879972322932,False,1,False
KO: TU00219[c],gene_knockout_TU_ID_rest_list_rerun2,TU00219,2,4,0.7961903119699201,False,0,True
KO: TU00238[c],gene_knockout_TU_ID_rest_list_rerun2,TU00238,2,4,0.85097987509572,False,0,True
KO: TU00254[c],gene_knockout_TU_ID_rest_list_rerun2,TU00254,2,4,0.76941008345178,False,0,True
KO: TU00256[c],gene_knockout_TU_ID_rest_list_rerun2,TU00256,1,2,0.0,True,1,True
KO: TU00258[c],gene_knockout_TU_ID_rest_list_rerun2,TU00258,2,4,0.80986220440704,False,0,True
KO: TU00270[c],gene_knockout_TU_ID_rest_list_rerun2,TU00270,4,2,0.7888458707213399,False,0,True
KO: TU00280[c],gene_knockout_TU_ID_rest_list_rerun2,TU00280,2,4,0.76528541920698,False,0,True
KO: TU00281[c],gene_knockout_TU_ID_rest_list_rerun2,TU00281,2,4,0.0,True,1,True
KO: TU00313[c],gene_knockout_TU_ID_rest_list_rerun2,TU00313,2,4,0.77854510286838,False,0,True
KO: TU00321[c],gene_knockout_TU_ID_rest_list_rerun2,TU00321,4,8,0.82951036027056,False,0,True
KO: TU00368[c],gene_knockout_TU_ID_rest_list_rerun2,TU00368,3,4,0.82746331873848,False,0,True
KO: TU00444[c],gene_knockout_TU_ID_rest_list_rerun2,TU00444,2,2,0.7811792664091199,False,1,False
KO: TU00455[c],gene_knockout_TU_ID_rest_list_rerun2,TU00455,1,2,0.8015567357028601,False,0,True
KO: TU00467[c],gene_knockout_TU_ID_rest_list_rerun2,TU00467,1,2,0.83329395894738,False,0,True
KO: TU00484[c],gene_knockout_TU_ID_rest_list_rerun2,TU00484,3,4,0.0,True,1,True
KO: TU102[c],gene_knockout_TU_ID_rest_list_rerun2,TU102,1,2,0.8304809601437999,False,0,True
KO: TU164[c],gene_knockout_TU_ID_rest_list_rerun2,TU164,3,4,0.7700858149283999,False,0,True
KO: TU21[c],gene_knockout_TU_ID_rest_list_rerun2,TU21,3,2,0.8680907291441399,False,0,True
KO: TU344[c],gene_knockout_TU_ID_rest_list_rerun2,TU344,1,2,0.86289961037418,False,0,True
KO: TU524[c],gene_knockout_TU_ID_rest_list_rerun2,TU524,4,6,0.80912424838464,False,1,False
KO: TU582[c],gene_knockout_TU_ID_rest_list_rerun2,TU582,1,2,0.8053171025061601,False,0,True
KO: TU5[c],gene_knockout_TU_ID_rest_list_rerun2,TU5,10,18,0.83341329230682,False,0,True
KO: TU67[c],gene_knockout_TU_ID_rest_list_rerun2,TU67,2,4,0.82340730180126,False,0,True
KO: TU862[c],gene_knockout_TU_ID_rest_list_rerun2,TU862,1,2,0.81804021871248,False,0,True
KO: TU872[c],gene_knockout_TU_ID_rest_list_rerun2,TU872,6,6,0.80922022526646,False,1,False
