generation_reconstructed,start_time,end_time,n_points,growth_mean,dry_mass_start,dry_mass_end,fold_change_mass,log_fold_change_mass,project,variant,lineage_seed,label,gene_id,run_type,step_scale
1,0.0,4040.0,203,0.00024241483229630632,266.96266630637876,729.0625332050345,2.730953145217423,1.0046506857048536,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
2,4052.0,6772.0,137,0.00019082847195989902,368.46189916313085,624.4575476933026,1.694768303348601,0.5275460372992954,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
3,6777.0,9997.0,162,0.00021514000976822977,311.7398371951973,626.4978506232503,2.009681714919758,0.697976358745985,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
4,10012.0,13292.0,165,0.00020413343897761745,313.9593627743533,614.2388162012967,1.9564277706945092,0.6711202443760785,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
5,13303.0,16643.0,168,0.00018136428551180487,309.61194350672065,573.4654933690808,1.852207272348435,0.6163780480763285,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
6,16662.0,20402.0,188,0.00020460120959957741,286.5945819755449,621.5674733483418,2.168803991561083,0.7741758596474543,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
7,20408.0,23668.0,164,0.00018419422920172617,310.7775919353287,566.6982144730766,1.8234847980642175,0.6007493945519559,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
8,23689.0,27409.0,187,0.0002040509979296945,285.0217946528586,613.0617074147376,2.1509292233648805,0.765899945683285,gene_ko_metabolic_seed100,5,100,KO: EG10032,EG10032,KO,1.0
1,0.0,4020.0,202,0.00024265870472765485,266.97210497198034,708.9535230768449,2.6555340796794185,0.9766457944185346,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
2,4040.0,6800.0,139,0.00021016155394498176,357.3328661890441,641.2125393959209,1.794440422551819,0.5846932310275424,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
3,6819.0,9979.0,159,0.0002146075748388569,321.4508526642858,637.5292472812855,1.983286844621013,0.6847554909278307,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
4,9989.0,13189.0,161,0.00020835979635320506,318.27141309172737,621.6963149873934,1.9533526713824516,0.6695472148969525,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
5,13209.0,16489.0,165,0.00022856167732507012,314.3894612682633,673.5075444007273,2.1422713779392066,0.7618666577163687,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
6,16498.0,19518.0,152,0.0002117075254810949,336.08943176715104,638.8605483229203,1.9008647340197673,0.6423089058035578,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
7,19537.0,22657.0,157,0.00018978657145482116,321.1887811586291,583.0789962111164,1.815377841367207,0.5962936231127984,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
8,22671.0,26311.0,183,0.00018296769526508715,290.821744133264,566.6666161953078,1.9485015396085468,0.6670606359469674,gene_ko_metabolic_seed100,6,100,KO: EG10043,EG10043,KO,1.0
1,0.0,4100.0,206,0.00023425216118289335,266.96345602132226,699.1993367665248,2.619082578518462,0.9628240955815567,gene_ko_metabolic_seed100,7,100,KO: EG10071,EG10071,KO,1.0
2,4103.0,6923.0,142,0.00021949531302768442,349.51128490358667,651.9148121489961,1.8652182069852996,0.623378047316192,gene_ko_metabolic_seed100,7,100,KO: EG10071,EG10071,KO,1.0
3,6925.0,10025.0,156,0.00015585278592039444,325.5834680175228,528.8129045371472,1.6242007241862988,0.48501583273868754,gene_ko_metabolic_seed100,7,100,KO: EG10071,EG10071,KO,1.0
4,10036.0,14576.0,228,0.000102898315471178,263.48795101128314,422.1205362783338,1.6020487261683465,0.4712832640190376,gene_ko_metabolic_seed100,7,100,KO: EG10071,EG10071,KO,1.0
5,14589.0,22849.0,414,6.604885523012531e-05,210.2989819420228,363.99602869556304,1.730850170239592,0.5486127156827078,gene_ko_metabolic_seed100,7,100,KO: EG10071,EG10071,KO,1.0
6,22869.0,33671.0,542,3.861586317218827e-05,364.34366296129906,279.14970057464916,0.766171417133446,-0.2663493521184923,gene_ko_metabolic_seed100,7,100,KO: EG10071,EG10071,KO,1.0
1,0.0,4040.0,203,0.00024446109717883623,266.9767240713055,719.5962060898089,2.695351846094326,0.9915287509764216,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
2,4044.0,6744.0,136,0.00021929744440086157,358.5991166378633,651.4161329099888,1.8165581081668731,0.5969435612491606,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
3,6749.0,9869.0,157,0.00023864621320146543,326.45410626033254,691.1964984466038,2.117285355557468,0.7501347754910903,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
4,9879.0,12779.0,146,0.00030155027414292243,346.5027963753673,837.5721986522053,2.417216274771016,0.8826165783847253,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
5,12797.0,15137.0,118,0.0002499119202358083,420.99648447144057,759.4901986418311,1.8040297880286769,0.590022933715125,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
6,15144.0,17704.0,129,0.00023792411680349863,380.7330377323166,703.9408250332522,1.8489092231816628,0.6145958561114464,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
7,17720.0,20520.0,141,0.00021879063591377914,352.4020190115183,651.7316048534042,1.8493980445444107,0.614860204814898,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
8,20540.0,23604.0,155,0.00021302207453450847,654.3287859643481,630.6029217557598,0.9637401491153699,-0.036933575567607346,gene_ko_metabolic_seed100,8,100,KO: EG10084,EG10084,KO,1.0
1,0.0,4060.0,204,0.0002412958150606589,266.9644008736259,713.2724888352641,2.671788772215023,0.9827482002348634,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
2,4078.0,6838.0,139,0.00021283900174648852,359.04285720014434,650.0664012432201,1.8105537770964428,0.5936327526802232,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
3,6845.0,9965.0,157,0.00022371267297653034,325.5964212566281,657.1176340023394,2.018196734061808,0.702204406803898,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
4,9977.0,13077.0,156,0.0002281965972661977,329.671760690926,672.948385654501,2.0412679091595103,0.7135711388878148,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
5,13096.0,16056.0,149,0.00022419849798770362,337.61321020506307,657.888393456077,1.9486452945857238,0.6671344104201183,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
6,16067.0,19127.0,154,0.00023260627938632004,330.80259581331495,679.4833083201463,2.0540446686930043,0.7198108584427357,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
7,19134.0,22114.0,150,0.00025124479060139893,338.126419921422,718.8570762156082,2.126000909312751,0.754242707630272,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
8,22133.0,24893.0,139,0.000213145412698224,361.4486071444418,654.8181406161352,1.8116493677743164,0.5942376832528418,gene_ko_metabolic_seed100,10,100,KO: EG10107,EG10107,KO,1.0
1,0.0,4040.0,203,0.000269289907197872,266.9828490349621,793.1644055388335,2.97084403888044,1.08884610061603,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
2,4047.0,6507.0,124,0.00024580658015985576,396.72282751075727,729.2599908072852,1.8382103076423328,0.6087924393912427,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
3,6518.0,9218.0,136,0.00025693804729862147,364.47899843019763,732.8534982723233,2.0106878624796103,0.6984768836661384,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
4,9231.0,11911.0,135,0.00023664595273942824,367.27617139959557,695.6357177988882,1.8940398859746288,0.6387120536628584,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
5,11915.0,14755.0,143,0.00024023203128432176,347.5044534555217,689.7597319114707,1.9848946540184569,0.6855658417073898,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
6,14776.0,17696.0,147,0.00022856715461828215,345.4425126384259,675.1806398822316,1.954538353502952,0.6701540292371339,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
7,17708.0,20668.0,149,0.00021222030954710962,336.6742785730455,632.9062724331948,1.8798771177759521,0.6312064118204795,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
8,20684.0,23884.0,161,0.0002010294911915377,317.6394127874157,606.3805550851769,1.9090217733496595,0.646590950309609,gene_ko_metabolic_seed100,12,100,KO: EG10112,EG10112,KO,1.0
1,0.0,4000.0,201,0.0002657141248315469,266.97364888911227,772.4048809171456,2.893187713960357,1.0623589094612143,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
2,4017.0,6597.0,130,0.00024188301686936035,386.63332321429664,724.9736453511184,1.8750935364908838,0.628658544306574,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
3,6610.0,9290.0,135,0.0002221294316227057,363.71907210668235,662.514278875241,1.8214999698473855,0.5996603209127539,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
4,9299.0,12319.0,152,0.0002032155166924274,333.15259198496244,619.5411703421307,1.8596318481295053,0.6203785370209928,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
5,12335.0,15615.0,165,0.000185420805449086,311.16050857667915,573.2472690167701,1.8422879935469223,0.6110082739002267,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
6,15635.0,19315.0,185,0.00022249646539045665,287.6120336553955,655.2325908812188,2.2781821141263183,0.8233778065733541,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
7,19329.0,22409.0,155,0.00023209558046958725,330.5456298278883,680.9824374415407,2.0601767985742883,0.722791803669399,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
8,22429.0,25311.0,146,0.0002521643639907981,683.9600816234542,712.328356014817,1.0414765059446562,0.04063942356206193,gene_ko_metabolic_seed100,13,100,KO: EG10122,EG10122,KO,1.0
1,0.0,4000.0,201,0.0002502844577417139,266.97364888911227,725.7441578371056,2.7184112022177294,1.000047592813491,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
2,4020.0,6760.0,138,0.00024552920150508874,366.05809124809,722.9634085819337,1.974996389553801,0.6805665702773894,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
3,6774.0,9454.0,135,0.00022589372488991512,362.7502603173608,666.9194173847045,1.8385084460069965,0.6089546157149124,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
4,9459.0,12479.0,152,0.00020351846162716645,335.6385475587074,627.0434778404617,1.8682105568663383,0.6249810512630083,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
5,12495.0,15755.0,164,0.00022595467173763288,315.1995514778886,660.6785503687954,2.0960643734137494,0.7400614784937362,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
6,15761.0,18821.0,154,0.00021908450161707994,332.2235934352666,653.183191785786,1.966095138011497,0.6760494122181732,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
7,18833.0,21933.0,156,0.00021816890392915267,327.0752088829953,645.5880089332688,1.9738212845236314,0.6799714022236343,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
8,21953.0,25078.0,158,0.00018664182774482462,648.3499661217286,581.5823987396434,0.8970192475192488,-0.10867795949552779,gene_ko_metabolic_seed100,14,100,KO: EG10124,EG10124,KO,1.0
1,0.0,4020.0,202,0.00023760205431497367,266.96266630637876,708.0267004809177,2.652156236963686,0.975372983470555,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
2,4040.0,6800.0,139,0.00023164317630758124,358.1280994489541,684.2856221550587,1.9107286560534007,0.6474846646236192,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
3,6817.0,9737.0,147,0.0002399823799465112,344.54406283090077,699.5926170156022,2.0304880927782993,0.7082762039449474,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
4,9758.0,12598.0,143,0.0002272708571834492,350.5478233651186,670.5442575689108,1.912846729818359,0.648592566923355,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
5,12605.0,15585.0,150,0.00023874934874786263,335.36700550442924,686.0691163201152,2.0457263387857463,0.7157529043243701,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
6,15592.0,18552.0,149,0.00023059027578027072,342.3106531547147,679.4155342087156,1.9847922579892336,0.685514252737521,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
7,18558.0,21498.0,148,0.00021464910803578976,340.75402084436973,643.4777357603227,1.888393669327277,0.6357265572840771,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
8,21513.0,24653.0,158,0.0002129994046140271,323.82090202420284,635.6823602065872,1.9630677211784042,0.6745084135165761,gene_ko_metabolic_seed100,16,100,KO: EG10138,EG10138,KO,1.0
1,0.0,4080.0,205,0.00022672177851999927,266.9705593213504,675.8568453811733,2.531578190116648,0.9288428988229083,gene_ko_non_metabolic_seed100,1,100,KO: EG10001,EG10001,KO,1.0
2,4083.0,7043.0,149,0.00022242371027430196,338.28815169629286,656.9565423865731,1.942002813555153,0.6637198186606444,gene_ko_non_metabolic_seed100,1,100,KO: EG10001,EG10001,KO,1.0
3,7053.0,10133.0,155,0.00022926659961003913,329.33555457745206,670.5451842862849,2.0360546408255726,0.7110139356688159,gene_ko_non_metabolic_seed100,1,100,KO: EG10001,EG10001,KO,1.0
4,10151.0,13171.0,152,0.00022177643236429714,338.5858473502806,668.000002032571,1.9729117659826412,0.679510505301825,gene_ko_non_metabolic_seed100,1,100,KO: EG10001,EG10001,KO,1.0
5,13177.0,16157.0,150,0.00024566292242195317,334.2768292179709,698.9974561040947,2.0910736102749783,0.7376776232104101,gene_ko_non_metabolic_seed100,1,100,KO: EG10001,EG10001,KO,1.0
6,16163.0,19003.0,143,0.0002085877961038848,350.8060584797993,638.3310143012002,1.819612286821317,0.5986234491757002,gene_ko_non_metabolic_seed100,1,100,KO: EG10001,EG10001,KO,1.0
7,19019.0,22159.0,158,0.00022059213884572306,321.8514510303987,644.3953642606093,2.002151496280644,0.6942223504978663,gene_ko_non_metabolic_seed100,1,100,KO: EG10001,EG10001,KO,1.0
