status,count,mean,std,median,min,max
Failed<Gen8,116,0.8526158608736242,0.4779313634984901,0.6269662093211794,0.32050265661201277,1.6853602118463085
ReachedGen8,346,0.863495890749184,0.055950996914778194,0.8622223399366638,0.5791451754704631,1.0717257833352245
