generation_reconstructed,start_time,end_time,n_points,growth_mean,dry_mass_start,dry_mass_end,fold_change_mass,log_fold_change_mass,project,variant,lineage_seed,label,gene_id,run_type,step_scale
3,7184.0,9715.0,8,0.00017924030574646035,384.8604824496713,323.7428634282735,0.8411953894762624,-0.17293131605750645,gene_ko_441imported_2seeds,3,100,KO: EG11288,EG11288,KO,20.0
4,10115.0,12845.0,8,0.00014860541236700218,349.98142353181356,279.9466550520418,0.7998900405255208,-0.22328101010433535,gene_ko_441imported_2seeds,3,100,KO: EG11288,EG11288,KO,20.0
5,13245.0,16697.0,10,0.00017246457783105695,300.714215202084,294.4819391467013,0.9792750866426632,-0.02094268854359379,gene_ko_441imported_2seeds,3,100,KO: EG11288,EG11288,KO,20.0
6,17097.0,20281.0,9,0.00019511965109964783,319.0579333212429,319.3763394558616,1.000997957114886,0.0009974594867312053,gene_ko_441imported_2seeds,3,100,KO: EG11288,EG11288,KO,20.0
7,20681.0,23500.0,9,0.00022008390210082385,353.2728119650577,356.41196323211636,1.0088859124187828,0.008846665026930675,gene_ko_441imported_2seeds,3,100,KO: EG11288,EG11288,KO,20.0
8,23900.0,25900.0,6,0.00021362002270536263,391.1724700025909,600.3065439560019,1.5346339274643377,0.42829186886080434,gene_ko_441imported_2seeds,3,100,KO: EG11288,EG11288,KO,20.0
1,0.0,4000.0,11,0.00022426803724706612,266.97343934902676,716.7494848942717,2.684722070637266,0.987577210736165,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
2,4041.0,6695.0,8,0.00016225565939546454,363.587353390403,328.00806679938376,0.9021437729908722,-0.10298137806159183,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
3,7095.0,9753.0,8,0.00017999247379838819,357.1120288730963,309.2863723628061,0.8660766016165601,-0.1437819198089858,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
4,10153.0,13072.0,9,0.0001867387087246792,334.4100581775856,309.0128723279728,0.9240537620548307,-0.07898502499105405,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
5,13472.0,16458.0,9,0.00018705351840790513,338.07272695636186,320.92545563542774,0.9492793415330795,-0.05205217012083152,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
6,16858.0,19656.0,8,0.00018996593039815,350.95471636614343,319.29269047422963,0.9097831588651981,-0.09454899482741089,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
7,20056.0,22829.0,8,0.00020210461181052053,345.8866149622165,332.5287957345703,0.9613809304846751,-0.039384558871195775,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
8,23229.0,25629.0,7,0.0002011274463922424,363.975442642591,580.7459180453943,1.595563463922106,0.46722694276871696,gene_ko_441imported_2seeds,4,100,KO: EG10539,EG10539,KO,20.0
1,0.0,4048.0,12,0.00021736673400693388,266.9807029965192,382.48063480057397,1.4326152808338384,0.3595016416454722,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
2,4448.0,6691.0,7,0.00021503023560624454,427.39320312993993,378.67694521180397,0.8860153658004598,-0.12102098563753279,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
3,7091.0,9266.0,7,0.0002019030000255622,416.76675868090126,346.58567369140997,0.8316058478089284,-0.18439669102573514,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
4,9666.0,12211.0,8,0.00018932846773655367,382.3820796465991,326.00344684991364,0.8525594273434804,-0.15951236276024033,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
5,12611.0,15286.0,8,0.00019824602004760923,356.4001741581726,334.7676088392976,0.939302596105707,-0.0626175981127018,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
6,15686.0,18358.0,8,0.0002264475297834094,370.3218289464993,375.6391810751379,1.0143587326293066,0.014256622317024592,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
7,18758.0,21072.0,7,0.00020782497900463906,418.1149794898133,364.0513078819781,0.8706966402547833,-0.1384616518264448,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
8,21472.0,23472.0,6,0.00023036647854061826,398.5909143919516,629.988109212962,1.5805380566037375,0.457765331221821,gene_ko_441imported_2seeds,5,100,KO: EG12087,EG12087,KO,20.0
1,0.0,4023.0,12,0.00017391135279263043,266.9493849022739,315.2463706554877,1.1809218843897864,0.16629539141187896,gene_ko_441imported_2seeds,6,100,KO: EG10878,EG10878,KO,20.0
2,4423.0,7168.0,8,0.00010742124265153548,335.0562554661625,233.3596716184445,0.6964790772038327,-0.3617175261218359,gene_ko_441imported_2seeds,6,100,KO: EG10878,EG10878,KO,20.0
3,7568.0,13314.0,16,7.534410286785626e-05,242.52392563420403,191.23199375670384,0.7885077451910324,-0.23761304993732763,gene_ko_441imported_2seeds,6,100,KO: EG10878,EG10878,KO,20.0
4,13714.0,24114.0,27,4.936777203038972e-05,195.89466758312238,323.29257473870814,1.6503388209968912,0.5009806128905951,gene_ko_441imported_2seeds,6,100,KO: EG10878,EG10878,KO,20.0
1,0.0,4026.0,12,0.00018556660450003785,266.9493849022739,328.9254174154121,1.2321639832053806,0.20877195950499686,gene_ko_441imported_2seeds,7,100,KO: EG10891,EG10891,KO,20.0
2,4426.0,7174.0,8,0.00019733960680896843,359.06711718031636,328.6839805451741,0.9153831270495192,-0.0884125832576648,gene_ko_441imported_2seeds,7,100,KO: EG10891,EG10891,KO,20.0
3,7574.0,10193.0,8,0.0001297208659355334,354.16501325145737,264.5476594924843,0.7469615845556582,-0.29174152146934346,gene_ko_441imported_2seeds,7,100,KO: EG10891,EG10891,KO,20.0
4,10593.0,14490.0,11,0.00035520289629005416,280.43808458288675,692.3423139838198,2.468788485036133,0.9037275384211854,gene_ko_441imported_2seeds,7,100,KO: EG10891,EG10891,KO,20.0
5,14890.0,16090.0,4,0.0011477651623704158,1040.6511507590826,3970.540206558395,3.815438251004827,1.3390555338935755,gene_ko_441imported_2seeds,7,100,KO: EG10891,EG10891,KO,20.0
1,0.0,4076.0,12,0.00019948185328235696,266.98395458014215,353.03171883294374,1.3222956390323903,0.2793693465584054,gene_ko_441imported_2seeds,8,100,KO: EG10796,EG10796,KO,20.0
2,4476.0,6967.0,8,0.00021073575513903413,389.7254610835696,357.84300188995917,0.9181925165859928,-0.08534819729171876,gene_ko_441imported_2seeds,8,100,KO: EG10796,EG10796,KO,20.0
3,7367.0,9776.0,8,0.00021963179454814565,394.0685850630716,361.43582071012725,0.9171901400165623,-0.08644047814714034,gene_ko_441imported_2seeds,8,100,KO: EG10796,EG10796,KO,20.0
4,10176.0,12595.0,8,0.00023704506425735128,399.07950659173014,384.7265344592113,0.9640348053572133,-0.036627879881028946,gene_ko_441imported_2seeds,8,100,KO: EG10796,EG10796,KO,20.0
