project,variant,lineage_seed,label,gene_id,run_type,n_generations,mean_growth_over_generations,total_fold_change_mass,mean_log_fold_change_mass,step_scale
gene_ko_441imported_2seeds,68,100,KO: EG10791,EG10791,KO,8,0.000208318083311401,1.3177486040521844,0.034490584676337206,20.0
gene_ko_441imported_2seeds,68,101,KO: EG10791,EG10791,KO,8,0.00022153633893851093,0.734297274144822,-0.03860516583917182,20.0
gene_ko_441imported_2seeds,69,100,KO: G7859,G7859,KO,8,0.0001962278705771359,1.2022366258158095,0.02302295960229015,20.0
gene_ko_441imported_2seeds,69,101,KO: G7859,G7859,KO,8,0.00019654764455532116,0.7562925168775883,-0.03491588131910359,20.0
gene_ko_441imported_2seeds,70,100,KO: EG11692,EG11692,KO,8,0.00018599464372725486,1.1532424091374314,0.017822182660724314,20.0
gene_ko_441imported_2seeds,70,101,KO: EG11692,EG11692,KO,8,0.00019359970598136243,0.7250316673109972,-0.040192493253964096,20.0
gene_ko_441imported_2seeds,71,100,KO: EG10100,EG10100,KO,8,0.00021909817001400513,1.1810426058875239,0.020799701584483042,20.0
gene_ko_441imported_2seeds,71,101,KO: EG10100,EG10100,KO,8,0.0002218542916572675,0.8096194040146383,-0.02639887666584556,20.0
gene_ko_441imported_2seeds,72,100,KO: EG11699,EG11699,KO,8,0.00018865842468396697,1.0811119976011028,0.009748767355227894,20.0
gene_ko_441imported_2seeds,72,101,KO: EG11699,EG11699,KO,8,0.00021092906549013914,0.8578543264270979,-0.019165122078486543,20.0
gene_ko_441imported_2seeds,73,100,KO: EG10770,EG10770,KO,7,0.0001324653070426458,0.8936212047558085,-0.016067614560742332,20.0
gene_ko_441imported_2seeds,73,101,KO: EG10770,EG10770,KO,8,0.00013294145358424493,0.4861493582661931,-0.09015492259498209,20.0
gene_ko_441imported_2seeds,74,100,KO: G7889,G7889,KO,8,0.00019706386875349038,1.2312864279166837,0.02600743739896582,20.0
gene_ko_441imported_2seeds,74,101,KO: G7889,G7889,KO,8,0.0001922286416401583,0.6660212407541541,-0.050804214490758004,20.0
gene_ko_441imported_2seeds,75,100,KO: EG11008,EG11008,KO,8,0.00019021397958327791,5.995337503548301,0.22387276055010052,20.0
gene_ko_441imported_2seeds,75,101,KO: EG11008,EG11008,KO,8,0.00020335592644889184,0.9315332689642866,-0.008865421763000217,20.0
gene_ko_441imported_2seeds,76,100,KO: EG10446,EG10446,KO,6,0.00011065086952399441,1.02543143018376,0.004185571921668481,20.0
gene_ko_441imported_2seeds,76,101,KO: EG10446,EG10446,KO,6,0.00012775204398267315,0.6380323858048136,-0.07489437257935248,20.0
gene_ko_441imported_2seeds,77,100,KO: EG10098,EG10098,KO,8,0.00021909817001400513,1.1810426058875239,0.020799701584483042,20.0
gene_ko_441imported_2seeds,77,101,KO: EG10098,EG10098,KO,8,0.0002218542916572675,0.8096194040146383,-0.02639887666584556,20.0
gene_ko_441imported_2seeds,78,100,KO: EG10390,EG10390,KO,7,0.000138907432093746,0.6722505027204713,-0.05673203371652989,20.0
gene_ko_441imported_2seeds,78,101,KO: EG10390,EG10390,KO,8,0.00014151455752682739,0.39376629177033406,-0.11649971422169954,20.0
gene_ko_441imported_2seeds,79,100,KO: EG10710,EG10710,KO,7,0.00013022438500974473,0.7851978988828393,-0.03454564178343193,20.0
gene_ko_441imported_2seeds,79,101,KO: EG10710,EG10710,KO,7,0.00014525469172005674,0.6020274963870339,-0.07249316566498168,20.0
gene_ko_441imported_2seeds,80,100,KO: G7868,G7868,KO,8,0.0001883550096939271,1.260909798300048,0.028979190318104087,20.0
gene_ko_441imported_2seeds,80,101,KO: G7868,G7868,KO,8,0.00021223679205085365,0.795452394669707,-0.028605534534537472,20.0
gene_ko_441imported_2seeds,81,100,KO: EG10629,EG10629,KO,8,0.00019580460542388328,1.1986532841856412,0.02264983292580628,20.0
gene_ko_441imported_2seeds,81,101,KO: EG10629,EG10629,KO,8,0.00019356887577637612,0.7348390496648195,-0.038512972974599546,20.0
gene_ko_441imported_2seeds,82,100,KO: G6662,G6662,KO,8,0.00020297183072861435,1.1979714640477046,0.022578709968735747,20.0
gene_ko_441imported_2seeds,82,101,KO: G6662,G6662,KO,8,0.00021964407560712176,0.7716468284398326,-0.032403538718211264,20.0
gene_ko_441imported_2seeds,83,100,KO: EG10007,EG10007,KO,8,0.00019988903504358926,1.2671042006884212,0.029591767502005942,20.0
gene_ko_441imported_2seeds,83,101,KO: EG10007,EG10007,KO,8,0.00020165595778238988,0.8028705852925381,-0.02744521775536833,20.0
gene_ko_441imported_2seeds,84,100,KO: EG10876,EG10876,KO,6,0.00039978196014028026,10.776083520649737,0.3962215316158524,20.0
gene_ko_441imported_2seeds,84,101,KO: EG10876,EG10876,KO,7,0.00013262482495277772,0.30948657701108706,-0.16754865110195719,20.0
gene_ko_441imported_2seeds,85,100,KO: EG12144,EG12144,KO,8,0.00019957563559747936,1.2125000097142253,0.02408554398015418,20.0
gene_ko_441imported_2seeds,85,101,KO: EG12144,EG12144,KO,8,0.0001836623962870985,0.8868770848247444,-0.015006110039603629,20.0
gene_ko_441imported_2seeds,86,100,KO: EG10652,EG10652,KO,8,0.00019306865753744394,1.244635235925905,0.027355312974583275,20.0
gene_ko_441imported_2seeds,86,101,KO: EG10652,EG10652,KO,8,0.0001931819394249902,0.8010598070404247,-0.027727458654051268,20.0
gene_ko_441imported_2seeds,87,100,KO: EG20049,EG20049,KO,8,0.00020286783986465923,1.2038475158277804,0.023190336360315637,20.0
gene_ko_441imported_2seeds,87,101,KO: EG20049,EG20049,KO,8,0.00021489052287545701,0.778759339994912,-0.031256651922434445,20.0
gene_ko_441imported_2seeds,88,100,KO: EG10445,EG10445,KO,6,0.00011645203695569716,1.0242746096907,0.00399744403188292,20.0
gene_ko_441imported_2seeds,88,101,KO: EG10445,EG10445,KO,6,0.00012337477162106765,0.6039059848343286,-0.08405612456841703,20.0
gene_ko_441imported_2seeds,89,100,KO: EG11268,EG11268,KO,8,0.0002140245674232916,1.1888033140093395,0.02161839783379861,20.0
gene_ko_441imported_2seeds,89,101,KO: EG11268,EG11268,KO,8,0.0002047052418250465,0.9019792001325521,-0.012895477363175228,20.0
gene_ko_441imported_2seeds,90,100,KO: EG10072,EG10072,KO,8,0.00021019021086418578,1.1130826992547664,0.013391671568405143,20.0
gene_ko_441imported_2seeds,90,101,KO: EG10072,EG10072,KO,8,0.00021125581768766845,0.825580222754075,-0.023958604942406356,20.0
gene_ko_441imported_2seeds,91,100,KO: EG11796,EG11796,KO,8,0.0001925450883940193,1.1096256303294378,0.01300283605780679,20.0
gene_ko_441imported_2seeds,91,101,KO: EG11796,EG11796,KO,8,0.0002061679279953882,0.8340518984809369,-0.022682456270636003,20.0
gene_ko_441imported_2seeds,92,100,KO: G0-10441,G0-10441,KO,8,0.0002000813235460671,1.1995381060079844,0.022742071379554273,20.0
gene_ko_441imported_2seeds,92,101,KO: G0-10441,G0-10441,KO,8,0.00018468353355908918,0.7628686447553591,-0.033833677350275884,20.0
gene_ko_441imported_2seeds,93,100,KO: EG10123,EG10123,KO,8,0.0002091006767552256,1.3435005440746564,0.036909819255179666,20.0
gene_ko_441imported_2seeds,93,101,KO: EG10123,EG10123,KO,8,0.00022006489435895897,0.8818392241603337,-0.015718190640484284,20.0
gene_ko_441imported_2seeds,94,100,KO: EG12088,EG12088,KO,8,0.00021081418059394627,1.1799998434660361,0.020689288227707867,20.0
gene_ko_441imported_2seeds,94,101,KO: EG12088,EG12088,KO,8,0.00020786329286644586,0.788387675349462,-0.02972066703874421,20.0
gene_ko_441imported_2seeds,95,100,KO: EG10865,EG10865,KO,6,0.0003559365487673948,4.698299834127871,0.2578667843089414,20.0
gene_ko_441imported_2seeds,95,101,KO: EG10865,EG10865,KO,6,0.0003611724141935147,5.035871026258838,0.2694310842500774,20.0
gene_ko_441imported_2seeds,96,100,KO: EG12715,EG12715,KO,8,0.0002095867687318677,1.1808657665971791,0.020780983744627834,20.0
gene_ko_441imported_2seeds,96,101,KO: EG12715,EG12715,KO,8,0.0001922114661561304,0.7615655881305113,-0.03404737252224477,20.0
gene_ko_441imported_2seeds,97,100,KO: G7833,G7833,KO,8,0.00021529180227647878,1.1765789035010241,0.020326374154456192,20.0
gene_ko_441imported_2seeds,97,101,KO: G7833,G7833,KO,8,0.00021346155734533167,0.7522873252841076,-0.03557961831400251,20.0
gene_ko_441imported_2seeds,98,100,KO: EG10920,EG10920,KO,6,0.0006338271198912192,5.652129945823317,0.2886720759467171,20.0
gene_ko_441imported_2seeds,98,101,KO: EG10920,EG10920,KO,6,0.00037563676720430957,6.079922489284767,0.30083199123731885,20.0
gene_ko_441imported_2seeds,99,100,KO: EG12625,EG12625,KO,8,0.00020264730339823687,1.1624113760099246,0.018812077485362386,20.0
gene_ko_441imported_2seeds,99,101,KO: EG12625,EG12625,KO,8,0.0001982997108248394,0.8862533775201328,-0.015094048764866794,20.0
