variant,seed,generation,average concentrations,max concentrations,min concentrations,st dev concentrations,average fluxes,max fluxes,min fluxes,st dev fluxes
0,000125,generation_000000,"[0.0003905493431674228, 0.0, 0.0, 0.0, 1.2094535991372096e-05, 0.0, 2.399451248452005e-05, 0.0, 0.0005698700573902696, 0.0, 0.0005598784903964149, 0.003800028317978751, 0.0, 0.0, 0.0, 0.009597813914153869, 6.914541160468591e-05, 0.0, 0.00010871427267742602, 0.0, 0.00041096495517972464, 0.0, 0.0, 9.99772079361739e-05, 1.216833937735794e-05, 0.0, 0.00019359174666621837, 0.0, 0.0040005160708443495, 0.0, 0.004200145606023781, 0.0, 0.00015036359718557463, 0.0, 6.83606547024266e-05, 0.0, 2.952238055049592e-05, 0.0, 1.8654709462734357e-05, 0.0, 0.0005108008361552398, 0.0, 0.00018122320739078203, 0.0, 1.84499424795044e-05, 0.0, 0.0004998860185217472, 0.0026008112315648183, 0.0, 0.002601339758646561, 0.0, 0.0005708487614355045, 0.0, 0.09597902389594333, 0.0, 42.73269087195933, 1.8105471355331245e-08, 1.3479965430144954e-06, 2.162824308327017e-08, 2.5186996604719183e-07, 2.3689305302877973e-09, 4.4872101459640075e-07, 7.049075241482554e-08, 5.66461107077325e-07, 1.1844652651438987e-09, 7.886726268629284e-08, 3.416079523061873e-08, 5.14432540864865e-08, 5.468002012561934e-08, 2.17899398604818e-07, 5.922326325719506e-09, 9.47572212115119e-09, 1.9217239921093074e-07, 9.838574697859706e-07, 2.985911636432759e-08, 5.211647166633159e-08, 2.497458998441718e-07, 1.3494072636861188e-07, 3.436449707447763e-07, 2.0689004032027565e-08, 4.737861060575595e-09, 2.842716636345357e-08, 5.9588976297074476e-08, 2.8124420367150913e-08, 3.586663407650452e-07, 1.4429857698636713e-07, 5.838841072399881e-08, 2.120652395480115e-08, 1.2474854370109323e-07, 4.8861145073357884e-08, 2.487377056802182e-08, 1.3459197152079817e-07, 3.898302182383e-08, 7.127380852439075e-08, 1.9662633821003597e-07, 2.648524977436705e-07, 7.31973866534686e-08, 2.2863389909409804e-07, 3.0714977171362156e-07]","[0.0003915643254101142, 0.0, 0.0, 0.0, 1.2341758062546508e-05, 0.0, 2.399960259608363e-05, 0.0, 0.0005700001647327449, 0.0, 0.0005599998248926702, 0.0038011006288868167, 0.0, 0.0, 0.0, 0.00960000075274607, 7.027566994412181e-05, 0.0, 0.00010996576725468927, 0.0, 0.00041230669541591987, 0.0, 0.0, 0.00010000036585050818, 1.2562045142281168e-05, 0.0, 0.0001954547837222979, 0.0, 0.004002256817054291, 0.0, 0.004201360325600703, 0.0, 0.0001509912660862236, 0.0, 6.896754976145674e-05, 0.0, 3.0255938247517762e-05, 0.0, 1.935592898226477e-05, 0.0, 0.000511878466710537, 0.0, 0.00018246400246863878, 0.0, 4.017276371922172e-05, 0.0, 0.0004999998075523812, 0.002602558612085348, 0.0, 0.002603453665021575, 0.0, 0.0005720715837051193, 0.0, 0.09598169834147702, 0.0, 42.733412416833126, 2.6094593785520464e-08, 1.4466951335965008e-06, 3.098733012030555e-08, 3.048915228721927e-07, 3.261824223190058e-09, 5.388289453047667e-07, 8.317651769134648e-08, 6.491030204148216e-07, 1.630912111595029e-09, 9.527816143885881e-08, 5.391553333372403e-08, 9.180046187820566e-08, 7.665286924496637e-08, 2.5425873847092155e-07, 8.154560557975145e-09, 1.3047296892760232e-08, 2.48748512724423e-07, 1.0442116441814524e-06, 4.077280278987573e-08, 7.176013291018127e-08, 2.9959573061258564e-07, 1.6146029904790788e-07, 4.463398708745548e-07, 3.098733012030555e-08, 6.523648446380116e-09, 3.9141890678280696e-08, 8.317651769134648e-08, 3.9141890678280696e-08, 3.9803322412607664e-07, 1.7357653231600355e-07, 7.93808509022801e-08, 2.7871722176328444e-08, 1.3893834224684511e-07, 6.022371386401464e-08, 3.424915434349561e-08, 1.458020244387025e-07, 4.567520348685341e-08, 8.97001661377266e-08, 2.233651939865852e-07, 2.8730262740177545e-07, 9.296199036091665e-08, 2.9110873509883544e-07, 3.287424844952814e-07]","[0.0, 0.0, 0.0, 0.0, 0.0, 7.320505709291184e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.320505709291184e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.373747065167911e-07, 0.0, 0.0, 0.0, 3.948389495687728e-08, 0.0, 7.722761010092567e-10, 0.0, 1.365439144256614e-08, 0.0, 1.512346290830886e-08, 3.19447743424571e-07, 0.0, 0.0, 0.0, 2.2986502411042407e-07, 3.369554018429701e-07, 0.0, 2.428049208878387e-07, 0.0, 4.2064677541635724e-07, 0.0, 0.0, 2.448798641179015e-09, 8.589122014758127e-08, 0.0, 5.694848602676104e-07, 0.0, 5.587686564994775e-07, 0.0, 4.053885316671991e-07, 0.0, 1.5425077623784384e-07, 0.0, 1.5510723433812347e-07, 0.0, 2.1942085634134202e-07, 0.0, 2.318671790281136e-07, 0.0, 3.2671447380995516e-07, 0.0, 4.1084464536412295e-07, 0.0, 4.018472347776401e-06, 0.0, 1.196912630295416e-08, 5.457934432337754e-07, 0.0, 6.769497297417746e-07, 0.0, 3.696533023767532e-07, 0.0, 7.91783518764167e-06, 0.0, 0.001170926018443703, 3.910287609995271e-09, 6.817455596056061e-08, 4.5582980028796135e-09, 5.094983182468762e-08, 4.5362917802875936e-10, 7.086863929924947e-08, 7.120322713157075e-09, 4.245880547492534e-08, 2.2681458901437968e-10, 9.32573551705235e-09, 1.112084735424084e-08, 2.6258856331055063e-08, 1.0863401173141386e-08, 3.733643501415803e-08, 1.134072945071899e-09, 1.8145167121150374e-09, 4.7320446205186e-08, 5.2421932049261136e-08, 5.393223587614573e-09, 9.979841916632701e-09, 3.3916710431812545e-08, 1.3708710927520333e-08, 7.401796927771033e-08, 4.762000370714447e-09, 9.072583560575187e-10, 5.443550136345117e-09, 1.2232405322107874e-08, 5.816832279056751e-09, 2.582939160774254e-08, 1.7908793018082243e-08, 1.1226538756046531e-08, 3.896811712981007e-09, 7.1503564857002606e-09, 5.405407278929661e-09, 4.763106369301971e-09, 8.429842925541004e-09, 3.3825165744556384e-09, 9.333385894843807e-09, 1.475833384628284e-08, 1.6924924864122605e-08, 7.869063127139183e-09, 3.7735017890981075e-08, 1.4697004351640722e-08]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0386715246050048e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00369910477052392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001612451745969967, 0.0037094914857699703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4333062210480822e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02035799558155592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022438633378930994, 0.020366897894091383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 7.320505709291184e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.320505709291184e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.989223200724069e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005418183215844115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005665239184894174, 0.005417757763460998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,000125,generation_000001,"[0.0003906146070912222, 0.0, 0.0, 0.0, 1.2096799836796266e-05, 0.0, 2.3994248326091387e-05, 0.0, 0.0005698635698073328, 0.0, 0.0005598756527007824, 0.0037999826294186382, 0.0, 0.0, 0.0, 0.0095977023368602, 6.918864449001451e-05, 0.0, 0.00010888279689418145, 0.0, 0.0004109628019538104, 0.0, 0.0, 9.997607418145288e-05, 1.2160526485967983e-05, 0.0, 0.00019379464696101366, 0.0, 0.004000479964342538, 0.0, 0.004200182887346276, 0.0, 0.00015043863580742505, 0.0, 6.840864961177712e-05, 0.0, 2.9479319426514187e-05, 0.0, 1.8782480756847046e-05, 0.0, 0.0005107385726666556, 0.0, 0.00018121002554876393, 0.0, 1.877118452259638e-05, 0.0, 0.0004998803182019158, 0.002600762235968491, 0.0, 0.002601262031261223, 0.0, 0.0005710488348647343, 0.0, 0.09597830736975776, 0.0, 42.732242931546935, 7.892796098866851e-09, 1.4142915438249966e-06, 1.986608017636201e-08, 3.416964373724357e-07, 1.1275422998381238e-09, 3.776153527625426e-07, 1.2431660458291707e-07, 4.171172896300051e-07, 0.0, 1.3073224819927602e-07, 2.1357426545026047e-08, 6.170252389120905e-08, 3.8941874054449076e-08, 1.751524310461474e-07, 7.484605697545758e-08, 2.2550845996762476e-09, 1.1834096596328758e-07, 9.277641829287685e-07, 3.089608577638767e-08, 1.4453136639551405e-08, 1.8869573146112793e-07, 1.488228122370709e-07, 2.576743797218248e-07, 7.892796098866851e-09, 2.2550845996762476e-09, 1.7820285706296962e-08, 2.8709016185259755e-08, 1.8183505870872518e-08, 2.529202457013427e-07, 1.4443749841652267e-07, 8.230516814591614e-08, 4.949344005746108e-08, 9.510073844797496e-08, 8.718201566577839e-08, 5.4974584705597934e-08, 1.0983179504609017e-07, 3.742892290683697e-08, 5.4297384586724367e-08, 1.4442860822070966e-07, 2.972168864666479e-07, 5.5194040457152884e-08, 1.8421245627945978e-07, 2.810615699889594e-07]","[0.00039173348486884035, 0.0, 0.0, 0.0, 1.2320338868277726e-05, 0.0, 2.399595647089834e-05, 0.0, 0.0005698754082330706, 0.0, 0.0005598872295776928, 0.0038010336370632044, 0.0, 0.0, 0.0, 0.009597907139878644, 7.054354730522873e-05, 0.0, 0.00011024290395762102, 0.0, 0.00041259014456787065, 0.0, 0.0, 9.997833124611489e-05, 1.2472091146661474e-05, 0.0, 0.00019581653776033366, 0.0, 0.00400236029753217, 0.0, 0.004201732836790395, 0.0, 0.00015105153993847127, 0.0, 6.89894263506097e-05, 0.0, 3.0320703819798647e-05, 0.0, 1.9724730825498103e-05, 0.0, 0.0005119603568949272, 0.0, 0.00018275602790094345, 0.0, 4.2253124562886586e-05, 0.0, 0.0004998916741010462, 0.002602898737672136, 0.0, 0.0026037653246724014, 0.0, 0.0005724004018297115, 0.0, 0.09598128355226523, 0.0, 42.733132243534136, 1.1669234628145368e-08, 1.5835872249602057e-06, 2.681841193718744e-08, 4.7249116503886776e-07, 1.6670335183064812e-09, 4.5447429383479933e-07, 1.8001342202269435e-07, 4.522626531263501e-07, 0.0, 1.7055647521389627e-07, 3.334067036612962e-08, 9.501782919622087e-08, 5.638840176494295e-08, 2.300506255262944e-07, 1.0408481889795941e-07, 3.3340670366129625e-09, 1.8003961997709998e-07, 1.0129164351660215e-06, 4.109244844482987e-08, 2.1671435737984257e-08, 2.5172206126427867e-07, 1.8840451985440822e-07, 3.7674957513726474e-07, 1.1669234628145368e-08, 3.3340670366129625e-09, 4.7313626270858104e-08, 4.3342871475968514e-08, 2.833956981121018e-08, 3.467429718077481e-07, 1.58929266286672e-07, 1.0704470229080536e-07, 6.140035566895462e-08, 1.1197777747979489e-07, 1.1184652300106104e-07, 6.960566237132854e-08, 1.2386512006618992e-07, 4.6676938512581474e-08, 6.668134073225924e-08, 1.567097374021892e-07, 3.2072823813289005e-07, 6.642287023144669e-08, 2.583901953375046e-07, 3.300726366246833e-07]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.1552803804768568e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014842795472800525, 3.1552803804768568e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.803253125854917e-07, 0.0, 0.0, 0.0, 4.1549898551201984e-08, 0.0, 4.805966445621584e-10, 0.0, 2.359985424689013e-09, 0.0, 5.858733441870939e-09, 3.5273737533978756e-07, 0.0, 0.0, 0.0, 3.8911639115183834e-08, 4.013434049218523e-07, 0.0, 3.7059750820232955e-07, 0.0, 4.7063877399444027e-07, 0.0, 0.0, 6.231489087022105e-10, 7.057920948337742e-08, 0.0, 6.565394565804112e-07, 0.0, 6.044532389963563e-07, 0.0, 4.5915659010286025e-07, 0.0, 1.8464280209324262e-07, 0.0, 1.7735446704450535e-07, 0.0, 2.3173893675041038e-07, 0.0, 2.8324722276111223e-07, 0.0, 3.572885973855981e-07, 0.0, 4.706367779094988e-07, 0.0, 3.964926676278272e-06, 0.0, 2.0891145561722024e-09, 6.384904096621653e-07, 0.0, 7.601824673553449e-07, 0.0, 4.571411822137926e-07, 0.0, 6.611953497913177e-07, 0.0, 0.00017296789883922318, 1.901373974415213e-09, 1.1790324666790431e-07, 5.016869809562761e-09, 8.366653350247714e-08, 2.716248534878871e-10, 4.3427740995418826e-08, 3.512955601715204e-08, 2.319747923245431e-08, 0.0, 2.3046331973186788e-08, 5.950856042722656e-09, 8.662483390919569e-09, 8.236570540194491e-09, 2.6633033163066364e-08, 2.3126285631223874e-08, 5.432497069757742e-10, 3.170627915240794e-08, 5.501299798506265e-08, 5.973951312187332e-09, 3.782334643658073e-09, 2.8307587742103606e-08, 2.4234363127518478e-08, 5.639999492156376e-08, 1.901373974415213e-09, 5.432497069757742e-10, 9.297753733543654e-09, 7.602582673237026e-09, 4.6142064682218604e-09, 3.733962044900344e-08, 8.99679443875702e-09, 1.518036001552894e-08, 1.158843200362962e-08, 5.815466708500454e-09, 1.3642725695848095e-08, 9.594722880875235e-09, 4.819039910806341e-09, 5.0006712291930516e-09, 5.030131092171524e-09, 9.926148852301117e-09, 1.22996647250343e-08, 4.643263880391119e-09, 3.2535538673207525e-08, 1.8398322902516554e-08]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.943610051550628e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0020113578864642146, 4.943610051550628e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 7.308503054382784e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002637338352553095, 7.308503054382784e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.1552803804768568e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014842795472800525, 3.1552803804768568e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.1909373385649678e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003483073572286056, 1.1909373385649678e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
