gene_symbol,Gene,RNA ID,failed_before_gen8,Rousset_all_strains_M9,rousset_bool,expected_category,criteria_match,n_simulations
talb,talB,EG11556_RNA,False,0,False,expected_nonessential,True,2
thil,thiL,G6234_RNA,False,0,False,expected_nonessential,True,2
thrb,thrB,EG10999_RNA,False,1,True,expected_essential,False,2
thrc,thrC,EG11000_RNA,False,1,True,expected_essential,False,2
thrs,thrS,EG11001_RNA,False,1,True,expected_essential,False,2
thya,thyA,EG11002_RNA,False,0,False,expected_nonessential,True,2
tils,tilS,G6096_RNA,False,0,False,expected_nonessential,True,2
tmk,tmk,EG12302_RNA,False,1,True,expected_essential,False,2
tnaa,tnaA,EG11005_RNA,False,0,False,expected_nonessential,True,2
tolb,tolB,EG11008_RNA,False,0,False,expected_nonessential,True,2
tppb,tppB,G6877_RNA,False,0,False,expected_nonessential,True,2
tref,treF,EG12245_RNA,False,0,False,expected_nonessential,True,2
trpa,trpA,EG11024_RNA,False,0,False,expected_nonessential,True,2
trpc,trpC,EG11026_RNA,False,0,False,expected_nonessential,True,2
trpd,trpD,EG11027_RNA,False,0,False,expected_nonessential,True,2
trpe,trpE,EG11028_RNA,False,0,False,expected_nonessential,True,2
trpr,trpR,EG11029_RNA,False,0,False,expected_nonessential,True,2
trps,trpS,EG11030_RNA,False,1,True,expected_essential,False,2
truc,truC,G7449_RNA,False,0,False,expected_nonessential,True,2
trxb,trxB,EG11032_RNA,True,0,False,expected_nonessential,False,2
ttdb,ttdB,EG11169_RNA,False,0,False,expected_nonessential,True,2
tyra,tyrA,EG11039_RNA,False,0,False,expected_nonessential,True,2
tyrb,tyrB,EG11040_RNA,False,0,False,expected_nonessential,True,2
tyrp,tyrP,EG11041_RNA,False,0,False,expected_nonessential,True,2
tyrs,tyrS,EG11043_RNA,False,1,True,expected_essential,False,2
uact,uacT,G7507_RNA,False,0,False,expected_nonessential,True,2
ugpq,ugpQ,EG11050_RNA,False,0,False,expected_nonessential,True,2
ulad,ulaD,G7858_RNA,False,0,False,expected_nonessential,True,2
ulae,ulaE,G7859_RNA,False,0,False,expected_nonessential,True,2
ulaf,ulaF,G7860_RNA,False,0,False,expected_nonessential,True,2
uxub,uxuB,EG20248_RNA,False,0,False,expected_nonessential,True,2
vals,valS,EG11067_RNA,False,1,True,expected_essential,False,2
visc,visC,EG11333_RNA,False,0,False,expected_nonessential,True,2
waaa,waaA,EG10520_RNA,False,1,True,expected_essential,False,2
waab,waaB,EG11351_RNA,False,0,False,expected_nonessential,True,2
xanq,xanQ,G7501_RNA,True,0,False,expected_nonessential,False,2
xdhb,xdhB,G7486_RNA,False,0,False,expected_nonessential,True,2
xyla,xylA,EG11074_RNA,False,0,False,expected_nonessential,True,2
xylb,xylB,EG11075_RNA,False,0,False,expected_nonessential,True,2
ybas,ybaS,G6261_RNA,False,0,False,expected_nonessential,True,2
ybbo,ybbO,G6269_RNA,False,0,False,expected_nonessential,True,2
ybcf,ybcF,EG12384_RNA,False,0,False,expected_nonessential,True,2
ybgt,ybgT,G0-10441_RNA,False,0,False,expected_nonessential,True,2
ybji,ybjI,G6442_RNA,False,0,False,expected_nonessential,True,2
ycao,ycaO,G6468_RNA,False,0,False,expected_nonessential,True,2
ycia,yciA,EG11121_RNA,False,0,False,expected_nonessential,True,2
ydbk,ydbK,G6701_RNA,False,0,False,expected_nonessential,True,2
yddg,yddG,EG12713_RNA,False,0,False,expected_nonessential,True,2
yeig,yeiG,EG12026_RNA,False,0,False,expected_nonessential,True,2
yeje,yejE,EG12040_RNA,False,0,False,expected_nonessential,True,2
yfau,yfaU,G7158_RNA,False,0,False,expected_nonessential,True,2
yfbr,yfbR,G7185_RNA,False,0,False,expected_nonessential,True,2
ygah,ygaH,G7406_RNA,False,0,False,expected_nonessential,True,2
yhbo,yhbO,G7647_RNA,False,0,False,expected_nonessential,True,2
yiay,yiaY,EG12293_RNA,False,0,False,expected_nonessential,True,2
yigl,yigL,EG11470_RNA,False,0,False,expected_nonessential,True,2
yihx,yihX,EG11850_RNA,False,0,False,expected_nonessential,True,2
yjeh,yjeH,G7833_RNA,False,0,False,expected_nonessential,True,2
yjhh,yjhH,G7911_RNA,False,0,False,expected_nonessential,True,2
ylii,yliI,G6437_RNA,False,0,False,expected_nonessential,True,2
yrfg,yrfG,G7742_RNA,False,0,False,expected_nonessential,True,2
ytfg,ytfG,G7868_RNA,False,0,False,expected_nonessential,True,2
zwf,zwf,EG11221_RNA,False,0,False,expected_nonessential,True,2
