gene_id,gene_name,gene_symbol,RNA ID,overall_label_death,label_death_bool,Rousset_all_strains_M9,rousset_bool,expected_category,criteria_match,n_simulations
1219,leuA,leua,EG11226_RNA,deadly_gene,True,1,True,expected_essential,True,2
1220,fdnG,fdng,EG11227_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1224,rpmI,rpmi,EG11231_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
1225,rpmJ,rpmj,EG11232_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
1257,fmt,fmt,EG11268_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1273,argE,arge,EG11286_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
1275,mak,mak,EG11288_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1299,purB,purb,EG11314_RNA,deadly_gene,True,1,True,expected_essential,True,2
1303,fabG,fabg,EG11318_RNA,not_deadly,False,1,True,expected_essential,False,2
1318,visC,visc,EG11333_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1320,nadR,nadr,EG11335_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1334,waaB,waab,EG11351_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1357,folE,fole,EG11375_RNA,not_deadly,False,1,True,expected_essential,False,2
1361,appB,appb,EG11379_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1406,sthA,stha,EG11428_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1421,rpiA,rpia,EG11443_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
1439,corA,cora,EG11463_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1446,yigL,yigl,EG11470_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1460,gadB,gadb,EG11490_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1478,sra,sra,EG11508_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
1507,pyrH,pyrh,EG11539_RNA,deadly_gene,True,1,True,expected_essential,True,2
1514,nadC,nadc,EG11546_RNA,not_deadly,False,1,True,expected_essential,False,2
1523,talB,talb,EG11556_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1541,leuD,leud,EG11575_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
