feature_name
gene_available__EG10016
gene_available__EG10027
gene_available__EG10036
gene_available__EG10052
gene_available__EG10073
gene_available__EG10095
gene_available__EG10099
gene_available__EG10100
gene_available__EG10105
gene_available__EG10109
gene_available__EG10118
gene_available__EG10120
gene_available__EG10137
gene_available__EG10182
gene_available__EG10188
gene_available__EG10196
gene_available__EG10214_RNA[c]
gene_available__EG10361
gene_available__EG10420
gene_available__EG10539
gene_available__EG10549
gene_available__EG10582
gene_available__EG10707
gene_available__EG10759
gene_available__EG10774
gene_available__EG10808
gene_available__EG10928
gene_available__EG10982_RNA[c]
gene_available__EG11024
gene_available__EG11026
gene_available__EG11029
gene_available__EG11040
gene_available__EG11050
gene_available__EG11112
gene_available__EG11221
gene_available__EG11288
gene_available__EG11663
gene_available__EG11692
gene_available__EG11699
gene_available__EG11736
gene_available__EG12075
gene_available__EG12078
gene_available__EG12087
gene_available__EG12293
gene_available__EG12424
gene_available__EG12662_RNA[c]
gene_available__EG12663_RNA[c]
gene_available__EG12712
gene_available__EG12713
gene_available__EG20248
gene_available__G6237
gene_available__G6397
gene_available__G6561
gene_available__G6701
gene_available__G6775
gene_available__G6842
gene_available__G6941
gene_available__G6943
gene_available__G7836
gene_available__G7859
gene_available__TU0-1021[c]
gene_available__TU0-1063[c]
gene_available__TU0-12797[c]
gene_available__TU0-12810[c]
gene_available__TU0-12812[c]
gene_available__TU0-12827[c]
gene_available__TU0-12831[c]
gene_available__TU0-12833[c]
gene_available__TU0-12921[c]
gene_available__TU0-12924[c]
gene_available__TU0-12942[c]
gene_available__TU0-12947[c]
gene_available__TU0-12962[c]
gene_available__TU0-12963[c]
gene_available__TU0-13010[c]
gene_available__TU0-13018[c]
gene_available__TU0-13066[c]
gene_available__TU0-13069[c]
gene_available__TU0-13078[c]
gene_available__TU0-13080[c]
gene_available__TU0-13084[c]
gene_available__TU0-13087[c]
gene_available__TU0-13093[c]
gene_available__TU0-13100[c]
gene_available__TU0-13106[c]
gene_available__TU0-13135[c]
gene_available__TU0-13182[c]
gene_available__TU0-13189[c]
gene_available__TU0-13209[c]
gene_available__TU0-13215[c]
gene_available__TU0-13350[c]
gene_available__TU0-13373[c]
gene_available__TU0-13440[c]
gene_available__TU0-13444[c]
gene_available__TU0-13499[c]
gene_available__TU0-13514[c]
gene_available__TU0-13519[c]
gene_available__TU0-13539[c]
gene_available__TU0-13552[c]
gene_available__TU0-13565[c]
gene_available__TU0-13580[c]
gene_available__TU0-13593[c]
gene_available__TU0-13627[c]
gene_available__TU0-13637[c]
gene_available__TU0-13642[c]
gene_available__TU0-13651[c]
gene_available__TU0-13713[c]
gene_available__TU0-13736[c]
gene_available__TU0-13741[c]
gene_available__TU0-13783[c]
gene_available__TU0-13785[c]
gene_available__TU0-13792[c]
gene_available__TU0-13807[c]
gene_available__TU0-13823[c]
gene_available__TU0-13837[c]
gene_available__TU0-13839[c]
gene_available__TU0-13848[c]
gene_available__TU0-13883[c]
gene_available__TU0-13885[c]
gene_available__TU0-13929[c]
gene_available__TU0-13935[c]
gene_available__TU0-13984[c]
gene_available__TU0-14004[c]
gene_available__TU0-14018[c]
gene_available__TU0-14042[c]
gene_available__TU0-14049[c]
gene_available__TU0-14070[c]
gene_available__TU0-14099[c]
gene_available__TU0-14120[c]
gene_available__TU0-14121[c]
gene_available__TU0-14151[c]
gene_available__TU0-14158[c]
gene_available__TU0-14159[c]
gene_available__TU0-14161[c]
gene_available__TU0-14162[c]
gene_available__TU0-14176[c]
gene_available__TU0-14192[c]
gene_available__TU0-14225[c]
gene_available__TU0-14254[c]
gene_available__TU0-14257[c]
gene_available__TU0-14290[c]
gene_available__TU0-14291[c]
gene_available__TU0-14313[c]
gene_available__TU0-14356[c]
gene_available__TU0-14366[c]
gene_available__TU0-14394[c]
gene_available__TU0-14396[c]
gene_available__TU0-14399[c]
gene_available__TU0-14415[c]
gene_available__TU0-14417[c]
gene_available__TU0-14431[c]
gene_available__TU0-14454[c]
gene_available__TU0-14459[c]
gene_available__TU0-14467[c]
gene_available__TU0-14472[c]
gene_available__TU0-14474[c]
gene_available__TU0-14496[c]
gene_available__TU0-14506[c]
gene_available__TU0-14509[c]
gene_available__TU0-14511[c]
gene_available__TU0-14513[c]
gene_available__TU0-14521[c]
gene_available__TU0-14536[c]
gene_available__TU0-14537[c]
gene_available__TU0-14538[c]
gene_available__TU0-14547[c]
gene_available__TU0-14571[c]
gene_available__TU0-14629[c]
gene_available__TU0-14634[c]
gene_available__TU0-14640[c]
gene_available__TU0-14642[c]
gene_available__TU0-14654[c]
gene_available__TU0-14693[c]
gene_available__TU0-14787[c]
gene_available__TU0-14792[c]
gene_available__TU0-1547[c]
gene_available__TU0-1601[c]
gene_available__TU0-1881[c]
gene_available__TU0-1962[c]
gene_available__TU0-198711[c]
gene_available__TU0-198714[c]
gene_available__TU0-198743[c]
gene_available__TU0-198746[c]
gene_available__TU0-198747[c]
gene_available__TU0-198873[c]
gene_available__TU0-1[c]
gene_available__TU0-2302[c]
gene_available__TU0-3123[c]
gene_available__TU0-3501[c]
gene_available__TU0-3581[c]
gene_available__TU0-3602[c]
gene_available__TU0-3645[c]
gene_available__TU0-3862[c]
gene_available__TU0-3901[c]
gene_available__TU0-4181[c]
gene_available__TU0-42451[c]
gene_available__TU0-42461[c]
gene_available__TU0-42478[c]
gene_available__TU0-42482[c]
gene_available__TU0-42499[c]
gene_available__TU0-42509[c]
gene_available__TU0-42568[c]
gene_available__TU0-42569[c]
gene_available__TU0-42571[c]
gene_available__TU0-42602[c]
gene_available__TU0-42616[c]
gene_available__TU0-42684[c]
gene_available__TU0-4444[c]
gene_available__TU0-45147[c]
gene_available__TU0-45181[c]
gene_available__TU0-45222[c]
gene_available__TU0-45225[c]
gene_available__TU0-45229[c]
gene_available__TU0-45231[c]
gene_available__TU0-45255[c]
gene_available__TU0-45265[c]
gene_available__TU0-45291[c]
gene_available__TU0-4562[c]
gene_available__TU0-4682[c]
gene_available__TU0-4802[c]
gene_available__TU0-4929[c]
gene_available__TU0-4961[c]
gene_available__TU0-5061[c]
gene_available__TU0-5162[c]
gene_available__TU0-5186[c]
gene_available__TU0-5402[c]
gene_available__TU0-5501[c]
gene_available__TU0-5561[c]
gene_available__TU0-5961[c]
gene_available__TU0-6408[c]
gene_available__TU0-6409[c]
gene_available__TU0-6422[c]
gene_available__TU0-6425[c]
gene_available__TU0-6441[c]
gene_available__TU0-6482[c]
gene_available__TU0-6485[c]
gene_available__TU0-6501[c]
gene_available__TU0-6506[c]
gene_available__TU0-6512[c]
gene_available__TU0-6562[c]
gene_available__TU0-6569[c]
gene_available__TU0-6623[c]
gene_available__TU0-6630[c]
gene_available__TU0-6631[c]
gene_available__TU0-6635[c]
gene_available__TU0-6649[c]
gene_available__TU0-6652[c]
gene_available__TU0-6884[c]
gene_available__TU0-6886[c]
gene_available__TU0-7162[c]
gene_available__TU0-7163[c]
gene_available__TU0-7281[c]
gene_available__TU0-7341[c]
gene_available__TU0-7521[c]
gene_available__TU0-7861[c]
gene_available__TU0-7981[c]
gene_available__TU0-8121[c]
gene_available__TU0-8343[c]
gene_available__TU0-8346[c]
gene_available__TU0-8360[c]
gene_available__TU0-8472[c]
gene_available__TU0-8473[c]
gene_available__TU0-8492[c]
gene_available__TU0-8493[c]
gene_available__TU0-8574[c]
gene_available__TU0-8610[c]
gene_available__TU0-8726[c]
gene_available__TU0-8745[c]
gene_available__TU0-8772[c]
gene_available__TU0-8773[c]
gene_available__TU0-8793[c]
gene_available__TU0-8806[c]
gene_available__TU0-8818[c]
gene_available__TU0-8862[c]
gene_available__TU0-901[c]
gene_available__TU00001[c]
gene_available__TU00003[c]
gene_available__TU00004[c]
gene_available__TU00006[c]
gene_available__TU00008[c]
gene_available__TU00009[c]
