project,variant,label,mean_growth_rate,median_growth_rate,std_growth_rate,max_growth_rate,initial_dry_mass,final_dry_mass,max_dry_mass,fold_change_mass,duration_sec,n_timepoints,generations_used,source_file,lineage_seed,gene_extracted,ko_tu_id,run_type
gene_knockout_TU_ID_rest_list_rerun,59,KO: TU0-13823[c],0.0002264607708379,0.000225216526412,2.581824274247693e-05,0.0003299856448666,365.7044738814262,683.2138375210495,715.5028355954018,1.868212959687692,24083.0,1208,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13823[c],TU0-13823[c],KO
gene_knockout_TU_ID_rest_list_rerun,60,KO: TU0-13837[c],0.000250699878195,0.0002525278312918,4.153797348091147e-05,0.0005942803033087,366.1731828939157,708.1481153748568,797.1452401274623,1.933915831242112,21784.0,1094,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13837[c],TU0-13837[c],KO
gene_knockout_TU_ID_rest_list_rerun,61,KO: TU0-13839[c],0.0002189612498349,0.0002215592059823,3.145600827036956e-05,0.0003017928219697,366.1633282775082,651.2619154877896,699.2223156040272,1.7786104319933715,24753.0,1242,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13839[c],TU0-13839[c],KO
gene_knockout_TU_ID_rest_list_rerun,62,KO: TU0-13848[c],0.0002282342885806,0.0002251393195257,2.9471157978885625e-05,0.0003077973431329,366.1386700394052,619.5984611408464,726.5314529838879,1.6922508105307834,23418.0,1175,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13848[c],TU0-13848[c],KO
gene_knockout_TU_ID_rest_list_rerun,63,KO: TU0-13883[c],0.0002184378240498,0.0002147177873939,2.890060325276309e-05,0.0003022194196837,366.1693636467862,600.0529803852976,728.8696627533782,1.63873070758623,24442.0,1227,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13883[c],TU0-13883[c],KO
gene_knockout_TU_ID_rest_list_rerun,64,KO: TU0-13885[c],0.0002387069461271,0.0002378237643736,3.5814542047185247e-05,0.0005766439043585,366.1465077879533,699.7688828227772,729.1720583604904,1.9111718067458257,22877.0,1148,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13885[c],TU0-13885[c],KO
gene_knockout_TU_ID_rest_list_rerun,65,KO: TU0-13929[c],0.0002165817839851,0.0002174819579578,3.13443706187463e-05,0.0005964117204178,366.1913733807395,617.5067558580881,698.2013454578087,1.6862952017606625,24632.0,1236,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13929[c],TU0-13929[c],KO
gene_knockout_TU_ID_rest_list_rerun,66,KO: TU0-13935[c],4.799224847140412e-05,4.068924283394179e-05,2.077686884977408e-05,0.0002065878387062,366.1530349454039,254.4909990656031,458.22598467981175,0.6950399826770508,20970.0,1050,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13935[c],TU0-13935[c],KO
gene_knockout_TU_ID_rest_list_rerun,67,KO: TU0-13984[c],0.0002242745322148,0.0002115377575002,0.0005508033140503,0.0200063269310004,366.0512989265567,704.3575148124582,720.2466184186706,1.9242043857732036,25892.0,1298,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-13984[c],TU0-13984[c],KO
gene_knockout_TU_ID_rest_list_rerun,68,KO: TU0-14004[c],0.0001138856392456,0.0001125874152441,2.1506285626909928e-05,0.0001753672958907,366.1535981694029,544.878911126689,544.878911126689,1.488115681098941,3480.0,175,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-14004[c],TU0-14004[c],KO
gene_knockout_TU_ID_rest_list_rerun,69,KO: TU0-14018[c],0.000255559614471,0.0002536391114004,6.449585267177098e-05,0.0017488019738652,366.19087326361694,675.8781854678607,781.9523411641665,1.845699155318115,21156.0,1062,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-14018[c],TU0-14018[c],KO
gene_knockout_TU_ID_rest_list_rerun,70,KO: TU0-14042[c],4.759701437786661e-05,4.2710737785352725e-05,2.150050389963696e-05,0.0002244837531609,366.0842890091484,250.48339776069088,457.91512180445625,0.6842232930526864,21269.0,1065,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-14042[c],TU0-14042[c],KO
gene_knockout_TU_ID_rest_list_rerun,71,KO: TU0-14049[c],0.000222742510416,0.0002227588412587,2.930260001702299e-05,0.0006077815498293,365.74661638378495,622.9359744692968,718.4181158957067,1.7031899860848967,23802.0,1193,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-14049[c],TU0-14049[c],KO
gene_knockout_TU_ID_rest_list_rerun,72,KO: TU0-14070[c],0.000228309428254,0.0002296823642704,2.950901746461398e-05,0.0003465796672185,366.09634304224414,607.5498311005988,748.8965380002626,1.6595353727160644,23249.0,1166,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-14070[c],TU0-14070[c],KO
gene_knockout_TU_ID_rest_list_rerun,73,KO: TU0-14099[c],0.0002237202644862,0.0002200133324475,2.8544255306262845e-05,0.0003082929502345,366.1080836764087,627.2378244274066,739.7777460423711,1.7132586042044409,24039.0,1205,8,growth_rate_summary_gene_knockout_TU_ID_rest_list_rerun12_seed10_all.csv,10,TU0-14099[c],TU0-14099[c],KO
