operon_id,num_tus,tu_ids
OP719,1,TU0-14020[c]
OP720,1,EG11197_RNA[c]
OP721,1,TU0-8606[c]
OP722,1,TU0-14105[c]
OP723,1,TU0-5062[c]
OP724,1,TU0-14106[c]
OP725,1,TU0-2021[c]
OP726,1,TU0-14133[c]
OP727,1,TU0-14146[c]
OP728,2,TU0-14153[c];TU0-8502[c]
OP729,1,TU0-13254[c]
OP730,1,TU00209[c]
OP731,1,TU0-45243[c]
OP732,2,TU0-42478[c];TU0-42508[c]
OP733,1,TU00157[c]
OP734,1,TU00040[c]
OP735,1,TU0-7784[c]
OP736,1,TU0-8500[c]
OP737,1,TU0-12889[c]
OP738,1,TU0-3141[c]
OP739,1,TU0-13046[c]
OP740,1,TU0-8564[c]
OP741,1,TU-8382[c]
OP742,1,TU0-13081[c]
OP743,1,TU0-8202[c]
OP744,1,TU0-13221[c]
OP745,1,TU0-13735[c]
OP746,1,TU0-1261[c]
OP747,1,TU0-13090[c]
OP748,1,TU0-12913[c]
OP749,1,TU0-8872[c]
OP750,1,TU0-8602[c]
OP751,1,TU0-13922[c]
OP752,1,TU-8433[c]
OP753,1,TU0-13999[c]
OP754,1,TU0-13983[c]
OP755,1,TU00258[c]
OP756,1,TU0-6886[c]
OP757,1,TU-8443[c]
OP758,1,TU0-8828[c]
OP759,1,TU0-13538[c]
OP760,2,TU0-13539[c];folE[c]
OP761,1,TU0-14235[c]
OP762,1,TU0-14232[c]
OP763,2,TU0-1061[c];TU0-1062[c]
OP764,1,EG11298_RNA[c]
OP765,1,EG11299_RNA[c]
OP766,1,TU0-13329[c]
OP767,1,TU0-13003[c]
OP768,1,TU0-13004[c]
OP769,1,TU0-13248[c]
OP770,1,TU0-13249[c]
OP771,1,TU00208[c]
OP772,1,TU00054[c]
OP773,1,TU0-8578[c]
OP774,1,TU00137[c]
OP775,1,TU0-7441[c]
OP776,2,TU0-14625[c];TU0-45169[c]
OP777,1,TU00197[c]
OP778,1,TU00423[c]
OP779,1,TU0-1741[c]
OP780,2,TU00439[c];upp[c]
OP781,1,TU0-8847[c]
OP782,1,TU00452[c]
OP783,1,TU0-6404[c]
OP784,1,TU0-8150[c]
OP785,3,TU0-14525[c];TU0-14744[c];TU0-7162[c]
OP786,1,TU0-13185[c]
OP787,1,TU0-13125[c]
OP788,1,TU0-14364[c]
OP789,1,TU-8408[c]
OP790,1,TU-8411[c]
OP791,2,TU0-14515[c];TU00415[c]
OP792,2,TU0-14368[c];TU0-6301[c]
OP793,3,TU0-13887[c];TU0-13888[c];TU0-42495[c]
OP794,1,TU0-13913[c]
OP795,1,TU0-14231[c]
OP796,1,TU0-13500[c]
OP797,1,TU0-14028[c]
OP798,1,TU0-7804[c]
OP799,1,TU0-8337[c]
OP800,1,TU00369[c]
OP801,1,TU0-13667[c]
OP802,1,TU0-8335[c]
OP803,1,TU0-13828[c]
OP804,1,TU0-13829[c]
OP805,1,TU0-2621[c]
OP806,1,TU00279[c]
OP807,1,TU0-13890[c]
OP808,3,TU-8435[c];TU0-14761[c];ahpC[c]
OP809,1,TU0-7461[c]
OP810,1,TU00431[c]
OP811,1,TU0-1981[c]
OP812,1,TU0-13173[c]
OP813,1,TU0-13172[c]
OP814,1,TU0-14097[c]
OP815,1,TU0-14054[c]
OP816,2,TU0-13962[c];TU0-45242[c]
OP817,1,TU00213[c]
OP818,1,TU0-42452[c]
OP819,1,TU0-8504[c]
OP820,1,TU00255[c]
OP821,1,TU0-8615[c]
OP822,1,TU0-45200[c]
OP823,2,TU0-14501[c];TU0-4783[c]
OP824,2,TU0-14492[c];TU00370[c]
OP825,1,TU0-13554[c]
OP826,1,TU00143[c]
OP827,1,TU0-1841[c]
OP828,1,TU0-13802[c]
OP829,1,TU0-7521[c]
OP830,1,TU00399[c]
OP831,1,TU0-13144[c]
OP832,1,TU0-42504[c]
OP833,1,TU241[c]
OP834,1,TU00190[c]
OP835,1,TU0-8616[c]
OP836,1,TU0-8683[c]
OP837,1,TU0-13957[c]
OP838,1,TU0-7341[c]
OP839,1,TU0-8343[c]
OP840,1,TU0-13716[c]
OP841,3,TU0-14786[c];TU0-198701[c];TU0-3721[c]
OP842,1,TU0-8808[c]
OP843,1,TU0-8603[c]
OP844,1,TU0-14040[c]
OP845,1,TU0-13641[c]
OP846,1,TU0-8605[c]
OP847,1,TU00455[c]
OP848,1,TU0-14043[c]
OP849,1,TU0-14044[c]
OP850,1,TU0-14045[c]
OP851,1,TU0-14048[c]
OP852,1,TU0-8501[c]
OP853,1,TU0-14050[c]
OP854,1,TU0-14051[c]
OP855,1,TU0-5881[c]
OP856,4,TU0-14052[c];TU0-14053[c];TU0-42519[c];tatA[c]
OP857,1,TU0-13354[c]
OP858,3,TU0-14514[c];TU0-42695[c];TU0-45224[c]
OP859,2,TU0-41793[c];TU0-45231[c]
OP860,1,TU0-14227[c]
OP861,1,TU0-13135[c]
OP862,1,TU0-45279[c]
OP863,1,TU0-13905[c]
OP864,2,TU0-42628[c];TU00338[c]
OP865,1,TU00235[c]
OP866,1,TU0-12837[c]
OP867,2,TU0-2302[c];metQ[c]
OP868,1,TU0-13433[c]
OP869,2,TU00277[c];ftsH[c]
OP870,2,TU0-3901[c];TU0-7141[c]
OP871,1,TU00405[c]
OP872,1,TU0-12790[c]
OP873,1,TU0-12791[c]
OP874,1,TU0-13892[c]
OP875,1,TU0-8686[c]
OP876,2,TU0-14783[c];TU685[c]
OP877,1,TU0-13949[c]
OP878,1,TU0-13025[c]
OP879,1,TU0-13027[c]
OP880,1,TU0-13030[c]
OP881,1,TU0-13951[c]
OP882,1,TU0-13279[c]
OP883,1,TU0-8819[c]
OP884,1,TU0-13204[c]
OP885,1,EG11529_RNA[c]
OP886,1,TU0-4187[c]
OP887,1,TU0-45251[c]
OP888,1,TU0-8689[c]
OP889,2,TU0-5001[c];TU00407[c]
OP890,1,TU0-14017[c]
OP891,1,TU0-14349[c]
OP892,1,TU0-8740[c]
OP893,1,TU0-1021[c]
OP894,1,TU0-13114[c]
OP895,1,TU0-14032[c]
OP896,1,TU0-6623[c]
OP897,1,TU0-14103[c]
OP898,1,EG11544_RNA[c]
OP899,1,EG11545_RNA[c]
OP900,1,TU0-12812[c]
OP901,2,TU-8430[c];TU00333[c]
OP902,1,TU0-8490[c]
OP903,2,TU0-14405[c];TU424[c]
OP904,1,TU0-13883[c]
OP905,1,TU00393[c]
OP906,1,TU0-12789[c]
OP907,1,TU0-8121[c]
OP908,2,TU0-14529[c];TU00247[c]
OP909,1,TU142[c]
OP910,1,TU0-12799[c]
OP911,1,TU0-12801[c]
OP912,1,TU0-12804[c]
OP913,1,TU0-198868[c]
OP914,1,TU0-13931[c]
OP915,1,TU0-8567[c]
OP916,1,TU0-13051[c]
OP917,4,TU0-14506[c];TU0-14616[c];TU0-44196[c];TU0-7603[c]
OP918,1,TU00365[c]
OP919,3,TU0-13006[c];TU0-13007[c];TU0-14470[c]
OP920,1,TU0-13005[c]
OP921,3,TU0-1123[c];TU0-198870[c];TU0-7262[c]
OP922,1,TU0-8526[c]
OP923,1,TU0-13655[c]
OP924,1,TU0-13847[c]
OP925,1,TU0-7282[c]
OP926,1,TU0-14274[c]
OP927,1,TU0-4403[c]
OP928,1,TU0-13188[c]
OP929,1,TU863[c]
OP930,1,TU0-7541[c]
OP931,1,TU0-3882[c]
OP932,1,TU0-14345[c]
OP933,1,TU00245[c]
OP934,1,TU0-1241[c]
OP935,2,TU0-7881[c];TU00244[c]
OP936,1,TU0-2081[c]
OP937,1,TU582[c]
OP938,1,TU0-12937[c]
OP939,1,TU00454[c]
OP940,1,TU0-14676[c]
OP941,1,TU0-8161[c]
OP942,1,TU0-14459[c]
OP943,1,TU0-7681[c]
OP944,1,TU0-12981[c]
OP945,1,TU0-1421[c]
OP946,1,TU0-8827[c]
OP947,1,TU0-8704[c]
OP948,1,TU0-8705[c]
OP949,1,TU0-13308[c]
OP950,1,TU0-41801[c]
OP951,1,TU0-8706[c]
OP952,1,TU0-13546[c]
OP953,1,TU0-42602[c]
OP954,1,TU0-12839[c]
OP955,1,TU0-8541[c]
OP956,1,TU0-12840[c]
OP957,3,TU0-13898[c];TU0-42560[c];TU0-42561[c]
OP958,1,TU0-14229[c]
OP959,1,TU0-12959[c]
OP960,1,TU0-8719[c]
OP961,1,TU0-13455[c]
OP962,1,TU0-13456[c]
OP963,1,TU0-13917[c]
OP964,1,TU0-8512[c]
OP965,1,TU0-3425[c]
OP966,1,TU0-13562[c]
OP967,1,TU00114[c]
OP968,1,TU0-13848[c]
OP969,1,TU0-8756[c]
OP970,1,TU00313[c]
OP971,1,TU00287[c]
OP972,1,TU0-13040[c]
OP973,2,TU0-12818[c];TU0-14300[c]
OP974,1,TU0-13751[c]
OP975,1,TU0-14003[c]
OP976,1,TU0-14006[c]
OP977,1,TU-8434[c]
OP978,1,TU0-14008[c]
OP979,1,TU0-14009[c]
OP980,1,TU0-14010[c]
OP981,1,TU0-14011[c]
OP982,1,TU0-14012[c]
OP983,1,TU0-8765[c]
OP984,1,TU0-14013[c]
OP985,1,TU0-14014[c]
OP986,1,TU0-8595[c]
OP987,1,TU0-14819[c]
OP988,2,TU0-14615[c];TU00233[c]
OP989,1,TU0-14015[c]
OP990,1,TU0-8596[c]
OP991,1,TU0-14016[c]
OP992,1,TU0-8597[c]
OP993,1,TU0-6003[c]
OP994,1,TU0-8598[c]
OP995,1,TU0-42468[c]
OP996,1,TU0-8600[c]
OP997,1,TU0-14022[c]
OP998,1,TU0-14023[c]
OP999,1,TU-8419[c]
OP1000,1,TU0-8601[c]
OP1001,1,TU0-14025[c]
OP1002,3,TU0-14026[c];TU0-14027[c];TU0-36404[c]
OP1003,1,TU0-14031[c]
OP1004,1,TU0-14033[c]
OP1005,1,TU864[c]
OP1006,1,TU0-13116[c]
OP1007,1,TU0-12838[c]
OP1008,1,TU784[c]
OP1009,1,TU00307[c]
OP1010,1,TU0-8792[c]
OP1011,1,TU0-13290[c]
OP1012,1,TU0-13289[c]
OP1013,1,TU0-42600[c]
OP1014,1,TU0-8540[c]
OP1015,1,TU0-12817[c]
OP1016,1,TU0-13933[c]
OP1017,2,TU0-7722[c];TU00391[c]
OP1018,1,TU0-8777[c]
OP1019,1,EG11754_RNA[c]
OP1020,1,TU0-13276[c]
OP1021,1,TU0-13280[c]
OP1022,1,TU0-13988[c]
OP1023,1,TU0-13991[c]
OP1024,1,TU0-13992[c]
OP1025,1,TU0-13952[c]
OP1026,1,TU0-14295[c]
OP1027,2,TU0-14531[c];TU0-198746[c]
OP1028,1,TU0-8265[c]
OP1029,1,TU0-13023[c]
OP1030,1,TU0-13809[c]
OP1031,1,TU00199[c]
OP1032,1,TU0-13686[c]
OP1033,1,TU0-13688[c]
OP1034,1,TU0-1143[c]
OP1035,1,TU0-8741[c]
OP1036,1,TU0-8742[c]
OP1037,1,TU0-14307[c]
OP1038,1,TU0-14306[c]
OP1039,1,TU00171[c]
OP1040,3,TU0-14644[c];TU0-6921[c];TU0-7342[c]
OP1041,1,TU0-12811[c]
OP1042,1,TU00289[c]
OP1043,1,TU0-13436[c]
OP1044,1,TU0-13437[c]
OP1045,1,TU0-13438[c]
OP1046,1,TU0-8494[c]
OP1047,1,TU0-45191[c]
OP1048,1,TU0-14154[c]
OP1049,1,TU00212[c]
OP1050,1,TU0-14313[c]
OP1051,3,TU0-13182[c];TU0-13183[c];TU0-55017[c]
OP1052,2,TU0-13126[c];TU0-41656[c]
OP1053,1,TU587[c]
OP1054,2,TU0-2741[c];TU0-2742[c]
OP1055,1,TU0-13822[c]
OP1056,1,TU0-13281[c]
OP1057,1,TU0-13106[c]
OP1058,1,TU0-4483[c]
OP1059,1,TU262[c]
OP1060,1,TU0-14057[c]
OP1061,1,TU0-14058[c]
OP1062,1,TU0-1402[c]
OP1063,1,TU0-14060[c]
OP1064,1,TU0-6505[c]
OP1065,1,TU0-14061[c]
OP1066,1,TU0-14062[c]
OP1067,1,TU0-14063[c]
OP1068,1,TU0-14065[c]
OP1069,1,TU0-14066[c]
OP1070,1,TU0-14067[c]
OP1071,1,TU0-14068[c]
OP1072,2,TU0-14069[c];TU0-42682[c]
OP1073,1,TU0-14070[c]
OP1074,1,TU0-14071[c]
OP1075,1,TU0-14072[c]
OP1076,1,TU0-14073[c]
OP1077,1,TU0-14074[c]
OP1078,1,TU0-14075[c]
OP1079,1,TU0-14296[c]
OP1080,2,TU0-14787[c];TU00219[c]
OP1081,1,TU0-14076[c]
OP1082,1,TU0-14077[c]
OP1083,1,TU0-14078[c]
OP1084,1,TU0-14081[c]
OP1085,1,TU0-14082[c]
OP1086,1,TU0-3465[c]
OP1087,1,TU0-8607[c]
OP1088,2,TU0-14264[c];TU0-14669[c]
OP1089,1,TU0-14088[c]
OP1090,1,TU00364[c]
OP1091,1,TU0-4143[c]
OP1092,1,TU0-3104[c]
OP1093,1,TU0-13994[c]
OP1094,1,TU00096[c]
OP1095,1,TU0-13486[c]
OP1096,1,TU0-13487[c]
OP1097,1,TU0-13488[c]
OP1098,2,TU0-13489[c];tsuB[c]
OP1099,1,TU0-13490[c]
OP1100,3,TU0-42636[c];TU0-42642[c];TU00526[c]
OP1101,1,TU0-14089[c]
OP1102,1,TU0-14090[c]
OP1103,1,TU0-14091[c]
OP1104,1,TU0-14092[c]
OP1105,1,TU00316[c]
OP1106,1,TU0-14311[c]
OP1107,1,TU0-14093[c]
OP1108,1,TU0-14094[c]
OP1109,1,TU0-14104[c]
OP1110,1,TU0-14324[c]
OP1111,1,TU782[c]
OP1112,1,TU0-14107[c]
OP1113,1,TU0-8488[c]
OP1114,1,TU0-8505[c]
OP1115,1,TU0-14108[c]
OP1116,3,TU0-14111[c];TU0-14112[c];TU0-14287[c]
OP1117,1,TU0-14116[c]
OP1118,1,TU0-8667[c]
OP1119,1,TU0-14117[c]
OP1120,1,TU0-14118[c]
OP1121,1,EG11933_RNA[c]
OP1122,1,TU0-14121[c]
OP1123,1,TU0-14122[c]
OP1124,1,TU0-8608[c]
OP1125,1,TU0-8609[c]
OP1126,1,TU0-14123[c]
OP1127,1,TU0-14124[c]
OP1128,1,TU0-14125[c]
OP1129,1,TU0-14127[c]
OP1130,1,TU0-14128[c]
OP1131,1,TU0-14129[c]
OP1132,1,TU0-14293[c]
OP1133,2,TU0-14547[c];TU0-4502[c]
OP1134,1,TU164[c]
OP1135,1,TU0-13993[c]
OP1136,1,TU821[c]
OP1137,1,EG11967_RNA[c]
OP1138,1,TU0-13911[c]
OP1139,1,TU00147[c]
OP1140,1,TU00263[c]
OP1141,1,EG11974_RNA[c]
OP1142,2,TU0-14523[c];TU00331[c]
OP1143,1,TU0-14315[c]
OP1144,1,TU0-14317[c]
OP1145,1,TU0-13516[c]
OP1146,1,TU0-13517[c]
OP1147,1,TU0-9[c]
OP1148,1,TU0-13521[c]
OP1149,1,TU0-13523[c]
OP1150,1,TU0-13524[c]
OP1151,1,TU0-13525[c]
OP1152,1,TU0-13526[c]
OP1153,1,TU0-13527[c]
OP1154,1,TU0-14559[c]
OP1155,1,TU0-7501[c]
OP1156,1,TU0-13529[c]
OP1157,1,TU0-13530[c]
OP1158,1,TU0-8649[c]
OP1159,1,TU0-13531[c]
OP1160,1,TU0-13534[c]
OP1161,1,TU0-13535[c]
OP1162,1,TU0-13537[c]
OP1163,1,TU0-8726[c]
OP1164,1,TU0-13542[c]
OP1165,1,TU0-14304[c]
OP1166,1,TU0-13543[c]
OP1167,1,TU862[c]
OP1168,1,TU0-14303[c]
OP1169,1,TU0-13545[c]
OP1170,1,TU0-14239[c]
OP1171,1,TU0-13547[c]
OP1172,1,TU0-13548[c]
OP1173,1,TU0-13552[c]
OP1174,1,TU0-13553[c]
OP1175,2,TU0-13558[c];yejL[c]
OP1176,1,TU0-13555[c]
OP1177,1,TU0-13556[c]
OP1178,1,TU0-8727[c]
OP1179,3,TU0-5261[c];TU0-8484[c];TU00305[c]
OP1180,1,TU0-13559[c]
OP1181,1,TU0-13560[c]
OP1182,1,TU0-13561[c]
OP1183,1,EG12094_RNA[c]
OP1184,1,TU0-14328[c]
OP1185,1,TU0-13675[c]
OP1186,1,TU0-1222[c]
OP1187,1,TU00269[c]
OP1188,2,TU0-13549[c];TU0-44219[c]
OP1189,1,TU0-13541[c]
OP1190,1,TU0-14258[c]
OP1191,1,TU0-13252[c]
OP1192,1,TU0-13689[c]
OP1193,1,TU0-13926[c]
OP1194,1,TU0-14217[c]
OP1195,1,TU0-8325[c]
OP1196,2,TU0-14688[c];TU0-8812[c]
OP1197,2,TU0-8364[c];TU0-8367[c]
OP1198,1,TU0-13804[c]
OP1199,1,TU00428[c]
OP1200,1,TU0-1881[c]
OP1201,1,TU0-13623[c]
OP1202,1,TU0-13058[c]
OP1203,1,TU0-12835[c]
OP1204,1,TU0-12836[c]
OP1205,1,TU0-14320[c]
OP1206,1,TU0-8331[c]
OP1207,1,TU0-13360[c]
OP1208,1,TU0-4444[c]
OP1209,1,TU0-7081[c]
OP1210,1,TU0-8368[c]
OP1211,1,TU0-4681[c]
OP1212,1,TU0-8509[c]
OP1213,1,TU0-13228[c]
OP1214,1,TU0-8495[c]
OP1215,1,TU0-12915[c]
OP1216,1,TU0-14355[c]
OP1217,1,TU0-8665[c]
OP1218,1,TU0-8676[c]
OP1219,1,TU0-12918[c]
OP1220,1,TU0-14221[c]
OP1221,1,TU0-13136[c]
OP1222,2,TU0-14140[c];TU0-14671[c]
OP1223,1,TU359[c]
OP1224,1,TU0-13001[c]
OP1225,1,TU0-7821[c]
OP1226,1,TU0-8805[c]
OP1227,3,TU0-12926[c];TU0-12927[c];TU0-42605[c]
OP1228,1,TU0-13746[c]
OP1229,1,TU0-13627[c]
OP1230,1,TU0-13683[c]
OP1231,1,TU0-36443[c]
OP1232,1,TU0-13113[c]
OP1233,1,TU0-8721[c]
OP1234,1,TU0-3403[c]
OP1235,1,TU0-2441[c]
OP1236,1,TU0-6982[c]
OP1237,1,TU0-13422[c]
OP1238,1,TU0-8779[c]
OP1239,1,TU0-13421[c]
OP1240,1,TU0-8778[c]
OP1241,1,TU0-8583[c]
OP1242,1,TU0-8584[c]
OP1243,1,TU0-13943[c]
OP1244,1,TU0-4623[c]
OP1245,1,TU0-8510[c]
OP1246,1,TU0-13944[c]
OP1247,1,TU0-8585[c]
OP1248,1,TU0-13946[c]
OP1249,1,TU0-13947[c]
OP1250,1,TU0-13953[c]
OP1251,1,TU0-8586[c]
OP1252,1,TU0-8587[c]
OP1253,1,TU0-8491[c]
OP1254,1,TU0-1198[c]
OP1255,1,TU0-13956[c]
OP1256,1,TU0-13958[c]
OP1257,1,TU00239[c]
OP1258,1,TU0-13964[c]
OP1259,4,TU0-14433[c];TU0-14718[c];TU0-2261[c];TU0-45268[c]
OP1260,1,TU0-13965[c]
OP1261,1,TU0-8360[c]
OP1262,1,TU0-8588[c]
OP1263,1,TU0-13966[c]
OP1264,1,TU0-13967[c]
OP1265,1,TU0-13968[c]
OP1266,1,TU0-13969[c]
OP1267,1,TU0-1549[c]
OP1268,1,TU0-7301[c]
OP1269,1,TU-8417[c]
OP1270,1,TU0-13971[c]
OP1271,2,TU0-8354[c];TU0-8365[c]
OP1272,1,TU0-14316[c]
OP1273,1,TU0-13972[c]
OP1274,1,TU0-13974[c]
OP1275,1,TU0-13975[c]
OP1276,1,TU0-42492[c]
OP1277,1,TU0-13977[c]
OP1278,1,TU0-13979[c]
OP1279,1,TU0-13980[c]
OP1280,1,TU0-8589[c]
OP1281,1,TU0-8590[c]
OP1282,2,TU00374[c];TU68[c]
OP1283,1,TU0-13985[c]
OP1284,1,TU368[c]
OP1285,1,TU0-14454[c]
OP1286,1,TU0-8591[c]
OP1287,1,TU0-8592[c]
OP1288,1,TU0-13986[c]
OP1289,1,TU00138[c]
OP1290,1,TU0-13987[c]
OP1291,1,TU0-13998[c]
OP1292,1,TU-8423[c]
OP1293,1,TU0-13206[c]
OP1294,1,TU0-13668[c]
OP1295,1,TU0-12786[c]
OP1296,1,TU0-13656[c]
OP1297,2,TU0-12810[c];TU0-14495[c]
OP1298,1,TU0-8539[c]
OP1299,1,TU0-14608[c]
OP1300,1,TU0-3124[c]
OP1301,1,TU0-45255[c]
OP1302,1,TU0-12815[c]
OP1303,1,TU0-12816[c]
OP1304,1,TU0-13564[c]
OP1305,1,TU0-14301[c]
OP1306,1,TU0-12819[c]
OP1307,1,TU0-14344[c]
OP1308,1,TU0-12821[c]
OP1309,1,TU0-8480[c]
OP1310,1,TU0-4501[c]
OP1311,1,TU0-12825[c]
OP1312,1,TU0-12826[c]
OP1313,1,TU0-12866[c]
OP1314,1,TU0-12865[c]
OP1315,1,TU0-14222[c]
OP1316,1,TU0-8627[c]
OP1317,1,TU0-1802[c]
OP1318,1,TU0-13310[c]
OP1319,1,TU0-13453[c]
OP1320,1,TU0-14034[c]
OP1321,1,TU0-8341[c]
OP1322,1,TU0-5322[c]
OP1323,1,TU0-6629[c]
OP1324,2,TU0-13032[c];TU0-13033[c]
OP1325,1,TU0-13755[c]
OP1326,1,TU0-13842[c]
OP1327,1,TU0-13920[c]
OP1328,1,TU0-1821[c]
OP1329,1,TU0-4604[c]
OP1330,1,TU0-13392[c]
OP1331,1,TU0-13148[c]
OP1332,1,TU0-13881[c]
OP1333,1,TU0-13740[c]
OP1334,1,TU0-13739[c]
OP1335,1,TU0-8735[c]
OP1336,1,TU0-13442[c]
OP1337,1,TU0-4927[c]
OP1338,1,TU0-1022[c]
OP1339,1,TU0-12962[c]
OP1340,1,TU0-12968[c]
OP1341,1,TU0-13376[c]
OP1342,1,TU0-13179[c]
OP1343,1,TU0-41857[c]
OP1344,1,TU0-14366[c]
OP1345,1,TU0-8722[c]
OP1346,1,TU0-13095[c]
OP1347,2,TU0-14518[c];TU0-7981[c]
OP1348,1,TU0-8825[c]
OP1349,1,TU0-13650[c]
OP1350,2,TU0-14458[c];TU00249[c]
OP1351,1,TU0-8690[c]
OP1352,1,TU0-8691[c]
OP1353,1,TU0-13050[c]
OP1354,1,TU0-13063[c]
OP1355,1,TU0-13640[c]
OP1356,1,TU0-13639[c]
OP1357,5,TU0-14638[c];TU0-198876[c];TU00169[c];gatYZABC[c];gatZABC[c]
OP1358,1,TU0-13053[c]
OP1359,1,TU0-13052[c]
OP1360,2,TU0-198708[c];TU302[c]
OP1361,1,TU0-13374[c]
OP1362,1,TU0-13195[c]
OP1363,1,TU0-4222[c]
OP1364,1,TU0-14166[c]
OP1365,1,TU0-45213[c]
OP1366,1,TU0-13682[c]
OP1367,1,TU0-13137[c]
OP1368,1,TU0-8743[c]
OP1369,1,TU0-13678[c]
OP1370,1,TU0-14365[c]
OP1371,1,TU0-4441[c]
OP1372,1,TU0-8556[c]
OP1373,1,TU0-14134[c]
OP1374,1,TU0-14139[c]
OP1375,1,TU0-14147[c]
OP1376,1,TU0-5162[c]
OP1377,1,TU0-14159[c]
OP1378,1,TU0-4461[c]
OP1379,1,TU0-2421[c]
OP1380,2,TU0-4682[c];TU0-4924[c]
OP1381,2,TU0-14183[c];TU0-44208[c]
OP1382,1,TU0-14191[c]
OP1383,1,TU0-14193[c]
OP1384,1,TU0-4961[c]
OP1385,1,TU0-14203[c]
OP1386,1,TU0-14210[c]
OP1387,1,TU0-14212[c]
OP1388,1,TU0-8629[c]
OP1389,1,TU0-12813[c]
OP1390,1,TU0-12802[c]
OP1391,1,TU793[c]
OP1392,1,TU0-12952[c]
OP1393,1,TU0-8145[c]
OP1394,5,TU0-42252[c];TU0-42512[c];TU0-4521[c];TU0-4881[c];TU00228[c]
OP1395,1,TU0-13726[c]
OP1396,1,TU0-13835[c]
OP1397,1,TU0-13836[c]
OP1398,1,TU-8387[c]
OP1399,1,EG12661_RNA[c]
OP1400,1,EG12662_RNA[c]
OP1401,1,EG12663_RNA[c]
OP1402,1,TU0-13130[c]
OP1403,1,TU0-13124[c]
OP1404,1,TU0-13079[c]
OP1405,1,TU0-8558[c]
OP1406,1,TU0-8757[c]
OP1407,1,TU0-3202[c]
OP1408,1,TU0-8673[c]
OP1409,1,TU0-13808[c]
OP1410,1,TU0-4[c]
OP1411,1,TU0-13724[c]
OP1412,1,TU0-12964[c]
OP1413,1,TU0-13462[c]
OP1414,1,TU0-13463[c]
OP1415,1,TU0-36414[c]
OP1416,1,TU0-13284[c]
OP1417,1,TU0-8820[c]
OP1418,1,TU0-13851[c]
OP1419,1,TU0-13860[c]
OP1420,1,TU0-14746[c]
OP1421,1,TU0-14749[c]
OP1422,1,TU0-42612[c]
OP1423,1,TU0-13869[c]
OP1424,1,EG12760_RNA[c]
OP1425,1,TU0-6583[c]
OP1426,1,TU0-14343[c]
OP1427,1,TU0-8577[c]
OP1428,1,TU0-13889[c]
OP1429,1,TU0-3622[c]
OP1430,1,TU0-12946[c]
OP1431,1,TU0-13493[c]
OP1432,3,TU0-13725[c];TU0-14469[c];TU0-14558[c]
OP1433,1,TU0-8729[c]
OP1434,1,TU0-8560[c]
OP1435,1,TU0-8677[c]
OP1436,1,TU0-13673[c]
OP1437,1,TU0-13259[c]
OP1438,1,TU0-13439[c]
OP1439,1,TU0-8716[c]
OP1440,1,TU0-13260[c]
OP1441,1,TU0-14612[c]
OP1442,1,TU0-8692[c]
OP1443,1,TU0-12920[c]
OP1444,1,TU0-13045[c]
OP1445,1,TU0-13104[c]
OP1446,1,TU0-13151[c]
OP1447,1,TU0-13793[c]
OP1448,1,TU0-13819[c]
OP1449,1,TU0-13818[c]
OP1450,1,TU0-13919[c]
OP1451,2,TU0-44199[c];TU0-8346[c]
OP1452,1,TU0-14640[c]
OP1453,1,TU0-42552[c]
OP1454,2,TU0-44210[c];TU0-45226[c]
OP1455,1,TU00149[c]
OP1456,1,TU0-13733[c]
OP1457,1,TU0-12934[c]
OP1458,2,TU0-44203[c];TU0-4482[c]
OP1459,1,TU0-1106[c]
OP1460,1,TU0-3101[c]
OP1461,1,TU0-1461[c]
OP1462,1,TU0-14018[c]
OP1463,2,TU0-14536[c];TU0-1962[c]
OP1464,1,TU0-2041[c]
OP1465,1,TU0-13918[c]
OP1466,1,TU0-5041[c]
OP1467,1,TU0-1181[c]
OP1468,1,TU0-1191[c]
OP1469,1,TU0-1189[c]
OP1470,1,TU00514[c]
OP1471,2,TU0-14512[c];TU00515[c]
OP1472,1,TU00491[c]
OP1473,1,TU00500[c]
OP1474,1,TU00503[c]
OP1475,1,TU00497[c]
OP1476,1,TU00498[c]
OP1477,1,TU00499[c]
OP1478,1,TU0-14370[c]
OP1479,1,TU0-14372[c]
OP1480,1,TU00489[c]
OP1481,1,TU0-12938[c]
OP1482,2,TU0-14553[c];TU00507[c]
OP1483,1,TU0-1182[c]
OP1484,1,TU0-1183[c]
OP1485,1,TU0-1186[c]
OP1486,1,TU0-1187[c]
OP1487,1,glyT-tRNA[c]
OP1488,1,TU0-13770[c]
OP1489,1,TU00505[c]
OP1490,1,glyW-tRNA[c]
OP1491,1,TU00502[c]
OP1492,2,TU0-42652[c];TU00521[c]
OP1493,1,TU00518[c]
OP1494,1,TU00506[c]
OP1495,1,leuZ-tRNA[c]
OP1496,1,TU00492[c]
OP1497,1,TU00495[c]
OP1498,1,TU00496[c]
OP1499,1,TU0-8476[c]
OP1500,1,TU0-2644[c]
OP1501,1,TU00520[c]
OP1502,1,TU00501[c]
OP1503,1,TU00519[c]
OP1504,1,TU00494[c]
OP1505,1,TU543[c]
OP1506,1,TU0-14007[c]
OP1507,1,TU00509[c]
OP1508,1,TU00513[c]
OP1509,1,TU0-42660[c]
OP1510,1,TU00510[c]
OP1511,1,SPF-RNA[c]
OP1512,1,TU0-36423[c]
OP1513,1,TU0-42503[c]
OP1514,1,thrT-tRNA[c]
OP1515,1,thrU-tRNA[c]
