gene_id,monomer_id,mean_functional_units,num_complexes,is_functional
EG12882,GSP-MONOMER[c],0.30407124681933845,1,False
EG10175,CYANLY-MONOMER[c],0.304325699745547,1,False
G6500,G6500-MONOMER[c],0.3044953350296862,1,False
EG12715,DXPREDISOM-MONOMER[i],0.3053435114503817,1,False
EG11321,RIBOFLAVINSYNDEAM-MONOMER[c],0.3053435114503817,1,False
G6333,DSBG-MONOMER[p],0.3053435114503817,1,False
EG10215,EG10215-MONOMER[c],0.3053435114503817,1,False
G6775,ADHP-MONOMER[c],0.3055555555555556,1,False
G6109,G6109-MONOMER[c],0.3057675996607294,1,False
G6110,G6110-MONOMER[c],0.3057675996607294,1,False
EG12362,MENF-MONOMER[c],0.3061916878710772,1,False
EG10999,HOMOSERKIN-MONOMER[c],0.3061916878710772,1,False
Unknown,ATP[c],0.3061916878710772,1,False
EG10235,PD03831[c],0.3061916878710772,2,False
Unknown,ADP[c],0.3061916878710772,1,False
EG10549,DIAMINOPIMDECARB-MONOMER[c],0.30661577608142493,1,False
EG11511,EG11511-MONOMER[c],0.3070398642917727,1,False
EG10754,PYRUVOXID-MONOMER[c],0.30746395250212044,1,False
G7990,FRUB-MONOMER[i],0.30788804071246817,1,False
EG10336,FRUA-MONOMER[i],0.30788804071246817,1,False
EG10978,EG10978-MONOMER[c],0.3087362171331637,1,False
EG12048,EG12048-MONOMER[c],0.3087362171331637,1,False
EG10395,EG10395-MONOMER[c],0.30916030534351147,1,False
EG11735,EG11735-MONOMER[c],0.3095843935538592,1,False
EG10922,PANTOTHENATE-KIN-MONOMER[c],0.3095843935538592,1,False
G812,RNTRACTIV-MONOMER[c],0.3095843935538592,2,False
G7629,G7629-MONOMER[c],0.3095843935538592,1,False
EG10955,EG10955-MONOMER[c],0.3095843935538592,1,False
EG10764,EG10764-MONOMER[c],0.3104325699745547,1,False
EG10997,EG10997-MONOMER[c],0.3104325699745547,2,False
EG10225,DGTPTRIPHYDRO-MONOMER[c],0.3111393836584676,1,False
EG10432,GSAAMINOTRANS-MONOMER[c],0.3112807463952502,1,False
EG10355,EG10355-MONOMER[c],0.31178965224766747,1,False
G6540,G6540-MONOMER[c],0.31297709923664124,1,False
G6675,G6675-MONOMER[c],0.31297709923664124,1,False
EG10240,EG10240-MONOMER[c],0.3138252756573367,1,False
G6731,G6731-MONOMER[c],0.3142493638676845,1,False
EG20257,NRDE-MONOMER[c],0.3142493638676845,2,False
EG10080,AROH-MONOMER[c],0.3142493638676845,1,False
EG10117,DAPASYN-MONOMER[c],0.3146734520780322,1,False
G6455,LTAA-MONOMER[c],0.31700593723494486,1,False
EG10064,ACETYLGLUTKIN-MONOMER[c],0.31721798134011875,1,False
EG10710,PHET-MONOMER[c],0.3176420695504665,1,False
EG10709,PHES-MONOMER[c],0.3176420695504665,1,False
G6680,G6680-MONOMER[c],0.31806615776081426,1,False
EG10110,BADH-MONOMER[c],0.318490245971162,1,False
EG11418,DCTP-DEAM-MONOMER[c],0.3189143341815098,1,False
G7553,G7553-MONOMER[c],0.3189143341815098,1,False
EG10465,DIOHBUTANONEPSYN-MONOMER[c],0.3197625106022053,1,False
EG10725,EG10725-MONOMER[c],0.3197625106022053,1,False
G7454,G7454-MONOMER[c],0.320186598812553,1,False
G7516,G7516-MONOMER[c],0.32032796154933557,1,False
EG10569,MANZ-MONOMER[m],0.3208934124964659,1,False
EG10568,MANY-MONOMER[m],0.3208934124964659,1,False
EG10069,CHAINI-MONOMER[c],0.3211761379700311,1,False
EG10490,EG10490-MONOMER[c],0.32145886344359625,1,False
EG10661,NRDB-MONOMER[c],0.32188295165394404,2,False
G7431,G7431-MONOMER[c],0.3220243143907266,1,False
EG10571,EG10571-MONOMER[c],0.32230703986429177,2,False
EG11030,TRPS-MONOMER[c],0.32230703986429177,1,False
EG11029,PD00423[c],0.323579304495335,1,False
G6878,GST-MONOMER[c],0.3240033927056828,1,False
EG10943,EG10943-MONOMER[c],0.3248515691263783,1,False
EG10386,GLNH-MONOMER[p],0.32527565733672603,1,False
EG10389,GLNQ-MONOMER[i],0.32527565733672603,1,False
EG10388,GLNP-MONOMER[i],0.32527565733672603,1,False
G6261,G6261-MONOMER[c],0.3254877014418999,1,False
EG11367,BARA-MONOMER[i],0.32612383375742154,1,False
EG10672,OMPR-MONOMER[c],0.32612383375742154,1,False
EG10453,HISS-MONOMER[c],0.32782018659881257,1,False
EG10017,OPPSYN-MONOMER[c],0.3282442748091603,1,False
EG11852,EG11852-MONOMER[c],0.3282442748091603,1,False
G7038,DCYSDESULF-MONOMER[c],0.3286683630195081,1,False
EG12366,EG12366-MONOMER[c],0.3299406276505513,1,False
EG10201,EG10201-MONOMER[p],0.33078880407124683,1,False
G7662,G7662-MONOMER[c],0.3320610687022901,1,False
EG10189,PAPSSULFOTRANS-MONOMER[c],0.3320610687022901,1,False
EG11132,EG11132-MONOMER[c],0.33227311280746397,1,False
EG11372,EG11372-MONOMER[c],0.3324851569126378,1,False
EG10996,EG10996-MONOMER[c],0.33305060785976814,1,False
EG10340,FTSE-MONOMER[c],0.3333333333333333,1,False
EG10345,FTSX-MONOMER[o],0.3333333333333333,1,False
EG11816,EG11816-MONOMER[c],0.3333333333333333,1,False
EG10185,ADENYLYLSULFKIN-MONOMER[c],0.3346055979643766,1,False
EG11335,PD04413[i],0.33502968617472434,1,False
EG11384,EG11384-MONOMER[c],0.33587786259541985,1,False
EG11385,EG11385-MONOMER[c],0.33587786259541985,1,False
G7842,G7842-MONOMER[c],0.33587786259541985,1,False
EG11845,EG11845-MONOMER[c],0.336160588068985,1,False
G6862,G6862-MONOMER[c],0.3377862595419847,1,False
G592,DLACTDEHYDROGNAD-MONOMER[c],0.3377862595419847,1,False
EG12844,EG12844-MONOMER[c],0.3379983036471586,2,False
EG10582,O-SUCCHOMOSERLYASE-MONOMER[c],0.3382103477523325,1,False
EG11546,QUINOPRIBOTRANS-MONOMER[c],0.3384223918575064,1,False
EG10387,PROTEIN-NRII[c],0.3384223918575064,1,False
Unknown,GLN[c],0.33927056827820185,1,False
Unknown,4-AMINO-BUTYRATE[c],0.33927056827820185,1,False
G6812,G6812-MONOMER[c],0.33927056827820185,3,False
Unknown,GLT[c],0.33927056827820185,1,False
G7490,G7490-MONOMER[c],0.34139100932994065,1,False
G6879,PDXY-MONOMER[c],0.3426632739609839,1,False
G6487,G6487-MONOMER[p],0.3435114503816794,1,False
G7184,G7184-MONOMER[c],0.3435114503816794,1,False
EG11028,ANTHRANSYNCOMPI-MONOMER[c],0.34393553859202713,1,False
EG11027,ANTHRANSYNCOMPII-MONOMER[c],0.34393553859202713,1,False
EG10965,GUANYL-KIN-MONOMER[c],0.34478371501272265,1,False
EG11978,DTDPGLUCOSEPP-MONOMER[c],0.3452078032230704,1,False
G7394,G7394-MONOMER[c],0.34563189143341816,1,False
EG11531,CFA-MONOMER[c],0.34563189143341816,1,False
EG10076,AROD-MONOMER[c],0.3469041560644614,1,False
G6395,MONOMER0-185[c],0.3469041560644614,1,False
EG12780,YRAO-MONOMER[c],0.3473282442748092,1,False
G7564,G7564-MONOMER[c],0.3473282442748092,1,False
EG10836,EG10836-MONOMER[c],0.347540288379983,2,False
EG12437,O-SUCCINYLBENZOATE-COA-LIG-MONOMER[c],0.34817642069550464,1,False
EG11070,DSBC-MONOMER[p],0.34817642069550464,1,False
G6094,LDC2-MONOMER[c],0.3485156912637829,1,False
EG11002,THYMIDYLATESYN-MONOMER[c],0.3511450381679389,1,False
G6865,G6865-MONOMER[i],0.3511450381679389,1,False
EG11198,NAG1P-URIDYLTRANS-MONOMER[c],0.3514277636415041,1,False
EG10857,EG10857-MONOMER[c],0.3519932145886344,1,False
EG11612,PROP-MONOMER[i],0.3524173027989822,1,False
G7452,G7452-MONOMER[c],0.35368956743002544,1,False
EG11731,EG11731-MONOMER[c],0.353830930166808,1,False
EG10796,PURK-MONOMER[c],0.35411365564037317,1,False
EG11258,FOCA-MONOMER[i],0.35419847328244275,1,False
EG10382,L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER[c],0.35453774385072095,1,False
EG10632,NAG6PDEACET-MONOMER[c],0.35538592027141647,1,False
EG10075,AROC-MONOMER[c],0.356234096692112,1,False
EG10586,METG-MONOMER[c],0.36005089058524176,1,False
EG11249,EG11249-MONOMER[c],0.36005089058524176,2,False
EG10693,PDXJ-MONOMER[c],0.36005089058524176,1,False
G6673,G6673-MONOMER[c],0.3606870229007634,1,False
EG11548,EG11548-MONOMER[i],0.3615351993214589,1,False
EG10630,QUINOLINATE-SYNTHA-MONOMER[c],0.36259541984732824,1,False
EG12373,EG12373-MONOMER[c],0.36323155216284986,1,False
EG11191,EG11191-MONOMER[c],0.3655640373197625,1,False
EG11825,EG11825-MONOMER[c],0.36683630195080574,1,False
EG11160,EG11160-MONOMER[m],0.36907791106264387,1,False
EG12310,EG12310-MONOMER[c],0.36994628216002257,1,False
EG10660,NRDA-MONOMER[c],0.3706530958439355,2,False
EG10283,F16B-MONOMER[c],0.3710771840542833,1,False
EG10817,EG10817-MONOMER[c],0.3725190839694657,1,False
G7840,G7840-MONOMER[i],0.37343996122622075,1,False
EG10694,EG10694-MONOMER[c],0.37404580152671757,1,False
EG10035,LACTALDDEHYDROG-MONOMER[c],0.3742578456318914,1,False
EG12172,EG12172-MONOMER[c],0.3748939779474131,1,False
EG11485,PROTOPORGENOXI-MONOMER[i],0.3751060220525869,1,False
EG12381,NRDF-MONOMER[c],0.3753180661577608,2,False
EG11487,PDXH-MONOMER[c],0.3757421543681086,1,False
EG12690,EG12690-MONOMER[c],0.3757421543681086,1,False
EG11043,TYRS-MONOMER[c],0.37659033078880405,1,False
EG10256,KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER[c],0.37743850720949956,1,False
EG12855,EG12855-MONOMER[c],0.3789228159457167,1,False
EG10379,GLUC1PADENYLTRANS-MONOMER[c],0.3791348600508906,1,False
EG11547,EG11547-MONOMER[c],0.3795589482612383,1,False
EG10767,GLUTSEMIALDEHYDROG-MONOMER[c],0.38019508057676,1,False
EG10018,EG10018-MONOMER[i],0.3816793893129771,1,False
EG10063,N-ACETYLTRANSFER-MONOMER[c],0.3833757421543681,1,False
EG10680,EG10680-MONOMER[c],0.3833757421543681,1,False
G7682,G7682-MONOMER[p],0.38450664404862883,1,False
EG10800,PD00219[c],0.3850720949957591,1,False
EG10493,THREDEHYDSYN-MONOMER[c],0.38549618320610685,1,False
EG10251,DUTP-PYROP-MONOMER[c],0.3859202714164546,1,False
EG12656,EG12656-MONOMER[c],0.38592027141645463,1,False
EG10328,FOLD-MONOMER[c],0.38676844783715014,1,False
EG10502,SMALLILVN-MONOMER[c],0.38719253604749787,1,False
EG10494,LARGEILVB-MONOMER[c],0.38719253604749787,1,False
EG12192,MONOMER0-541[c],0.38818207520497594,1,False
EG10099,ATPB-MONOMER[i],0.390754877014419,2,False
EG10698,EG10698-MONOMER[c],0.39185750636132316,1,False
EG12367,YBDE-MONOMER[m],0.39214023183488833,1,False
G6321,G6321-MONOMER[p],0.39214023183488833,1,False
G6322,G6322-MONOMER[p],0.39214023183488833,1,False
G6320,G6320-MONOMER[m],0.39214023183488833,1,False
EG12302,DTMPKI-MONOMER[c],0.3931297709923664,1,False
G6912,G6912-MONOMER[c],0.3935538592027142,1,False
EG10422,GMP-REDUCT-MONOMER[c],0.3939779474130619,1,False
EG10794,PRPPAMIDOTRANS-MONOMER[c],0.3941899915182358,1,False
EG10419,GLUTATHIONE-SYN-MONOMER[c],0.3944020356234097,1,False
EG11553,PHOSGLUCOSAMINEMUT-MONOMER[c],0.39468476109697476,1,False
G7039,G7039-MONOMER[p],0.39525021204410515,1,False
EG12347,EG12347-MONOMER[i],0.39525021204410515,1,False
G7037,G7037-MONOMER[i],0.39525021204410515,1,False
EG10542,EG10542-MONOMER[c],0.3953915747808877,1,False
EG12132,EG12132-MONOMER[c],0.39546225614927905,1,False
EG12878,EG12878-MONOMER[c],0.39588634435962683,1,False
EG11134,EG11134-MONOMER[c],0.39609838846480067,1,False
EG10034,ALAS-MONOMER[c],0.39609838846480067,1,False
EG10159,EG10159-MONOMER[c],0.3962397512015833,3,False
EG10768,GLUTKIN-MONOMER[c],0.39737065309584396,1,False
EG10585,METHYLENETHFREDUCT-MONOMER[c],0.3975826972010178,1,False
EG11241,EG11241-MONOMER[c],0.3983248515691264,1,False
G6104,G6104-MONOMER[p],0.39991518235793044,1,False
G7293,MALIC-NADP-MONOMER[c],0.40023324851569125,1,False
EG12332,EG12332-MONOMER[c],0.4003392705682782,1,False
G7663,G7663-MONOMER[c],0.4003392705682782,1,False
EG10368,ERYTH4PDEHYDROG-MONOMER[c],0.40097540288379985,1,False
EG10810,CTPSYN-MONOMER[c],0.4028837998303647,1,False
EG11879,EG11879-MONOMER[c],0.4037319762510602,1,False
EG11881,EG11881-MONOMER[c],0.4037319762510602,2,False
EG10097,ASPS-MONOMER[c],0.40415606446140795,1,False
EG10224,DIACYLGLYKIN-MONOMER[i],0.40458015267175573,1,False
EG10697,EG10697-MONOMER[c],0.4067005937234945,1,False
EG10633,GLUCOSAMINE-6-P-DEAMIN-MONOMER[c],0.4079728583545377,1,False
EG11443,RIB5PISOMA-MONOMER[c],0.4079728583545377,1,False
EG12606,3-OXOACYL-ACP-SYNTHII-MONOMER[c],0.409245122985581,1,False
EG20173,PHOSACETYLTRANS-MONOMER[c],0.409245122985581,1,False
EG11056,EG11056-MONOMER[m],0.409245122985581,1,False
EG11057,EG11057-MONOMER[c],0.409245122985581,1,False
EG10759,PEPSYNTH-MONOMER[c],0.4100932994062765,1,False
EG11746,PANTOATE-BETA-ALANINE-LIG-MONOMER[c],0.41051738761662426,1,False
EG12146,EG12146-MONOMER[c],0.4122137404580153,2,False
EG10770,PROS-MONOMER[c],0.4122137404580153,1,False
G7192,G7192-MONOMER[c],0.41306191687871074,1,False
G6644,G6644-MONOMER[c],0.41327396098388464,1,False
EG12391,EG12391-MONOMER[c],0.41433418150975404,1,False
EG10583,CYSTATHIONINE-BETA-LYASE-MONOMER[c],0.41433418150975404,1,False
EG11098,EG11098-MONOMER[c],0.4159951936669494,1,False
EG11072,EG11072-MONOMER[c],0.4159951936669494,1,False
EG10745,PNTB-MONOMER[i],0.41603053435114506,1,False
EG10744,PNTA-MONOMER[i],0.41603053435114506,1,False
G7195,H2NTPEPIM-MONOMER[c],0.4167726887192536,1,False
G7028,G7028-MONOMER[i],0.41680802940344924,1,False
G377,G377-MONOMER[c],0.41680802940344924,1,False
G370,G370-MONOMER[i],0.41680802940344924,1,False
G378,G378-MONOMER[c],0.41680802940344924,1,False
EG11656,EG11656-MONOMER[c],0.41680802940344924,1,False
EG11975,EG11975-MONOMER[i],0.41680802940344924,1,False
EG11977,EG11977-MONOMER[i],0.41680802940344924,1,False
EG11976,EG11976-MONOMER[j],0.41680802940344924,1,False
EG11224,EG11224-MONOMER[j],0.41680802940344924,1,False
EG10959,ARGDECARBOXBIO-MONOMER[p],0.4173027989821883,1,False
EG10948,MALIC-NAD-MONOMER[c],0.4179389312977099,1,False
EG10244,EG10244-MONOMER[c],0.4184337008764489,1,False
EG11676,EG11676-MONOMER[c],0.41857506361323155,2,False
EG10461,EG10461-MONOMER[c],0.41857506361323155,1,False
EG10968,EG10968-MONOMER[m],0.41878710771840544,1,False
EG10338,PD00521[c],0.41899915182357933,1,False
G6543,G6543-MONOMER[o],0.4195646027707096,1,False
G6544,G6544-MONOMER[o],0.4195646027707096,1,False
EG10217,CARBOXYL-TRANSFERASE-BETA-MONOMER[c],0.4211195928753181,1,False
EG11647,CARBOXYL-TRANSFERASE-ALPHA-MONOMER[c],0.4211195928753181,1,False
EG11540,PD01343[c],0.4213316369804919,1,False
EG10045,ANSA-MONOMER[c],0.42217981340118743,1,False
EG11378,EG11378-MONOMER[c],0.42281594571670905,1,False
EG11190,PANTEPADENYLYLTRAN-MONOMER[c],0.42394684761096973,1,False
EG11934,APHA-MONOMER[p],0.4245122985581001,1,False
EG10428,PORPHOBILSYNTH-MONOMER[c],0.4254664970313825,1,False
EG12801,YRBF-MONOMER[i],0.42592592592592593,1,False
EG12800,YRBE-MONOMER[i],0.42592592592592593,1,False
EG12799,EG12799-MONOMER[i],0.42592592592592593,1,False
G7658,G7658-MONOMER[c],0.42592592592592593,1,False
EG11326,CYTDEAM-MONOMER[c],0.4264913768730562,1,False
EG10941,EG10941-MONOMER[c],0.4269720101781171,1,False
EG10844,EG10844-MONOMER[c],0.4270568278201866,2,False
EG10425,7-ALPHA-HYDROXYSTEROID-DEH-MONOMER[c],0.4279050042408821,1,False
EG10859,EG10859-MONOMER[m],0.42832909245122985,3,False
EG10004,EG10004-MONOMER[c],0.4284704551880124,1,False
G7005,G7005-MONOMER[c],0.4287531806615776,1,False
EG11406,RIBOFLAVIN-SYN-MONOMER[c],0.4291772688719253,1,False
EG10545,UDPNACETYLGLUCOSAMACYLTRANS-MONOMER[c],0.42917726887192537,1,False
EG11589,THIG-MONOMER[c],0.4297427198190557,1,False
EG11590,THIH-MONOMER[c],0.4297427198190557,1,False
EG10095,ASPARTASE-MONOMER[c],0.429813401187447,1,False
EG11666,EG11666-MONOMER[c],0.43073225897653383,1,False
EG11404,EG11404-MONOMER[c],0.43299406276505514,1,False
EG10567,MANX-MONOMER[c],0.4355385920271416,2,False
EG11396,EG11396-MONOMER[c],0.4355385920271416,1,False
EG10497,BRANCHED-CHAINAMINOTRANSFER-MONOMER[c],0.43582131750070685,1,False
G6106,G6106-MONOMER[c],0.4359626802374894,1,False
EG10550,ASPKINIII-MONOMER[c],0.43638676844783714,1,False
EG10186,CYSD-MONOMER[c],0.43638676844783714,1,False
EG10194,CYSN-MONOMER[c],0.43638676844783714,1,False
EG10998,ASPKINIHOMOSERDEHYDROGI-MONOMER[c],0.43808312128922816,1,False
EG10995,THIOESTERII-MONOMER[c],0.44232400339270567,1,False
G6842,SPERMACTRAN-MONOMER[c],0.4442324003392706,1,False
G7696,G7696-MONOMER[c],0.4444444444444444,1,False
G6913,G6913-MONOMER[c],0.4450805767599661,1,False
EG11596,MONOMER0-1501[c],0.446282160022618,1,False
EG10743,EG10743-MONOMER[c],0.44698897370653096,2,False
EG10463,EG10463-MONOMER[i],0.44783715012722647,1,False
EG10070,PD00194[c],0.4485439638111394,1,False
EG10190,BETACOMP-MONOMER[c],0.448579304495335,1,False
EG10191,ALPHACOMP-MONOMER[c],0.448579304495335,2,False
EG11192,EG11192-MONOMER[c],0.44882668928470454,1,False
EG10414,GPT-MONOMER[c],0.4499575911789652,1,False
EG10206,DIHYDROPICRED-MONOMER[c],0.45059372349448684,1,False
EG10409,GLYQ-MONOMER[c],0.45335029686174727,1,False
EG10798,AIRS-MONOMER[c],0.45335029686174727,1,False
EG10410,GLYS-MONOMER[c],0.45335029686174727,1,False
EG10511,HYDROPEROXIDI-MONOMER[c],0.4546225614927905,1,False
EG20098,HYPOXANPRIBOSYLTRAN-MONOMER[c],0.45525869380831213,1,False
EG11493,ADCLY-MONOMER[c],0.45589482612383375,1,False
G7129,FRUCBISALD-CLASSI-MONOMER[c],0.4569974554707379,1,False
EG10236,EG10236-MONOMER[c],0.4570257280180944,1,False
EG10151,CHEZ-MONOMER[c],0.457167090754877,1,False
EG10803,PKII-MONOMER[c],0.4580152671755725,1,False
EG11542,THIOESTERI-MONOMER[p],0.45949957591178964,1,False
EG11319,GLUC1PURIDYLTRANS-MONOMER[c],0.4599236641221374,1,False
EG10979,E1O-MONOMER[c],0.46112524738478944,2,False
EG10039,AMP-NUCLEOSID-MONOMER[c],0.46169069833191967,1,False
EG10306,EG10306-MONOMER[o],0.462086513994911,1,False
EG10293,EG10293-MONOMER[o],0.462086513994911,1,False
EG10126,EG10126-MONOMER[m],0.462086513994911,1,False
G6414,G6414-MONOMER[o],0.462086513994911,1,False
EG10272,EG10272-MONOMER[i],0.462086513994911,9,False
EG10286,EG10286-MONOMER[o],0.462086513994911,1,False
EG10302,EG10302-MONOMER[o],0.462086513994911,1,False
EG10271,EG10271-MONOMER[i],0.462086513994911,9,False
G6762,G6762-MONOMER[o],0.462086513994911,1,False
EG10155,EG10155-MONOMER[o],0.462086513994911,1,False
EG11012,EG11012-MONOMER[p],0.462086513994911,9,False
EG11428,UDHA-MONOMER[c],0.4625742154368109,1,False
EG11009,EG11009-MONOMER[m],0.46395250212044103,9,False
EG11105,EG11105-MONOMER[c],0.46480067854113655,1,False
EG10384,PROTEIN-PII[c],0.4667797568560927,1,False
EG10187,SERINE-O-ACETTRAN-MONOMER[c],0.4667797568560927,2,False
EG11180,EG11180-MONOMER[m],0.4675148430873622,1,False
G6379,G6379-MONOMER[c],0.46791065875035337,1,False
EG11835,EG11835-MONOMER[c],0.4681933842239186,1,False
EG10259,ENTA-MONOMER[c],0.46840542832909243,1,False
EG10263,ENTE-MONOMER[c],0.4686174724342663,1,False
EG10921,EG10921-MONOMER[c],0.46900621996041836,1,False
EG11539,UMPKI-MONOMER[c],0.4701724625388748,1,False
EG10113,EG10113-MONOMER[c],0.47031382527565735,1,False
EG11673,H2NEOPTERINALDOL-MONOMER[c],0.47031382527565735,1,False
EG11032,THIOREDOXIN-REDUCT-NADPH-MONOMER[c],0.47455470737913485,1,False
EG10793,PURE-MONOMER[c],0.4746607294317218,1,False
EG10205,DIHYDRODIPICSYN-MONOMER[c],0.47476675148430875,1,False
EG11314,ASL-MONOMER[c],0.47497879558948264,1,False
EG11322,LUMAZINESYN-MONOMER[c],0.47849872773536894,1,False
EG10156,EG10156-MONOMER[c],0.48006785411365566,3,False
EG10987,TAP-MONOMER[i],0.48346055979643765,1,False
EG11587,THIF-MONOMER[c],0.48430873621713316,1,False
EG11024,TRYPSYN-APROTEIN[c],0.4851569126378287,1,False
EG10134,CARBPSYN-SMALL[c],0.48854961832061067,1,False
EG10135,CARBPSYN-LARGE[c],0.48854961832061067,1,False
EG10838,EG10838-MONOMER[c],0.49041560644614085,1,False
EG10988,TAR-MONOMER[i],0.49363867684478374,1,False
EG12026,EG12026-MONOMER[c],0.4946988973706531,1,False
EG10158,EG10158-MONOMER[c],0.4955167817763238,4,False
EG10276,BIOTIN-CARBOXYL-MONOMER[c],0.4961832061068702,1,False
EG10518,KDO-8PSYNTH-MONOMER[c],0.49809160305343514,1,False
G7188,G7188-MONOMER[c],0.4992225049476958,1,False
EG10031,ADHE-MONOMER[c],0.5009541984732824,1,False
EG10552,LYSS-MONOMER[c],0.501696352841391,1,False
EG10769,PYRROLINECARBREDUCT-MONOMER[c],0.5021204410517388,1,False
EG11675,3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER[c],0.5024597116200169,1,False
EG10980,E2O-MONOMER[c],0.5036400904721516,2,False
EG10963,SPERMIDINESYN-MONOMER[c],0.5038167938931297,1,False
EG10274,FABB-MONOMER[c],0.5042408821034775,1,False
EG10320,EG10320-MONOMER[c],0.5048770144189991,1,False
EG10319,MONOMER0-2488[c],0.5048770144189991,1,False
EG10079,AROG-MONOMER[c],0.5059372349448685,1,False
EG10695,EG10695-MONOMER[c],0.5059372349448685,1,False
EG12345,EG12345-MONOMER[c],0.5061492790500424,1,False
EG12657,EG12657-MONOMER[c],0.5063613231552163,1,False
EG11819,FORMYLTHFDEFORMYL-MONOMER[c],0.5089058524173028,1,False
EG11368,NAPHTHOATE-SYN-MONOMER[c],0.5106022052586938,1,False
G6497,METHGLYSYN-MONOMER[c],0.511591744416172,1,False
EG11090,EG11090-MONOMER[c],0.5139949109414759,1,False
EG10420,GMP-SYN-MONOMER[c],0.518659881255301,1,False
EG10599,EG10599-MONOMER[c],0.5279898218829516,1,False
EG10600,EG10600-MONOMER[c],0.5279898218829516,1,False
EG11415,EG11415-MONOMER[m],0.5301809443030817,1,False
EG11025,TRYPSYN-BPROTEIN[c],0.5309584393553859,2,False
EG11427,TRANSKETOI-MONOMER[c],0.5351993214588634,1,False
EG10404,GLUSYNSMALL-MONOMER[c],0.5351993214588634,2,False
EG10403,GLUSYNLARGE-MONOMER[c],0.5351993214588634,2,False
EG10316,UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO[c],0.5385920271416454,1,False
EG10103,ATPF-MONOMER[i],0.5385920271416454,3,False
EG10051,ADENPRIBOSYLTRAN-MONOMER[c],0.539440203562341,1,False
EG10699,6PFK-1-MONOMER[c],0.5417726887192537,1,False
G7865,G7865-MONOMER[c],0.546225614927905,1,False
EG10982,SUCCCOASYN-ALPHA[c],0.5483460559796438,1,False
EG10981,SUCCCOASYN-BETA[c],0.5483460559796438,1,False
EG10603,EG10603-MONOMER[c],0.5504664970313825,1,False
EG11034,TSR-MONOMER[i],0.5508905852417303,1,False
EG11001,THRS-MONOMER[c],0.5517387616624257,1,False
EG10707,CHORISMUTPREPHENDEHYDRAT-MONOMER[c],0.553011026293469,1,False
EG10663,NAD-SYNTH-MONOMER[c],0.5559796437659033,1,False
EG10845,EG10845-MONOMER[c],0.556403731976251,1,False
EG10421,IMP-DEHYDROG-MONOMER[c],0.5570398642917727,1,False
EG10774,PRPPSYN-MONOMER[c],0.560503251342946,1,False
EG10702,PGLUCISOM[c],0.5619168787107719,1,False
Unknown,ARCB-CPLX[i],0.5716709075487701,1,False
Unknown,OXYGEN-MOLECULE[p],0.5716709075487701,1,False
EG10022,ISOCIT-LYASE-MONOMER[c],0.5771840542832909,1,False
EG10756,PEPCARBOX-MONOMER[c],0.5786683630195081,1,False
EG50005,DIHYDROPTERIREDUCT-MONOMER[c],0.5801526717557252,1,False
EG10438,EG10438-MONOMER[c],0.5819903873338989,1,False
G7325,G7325-MONOMER[c],0.5877862595419847,2,False
EG10947,SERS-MONOMER[c],0.5937234944868532,1,False
EG10383,GLUTAMINESYN-MONOMER[c],0.598035057958722,1,False
EG10325,PD00197[c],0.6017811704834606,1,False
EG10024,E1P-MONOMER[c],0.6085665818490246,2,False
EG10396,GLPF-MONOMER[i],0.6157760814249363,1,False
EG11318,3-OXOACYL-ACP-REDUCT-MONOMER[c],0.6221374045801527,1,False
EG10125,EG10125-MONOMER[c],0.63019508057676,1,False
EG10411,6PGLUCONDEHYDROG-MONOMER[c],0.6310432569974554,1,False
EG10091,ASNSYNA-MONOMER[c],0.6314673452078032,1,False
EG12272,MONOMER-43[c],0.6344359626802375,1,False
EG10589,S-ADENMETSYN-MONOMER[c],0.6448261238337574,1,False
EG10068,ARGSUCCINSYN-MONOMER[c],0.647370653095844,1,False
EG11332,URACIL-PRIBOSYLTRANS-MONOMER[c],0.6474413344642351,1,False
EG10098,ATPA-MONOMER[m],0.6601639807746679,3,False
EG11375,GTP-CYCLOHYDRO-I-MONOMER[c],0.6796437659033079,1,False
EG10937,SECB[c],0.6829940627650551,1,False
G7716,G7716-MONOMER[p],0.6836301950805768,1,False
EG10791,SAICARSYN-MONOMER[c],0.6847610969748373,1,False
EG10806,DIHYDROOROT-MONOMER[c],0.7014418999151824,1,False
EG10581,HOMSUCTRAN-MONOMER[c],0.7022900763358778,1,False
EG10101,ATPD-MONOMER[m],0.7087927622278768,3,False
G7657,G7657-MONOMER[c],0.7090754877014419,1,False
EG12181,EG12181-MONOMER[c],0.7090754877014419,3,False
G6891,GLYOXI-MONOMER[c],0.7090754877014419,1,False
EG10102,ATPE-MONOMER[i],0.7125530110262935,3,False
EG10804,PKI-MONOMER[c],0.7160729431721798,1,False
EG10164,PD00257[c],0.7264631043256997,2,False
EG12159,EG12159-MONOMER[c],0.7336726039016115,1,False
EG10372,GDHA-MONOMER[c],0.7425784563189143,1,False
EG10402,CITSYN-MONOMER[c],0.7482329657902178,1,False
EG10094,ASNS-MONOMER[c],0.7519083969465649,1,False
EG11284,FABZ-MONOMER[m],0.7687305626236924,1,False
EG10184,PD00232[c],0.7762934690415606,1,False
