variant,gene_id,failed_before_gen8,expected_failed_before_gen8,RNA ID,Rousset_all_strains_M9,rousset_bool,expected_category,criteria_match,n_simulations
371,G7664,False,False,G7664_RNA,0,False,expected_nonessential,True,2
372,EG10769,True,False,EG10769_RNA,0,False,expected_nonessential,False,2
373,EG10675,False,False,EG10675_RNA,0,False,expected_nonessential,True,2
374,EG10873,True,True,EG10873_RNA,1,True,expected_essential,True,2
375,EG11169,False,False,EG11169_RNA,0,False,expected_nonessential,True,2
376,EG10810,True,True,EG10810_RNA,1,True,expected_essential,True,2
377,EG10102,False,False,EG10102_RNA,0,False,expected_nonessential,True,2
378,EG10025,False,False,EG10025_RNA,0,False,expected_nonessential,True,2
379,G6503,False,False,G6503_RNA,0,False,expected_nonessential,True,2
380,EG11577,True,True,EG11577_RNA,1,True,expected_essential,True,2
381,EG11223,False,True,EG11223_RNA,1,True,expected_essential,False,2
382,EG10206,False,False,EG10206_RNA,0,False,expected_nonessential,True,2
383,EG10220,False,False,EG10220_RNA,0,False,expected_nonessential,True,2
384,EG10022,False,False,EG10022_RNA,0,False,expected_nonessential,True,2
385,G6468,False,False,G6468_RNA,0,False,expected_nonessential,True,2
386,EG10402,False,False,EG10402_RNA,0,False,expected_nonessential,True,2
387,EG11041,False,False,EG11041_RNA,0,False,expected_nonessential,True,2
388,EG10075,False,True,EG10075_RNA,1,True,expected_essential,False,2
389,G7893,False,False,G7893_RNA,0,False,expected_nonessential,True,2
390,G7860,False,False,G7860_RNA,0,False,expected_nonessential,True,2
391,EG11005,False,False,EG11005_RNA,0,False,expected_nonessential,True,2
392,EG10700,False,False,EG10700_RNA,0,False,expected_nonessential,True,2
393,G7858,False,False,G7858_RNA,0,False,expected_nonessential,True,2
394,EG10910,True,True,EG10910_RNA,1,True,expected_essential,True,2
395,G7530,False,False,G7530_RNA,0,False,expected_nonessential,True,2
396,EG11335,False,False,EG11335_RNA,0,False,expected_nonessential,True,2
397,G7423,False,True,G7423_RNA,1,True,expected_essential,False,2
398,G7842,False,True,G7842_RNA,1,True,expected_essential,False,2
399,EG10057,False,False,EG10057_RNA,0,False,expected_nonessential,True,2
400,EG10874,True,True,EG10874_RNA,1,True,expected_essential,True,2
401,EG10091,False,False,EG10091_RNA,0,False,expected_nonessential,True,2
402,G6497,False,False,G6497_RNA,0,False,expected_nonessential,True,2
403,EG11333,False,False,EG11333_RNA,0,False,expected_nonessential,True,2
404,G7665,False,True,G7665_RNA,1,True,expected_essential,False,2
405,G7516,False,False,G7516_RNA,0,False,expected_nonessential,True,2
406,EG12957,False,False,EG12957_RNA,0,False,expected_nonessential,True,2
407,EG10871,True,True,EG10871_RNA,1,True,expected_essential,True,2
408,EG12312,False,False,EG12312_RNA,0,False,expected_nonessential,True,2
409,EG10790,False,True,EG10790_RNA,1,True,expected_essential,False,2
410,EG12040,False,False,EG12040_RNA,0,False,expected_nonessential,True,2
411,EG10080,False,False,EG10080_RNA,0,False,expected_nonessential,True,2
412,EG10560,False,False,EG10560_RNA,0,False,expected_nonessential,True,2
413,EG10101,False,False,EG10101_RNA,0,False,expected_nonessential,True,2
414,EG10185,False,True,EG10185_RNA,1,True,expected_essential,False,2
415,EG11000,True,True,EG11000_RNA,1,True,expected_essential,True,2
416,EG10744,False,False,EG10744_RNA,0,False,expected_nonessential,True,2
417,G6877,False,False,G6877_RNA,0,False,expected_nonessential,True,2
418,EG11067,True,True,EG11067_RNA,1,True,expected_essential,True,2
419,EG10884,True,True,EG10884_RNA,1,True,expected_essential,True,2
420,G7138,False,False,G7138_RNA,0,False,expected_nonessential,True,2
421,EG10449,True,False,EG10449_RNA,0,False,expected_nonessential,False,2
422,EG10946,False,True,EG10946_RNA,1,True,expected_essential,False,2
423,G7948,False,False,G7948_RNA,0,False,expected_nonessential,True,2
424,G7544,False,False,G7544_RNA,0,False,expected_nonessential,True,2
425,G6261,False,False,G6261_RNA,0,False,expected_nonessential,True,2
426,EG10586,True,True,EG10586_RNA,1,True,expected_essential,True,2
427,EG10965,False,True,EG10965_RNA,1,True,expected_essential,False,2
428,EG10444,True,False,EG10444_RNA,0,False,expected_nonessential,False,2
429,EG11121,False,False,EG11121_RNA,0,False,expected_nonessential,True,2
430,EG11074,False,False,EG11074_RNA,0,False,expected_nonessential,True,2
431,G7892,False,False,G7892_RNA,0,False,expected_nonessential,True,2
432,EG10408,False,False,EG10408_RNA,0,False,expected_nonessential,True,2
433,EG10882,True,True,EG10882_RNA,1,True,expected_essential,True,2
434,EG11621,False,False,EG11621_RNA,0,False,expected_nonessential,True,2
435,EG10082,False,False,EG10082_RNA,0,False,expected_nonessential,True,2
436,EG10900,True,True,EG10900_RNA,1,True,expected_essential,True,2
437,EG11001,True,True,EG11001_RNA,1,True,expected_essential,True,2
438,EG10023,False,False,EG10023_RNA,0,False,expected_nonessential,True,2
439,G6770,False,False,G6770_RNA,0,False,expected_nonessential,True,2
440,EG10131,False,False,EG10131_RNA,0,False,expected_nonessential,True,2
441,EG10088,False,False,EG10088_RNA,0,False,expected_nonessential,True,2
