tu,coef_full,coef_seedA_train,coef_seedB_train,abs_full,abs_seedA_train,abs_seedB_train,coef_mean,coef_std,stability_score,abs_mean
tu_available__TU0-14547[c],0.0203590702483189,0.05722873818299895,-0.01651059768636079,0.0203590702483189,0.05722873818299895,0.01651059768636079,0.02035907024831902,0.03686966793467987,0.02035907024831902,0.02035907024831902
tu_available__TU0-6408[c],0.0198756498034805,0.040027445702279174,-0.00027614609532039536,0.0198756498034805,0.040027445702279174,0.00027614609532039536,0.01987564980347976,0.020151795898799785,0.01987564980347976,0.01987564980347976
tu_available__TU00115[c],0.0587553350569191,3.885780586188048e-16,1.6653345369377348e-16,0.0587553350569191,3.885780586188048e-16,1.6653345369377348e-16,0.019585111685639884,0.03392240851143874,0.019585111685639884,0.019585111685639884
tu_available__TU0-14819[c],0.01952848932317977,0.07417999831895955,-0.03512301967259995,0.01952848932317977,0.07417999831895955,0.03512301967259995,0.019528489323179788,0.054651508995779745,0.019528489323179788,0.019528489323179788
tu_available__TU0-5162[c],0.05827723944506934,4.926614671774132e-16,2.914335439641036e-16,0.05827723944506934,4.926614671774132e-16,2.914335439641036e-16,0.01942574648169004,0.03364637988123883,0.01942574648169004,0.01942574648169004
tu_available__TU00184[c],0.019401140533678807,0.055370965495318614,-0.016568684427961333,0.019401140533678807,0.055370965495318614,0.016568684427961333,0.019401140533678696,0.03596982496163997,0.019401140533678696,0.019401140533678696
tu_available__TU00117[c],0.05686241584688975,-1.3877787807814457e-17,2.3592239273284576e-16,0.05686241584688975,1.3877787807814457e-17,2.3592239273284576e-16,0.01895413861562999,0.032829531095974175,0.01895413861562999,0.01895413861562999
tu_available__TU0-45225[c],0.01706336405874101,0.05906616950484045,-0.0249394413873594,0.01706336405874101,0.05906616950484045,0.0249394413873594,0.017063364058740687,0.042002805446099925,0.017063364058740687,0.017063364058740687
tu_available__TU0-6635[c],0.05014319634503983,3.885780586188048e-16,-5.551115123125783e-17,0.05014319634503983,3.885780586188048e-16,5.551115123125783e-17,0.016714398781680056,0.028950187907836905,0.016714398781680056,0.016714398781680056
tu_available__TU0-13066[c],0.01635019145892108,0.07199201655719836,-0.039291633639360946,0.01635019145892108,0.07199201655719836,0.039291633639360946,0.0163501914589195,0.055641825098279654,0.0163501914589195,0.0163501914589195
tu_available__TU0-8773[c],0.01628812861541923,0.11900869184447849,-0.08643243461364114,0.01628812861541923,0.11900869184447849,0.08643243461364114,0.016288128615418857,0.10272056322905981,0.016288128615418857,0.016288128615418857
tu_available__TU0-8346[c],0.016204152729600213,0.029910230777519142,0.0024980746816786747,0.016204152729600213,0.029910230777519142,0.0024980746816786747,0.016204152729599342,0.013706078047920234,0.016204152729599342,0.016204152729599342
tu_available__TU00013[c],0.015525757729979522,0.0010723642131597044,0.029979151246800284,0.015525757729979522,0.0010723642131597044,0.029979151246800284,0.015525757729979836,0.01445339351682029,0.015525757729979836,0.015525757729979836
tu_available__TU0-13741[c],0.015409293802557678,0.09883081591380016,-0.06801222830867941,0.015409293802557678,0.09883081591380016,0.06801222830867941,0.015409293802559476,0.08342152211123978,0.015409293802559476,0.015409293802559476
tu_available__TU0-14158[c],0.015363578007898587,0.10015494876251949,-0.06942779274671962,0.015363578007898587,0.10015494876251949,0.06942779274671962,0.015363578007899484,0.08479137075461955,0.015363578007899484,0.015363578007899484
tu_available__TU0-3901[c],-0.015287013455760778,0.05579112828167898,-0.08636515519320176,0.015287013455760778,0.05579112828167898,0.08636515519320176,-0.015287013455761186,0.07107814173744037,0.015287013455761186,0.015287013455761186
tu_available__TU0-45229[c],0.015249336382980316,0.07647014081664044,-0.045971468050680586,0.015249336382980316,0.07647014081664044,0.045971468050680586,0.015249336382980058,0.061220804433660514,0.015249336382980058,0.015249336382980058
tu_available__TU0-13210[c],-0.014351335047363356,0.07643148368579916,-0.10513415378052018,0.014351335047363356,0.07643148368579916,0.10513415378052018,-0.01435133504736146,0.09078281873315967,0.01435133504736146,0.01435133504736146
tu_available__TU0-5402[c],-0.014204544312779954,0.07620131307635997,-0.1046104017019199,0.014204544312779954,0.07620131307635997,0.1046104017019199,-0.014204544312779963,0.09040585738913993,0.014204544312779963,0.014204544312779963
tu_available__TU0-13106[c],0.014131424798098702,0.08183296986479927,-0.053570120268599475,0.014131424798098702,0.08183296986479927,0.053570120268599475,0.014131424798099498,0.06770154506669937,0.014131424798099498,0.014131424798099498
tu_available__TU0-8793[c],0.014113598414579515,0.12725137668887954,-0.09902417985971959,0.014113598414579515,0.12725137668887954,0.09902417985971959,0.01411359841457982,0.11313777827429956,0.01411359841457982,0.01411359841457982
