tu,ridge_full,ridge_A_train,ridge_B_train,enet_full,enet_A_train,enet_B_train,abs_ridge_full,abs_ridge_A_train,abs_ridge_B_train,abs_enet_full,abs_enet_A_train,abs_enet_B_train,ridge_mean,ridge_std,enet_mean,enet_std,ridge_score,enet_score
tu_available__TU00337[c],0.6933730509951765,0.6424292226756567,0.653666381273351,0.7700653597017658,0.0,0.0,0.6933730509951765,0.6424292226756567,0.653666381273351,0.7700653597017658,0.0,0.0,0.663156218314728,0.026764924178224327,0.2566884532339219,0.4445974427174205,0.663156218314728,0.2566884532339219
tu_available__TU00185[c],0.6933730509951754,0.6424292226756574,0.6536663812733513,0.7700645599530676,0.0,0.0,0.6933730509951754,0.6424292226756574,0.6536663812733513,0.7700645599530676,0.0,0.0,0.663156218314728,0.026764924178223386,0.2566881866510225,0.4445969809822943,0.663156218314728,0.2566881866510225
tu_available__TU0-6409[c],0.6933730509951692,0.6424292226756605,0.6536663812733546,0.7700590122461807,0.0,0.0,0.6933730509951692,0.6424292226756605,0.6536663812733546,0.7700590122461807,0.0,0.0,0.663156218314728,0.02676492417821808,0.25668633741539354,0.44459377801222977,0.663156218314728,0.25668633741539354
tu_available__TU0-5061[c],0.6933730509951692,0.6424292226756603,0.6536663812733544,0.7700582625477369,0.0,0.0,0.6933730509951692,0.6424292226756603,0.6536663812733544,0.7700582625477369,0.0,0.0,0.6631562183147279,0.026764924178218207,0.2566860875159123,0.4445933451736314,0.6631562183147279,0.2566860875159123
tu_available__TU00346[c],0.6933730509951763,0.6424292226756565,0.6536663812733509,0.7700654796217818,0.0,0.0,0.6933730509951763,0.6424292226756565,0.6536663812733509,0.7700654796217818,0.0,0.0,0.6631562183147279,0.02676492417822431,0.2566884932072606,0.444597511953274,0.6631562183147279,0.2566884932072606
tu_available__TU0-6501[c],0.6933730509951693,0.64242922267566,0.6536663812733546,0.770059499317929,0.0,0.0,0.6933730509951693,0.64242922267566,0.6536663812733546,0.770059499317929,0.0,0.0,0.6631562183147279,0.026764924178218318,0.256686499772643,0.4445940592232347,0.6631562183147279,0.256686499772643
tu_available__TU0-6441[c],0.6933730509951695,0.6424292226756598,0.6536663812733546,0.7700591757207458,0.0,0.0,0.6933730509951695,0.6424292226756598,0.6536663812733546,0.7700591757207458,0.0,0.0,0.6631562183147279,0.02676492417821853,0.2566863919069153,0.44459387239431386,0.6631562183147279,0.2566863919069153
tu_available__TU0-6562[c],0.6933730509951697,0.6424292226756597,0.6536663812733544,0.7700598182289623,0.0,0.0,0.6933730509951697,0.6424292226756597,0.6536663812733544,0.7700598182289623,0.0,0.0,0.6631562183147279,0.02676492417821867,0.25668660607632077,0.4445942433466057,0.6631562183147279,0.25668660607632077
tu_available__TU0-6886[c],0.6933730509951702,0.6424292226756595,0.6536663812733542,0.7700602888454163,0.0,0.0,0.6933730509951702,0.6424292226756595,0.6536663812733542,0.7700602888454163,0.0,0.0,0.6631562183147279,0.026764924178219112,0.2566867629484721,0.4445945150571421,0.6631562183147279,0.2566867629484721
tu_available__TU0-7281[c],0.6933730509951702,0.6424292226756595,0.6536663812733537,0.7700604435719324,0.0,0.0,0.6933730509951702,0.6424292226756595,0.6536663812733537,0.7700604435719324,0.0,0.0,0.6631562183147278,0.02676492417821919,0.25668681452397746,0.44459460438853776,0.6631562183147278,0.25668681452397746
