dtw_distance,duration_ratio,amplitude_ratio,composite_tdi,generation_pair,feature
77.93149336835843,0.5905511811023623,0.20075301121257705,26.240932520224458,1-2,dry_mass
170.1313916461844,0.09615384615384626,0.37103618659327453,56.86619389297717,2-3,dry_mass
141.28739870514772,1.3859649122807016,0.28311950193881796,47.652161039789085,3-4,dry_mass
10.768242664361534,0.47058823529411775,0.13587599910700854,3.79156896625422,4-5,dry_mass
1.957941275406414,0.16500000000000004,0.08768207927269656,0.7368744515597035,5-6,dry_mass
1.1010843189156565,0.1330472103004292,0.04311809270915434,0.42574987397508,6-7,dry_mass
0.49996079053230386,0.09469696969696972,0.045367546702862915,0.2133417689773788,7-8,dry_mass
2.083723540893433e-05,0.5905511811023623,0.14356244993371226,0.2447114894238278,1-2,instantaneous_growth_rate
2.806845797875668e-05,0.09615384615384626,0.12000650241290511,0.07206280567491004,2-3,instantaneous_growth_rate
7.034949735557667e-05,1.3859649122807016,0.21903425400712162,0.535023171928393,3-4,instantaneous_growth_rate
2.0598295296009692e-05,0.47058823529411775,0.003839492496385599,0.1581494420285998,4-5,instantaneous_growth_rate
2.1924557840401766e-05,0.16500000000000004,0.15767593432465632,0.10756595296083225,5-6,instantaneous_growth_rate
1.9001250943837355e-05,0.1330472103004292,0.08228269946609013,0.07178297033915439,6-7,instantaneous_growth_rate
1.9363898843174953e-05,0.09469696969696972,0.08683819409711702,0.0605181758976433,7-8,instantaneous_growth_rate
