dtw_distance,duration_ratio,amplitude_ratio,composite_tdi,generation_pair,feature
21.258827650481376,0.1694915254237288,0.1185897900745152,7.182302988659874,1-2,dry_mass
3.649703541962504,0.09183673469387754,0.04177310445786209,1.2611044603714145,2-3,dry_mass
10.16564234945096,0.1123595505617978,0.047408509046838576,3.441803469686533,3-4,dry_mass
5.676918074658313,0.04040404040404044,0.004594752974207417,1.9073056226788536,4-5,dry_mass
6.634775812214241,0.0736842105263158,0.06617718330970546,2.258212402016754,5-6,dry_mass
10.73161411976996,0.1477272727272727,0.03336138401517985,3.637567592170804,6-7,dry_mass
6.347648475644129,0.04950495049504955,0.002515207188125368,2.133222877775768,7-8,dry_mass
4.611961833194845e-05,0.1694915254237288,0.14799387603770287,0.10584384035992121,1-2,instantaneous_growth_rate
2.3483050287045702e-05,0.09183673469387754,0.02047514473317813,0.03744512082578091,2-3,instantaneous_growth_rate
4.6010988697868254e-05,0.1123595505617978,0.09139732678817247,0.06793429611288938,3-4,instantaneous_growth_rate
4.3668731087193594e-05,0.04040404040404044,0.12421911788595519,0.05488894234036094,4-5,instantaneous_growth_rate
2.2724781163221387e-05,0.0736842105263158,0.022575390574264942,0.032094108627247986,5-6,instantaneous_growth_rate
3.405912455873652e-05,0.1477272727272727,0.08701995575936095,0.07826042920373079,6-7,instantaneous_growth_rate
3.572615662952623e-05,0.04950495049504955,0.1332853827463809,0.06094201979935333,7-8,instantaneous_growth_rate
