label,variant,generation,duration_s,mRNA_initial,mRNA_final,mRNA_change_pct,protein_initial,protein_final,protein_change_pct,total_tl_initiations,total_tc_initiations
V1_G1,1,1,2520.0,0,0,0.0,207,198,-4.3478260869565215,0,0
V1_G2,1,2,2800.0,0,0,0.0,97,94,-3.0927835051546393,0,0
V1_G3,1,3,2760.0,0,0,0.0,53,51,-3.7735849056603774,0,0
