project,variant,label,mean_growth_rate,median_growth_rate,std_growth_rate,max_growth_rate,initial_dry_mass,final_dry_mass,max_dry_mass,fold_change_mass,duration_sec,n_timepoints,generations_used
all_media_conditions1_seed100,0,baseline,0.00024695428430932285,0.0002504229916086503,2.7006454395540765e-05,0.0002851238367515298,266.9493849022739,721.0952506405931,731.3535496399188,2.7012433495757073,6803.0,342,2
all_media_conditions1_seed100,1,with_aa,0.0003329869269027884,0.00030845078310230017,0.00010081197074196123,0.0009565277190148272,278.4406628069322,842.4739804744315,985.9585535303581,3.0256858749779445,5366.0,270,2
gene_ko_metabolic_seed100,1,KO: EG10003,0.0002605581272150234,0.00026069233644905544,2.8188550431912284e-05,0.0003296387316479586,266.9671540601488,743.4638447776449,779.0472632723859,2.7848513701806907,6560.0,329,2
gene_ko_metabolic_seed100,2,KO: EG10013,0.00026654682935201934,0.0002656294060483371,3.434592089448342e-05,0.00034854953950070764,266.9669356937867,762.690229060699,813.3767240293346,2.8568714963845228,6467.0,325,2
gene_ko_non_metabolic_seed100,1,KO: EG10001,0.00022491270459737525,0.00022423613340184014,2.665100750917801e-05,0.00029925059705829905,266.9705593213504,656.9565423865731,675.8568453811733,2.4607827322105567,7043.0,354,2
gene_ko_non_metabolic_seed100,2,KO: EG10004,0.000252920923329344,0.0002548636137024847,2.926281930100491e-05,0.0003112459658402067,266.9669356937867,747.6962712075008,747.6962712075008,2.800707395709537,6799.0,341,2
