project,variant,label,mean_growth_rate,median_growth_rate,std_growth_rate,max_growth_rate,initial_dry_mass,final_dry_mass,max_dry_mass,fold_change_mass,duration_sec,n_timepoints,generations_used
gene_ko_trial40_seed101,1,KO: EG10003,0.00023565555345246377,0.0002322856670674846,2.8602195601341732e-05,0.0003112103264022044,411.0744103730332,652.3230879018374,742.5485018418372,1.5868734989119877,22389.0,1123,8
gene_ko_trial40_seed101,2,KO: EG10013,0.00026194999985153694,0.00026345414237527974,3.0189695402067156e-05,0.0005786390965212837,411.06208957943215,750.5157846978516,771.3859209516404,1.8257966465983837,20677.0,1038,8
gene_ko_trial40_seed101,3,KO: EG10028,0.0002171313292681294,0.0002134874583951828,3.9847491835407565e-05,0.0005766105707117136,411.09062810407136,609.4509876570601,733.6768149597306,1.482522212845903,24121.0,1210,8
gene_ko_trial40_seed101,4,KO: EG10030,0.0002546009425936146,0.00025311178565755934,2.7826471001245077e-05,0.0003139697961662535,411.091894484102,770.0579296365597,770.0579296365597,1.8732014422297005,21371.0,1073,8
gene_ko_trial40_seed101,5,KO: EG10032,0.000225425778356819,0.00023041163347162284,3.3756197971422337e-05,0.0003087493791124197,411.0543724014915,568.2641065523053,741.7773883072855,1.3824548398119494,22768.0,1142,8
gene_ko_trial40_seed101,6,KO: EG10043,0.0002458090617307908,0.0002431389844896318,3.4650416341470755e-05,0.0004322597539695986,411.06549395216064,695.8156612981845,825.2282528328749,1.69271240601665,21489.0,1078,8
gene_ko_trial40_seed101,7,KO: EG10071,0.00011853488683777554,8.480058284335567e-05,8.142900325643077e-05,0.0007080446335909683,411.04969636914313,340.20221145243886,747.7056200240095,0.8276425319310303,27385.0,1372,8
gene_ko_trial40_seed101,8,KO: EG10084,0.0002388907941682597,0.00023908159953459025,3.289100683030308e-05,0.0007567274253761705,411.0470863804371,673.2596312967855,736.1603938100036,1.637913644456933,22106.0,1110,8
gene_ko_trial40_seed101,9,KO: EG10085,0.0002318802347759553,0.00022910949231414306,3.2065330762033674e-05,0.0003424611306668078,411.09442670371595,682.0606625365563,752.0364311519515,1.6591338102185733,22975.0,1153,8
gene_ko_trial40_seed101,10,KO: EG10107,0.00021573937238750167,0.00021000570872600614,3.815227059422241e-05,0.0003276251273121595,411.0743045318309,628.2337419928904,768.5402195394086,1.528272954711632,24339.0,1221,8
gene_ko_trial40_seed101,11,KO: EG10108,0.00024972385730734223,0.00024827780380942807,3.534657620631515e-05,0.0007728231291747518,411.07442234700443,678.4459643365608,773.2684591682475,1.6504212557497857,21300.0,1069,8
gene_ko_trial40_seed101,12,KO: EG10112,0.00023397509918043978,0.00023564468055678331,3.4402936815937765e-05,0.0003259220406538902,410.985293452835,711.5010534349765,752.3983887138738,1.7312080621119086,22983.0,1153,8
gene_ko_trial40_seed101,13,KO: EG10122,0.00025064168664725356,0.0002497833505488936,3.031986508219548e-05,0.0003501444909915755,411.0518877619877,714.6977272249223,777.5871319085788,1.7387044032717236,21320.0,1070,8
gene_ko_trial40_seed101,14,KO: EG10124,0.00024288798895658915,0.00024074963668774922,3.2626657921800186e-05,0.00033570636512917756,411.0518877619877,705.88576652301,768.8897654053537,1.7172668160369589,21972.0,1103,8
gene_ko_trial40_seed101,15,KO: EG10129,0.00020757331906396472,0.0001925427256655358,4.98540884863325e-05,0.0003811691615663466,411.0067492247689,589.2791556721386,777.4035801802211,1.4337456909980744,24927.0,1251,8
gene_ko_trial40_seed101,16,KO: EG10138,0.00021527173011620434,0.00021190791378415934,3.0425225193555515e-05,0.0003194216858806497,411.0543724014915,595.3647253169913,721.4559270269335,1.4483843629705448,24117.0,1209,8
gene_ko_trial40_seed101,17,KO: EG10160,0.0002332931705851013,0.00023510352618085005,3.3852134929186416e-05,0.0003118260513498861,410.98803560267004,683.9315760626985,745.9437056714207,1.6641155382048674,22809.0,1144,8
gene_ko_trial40_seed101,18,KO: EG10167,0.00023302705229839323,0.00022814182052703993,4.822397818459674e-05,0.0005676166087102834,411.0199380515245,625.2866550369222,790.3176201984813,1.5213049225814874,22375.0,1122,8
gene_ko_trial40_seed101,19,KO: EG10170,0.00022244698787726887,0.00022652353321857754,4.0646100288340834e-05,0.0005931941858082456,411.063951858985,576.0194099265859,720.3179477968229,1.4012890386559333,23224.0,1166,8
gene_ko_trial40_seed101,20,KO: EG10172,0.00023648123302312865,0.00023356736098219906,3.2078099779307206e-05,0.0003406846260816225,411.05870641945285,683.4569161593938,776.6051879623637,1.662674711631044,22547.0,1131,8
gene_ko_trial40_seed101,21,KO: EG10001,0.00023367783923177986,0.0002322011448187602,3.0771588763295645e-05,0.000307650191265804,411.07964224218665,690.4866556896404,744.6674822391999,1.679690708893927,22832.0,1145,8
gene_ko_trial40_seed101,22,KO: EG10004,0.0002363325654704984,0.00023216152658826625,4.798804723812535e-05,0.0005968061191134342,411.05218571554303,686.0563307712757,778.7519555906943,1.669024894192003,22499.0,1128,8
gene_ko_trial40_seed101,23,KO: EG10011,0.00022763208442385695,0.00021985829846334274,4.195267935319555e-05,0.0005719682378460877,411.0662976751894,605.114406909594,819.79659710041,1.4720603716039373,22700.0,1138,8
gene_ko_trial40_seed101,24,KO: EG10014,0.00021442605634504358,0.00022063950806407636,3.6383436640948794e-05,0.00031242936357837484,411.06839141477985,527.8432284708206,722.9922658045405,1.2840764201162127,23609.0,1185,8
gene_ko_trial40_seed101,25,KO: EG10015,0.00022569719383496467,0.0002228129519005219,3.125765471234925e-05,0.0003464636967862854,411.05218571554303,642.4956141372174,756.6805811058355,1.5630512048458933,23212.0,1164,8
gene_ko_trial40_seed101,26,KO: EG10016,0.00023758695707488893,0.0002384719267180005,2.9917037229789823e-05,0.0003422236617548467,411.13416945930896,649.4679521903538,730.8248665771314,1.5796983088135985,22150.0,1112,8
gene_ko_trial40_seed101,27,KO: EG10017,0.00021917459930236472,0.0002169355037454784,4.758651986370937e-05,0.0005715442075440675,411.080910936358,547.1848628814687,764.7429192494712,1.3310879885789242,23364.0,1172,8
gene_ko_trial40_seed101,28,KO: EG10018,0.00024340955504292903,0.00024286971653281962,3.0100101507862022e-05,0.0004446032588851034,411.080910936358,732.3541426532713,775.7964888755403,1.7815328398127726,22102.0,1107,8
gene_ko_trial40_seed101,29,KO: EG10026,0.00025280144435164807,0.00025221839518682864,4.4972463241083624e-05,0.0007657968293080924,411.0586003634712,764.8576635191932,829.4606227477352,1.860702252289288,21496.0,1079,8
gene_ko_trial40_seed101,30,KO: EG10031,0.00023929562205711927,0.00022994036273566527,4.1712006228979195e-05,0.0006695077586102705,411.0605536009459,649.2796613429643,860.5465124483892,1.5795231521370439,21886.0,1098,8
gene_ko_trial40_seed101,31,KO: EG10033,0.00025355161500237723,0.00023498224236616957,0.0005677566296954042,0.019014908566571107,411.0199380515245,606.055730945078,772.8290694950633,1.4745166227656439,21873.0,1098,8
gene_ko_trial40_seed101,32,KO: EG10034,9.392533219099199e-05,6.627343673866405e-05,6.880515580748298e-05,0.0005850077702925397,411.0356551497878,280.40848391621637,729.6974630098966,0.6821999026192294,39349.0,1970,8
gene_ko_trial40_seed101,33,KO: EG10035,0.00023819129214939667,0.0002373077524927264,3.061441229945059e-05,0.0003352529621858895,410.9999472340397,673.5230629624609,754.0211504217584,1.6387424560396113,22233.0,1116,8
gene_ko_trial40_seed101,34,KO: EG10039,0.00020318419539222502,0.00020369409548110225,3.9836644151263955e-05,0.0003314935174497122,411.03186756698153,510.2720768906793,752.6800766857702,1.2414416427396,24896.0,1249,8
gene_ko_trial40_seed101,35,KO: EG10040,0.00023372701877364744,0.00023211745215122732,3.0053063788899813e-05,0.0003184349985509339,411.0595355708808,707.7473787250196,754.9305386072597,1.7217636801493919,22886.0,1149,8
gene_ko_trial40_seed101,36,KO: EG10044,0.00022609896233801788,0.00022280290127123727,3.599655630434937e-05,0.00040868091424268755,411.0713329485476,581.9070831754402,772.0319271020101,1.41558663067433,22899.0,1149,8
gene_ko_trial40_seed101,37,KO: EG10046,0.00025149503923073223,0.00025346363727763544,2.8206237950194674e-05,0.0004697932756733662,411.05386752725803,721.8917317340508,772.8422703852984,1.7561973959196002,21266.0,1068,8
gene_ko_trial40_seed101,38,KO: EG10050,0.0002063444968498249,0.00020133151900217963,3.440116230531494e-05,0.0003526989706183252,411.0533970593675,584.466761241405,742.9780492938446,1.4218755164721137,24896.0,1249,8
gene_ko_trial40_seed101,39,KO: EG10051,0.00022795703412335945,0.00022996513334857927,3.8853280644085725e-05,0.00032851253723408934,411.0811268753139,565.8388965659924,764.5755830077003,1.3764652755211955,22572.0,1133,8
gene_ko_trial40_seed101,40,KO: EG10054,0.00022881519314811217,0.00022522215088427173,4.952569606556302e-05,0.000625282098246108,411.0605306391079,596.9688740212239,759.699984555775,1.4522651277004623,22522.0,1130,8
