project,variant,label,mean_growth_rate,median_growth_rate,std_growth_rate,max_growth_rate,initial_dry_mass,final_dry_mass,max_dry_mass,fold_change_mass,duration_sec,n_timepoints,generations_used
gene_ko_441imported_2seeds,1,KO: EG10109,0.00020401768510121748,0.0002296322025273219,8.17243177086368e-05,0.00027233123351859303,410.985293452835,650.9219441651449,702.3302545847632,1.5838083613564757,22423.0,60,8
gene_ko_441imported_2seeds,2,KO: EG10894,0.0001578576551979889,0.0001561746220581937,7.892718547644041e-05,0.00028499580478466774,411.0385041526016,333.20391797901254,705.1552417323894,0.8106391849248938,17460.0,47,8
gene_ko_441imported_2seeds,3,KO: EG11288,0.000196314484390695,0.00021736144790790728,7.825253393501274e-05,0.00029337782741548627,411.0579612277894,579.3981813159305,702.9321715711565,1.4095291563878865,22834.0,62,8
gene_ko_441imported_2seeds,4,KO: EG10539,0.00020776819432165801,0.00023303107917284086,8.588492159821887e-05,0.00038155936377296575,411.04597260286755,671.7056404904006,705.6624044091441,1.6341375059265442,22165.0,59,8
gene_ko_441imported_2seeds,5,KO: EG12087,0.00020783032012656425,0.0002352325664630141,8.277612981365604e-05,0.0003001028747161062,411.06022891655095,627.1201135992337,698.3367332358503,1.5256161250436733,22145.0,61,8
gene_ko_441imported_2seeds,6,KO: EG10878,8.017923045186747e-05,5.576802940818285e-05,6.672458835772778e-05,0.00032311813450281357,411.0385041526016,291.9581908589464,696.662961554144,0.710294018466344,26693.0,69,8
gene_ko_441imported_2seeds,7,KO: EG10891,0.0003588487397683867,0.00022564562245150458,0.00044642880042225074,0.002520702464689347,411.0385041526016,5608.699449941769,5608.699449941769,13.645192343974399,16237.0,44,8
gene_ko_441imported_2seeds,8,KO: EG10796,0.00017806523831889753,0.00018841724085614926,7.111458277326641e-05,0.0002783386507006121,411.0496726665406,535.291879594067,689.6076361423368,1.302255944206326,25172.0,67,8
gene_ko_441imported_2seeds,9,KO: G6561,0.0001933863582957651,0.00021766036918618818,8.067143466466632e-05,0.00032024774448902995,411.0755262994153,605.2735045702518,716.848700523577,1.4724143517349375,23654.0,63,8
gene_ko_441imported_2seeds,10,KO: EG11050,0.000179448717831551,0.00019787787629930659,7.102119280337149e-05,0.00028511938736204036,411.06499097200617,523.2717242028104,676.3989588975703,1.2729659194899563,24843.0,67,8
