label,variant,generation,duration_s,mRNA_initial,mRNA_final,mRNA_change_pct,protein_initial,protein_final,protein_change_pct,total_tl_initiations,total_tc_initiations
V1_G1,1,1,2365.0,1,0,-100.0,536,479,-10.634328358208956,0,0
V1_G2,1,2,1976.0,0,0,0.0,209,186,-11.004784688995215,0,1
V1_G3,1,3,1793.0,0,0,0.0,100,165,65.0,0,4
V1_G4,1,4,1982.0,0,2,200.0,84,364,333.33333333333337,0,9
V1_G5,1,5,1918.0,1,0,-100.0,191,635,232.4607329842932,0,15
V1_G6,1,6,1765.0,0,0,0.0,323,268,-17.027863777089784,0,0
V1_G7,1,7,2024.0,0,2,200.0,126,454,260.3174603174603,0,12
V1_G8,1,8,1926.0,1,0,-100.0,230,345,50.0,0,10
