label,variant,generation,duration_s,mRNA_initial,mRNA_final,mRNA_change_pct,protein_initial,protein_final,protein_change_pct,total_tl_initiations,total_tc_initiations
V12_G1,12,1,2528.0,2,7,250.0,9968,18331,83.89847512038523,0,63
V12_G2,12,2,2726.0,4,12,200.0,9178,15912,73.37110481586402,0,63
V12_G3,12,3,2791.0,4,11,175.0,7966,12150,52.523223700728096,0,48
V12_G4,12,4,4166.0,6,6,0.0,6028,8357,38.63636363636363,0,50
V12_G5,12,5,6682.0,5,6,20.0,4219,6183,46.55131547760133,0,62
V12_G6,12,6,9920.0,4,9,125.0,3155,5373,70.30110935023772,0,86
V12_G7,12,7,10800.0,4,3,-25.0,2701,3599,33.2469455757127,0,35
